instruction_id	page	record	source_statement_ids	source_position_ids	visible_event_ids	formula_units	single_card_units	idiomatic_instruction_de	reading_status	awkwardness_reason	end_type	crosses_owner_boundary	component_values_unchanged
I011	f81v	B1	B1-S002	SRC_E102|SRC_E103|SRC_E104|SRC_E105|SRC_E106|SRC_E107|SRC_E108|SRC_E109|SRC_E110|SRC_E111|SRC_E112|SRC_E113|SRC_E114|SRC_E115|SRC_E116|SRC_E117|SRC_E118|SRC_E119|SRC_E120	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	2	15	den Posten nach Maß ansetzen; dann den Posten im Lauf zuführen; dann den Posten an der Zielstelle ansetzen; dann von dort weiterarbeiten; dann damit fortfahren; dann eine Portion zuführen; dann die Portion weiterführen und die Zielstelle setzen; dann damit fortfahren; dann den Posten abkühlen und fortsetzen; dann den Posten führen; dann mit dem Ansatz fortfahren; dann den Posten an der Zielstelle am Durchlass kurz halten; dann das vorgeschriebene Maß übernehmen; dann den Posten an der Zielstelle länger ansetzen; dann das vorgeschriebene Maß übernehmen; dann diesen Posten übernehmen; dann den Posten umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen, zuführen, übernehmen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I012	f81v	B1	B1-S003	SRC_E121|SRC_E122	E121|E122	0	2	damit fortfahren; dann den Posten halten und zuführen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I013	f81v	B1	B1-S004	SRC_E123|SRC_E124|SRC_E125	E123|E124|E125	1	1	umsetzen und ohne Abschluss weiterarbeiten; dann den Posten absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I014	f81v	B1	B1-S005	SRC_E126	E126	0	1	den Posten fortsetzen und umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I015	f81v	B1	B1-S006|B1-S007	SRC_E127|SRC_E128|SRC_E129|SRC_E130|SRC_E131	E127|E128|E129|E130|E131	0	5	eine Portion ansetzen; dann diesen Posten übernehmen; dann den Posten führen; dann den Posten an der Zielstelle abkühlen; dann den Posten ansetzen und umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I016	f81v	B1	B1-S008	SRC_E132|SRC_E133|SRC_E134|SRC_E135|SRC_E136	E132|E133|E134|E135|E136	1	3	den aktuellen Posten beibehalten; dann damit fortfahren; dann diesen Posten kurz wärmen; dann fortsetzen, absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I017	f81v	B1	B1-S009	SRC_E137	E137	0	1	den Posten kurz ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I018	f81v	B1	B1-S010	SRC_E138	E138	0	1	den Posten kurz ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I019	f81v	B1	B1-S011|B1-S012	SRC_E139|SRC_E140|SRC_E141|SRC_E142|SRC_E143	E139|E140|E141|E142|E143	0	5	diesen Posten übernehmen; dann diesen Posten ansetzen; dann den Arbeitsgang ausführen; dann diesen Posten kurz ansetzen; dann den Posten bearbeiten und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I020	f81v	B1	B1-S013	SRC_E144	E144	0	1	den Posten bearbeiten und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: bearbeiten.	COMMITTED_CLOSE	NO	YES
I021	f81v	B1	B1-S014|B1-S015	SRC_E145|SRC_E146|SRC_E147|SRC_E148|SRC_E149|SRC_E150|SRC_E151	E145|E146|E147|E148|E149|E150|E151	0	7	diesen Posten umsetzen; dann diesen Posten auffangen; dann den Posten an der Zielstelle führen und umsetzen; dann damit fortfahren; dann danach von dort nehmen; dann diesen Posten kurz eintragen; dann den Posten ansetzen und umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches umsetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I022	f81v	B1	B1-S016	SRC_E152|SRC_E153|SRC_E154|SRC_E155	E152|E153|E154|E155	1	2	den Posten an der Zielstelle ansetzen; dann diesen Posten länger ansetzen; dann fortsetzen, absetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I023	f81v	B1	B1-S017	SRC_E156|SRC_E157|SRC_E158	E156|E157|E158	0	3	die bezeichnete Stelle wählen; dann den Posten kurz fortsetzen; dann den Posten umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I024	f81v	B1	B1-S018	SRC_E159|SRC_E160|SRC_E161|SRC_E162	E159|E160|E161|E162	0	4	diesen Posten führen; dann den Posten kurz halten und fortsetzen; dann die Sollstufe einstellen; dann den Posten länger auffangen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I025	f81v	B1	B1-S019	SRC_E163	E163	0	1	den Posten absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I026	f81v	B1	B1-S020	SRC_E164|SRC_E165	E164|E165	0	2	diesen Posten kurz wärmen; dann den Posten am Durchlass kurz halten und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I027	f81v	B1	B1-S021	SRC_E166	E166	0	1	die bezeichnete Stelle wählen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	RECORD_FINAL_OPEN	NO	YES
I028	f82r	B2	B2-S001	SRC_E167	E167	0	1	den Posten umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I029	f82r	B2	B2-S002	SRC_E168	E168	0	1	den Posten fortsetzen und umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I030	f82r	B2	B2-S003	SRC_E169|SRC_E170|SRC_E171	E169|E170|E171	0	3	eine Portion ansetzen; dann den aktuellen Posten beibehalten; dann den Posten länger ansetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I031	f82r	B2	B2-S004	SRC_E172|SRC_E173|SRC_E174|SRC_E175|SRC_E176	E172|E173|E174|E175|E176	0	5	den Posten an der Zielstelle ansetzen; dann diesen Posten am Durchlass führen; dann den Posten führen und umsetzen; dann diesen Posten länger ansetzen; dann den Posten am Durchlass kurz führen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen, führen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I032	f82r	B2	B2-S005	SRC_E177|SRC_E178|SRC_E179|SRC_E180_E181|SRC_E182|SRC_E183|SRC_E184	E177|E178|E179|E180|E181|E182|E183|E184	0	7	diesen Posten an der Zielstelle ansetzen; dann den Posten nach Maß auffangen; dann diesen Posten übernehmen; dann den Posten nach Maß ansetzen; dann den Arbeitsgang bis bereit kurz fortsetzen; dann diesen Posten länger wärmen; dann den Posten führen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I033	f82r	B2	B2-S006|B2-S007	SRC_E185|SRC_E186|SRC_E187|SRC_E188|SRC_E189	E185|E186|E187|E188|E189	0	5	danach diesen Posten übernehmen; dann den Posten an der Zielstelle ansetzen; dann diesen Posten am Durchlass kurz halten; dann diesen Posten ansetzen; dann den Posten kurz halten und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I034	f82r	B2	B2-S008	SRC_E190|SRC_E191|SRC_E192	E190|E191|E192	0	3	danach das Maß setzen; dann den Posten von dort ansetzen; dann den Posten absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I035	f82r	B2	B2-S009	SRC_E193	E193	0	1	den Posten kurz fortsetzen und halten und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I036	f82r	B2	B2-S010|B2-S011	SRC_E194|SRC_E195|SRC_E196|SRC_E197|SRC_E198|SRC_E199|SRC_E200|SRC_E201	E194|E195|E196|E197|E198|E199|E200|E201	1	6	länger ansetzen und danach erneut ansetzen; dann den Posten fortsetzen; dann diesen Posten länger halten; dann eine Portion ansetzen; dann von dort weiterarbeiten; dann eine Portion ansetzen; dann den Posten länger ansetzen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I037	f82r	B2	B2-S012	SRC_E202|SRC_E203|SRC_E204|SRC_E205|SRC_E206|SRC_E207|SRC_E208|SRC_E209	E202|E203|E204|E205|E206|E207|E208|E209	1	6	diesen Posten führen und abziehen; dann diesen Posten länger halten; dann diesen Posten bis bereit halten; dann diesen Posten länger ansetzen; dann diesen Posten länger führen; dann mit dem gesetzten Maß weiterarbeiten; dann den Posten vollständig ansetzen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I038	f82r	B2	B2-S013	SRC_E210	E210	0	1	den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I039	f82r	B2	B2-S014|B2-S015	SRC_E211|SRC_E212|SRC_E213	E211|E212|E213	0	3	den Posten von dort führen; dann diesen Posten kurz halten; dann den Posten länger ansetzen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I040	f82r	B2	B2-S016	SRC_E214|SRC_E215|SRC_E216|SRC_E217|SRC_E218|SRC_E219|SRC_E220|SRC_E221	E214|E215|E216|E217|E218|E219|E220|E221	0	8	die bezeichnete Stelle wählen; dann den Posten von dort führen und umsetzen; dann den Posten kurz abziehen und teilen; dann das vorgeschriebene Maß übernehmen; dann danach diesen Posten übernehmen; dann den Posten nach Maß ansetzen; dann diesen Posten kurz ansetzen; dann den Posten hineingeben und umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen, umsetzen, übernehmen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I041	f82r	B2	B2-S017	SRC_E222|SRC_E223	E222|E223	0	2	den Posten an der Zielstelle kurz abkühlen und halten; dann die Zielstelle setzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I042	f82r	B2	B2-S018	SRC_E224	E224	0	1	den Posten länger ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I043	f82r	B2	B2-S019	SRC_E225	E225	0	1	den Posten abkühlen und absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I044	f82r	B2	B2-S020	SRC_E226	E226	0	1	danach den Posten bearbeiten und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: bearbeiten.	COMMITTED_CLOSE	NO	YES
I045	f82r	B2	B2-S021	SRC_E227	E227	0	1	den Posten länger ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I046	f82r	B2	B2-S022	SRC_E228	E228	0	1	den Arbeitsgang führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: Arbeitsgang, führen.	COMMITTED_CLOSE	NO	YES
I047	f83r	B3	B3-S001	SRC_E229	E229	0	1	den Posten länger auffangen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I048	f83r	B3	B3-S002	SRC_E230|SRC_E231	E230|E231	0	2	danach die Zielstelle setzen; dann den Posten länger wärmen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I049	f83r	B3	B3-S003	SRC_E232|SRC_E233|SRC_E234|SRC_E235	E232|E233|E234|E235	1	1	denselben Posten unter dem gesetzten Maß weiterführen; dann den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I050	f83r	B3	B3-S004|B3-S005	SRC_E236|SRC_E237|SRC_E238|SRC_E239	E236|E237|E238|E239	0	4	den Posten nach Maß ansetzen; dann danach die Zielstelle setzen; dann von dort weiterarbeiten; dann den Posten umsetzen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I051	f83r	B3	B3-S006	SRC_E240|SRC_E241|SRC_E242	E240|E241|E242	0	3	diesen Posten umsetzen; dann den Posten an der Zielstelle ansetzen; dann den Posten fortsetzen und umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches umsetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I052	f83r	B3	B3-S007	SRC_E243|SRC_E244|SRC_E245	E243|E244|E245	1	1	den Posten nach Maß ansetzen; dann umsetzen, länger einwirken lassen und schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I053	f83r	B3	B3-S008	SRC_E246	E246	0	1	den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I054	f83r	B3	B3-S009|B3-S010	SRC_E247|SRC_E248|SRC_E249	E247|E248|E249	0	3	diesen Posten ansetzen; dann den Posten an der Zielstelle hineingeben und umsetzen; dann danach den Posten bearbeiten und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I055	f83r	B3	B3-S011|B3-S012	SRC_E250|SRC_E251|SRC_E252|SRC_E253|SRC_E254|SRC_E255	E250|E251|E252|E253|E254|E255	0	6	diesen Posten bis bereit kurz halten und umsetzen; dann diesen Posten ansetzen; dann diesen Posten umsetzen; dann von dort nehmen; dann mit dem Ansatz arbeiten; dann den Posten absetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches umsetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I056	f83r	B3	B3-S013	SRC_E256|SRC_E257|SRC_E258|SRC_E259	E256|E257|E258|E259	0	4	den Posten nach Maß ansetzen; dann eine Portion zuführen; dann diesen Posten bis bereit halten; dann den Posten kurz ansetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I057	f83r	B3	B3-S014	SRC_E260|SRC_E261	E260|E261	0	2	den Posten im Lauf ansetzen; dann den Posten länger halten und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I058	f83r	B3	B3-S015	SRC_E262	E262	0	1	den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I059	f83r	B3	B3-S016	SRC_E263|SRC_E264	E263|E264	0	2	den Arbeitsgang führen; dann den Posten ansetzen und umsetzen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I060	f83r	B3	B3-S017	SRC_E265	E265	0	1	den Posten länger ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I061	f83r	B3	B3-S018	SRC_E266	E266	0	1	den Posten absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I062	f83r	B3	B3-S019	SRC_E267	E267	0	1	den Posten kurz ansetzen und halten und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I063	f83r	B3	B3-S020	SRC_E268|SRC_E269	E268|E269	0	2	die bezeichnete Stelle wählen; dann den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I064	f83r	B3	B3-S021	SRC_E270|SRC_E271|SRC_E272|SRC_E273|SRC_E274|SRC_E275|SRC_E276|SRC_E277|SRC_E278|SRC_E279|SRC_E280	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	1	9	den Posten nach Maß ansetzen; dann diesen Posten bis bereit halten; dann die bezeichnete Stelle wählen; dann den aktuellen Posten auf das Maß beziehen; dann den Posten an der Zielstelle absetzen; dann diesen Posten bis bereit kurz halten; dann den aktuellen Posten beibehalten; dann die bezeichnete Stelle wählen; dann diesen Posten bis bereit halten; dann den Posten an der Zielstelle umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches halten verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I065	f83r	B3	B3-S022	SRC_E281	E281	0	1	danach den Posten umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I066	f83r	B3	B3-S023	SRC_E282	E282	0	1	den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I067	f83r	B3	B3-S024	SRC_E283	E283	0	1	den Posten umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I068	f83r	B3	B3-S025	SRC_E284	E284	0	1	den Posten ansetzen und umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I069	f83r	B3	B3-S026	SRC_E285|SRC_E286|SRC_E287|SRC_E288|SRC_E289|SRC_E290|SRC_E291	E285|E286|E287|E288|E289|E290|E291	0	7	von dort nehmen; dann den Posten nach Maß führen; dann diesen Posten umsetzen; dann eine Portion ansetzen; dann diesen Posten bis bereit halten; dann den Ansatz an der Zielstelle abkühlen; dann den Posten länger auffangen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
