instruction_id	record	unit_no	unit_type	unit_id	card_sequence	source_position_ids	visible_event_ids	surface_sequence	idiomatic_unit_de	component_values_unchanged	instruction_reading_status
I004	H3	2	SINGLE_CARD	PROC034	PROC034	SRC_E047	E047	dchol	den Posten fortsetzen	YES	REPETITIVE_OPERATION
I004	H3	3	SINGLE_CARD	PROC019	PROC019	SRC_E048	E048	chy	den aktuellen Posten beibehalten	YES	REPETITIVE_OPERATION
I004	H3	4	SINGLE_CARD	PROC035	PROC035	SRC_E049	E049	kchy	diesen Posten zuführen	YES	REPETITIVE_OPERATION
I004	H3	5	TEACH_FORMULA	WF02	PROC019+PROC009	SRC_E050|SRC_E051	E050|E051	dy daiin	den aktuellen Posten auf das Maß beziehen	YES	REPETITIVE_OPERATION
I004	H3	6	SINGLE_CARD	PROC036	PROC036	SRC_E052	E052	qotchy	danach diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I004	H3	7	SINGLE_CARD	PROC037	PROC037	SRC_E053	E053	okchol	den Posten ansetzen und fortsetzen	YES	REPETITIVE_OPERATION
I004	H3	8	SINGLE_CARD	PROC014	PROC014	SRC_E054	E054	cthy	diesen Posten bis bereit halten	YES	REPETITIVE_OPERATION
I004	H3	9	SINGLE_CARD	PROC019	PROC019	SRC_E055	E055	dy	den aktuellen Posten beibehalten	YES	REPETITIVE_OPERATION
I005	H4	1	SINGLE_CARD	PROC038	PROC038	SRC_E056	E056	qokaiin	den Posten nach Maß ansetzen	YES	REPETITIVE_OPERATION
I005	H4	2	SINGLE_CARD	PROC009	PROC009	SRC_E057	E057	chaiin	das vorgeschriebene Maß übernehmen	YES	REPETITIVE_OPERATION
I005	H4	3	SINGLE_CARD	PROC039	PROC039	SRC_E058	E058	ykain	diesen Posten zuführen	YES	REPETITIVE_OPERATION
I005	H4	4	SINGLE_CARD	PROC040	PROC040	SRC_E059	E059	ykan	diesen Posten zuführen	YES	REPETITIVE_OPERATION
I005	H4	5	SINGLE_CARD	PROC041	PROC041	SRC_E060	E060	ody	den Arbeitsgang ausführen und den Schritt schließen	YES	REPETITIVE_OPERATION
I006	H4	1	SINGLE_CARD	PROC009	PROC009	SRC_E061	E061	daiin	das vorgeschriebene Maß übernehmen	YES	GENERIC_OPERATION
I006	H4	2	SINGLE_CARD	PROC042	PROC042	SRC_E062	E062	chedy	diesen Posten umsetzen	YES	GENERIC_OPERATION
I006	H4	3	SINGLE_CARD	PROC043	PROC043	SRC_E063	E063	talam	den Posten verwahren	YES	GENERIC_OPERATION
I006	H4	4	SINGLE_CARD	PROC044	PROC044	SRC_E064	E064	ykaiin	diesen Posten nach Maß zuführen	YES	GENERIC_OPERATION
I006	H4	5	SINGLE_CARD	PROC045	PROC045	SRC_E065	E065	cheoar	den Arbeitsgang von dort kurz abziehen	YES	GENERIC_OPERATION
I006	H4	6	SINGLE_CARD	PROC046	PROC046	SRC_E066	E066	cheeky	diesen Posten länger wärmen	YES	GENERIC_OPERATION
I006	H4	7	SINGLE_CARD	PROC047	PROC047	SRC_E067	E067	oldy	den Posten fortsetzen und den Schritt schließen	YES	GENERIC_OPERATION
I007	H4	1	SINGLE_CARD	PROC009	PROC009	SRC_E068	E068	aiin	das vorgeschriebene Maß übernehmen	YES	REPETITIVE_OPERATION
I007	H4	2	SINGLE_CARD	PROC048	PROC048	SRC_E069	E069	okal	den Posten an der Zielstelle ansetzen	YES	REPETITIVE_OPERATION
I007	H4	3	SINGLE_CARD	PROC049	PROC049	SRC_E070	E070	oltchy	diesen Posten fortsetzen und eintragen	YES	REPETITIVE_OPERATION
I007	H4	4	TEACH_FORMULA	WF04	PROC016+PROC019	SRC_E071|SRC_E072	E071|E072	or y	den Ansatz als aktuellen Posten übernehmen	YES	REPETITIVE_OPERATION
I007	H4	5	SINGLE_CARD	PROC050	PROC050	SRC_E073	E073	orain	eine Portion nehmen	YES	REPETITIVE_OPERATION
I008	H5	1	SINGLE_CARD	PROC051	PROC051	SRC_E074	E074	chochor	die Gabe abziehen	YES	REPETITIVE_OPERATION
I008	H5	2	SINGLE_CARD	PROC052	PROC052	SRC_E075	E075	cho	die Gabe nehmen	YES	REPETITIVE_OPERATION
I008	H5	3	SINGLE_CARD	PROC053	PROC053	SRC_E076	E076	chodaly	die Zielstelle setzen	YES	REPETITIVE_OPERATION
I008	H5	4	SINGLE_CARD	PROC009	PROC009	SRC_E077	E077	daiin	das vorgeschriebene Maß übernehmen	YES	REPETITIVE_OPERATION
I008	H5	5	SINGLE_CARD	PROC052	PROC052	SRC_E078	E078	sho	die Gabe nehmen	YES	REPETITIVE_OPERATION
I008	H5	6	SINGLE_CARD	PROC054	PROC054	SRC_E079	E079	kchol	den Posten zuführen und fortsetzen	YES	REPETITIVE_OPERATION
I008	H5	7	SINGLE_CARD	PROC020	PROC020	SRC_E080	E080	otchor	danach den Ansatz abziehen	YES	REPETITIVE_OPERATION
I008	H5	8	SINGLE_CARD	PROC008	PROC008	SRC_E081	E081	choky	diesen Posten ansetzen	YES	REPETITIVE_OPERATION
I008	H5	9	SINGLE_CARD	PROC055	PROC055	SRC_E082	E082	dal	die bezeichnete Stelle wählen	YES	REPETITIVE_OPERATION
I008	H5	10	SINGLE_CARD	PROC034	PROC034	SRC_E083	E083	schol	den Posten fortsetzen	YES	REPETITIVE_OPERATION
I008	H5	11	SINGLE_CARD	PROC056	PROC056	SRC_E084	E084	choy	diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I008	H5	12	SINGLE_CARD	PROC008	PROC008	SRC_E085	E085	choky	diesen Posten ansetzen	YES	REPETITIVE_OPERATION
I008	H5	13	SINGLE_CARD	PROC057	PROC057	SRC_E086	E086	cheeckhody	den Arbeitsgang am Durchlass länger abziehen und den Schritt schließen	YES	REPETITIVE_OPERATION
I009	H5	1	SINGLE_CARD	PROC058	PROC058	SRC_E087	E087	sh	den Posten halten	YES	REPETITIVE_OPERATION
I009	H5	2	SINGLE_CARD	PROC052	PROC052	SRC_E088	E088	cho	die Gabe nehmen	YES	REPETITIVE_OPERATION
I009	H5	3	SINGLE_CARD	PROC059	PROC059	SRC_E089	E089	kchey	diesen Posten kurz zuführen	YES	REPETITIVE_OPERATION
I009	H5	4	SINGLE_CARD	PROC060	PROC060	SRC_E090	E090	qokokchy	diesen Posten ansetzen und ansetzen	YES	REPETITIVE_OPERATION
I009	H5	5	SINGLE_CARD	PROC011	PROC011	SRC_E091	E091	okchy	diesen Posten ansetzen	YES	REPETITIVE_OPERATION
I009	H5	6	SINGLE_CARD	PROC061	PROC061	SRC_E092	E092	chokcheo	den Arbeitsgang kurz ansetzen und abziehen	YES	REPETITIVE_OPERATION
I009	H5	7	SINGLE_CARD	PROC062	PROC062	SRC_E093	E093	kchal	den Posten an der Zielstelle zuführen	YES	REPETITIVE_OPERATION
I009	H5	8	SINGLE_CARD	PROC052	PROC052	SRC_E094	E094	sho	die Gabe nehmen	YES	REPETITIVE_OPERATION
I009	H5	9	SINGLE_CARD	PROC011	PROC011	SRC_E095	E095	chokchy	diesen Posten ansetzen	YES	REPETITIVE_OPERATION
I009	H5	10	SINGLE_CARD	PROC063	PROC063	SRC_E096	E096	kchoar	die Gabe von dort zuführen	YES	REPETITIVE_OPERATION
I009	H5	11	SINGLE_CARD	PROC064	PROC064	SRC_E097	E097	sotodan	danach eine Portion nehmen	YES	REPETITIVE_OPERATION
I009	H5	12	SINGLE_CARD	PROC065	PROC065	SRC_E098	E098	otchey	danach diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I009	H5	13	SINGLE_CARD	PROC066	PROC066	SRC_E099	E099	keol	den Posten kurz zuführen und fortsetzen	YES	REPETITIVE_OPERATION
I009	H5	14	SINGLE_CARD	PROC009	PROC009	SRC_E100	E100	daiin	das vorgeschriebene Maß übernehmen	YES	REPETITIVE_OPERATION
I010	B1	1	SINGLE_CARD	PROC067	PROC067	SRC_E101	E101	qokedy	den Posten kurz ansetzen und den Schritt schließen	YES	SMOOTH
I011	B1	1	SINGLE_CARD	PROC038	PROC038	SRC_E102	E102	okaiin	den Posten nach Maß ansetzen	YES	REPETITIVE_OPERATION
I011	B1	2	SINGLE_CARD	PROC068	PROC068	SRC_E103	E103	kair	den Posten im Lauf zuführen	YES	REPETITIVE_OPERATION
I011	B1	3	SINGLE_CARD	PROC048	PROC048	SRC_E104	E104	okal	den Posten an der Zielstelle ansetzen	YES	REPETITIVE_OPERATION
I011	B1	4	SINGLE_CARD	PROC003	PROC003	SRC_E105	E105	sar	von dort weiterarbeiten	YES	REPETITIVE_OPERATION
I011	B1	5	SINGLE_CARD	PROC013	PROC013	SRC_E106	E106	ol	damit fortfahren	YES	REPETITIVE_OPERATION
I011	B1	6	SINGLE_CARD	PROC069	PROC069	SRC_E107	E107	kain	eine Portion zuführen	YES	REPETITIVE_OPERATION
I011	B1	7	OBSERVED_PAIRING	WF13	PROC070+PROC055	SRC_E108|SRC_E109	E108|E109	olkain al	die Portion weiterführen und die Zielstelle setzen	YES	REPETITIVE_OPERATION
I011	B1	8	SINGLE_CARD	PROC013	PROC013	SRC_E110	E110	ol	damit fortfahren	YES	REPETITIVE_OPERATION
I011	B1	9	SINGLE_CARD	PROC071	PROC071	SRC_E111	E111	rol	den Posten abkühlen und fortsetzen	YES	REPETITIVE_OPERATION
I011	B1	10	SINGLE_CARD	PROC072	PROC072	SRC_E112	E112	dl	den Posten führen	YES	REPETITIVE_OPERATION
I011	B1	11	OBSERVED_PAIRING	WF09	PROC022+PROC013	SRC_E113|SRC_E114	E113|E114	olor ol	mit dem Ansatz fortfahren	YES	REPETITIVE_OPERATION
I011	B1	12	SINGLE_CARD	PROC073	PROC073	SRC_E115	E115	sheckhal	den Posten an der Zielstelle am Durchlass kurz halten	YES	REPETITIVE_OPERATION
I011	B1	13	SINGLE_CARD	PROC009	PROC009	SRC_E116	E116	daiin	das vorgeschriebene Maß übernehmen	YES	REPETITIVE_OPERATION
I011	B1	14	SINGLE_CARD	PROC074	PROC074	SRC_E117	E117	qokeedal	den Posten an der Zielstelle länger ansetzen	YES	REPETITIVE_OPERATION
I011	B1	15	SINGLE_CARD	PROC009	PROC009	SRC_E118	E118	daiin	das vorgeschriebene Maß übernehmen	YES	REPETITIVE_OPERATION
I011	B1	16	SINGLE_CARD	PROC075	PROC075	SRC_E119	E119	chckhy	diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I011	B1	17	SINGLE_CARD	PROC076	PROC076	SRC_E120	E120	schedy	den Posten umsetzen und den Schritt schließen	YES	REPETITIVE_OPERATION
I012	B1	1	SINGLE_CARD	PROC013	PROC013	SRC_E121	E121	qol	damit fortfahren	YES	GENERIC_OPERATION
I012	B1	2	SINGLE_CARD	PROC077	PROC077	SRC_E122	E122	sshkchdy	den Posten halten und zuführen und umsetzen und den Schritt schließen	YES	GENERIC_OPERATION
I013	B1	1	OBSERVED_PAIRING	WF10	PROC042+PROC013	SRC_E123|SRC_E124	E123|E124	chedy ol	umsetzen und ohne Abschluss weiterarbeiten	YES	SMOOTH
I013	B1	2	SINGLE_CARD	PROC078	PROC078	SRC_E125	E125	shedy	den Posten absetzen und den Schritt schließen	YES	SMOOTH
I014	B1	1	SINGLE_CARD	PROC079	PROC079	SRC_E126	E126	qolchedy	den Posten fortsetzen und umsetzen und den Schritt schließen	YES	SMOOTH
I015	B1	1	SINGLE_CARD	PROC080	PROC080	SRC_E127	E127	qokain	eine Portion ansetzen	YES	REPETITIVE_OPERATION
I015	B1	2	SINGLE_CARD	PROC075	PROC075	SRC_E128	E128	shckhy	diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I015	B1	3	SINGLE_CARD	PROC072	PROC072	SRC_E129	E129	dl	den Posten führen	YES	REPETITIVE_OPERATION
I015	B1	4	SINGLE_CARD	PROC081	PROC081	SRC_E130	E130	ral	den Posten an der Zielstelle abkühlen	YES	REPETITIVE_OPERATION
I015	B1	5	SINGLE_CARD	PROC082	PROC082	SRC_E131	E131	qokchdy	den Posten ansetzen und umsetzen und den Schritt schließen	YES	REPETITIVE_OPERATION
I016	B1	1	SINGLE_CARD	PROC019	PROC019	SRC_E132	E132	chey	den aktuellen Posten beibehalten	YES	SMOOTH
I016	B1	2	SINGLE_CARD	PROC013	PROC013	SRC_E133	E133	ol	damit fortfahren	YES	SMOOTH
I016	B1	3	SINGLE_CARD	PROC083	PROC083	SRC_E134	E134	cheky	diesen Posten kurz wärmen	YES	SMOOTH
I016	B1	4	TEACH_FORMULA	WF01	PROC013+PROC078	SRC_E135|SRC_E136	E135|E136	ol shedy	fortsetzen, absetzen und den Schritt schließen	YES	SMOOTH
I017	B1	1	SINGLE_CARD	PROC067	PROC067	SRC_E137	E137	qokedy	den Posten kurz ansetzen und den Schritt schließen	YES	SMOOTH
I018	B1	1	SINGLE_CARD	PROC067	PROC067	SRC_E138	E138	qokedy	den Posten kurz ansetzen und den Schritt schließen	YES	SMOOTH
I019	B1	1	SINGLE_CARD	PROC075	PROC075	SRC_E139	E139	chckhy	diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I019	B1	2	SINGLE_CARD	PROC008	PROC008	SRC_E140	E140	qoky	diesen Posten ansetzen	YES	REPETITIVE_OPERATION
I019	B1	3	SINGLE_CARD	PROC084	PROC084	SRC_E141	E141	lsho	den Arbeitsgang ausführen	YES	REPETITIVE_OPERATION
I019	B1	4	SINGLE_CARD	PROC085	PROC085	SRC_E142	E142	qokey	diesen Posten kurz ansetzen	YES	REPETITIVE_OPERATION
I019	B1	5	SINGLE_CARD	PROC086	PROC086	SRC_E143	E143	lshedy	den Posten bearbeiten und den Schritt schließen	YES	REPETITIVE_OPERATION
I020	B1	1	SINGLE_CARD	PROC086	PROC086	SRC_E144	E144	lshedy	den Posten bearbeiten und den Schritt schließen	YES	GENERIC_OPERATION
I021	B1	1	SINGLE_CARD	PROC042	PROC042	SRC_E145	E145	chedy	diesen Posten umsetzen	YES	REPETITIVE_OPERATION
I021	B1	2	SINGLE_CARD	PROC087	PROC087	SRC_E146	E146	qolky	diesen Posten auffangen	YES	REPETITIVE_OPERATION
I021	B1	3	SINGLE_CARD	PROC088	PROC088	SRC_E147	E147	lchedal	den Posten an der Zielstelle führen und umsetzen	YES	REPETITIVE_OPERATION
I021	B1	4	SINGLE_CARD	PROC013	PROC013	SRC_E148	E148	qol	damit fortfahren	YES	REPETITIVE_OPERATION
I021	B1	5	SINGLE_CARD	PROC089	PROC089	SRC_E149	E149	otar	danach von dort nehmen	YES	REPETITIVE_OPERATION
I021	B1	6	SINGLE_CARD	PROC090	PROC090	SRC_E150	E150	ytey	diesen Posten kurz eintragen	YES	REPETITIVE_OPERATION
I021	B1	7	SINGLE_CARD	PROC091	PROC091	SRC_E151	E151	okchedy	den Posten ansetzen und umsetzen und den Schritt schließen	YES	REPETITIVE_OPERATION
I022	B1	1	SINGLE_CARD	PROC048	PROC048	SRC_E152	E152	qokal	den Posten an der Zielstelle ansetzen	YES	REPETITIVE_OPERATION
I022	B1	2	SINGLE_CARD	PROC092	PROC092	SRC_E153	E153	okeey	diesen Posten länger ansetzen	YES	REPETITIVE_OPERATION
I022	B1	3	TEACH_FORMULA	WF01	PROC013+PROC078	SRC_E154|SRC_E155	E154|E155	qol cheedy	fortsetzen, absetzen und den Schritt schließen	YES	REPETITIVE_OPERATION
I023	B1	1	SINGLE_CARD	PROC055	PROC055	SRC_E156	E156	sal	die bezeichnete Stelle wählen	YES	SMOOTH
I023	B1	2	SINGLE_CARD	PROC093	PROC093	SRC_E157	E157	teol	den Posten kurz fortsetzen	YES	SMOOTH
I023	B1	3	SINGLE_CARD	PROC094	PROC094	SRC_E158	E158	dchdy	den Posten umsetzen und den Schritt schließen	YES	SMOOTH
I024	B1	1	SINGLE_CARD	PROC095	PROC095	SRC_E159	E159	ly	diesen Posten führen	YES	GENERIC_OPERATION
I024	B1	2	SINGLE_CARD	PROC096	PROC096	SRC_E160	E160	dsheol	den Posten kurz halten und fortsetzen	YES	GENERIC_OPERATION
I024	B1	3	SINGLE_CARD	PROC097	PROC097	SRC_E161	E161	oiiin	die Sollstufe einstellen	YES	GENERIC_OPERATION
I024	B1	4	SINGLE_CARD	PROC098	PROC098	SRC_E162	E162	olkeedy	den Posten länger auffangen und den Schritt schließen	YES	GENERIC_OPERATION
I025	B1	1	SINGLE_CARD	PROC078	PROC078	SRC_E163	E163	tedy	den Posten absetzen und den Schritt schließen	YES	SMOOTH
I026	B1	1	SINGLE_CARD	PROC083	PROC083	SRC_E164	E164	cheky	diesen Posten kurz wärmen	YES	SMOOTH
I026	B1	2	SINGLE_CARD	PROC099	PROC099	SRC_E165	E165	shckhedy	den Posten am Durchlass kurz halten und den Schritt schließen	YES	SMOOTH
I027	B1	1	SINGLE_CARD	PROC055	PROC055	SRC_E166	E166	chal	die bezeichnete Stelle wählen	YES	SMOOTH
I028	B2	1	SINGLE_CARD	PROC076	PROC076	SRC_E167	E167	dchedy	den Posten umsetzen und den Schritt schließen	YES	SMOOTH
I029	B2	1	SINGLE_CARD	PROC079	PROC079	SRC_E168	E168	qolchedy	den Posten fortsetzen und umsetzen und den Schritt schließen	YES	SMOOTH
I030	B2	1	SINGLE_CARD	PROC080	PROC080	SRC_E169	E169	qokain	eine Portion ansetzen	YES	REPETITIVE_OPERATION
I030	B2	2	SINGLE_CARD	PROC019	PROC019	SRC_E170	E170	dy	den aktuellen Posten beibehalten	YES	REPETITIVE_OPERATION
I030	B2	3	SINGLE_CARD	PROC100	PROC100	SRC_E171	E171	qokeedy	den Posten länger ansetzen und den Schritt schließen	YES	REPETITIVE_OPERATION
I031	B2	1	SINGLE_CARD	PROC048	PROC048	SRC_E172	E172	qokal	den Posten an der Zielstelle ansetzen	YES	REPETITIVE_OPERATION
I031	B2	2	SINGLE_CARD	PROC101	PROC101	SRC_E173	E173	lcheckhy	diesen Posten am Durchlass führen	YES	REPETITIVE_OPERATION
I031	B2	3	SINGLE_CARD	PROC102	PROC102	SRC_E174	E174	lched	den Posten führen und umsetzen	YES	REPETITIVE_OPERATION
I031	B2	4	SINGLE_CARD	PROC092	PROC092	SRC_E175	E175	qokeey	diesen Posten länger ansetzen	YES	REPETITIVE_OPERATION
I031	B2	5	SINGLE_CARD	PROC103	PROC103	SRC_E176	E176	lcheckhedy	den Posten am Durchlass kurz führen und den Schritt schließen	YES	REPETITIVE_OPERATION
I032	B2	1	SINGLE_CARD	PROC104	PROC104	SRC_E177	E177	qokaly	diesen Posten an der Zielstelle ansetzen	YES	REPETITIVE_OPERATION
I032	B2	2	SINGLE_CARD	PROC105	PROC105	SRC_E178	E178	solkaiin	den Posten nach Maß auffangen	YES	REPETITIVE_OPERATION
I032	B2	3	SINGLE_CARD	PROC075	PROC075	SRC_E179	E179	chckhy	diesen Posten übernehmen	YES	REPETITIVE_OPERATION
I032	B2	4	SINGLE_CARD	PROC038	PROC038	SRC_E180_E181	E180|E181	qokaiin	den Posten nach Maß ansetzen	YES	REPETITIVE_OPERATION
I032	B2	5	SINGLE_CARD	PROC106	PROC106	SRC_E182	E182	octheol	den Arbeitsgang bis bereit kurz fortsetzen	YES	REPETITIVE_OPERATION
I032	B2	6	SINGLE_CARD	PROC107	PROC107	SRC_E183	E183	chkeey	diesen Posten länger wärmen	YES	REPETITIVE_OPERATION
I032	B2	7	SINGLE_CARD	PROC108	PROC108	SRC_E184	E184	ldy	den Posten führen und den Schritt schließen	YES	REPETITIVE_OPERATION
I033	B2	1	SINGLE_CARD	PROC109	PROC109	SRC_E185	E185	oteey	danach diesen Posten übernehmen	YES	OWNER_SWITCH
I033	B2	2	SINGLE_CARD	PROC048	PROC048	SRC_E186	E186	qokal	den Posten an der Zielstelle ansetzen	YES	OWNER_SWITCH
I033	B2	3	SINGLE_CARD	PROC110	PROC110	SRC_E187	E187	sheckhy	diesen Posten am Durchlass kurz halten	YES	OWNER_SWITCH
I033	B2	4	SINGLE_CARD	PROC008	PROC008	SRC_E188	E188	qoky	diesen Posten ansetzen	YES	OWNER_SWITCH
I033	B2	5	SINGLE_CARD	PROC111	PROC111	SRC_E189	E189	dshedy	den Posten kurz halten und den Schritt schließen	YES	OWNER_SWITCH
I034	B2	1	SINGLE_CARD	PROC112	PROC112	SRC_E190	E190	sotaiin	danach das Maß setzen	YES	SMOOTH
I034	B2	2	SINGLE_CARD	PROC113	PROC113	SRC_E191	E191	qokar	den Posten von dort ansetzen	YES	SMOOTH
I034	B2	3	SINGLE_CARD	PROC078	PROC078	SRC_E192	E192	shedy	den Posten absetzen und den Schritt schließen	YES	SMOOTH
I035	B2	1	SINGLE_CARD	PROC114	PROC114	SRC_E193	E193	solshedy	den Posten kurz fortsetzen und halten und den Schritt schließen	YES	SMOOTH
I036	B2	1	OBSERVED_PAIRING	WF14	PROC092+PROC008	SRC_E194|SRC_E195	E194|E195	qokeey qoky	länger ansetzen und danach erneut ansetzen	YES	OWNER_SWITCH
I036	B2	2	SINGLE_CARD	PROC115	PROC115	SRC_E196	E196	ls	den Posten fortsetzen	YES	OWNER_SWITCH
I036	B2	3	SINGLE_CARD	PROC031	PROC031	SRC_E197	E197	cheey	diesen Posten länger halten	YES	OWNER_SWITCH
I036	B2	4	SINGLE_CARD	PROC080	PROC080	SRC_E198	E198	okain	eine Portion ansetzen	YES	OWNER_SWITCH
I036	B2	5	SINGLE_CARD	PROC003	PROC003	SRC_E199	E199	char	von dort weiterarbeiten	YES	OWNER_SWITCH
