event_id	page	record	statement_id	exact_card_id	surface	component_recipe	working_reading_de	terminal_chy	standalone_ch_component	terminal_ch_role	readback_preserved
E159	f81v	B1	B1-S018	PROC095	ly	L+Y	LEITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E164	f81v	B1	B1-S020	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E170	f82r	B2	B2-S003	PROC019	dy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E173	f82r	B2	B2-S004	PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E177	f82r	B2	B2-S005	PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E179	f82r	B2	B2-S005	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E183	f82r	B2	B2-S005	PROC107	chkeey	CHK+EE+Y	WAERMEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E185	f82r	B2	B2-S006	PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E187	f82r	B2	B2-S006	PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E197	f82r	B2	B2-S010	PROC031	cheey	SH+EE+Y	HALTEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E202	f82r	B2	B2-S012	PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · DIES	YES	YES	SEMANTIC_CH_ENTNEHMEN_PLUS_Y_REFERENT	YES
E203	f82r	B2	B2-S012	PROC031	cheey	SH+EE+Y	HALTEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E204	f82r	B2	B2-S012	PROC117	qcthey	CTH+E+Y	BEREITEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E206	f82r	B2	B2-S012	PROC118	lcheey	L+EE+Y	LEITEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E208	f82r	B2	B2-S012	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E212	f82r	B2	B2-S015	PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	ANSETZEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E232	f83r	B3	B3-S003	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E234	f83r	B3	B3-S003	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	UMSETZEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E250	f83r	B3	B3-S011	PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E253	f83r	B3	B3-S011	PROC137	chary	AR+Y	QUELLE · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E258	f83r	B3	B3-S013	PROC117	shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E271	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E273	f83r	B3	B3-S021	PROC019	sy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E276	f83r	B3	B3-S021	PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E277	f83r	B3	B3-S021	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E279	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E296	f83r	B3	B3-S029	PROC149	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E311	f83r	B3	B3-S034	PROC004	chety	T+Y	ANWENDEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E313	f83r	B3	B3-S034	PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E316	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	WEITER · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	DANACH · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E333	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E334	f83r	B4	B4-S008	PROC157	sheey	SH+EE+Y	HALTEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E339	f83r	B4	B4-S011	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E349	f83r	B4	B4-S014	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E350	f83r	B4	B4-S014	PROC161	qockhey	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E353	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E356	f83r	B4	B4-S015	PROC164	solkey	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E373	f83r	B6	B6-S001	PROC170	solkeey	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E374	f83r	B6	B6-S001	PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E375	f83r	B6	B6-S001	PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E380	f83r	B6	B6-S001	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
