event_serial	statement_id	record_unit_id	page	locus	field_id	master_card_id	card_value_de	observed_surface	observed_habit	applied_layers	final_predicted_habit	predicted_canonical_surface	habit_match	exact_surface_match	apprentice_treatment	master_recovery
81	H5-S001	H5	f56r	f56r.7	F015	MC026	einsetzen	choky	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	choky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
82	H5-S001	H5	f56r	f56r.7	F015	MC154	dorthin	dal	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
83	H5-S002	H5	f56r	f56r.8	F016	MC142	vom vorigen	schol	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	schol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
85	H5-S002	H5	f56r	f56r.8	F016	MC026	einsetzen	choky	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	choky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
88	H5-S003	H5	f56r	f56r.12	F017	MC034	weitere Zutat	cho	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	cho	YES	YES	WORKSHOP_RULE_EXACT	EXACT
91	H5-S004	H5	f56r	f56r.13	F018	MC103	weiterbearbeiten	okchy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokchy	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
94	H5-S005	H5	f56r	f56r.18	F019	MC034	weitere Zutat	sho	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sho	YES	YES	WORKSHOP_RULE_EXACT	EXACT
95	H5-S005	H5	f56r	f56r.18	F019	MC103	weiterbearbeiten	chokchy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chokchy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
98	H5-S006	H5	f56r	f56r.19	F020	MC171	das nächste	otchey	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	otchey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
100	H5-S006	H5	f56r	f56r.19	F020	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	daiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
101	B1-S001	B1	f81v	f81v.2	F021	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
102	B1-S002	B1	f81v	f81v.2	F022	MC120	bemessen	okaiin	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
104	B1-S002	B1	f81v	f81v.2	F022	MC040	dorthin einsetzen	okal	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	okal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
105	B1-S002	B1	f81v	f81v.2	F022	MC055	davon	sar	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	sar	YES	YES	WORKSHOP_RULE_EXACT	EXACT
106	B1-S002	B1	f81v	f81v.2	F022	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
107	B1-S002	B1	f81v	f81v.2	F022	MC105	Anteil	kain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	kain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
108	B1-S002	B1	f81v	f81v.2	F022	MC097	weiterer Anteil	olkain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	olkain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
109	B1-S002	B1	f81v	f81v.2	F022	MC154	dorthin	al	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	al	YES	YES	WORKSHOP_RULE_EXACT	EXACT
110	B1-S002	B1	f81v	f81v.2	F022	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
112	B1-S002	B1	f81v	f81v.2	F022	MC012	Zusatz	dl	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	dl	YES	YES	WORKSHOP_RULE_EXACT	EXACT
113	B1-S002	B1	f81v	f81v.7	F023	MC157	derselbe Ansatz	olor	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olor	YES	YES	WORKSHOP_RULE_EXACT	EXACT
114	B1-S002	B1	f81v	f81v.7	F023	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
116	B1-S002	B1	f81v	f81v.7	F023	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
118	B1-S002	B1	f81v	f81v.7	F023	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
119	B1-S002	B1	f81v	f81v.7	F023	MC035	durchleiten	chckhy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	shckhy	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
120	B1-S002	B1	f81v	f81v.7	F023	MC025	überführen; Schluss	schedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	schedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
121	B1-S003	B1	f81v	f81v.7	F024	MC153	weiter	qol	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
123	B1-S004	B1	f81v	f81v.17	F026	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
124	B1-S004	B1	f81v	f81v.17	F026	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
125	B1-S004	B1	f81v	f81v.17	F026	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
126	B1-S005	B1	f81v	f81v.17	F027	MC028	weiterführen; Schluss	qolchedy	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qolchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
127	B1-S006	B1	f81v	f81v.17	F028	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
128	B1-S006	B1	f81v	f81v.17	F028	MC035	durchleiten	shckhy	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	shckhy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
129	B1-S006	B1	f81v	f81v.17	F028	MC012	Zusatz	dl	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	dl	YES	YES	WORKSHOP_RULE_EXACT	EXACT
131	B1-S007	B1	f81v	f81v.18	F029	MC088	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokchdy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
132	B1-S008	B1	f81v	f81v.18	F030	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
133	B1-S008	B1	f81v	f81v.18	F030	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
134	B1-S008	B1	f81v	f81v.18	F030	MC147	kurz wärmen	cheky	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	cheky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
135	B1-S008	B1	f81v	f81v.18	F030	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
136	B1-S008	B1	f81v	f81v.18	F030	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
137	B1-S009	B1	f81v	f81v.18	F031	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
138	B1-S010	B1	f81v	f81v.18	F032	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
139	B1-S011	B1	f81v	f81v.18	F033	MC035	durchleiten	chckhy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	chckhy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
140	B1-S011	B1	f81v	f81v.18	F033	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
142	B1-S012	B1	f81v	f81v.21	F034	MC007	kurz einwirken	qokey	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	okey	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
145	B1-S014	B1	f81v	f81v.21	F036	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
148	B1-S014	B1	f81v	f81v.21	F036	MC153	weiter	qol	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM > SWITCH_B1_LATE_Q_CONTINUE	Q_CELL_ENTRY	qol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
151	B1-S015	B1	f81v	f81v.24	F037	MC005	einführen; Schluss	okchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	okchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
152	B1-S016	B1	f81v	f81v.24	F038	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
153	B1-S016	B1	f81v	f81v.24	F038	MC002	lange einwirken	okeey	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	okeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
154	B1-S016	B1	f81v	f81v.24	F038	MC153	weiter	qol	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM > SWITCH_B1_LATE_Q_CONTINUE	Q_CELL_ENTRY	qol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
155	B1-S016	B1	f81v	f81v.24	F038	MC128	kurz absetzen; Schluss	cheedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
156	B1-S017	B1	f81v	f81v.24	F039	MC154	dorthin	sal	S_FLOW_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chal	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
161	B1-S018	B1	f81v	f81v.27	F041	MC033	Arbeitsstufe	oiiin	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	oiiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
162	B1-S018	B1	f81v	f81v.27	F041	MC045	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olkeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
163	B1-S019	B1	f81v	f81v.27	F042	MC128	kurz absetzen; Schluss	tedy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	S_FLOW_ENTRY	shedy	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
164	B1-S020	B1	f81v	f81v.27	F043	MC147	kurz wärmen	cheky	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
165	B1-S020	B1	f81v	f81v.27	F043	MC143	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shckhedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
166	B1-S021	B1	f81v	f81v.27	F044	MC154	dorthin	chal	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	al	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
167	B2-S001	B2	f82r	f82r.2	F045	MC025	überführen; Schluss	dchedy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
168	B2-S002	B2	f82r	f82r.2	F046	MC028	weiterführen; Schluss	qolchedy	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qolchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
169	B2-S003	B2	f82r	f82r.2	F047	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
170	B2-S003	B2	f82r	f82r.2	F047	MC123	dies	dy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
171	B2-S003	B2	f82r	f82r.2	F047	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
172	B2-S004	B2	f82r	f82r.2	F048	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
175	B2-S004	B2	f82r	f82r.3	F049	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
179	B2-S005	B2	f82r	f82r.3	F050	MC035	durchleiten	chckhy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	chckhy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
180	B2-S005	B2	f82r	f82r.3	F050	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
