edition	page	locus	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G002	2	kaiin	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G003	3	shedain	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G004	4	s	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G005	5	cho	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G006	6	r	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G007	7	okas	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G008	8	cheos	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f115v	f115v.40	ZL3b|f115v.40|G009	9	qokchy	DEFINITE_SPACE	LINE_END
IT2a	f115v	f115v.37	IT2a|f115v.37|G001	1	tshar	LINE_START	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G002	2	shor	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G003	3	shckhhy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G004	4	olkeeo	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G005	5	lkeedol	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G006	6	ltchdy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G007	7	chkaidararal	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.37	IT2a|f115v.37|G008	8	lkeedy	DEFINITE_SPACE	LINE_END
IT2a	f115v	f115v.38	IT2a|f115v.38|G001	1	oiiin	LINE_START	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G002	2	chees	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G003	3	otainos	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G004	4	losdy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G005	5	cheokeeo	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G006	6	llchs	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G007	7	olr	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G008	8	aiiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G009	9	chkain	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.38	IT2a|f115v.38|G010	10	sham	DEFINITE_SPACE	LINE_END
IT2a	f115v	f115v.39	IT2a|f115v.39|G001	1	dairal	LINE_START	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G002	2	chain	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G003	3	ykeedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G004	4	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G005	5	qokain	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G006	6	lkaiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G007	7	lkchey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G008	8	lkain	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.39	IT2a|f115v.39|G009	9	lror	DEFINITE_SPACE	LINE_END
IT2a	f115v	f115v.40	IT2a|f115v.40|G001	1	ycheealkaiin	LINE_START	DEFINITE_SPACE
IT2a	f115v	f115v.40	IT2a|f115v.40|G002	2	shedain	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.40	IT2a|f115v.40|G003	3	or	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.40	IT2a|f115v.40|G004	4	chor	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.40	IT2a|f115v.40|G005	5	okas	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.40	IT2a|f115v.40|G006	6	cheos	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f115v	f115v.40	IT2a|f115v.40|G007	7	qokchy	DEFINITE_SPACE	LINE_END
RF1b	f115v	f115v.37	RF1b|f115v.37|G001	1	tshar	LINE_START	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G002	2	shor	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G003	3	sh{ckhh}y	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G004	4	olkeeo	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G005	5	lkeedol	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G006	6	ltch@152;y	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G007	7	chkaidararal	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.37	RF1b|f115v.37|G008	8	lkeedy	DEFINITE_SPACE	LINE_END
RF1b	f115v	f115v.38	RF1b|f115v.38|G001	1	oiiin	LINE_START	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G002	2	chees	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G003	3	otainos	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G004	4	oledy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G005	5	cheokeeo	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G006	6	llchs	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G007	7	o	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G008	8	l	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G009	9	r	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G010	10	aiiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G011	11	chkain	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.38	RF1b|f115v.38|G012	12	sham	DEFINITE_SPACE	LINE_END
RF1b	f115v	f115v.39	RF1b|f115v.39|G001	1	dairal	LINE_START	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G002	2	chain	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G003	3	ykeedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G004	4	qoke@152;y	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G005	5	qokain	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G006	6	lkaiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G007	7	lkchey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G008	8	lkain	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.39	RF1b|f115v.39|G009	9	lror	DEFINITE_SPACE	LINE_END
RF1b	f115v	f115v.40	RF1b|f115v.40|G001	1	ycheeol	LINE_START	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G002	2	kaiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G003	3	shedain	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G004	4	r	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G005	5	chor	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G006	6	okas	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G007	7	cheos	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f115v	f115v.40	RF1b|f115v.40|G008	8	qokeey	DEFINITE_SPACE	LINE_END
