exact_card_id	semantic_family	component_recipe	rebuilt_reading_de	pass736_reading_de	exact_rebuild	component_count	composition_status	registered_surfaces	events
PROC026	SEM025	T+SH+OL	ANWENDEN · HALTEN · WEITER	ANWENDEN · HALTEN · WEITER	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	tshol	1
PROC027	SEM026	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	schoal	1
PROC028	SEM027	CFH+Y	AUSWRINGEN · DIES	AUSWRINGEN · DIES	YES	2	HAS_SINGLETON_COMPONENT_GUESS	cfhy	1
PROC029	SEM028	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	HALTEN · DIES · SOLLMASS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shfydaiin	1
PROC030	SEM029	P+Y	FUELLEN · DIES	FUELLEN · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cphy	1
PROC031	SEM030	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheey|shey	4
PROC157	SEM030	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sheey	1
PROC032	SEM031	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	tchody	1
PROC033	SEM032	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	YES	5	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shoyty	1
PROC034	SEM033	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN	YES	1	HAS_MEMORIZED_WHOLE_COMMAND	dchol|schol	2
PROC035	SEM034	K+Y	ZUGEBEN · DIES	ZUGEBEN · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchy	1
PROC036	SEM035	OT+Y	DANACH · DIES	DANACH · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qotchy	1
PROC065	SEM035	OT+Y	DANACH · DIES	DANACH · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otchey	2
PROC037	SEM036	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okchol	1
PROC160	SEM036	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokol	1
PROC038	SEM037	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okaiin|qokaiin	9
PROC039	SEM038	Y+K+AIN	DIES · ZUGEBEN · PORTION	DIES · ZUGEBEN · PORTION	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ykain	1
PROC040	SEM039	Y+K+AN	DIES · ZUGEBEN · NACHGABE	DIES · ZUGEBEN · NACHGABE	YES	3	HAS_SINGLETON_COMPONENT_GUESS	ykan	1
PROC041	SEM040	O+DY	ARBEITSGANG · SCHLUSS	ARBEITSGANG · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ody	1
PROC042	SEM041	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chdy|chedy	11
PROC133	SEM041	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chedchy	1
PROC043	SEM042	TALAM	VERWAHREN	VERWAHREN	YES	1	HAS_MEMORIZED_WHOLE_COMMAND	talam	1
PROC044	SEM043	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	DIES · ZUGEBEN · SOLLMASS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ykaiin	1
PROC045	SEM044	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheoar	1
PROC046	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheeky	2
PROC107	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chkeey	1
PROC047	SEM046	OL+DY	WEITER · SCHLUSS	WEITER · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oldy	2
PROC048	SEM047	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okal|qokal	6
PROC049	SEM048	OL+T+Y	WEITER · ANWENDEN · DIES	WEITER · ANWENDEN · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oltchy	1
PROC050	SEM049	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	orain	1
PROC051	SEM050	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	ZUTAT · ENTNEHMEN · ANSATZ	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chochor	1
PROC052	SEM051	HO	ZUTAT	ZUTAT	YES	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cho|sho	4
PROC053	SEM052	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	ZUTAT · ZIELSTELLE · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chodaly	1
PROC054	SEM053	K+OL	ZUGEBEN · WEITER	ZUGEBEN · WEITER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchol	1
PROC055	SEM054	AL	ZIELSTELLE	ZIELSTELLE	YES	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	al|chal|cheal|dal|sal|tal	10
PROC056	SEM055	HO+Y	ZUTAT · DIES	ZUTAT · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	choy	1
PROC057	SEM056	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	YES	5	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheeckhody	1
PROC058	SEM057	SH	HALTEN	HALTEN	YES	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sh	1
PROC059	SEM058	K+E+Y	ZUGEBEN · KURZ · DIES	ZUGEBEN · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchey	1
PROC060	SEM059	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	ANSETZEN · ANSETZEN · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokokchy	1
PROC061	SEM060	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chokcheo	1
PROC062	SEM061	K+AL	ZUGEBEN · ZIELSTELLE	ZUGEBEN · ZIELSTELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchal	1
PROC063	SEM062	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	ZUGEBEN · ZUTAT · QUELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchoar	1
PROC064	SEM063	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	DANACH · ARBEITSGANG · PORTION	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sotodan	1
PROC066	SEM064	K+E+OL	ZUGEBEN · KURZ · WEITER	ZUGEBEN · KURZ · WEITER	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	keol	1
PROC067	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokedy	8
PROC068	SEM066	K+AIR	ZUGEBEN · WASSER	ZUGEBEN · WASSER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kair	1
PROC069	SEM067	K+AIN	ZUGEBEN · PORTION	ZUGEBEN · PORTION	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chkain|kain	3
PROC070	SEM068	OL+K+AIN	WEITER · ZUGEBEN · PORTION	WEITER · ZUGEBEN · PORTION	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olkain|qolkain	2
PROC071	SEM069	R+OL	KUEHLEN · WEITER	KUEHLEN · WEITER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	rol	1
PROC072	SEM070	L	LEITEN	LEITEN	YES	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dl	2
PROC073	SEM071	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sheckhal	1
PROC074	SEM072	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	ANSETZEN · LANG · ZIELSTELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokeedal	1
PROC075	SEM073	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chckhy|shckhy	4
PROC076	SEM074	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dchedy|schedy|tchedy	4
PROC094	SEM074	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dchdy	1
PROC077	SEM075	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sshkchdy	1
PROC078	SEM076	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheedy|shedy|tedy	12
PROC079	SEM077	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olchedy|qolchedy	3
PROC080	SEM078	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okain|qokain	7
PROC081	SEM079	R+AL	KUEHLEN · ZIELSTELLE	KUEHLEN · ZIELSTELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ral	1
PROC082	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokchdy	3
PROC091	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okchedy|qokchedy	2
PROC083	SEM081	CHK+E+Y	WAERMEN · KURZ · DIES	WAERMEN · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheky	3
PROC084	SEM082	LSH+O	WASCHEN · ARBEITSGANG	WASCHEN · ARBEITSGANG	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lsho	1
PROC085	SEM083	OK+E+Y	ANSETZEN · KURZ · DIES	ANSETZEN · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okey|qokey	2
PROC086	SEM084	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	WASCHEN · KURZ · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lshedy	2
PROC087	SEM085	SOLK+Y	SAMMELSTELLE · DIES	SAMMELSTELLE · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qolky	1
PROC088	SEM086	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	LEITEN · UMSETZEN · ZIELSTELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lchedal	1
PROC089	SEM087	OT+AR	DANACH · QUELLE	DANACH · QUELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otar	1
PROC090	SEM088	T+E+Y	ANWENDEN · KURZ · DIES	ANWENDEN · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ytey	1
PROC092	SEM089	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okeey|qokeey	7
PROC093	SEM090	E+OL	KURZ · WEITER	KURZ · WEITER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	teol	1
PROC095	SEM091	L+Y	LEITEN · DIES	LEITEN · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ly	1
PROC096	SEM092	SH+E+OL	HALTEN · KURZ · WEITER	HALTEN · KURZ · WEITER	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dsheol	1
PROC097	SEM093	O+IIN	ARBEITSGANG · ARBEITSSTUFE	ARBEITSGANG · ARBEITSSTUFE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oiiin|soiiin	2
PROC098	SEM094	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	SAMMELSTELLE · LANG · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olkeedy|solkeedy	3
PROC099	SEM095	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	HALTEN · DURCHLASS · KURZ · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shckhedy	3
PROC100	SEM096	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	ANSETZEN · LANG · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokeedy	10
PROC101	SEM097	L+CKH+Y	LEITEN · DURCHLASS · DIES	LEITEN · DURCHLASS · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lcheckhy	1
PROC102	SEM098	L+CHD	LEITEN · UMSETZEN	LEITEN · UMSETZEN	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lched	1
PROC103	SEM099	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	LEITEN · DURCHLASS · KURZ · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lcheckhedy	1
PROC104	SEM100	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	ANSETZEN · ZIELSTELLE · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokaly	1
PROC105	SEM101	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	SAMMELSTELLE · SOLLMASS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	solkaiin	1
PROC106	SEM102	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	ARBEITSGANG · BEREITEN · KURZ · WEITER	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	octheol	1
PROC108	SEM103	L+DY	LEITEN · SCHLUSS	LEITEN · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ldy	2
PROC109	SEM104	OT+EE+Y	DANACH · LANG · DIES	DANACH · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oteey	2
PROC110	SEM105	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	HALTEN · KURZ · DURCHLASS · DIES	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sheckhy	1
PROC111	SEM106	SH+E+DY	HALTEN · KURZ · SCHLUSS	HALTEN · KURZ · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dshedy	1
PROC112	SEM107	OT+AIIN	DANACH · SOLLMASS	DANACH · SOLLMASS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otaiin|sotaiin	3
PROC113	SEM108	OK+AR	ANSETZEN · QUELLE	ANSETZEN · QUELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokar	1
PROC114	SEM109	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	WEITER · HALTEN · KURZ · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	solshedy	1
PROC116	SEM110	L+CH+Y	LEITEN · ENTNEHMEN · DIES	LEITEN · ENTNEHMEN · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lchy	1
PROC117	SEM111	CTH+E+Y	BEREITEN · KURZ · DIES	BEREITEN · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qcthey|shcthey	2
PROC118	SEM112	L+EE+Y	LEITEN · LANG · DIES	LEITEN · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lcheey	1
PROC119	SEM113	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	ANSETZEN · VOLL · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokeeedy	1
PROC120	SEM114	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lchedy	8
PROC121	SEM115	L+AR	LEITEN · QUELLE	LEITEN · QUELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lar	1
PROC122	SEM116	SH+E+Y	HALTEN · KURZ · DIES	HALTEN · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	tshey	1
PROC123	SEM117	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lchedar	1
PROC124	SEM118	CH+E+S	ENTNEHMEN · KURZ · TEIL	ENTNEHMEN · KURZ · TEIL	YES	3	HAS_SINGLETON_COMPONENT_GUESS	ches	1
PROC125	SEM119	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	FUELLEN · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	pchedy	1
PROC126	SEM120	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	rsheal	1
PROC127	SEM121	AL+DY	ZIELSTELLE · SCHLUSS	ZIELSTELLE · SCHLUSS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	daldy	1
PROC128	SEM122	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	KUEHLEN · ABSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	rshedy	1
PROC129	SEM123	OT+EE+DY	DANACH · LANG · SCHLUSS	DANACH · LANG · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qoteedy	2
PROC130	SEM124	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lochedy	1
PROC131	SEM125	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otal|qotal	3
PROC132	SEM126	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	WAERMEN · LANG · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chkeedy	1
PROC134	SEM127	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	FUELLEN · UMSETZEN · ZIELSTELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	pchedal	1
PROC135	SEM128	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otedy	2
PROC136	SEM129	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	YES	5	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shecthedchy	1
PROC137	SEM130	AR+Y	QUELLE · DIES	QUELLE · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chary	1
PROC138	SEM131	OK+AIR	ANSETZEN · WASSER	ANSETZEN · WASSER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okair	1
PROC139	SEM132	SH+EE+DY	HALTEN · LANG · SCHLUSS	HALTEN · LANG · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sheedy	1
PROC140	SEM133	L+O	LEITEN · ARBEITSGANG	LEITEN · ARBEITSGANG	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lo	1
PROC141	SEM134	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	ANSETZEN · HALTEN · KURZ · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokshedy	1
PROC142	SEM135	SHED+AL	ABSETZEN · ZIELSTELLE	ABSETZEN · ZIELSTELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shedal	2
PROC143	SEM136	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	HALTEN · KURZ · BEREITEN · DIES	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shecthy	1
