event_id	page	record	statement_id	owner_de	card_no	surface	component_recipe	rebuilt_reading_de	composition_status	form_owner_boundary_status
E027	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC013	chol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E028	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC022	cholor	OL+OR	WEITER · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E029	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC013	chol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E030	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E031	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC003	dar	AR	QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E032	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC023	oykchor	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E033	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC016	shor	OR	ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E034	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	OR	ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E035	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E036	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC024	kaiiin	K+IIN	ZUGEBEN · ARBEITSSTUFE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E037	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E038	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC025	chodaiin	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E039	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC026	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E040	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E041	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	HAS_SINGLETON_COMPONENT_GUESS	UNCHANGED
E042	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E043	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC030	cphy	P+Y	FUELLEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E044	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E045	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC032	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E046	f11r	H3	H3-S002	abgebildete dicht blau blühende Kronenpflanze	PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E047	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC034	dchol	RESUME_CARD	WIEDERAUFNEHMEN	HAS_MEMORIZED_WHOLE_COMMAND	UNCHANGED
E048	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	chy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E049	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC035	kchy	K+Y	ZUGEBEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E050	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E051	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E052	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC036	qotchy	OT+Y	DANACH · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E053	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC037	okchol	OK+OL	ANSETZEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E054	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC014	cthy	CTH+Y	BEREITEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E055	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E056	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E057	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC009	chaiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E058	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E059	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	HAS_SINGLETON_COMPONENT_GUESS	UNCHANGED
E060	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E061	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E062	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC042	chedy	CHD+Y	UMSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E063	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC043	talam	TALAM	VERWAHREN	HAS_MEMORIZED_WHOLE_COMMAND	UNCHANGED
E064	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E065	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E066	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E067	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC047	oldy	OL+DY	WEITER · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E068	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC009	aiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E069	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E070	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E071	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC016	or	OR	ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E072	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC019	y	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E073	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC050	orain	OR+AIN	ANSATZ · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E074	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E075	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E076	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E077	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E078	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E079	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC054	kchol	K+OL	ZUGEBEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E080	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC020	otchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E081	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E082	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC055	dal	AL	ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E083	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC034	schol	RESUME_CARD	WIEDERAUFNEHMEN	HAS_MEMORIZED_WHOLE_COMMAND	UNCHANGED
E084	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC056	choy	HO+Y	ZUTAT · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E085	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E086	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E087	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC058	sh	SH	HALTEN	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E088	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E089	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E090	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E091	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC011	okchy	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E092	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E093	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E094	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E095	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC011	chokchy	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E096	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E097	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E098	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC065	otchey	OT+Y	DANACH · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E099	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E100	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E101	f81v	B1	B1-S001	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E102	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	okaiin	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E103	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	kair	K+AIR	ZUGEBEN · WASSER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E104	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E105	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	sar	AR	QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E106	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E107	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC069	kain	K+AIN	ZUGEBEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E108	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC070	olkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E109	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	al	AL	ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E110	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E111	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC071	rol	R+OL	KUEHLEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E112	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	dl	L	LEITEN	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E113	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC022	olor	OL+OR	WEITER · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E114	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E115	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E116	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E117	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E118	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E119	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E120	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E121	f81v	B1	B1-S003	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	qol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E122	f81v	B1	B1-S003	gemeinsame zweireihige Figuren-/Beckenstation	PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E123	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	chedy	CHD+Y	UMSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E124	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E125	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E126	f81v	B1	B1-S005	gemeinsame zweireihige Figuren-/Beckenstation	PROC079	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E127	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E128	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	shckhy	CKH+Y	DURCHLASS · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E129	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	dl	L	LEITEN	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E130	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E131	f81v	B1	B1-S007	gemeinsame zweireihige Figuren-/Beckenstation	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E132	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC019	chey	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
E133	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED
