paragraph	grammar	model	timing	operation	patient	patient_form	object	before	after	status	debts	row_status
f21r.8-f21r.12	J	H	O	f21r.11:2	f21r.11:4	tchol	f21r.11:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	J	H	O	f21r.12:6	f21r.12:5	chor	f21r.12:2	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	J	H	I	f21r.11:2	f21r.11:4	tchol	f21r.11:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	J	H	I	f21r.12:6	f21r.12:5	chor	f21r.12:2	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	D	O	f21r.11:2	f21r.11:4	tchol	f21r.11:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	D	O	f21r.12:6	f21r.12:5	chor	f21r.12:2	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	D	I	f21r.11:2	f21r.11:4	tchol	f21r.11:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	D	I	f21r.12:6	f21r.12:5	chor	f21r.12:2	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	H	O	f21r.11:2	f21r.11:4	tchol	f21r.11:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	H	O	f21r.12:6	f21r.12:5	chor	f21r.12:2	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	H	I	f21r.11:2	f21r.11:4	tchol	f21r.11:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f21r.8-f21r.12	M	H	I	f21r.12:6	f21r.12:5	chor	f21r.12:2	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	B	D	O	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	B	D	I	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	B	H	O	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	B	H	I	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	J	D	O	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	J	D	I	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	J	H	O	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	J	H	I	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	M	D	O	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	M	D	I	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	M	H	O	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f32v.7-f32v.11	M	H	I	f32v.10:4	f32v.10:3	chor	f32v.10:3	{}	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	B	D	O	f29v.2:3	f29v.1:7	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	D	O	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	B	D	O	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	D	O	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	D	I	f29v.2:3	f29v.1:7	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	D	I	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	B	D	I	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	D	I	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	H	O	f29v.2:3	f29v.1:7	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	H	O	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	B	H	O	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	H	O	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	H	I	f29v.2:3	f29v.1:7	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	H	I	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	B	H	I	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	B	H	I	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	D	O	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	D	O	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	D	O	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	D	O	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	D	I	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	D	I	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	D	I	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	D	I	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	H	O	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	H	O	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	H	O	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	H	O	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	H	I	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	H	I	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	J	H	I	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	J	H	I	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	D	O	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	D	O	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	D	O	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	D	O	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	D	I	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	D	I	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	D	I	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	D	I	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	H	O	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	H	O	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	H	O	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	H	O	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	H	I	f29v.2:3	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	H	I	f29v.2:4	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f29v.1-f29v.4	M	H	I	f29v.3:1	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
f29v.1-f29v.4	M	H	I	f29v.3:2	f29v.2:5	cthy	f29v.1:7	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
