paragraph	locus	index	raw	role	D	H	status	row_status
f21r.8-f21r.12	f21r.8	2	kshy	OPEN	[ungelesen: kshy]	[ungelesen: kshy]	UNREAD	recorded
f21r.8-f21r.12	f21r.8	3	otor	MATERIAL	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f21r.8-f21r.12	f21r.8	4	sheol	MATERIAL	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f21r.8-f21r.12	f21r.8	5	ocphal	OPEN	[ungelesen: ocphal]	[ungelesen: ocphal]	UNREAD	recorded
f21r.8-f21r.12	f21r.8	6	opsheas	OPEN	[ungelesen: opsheas]	[ungelesen: opsheas]	UNREAD	recorded
f21r.8-f21r.12	f21r.8	7	cthodaiin	OPEN	[ungelesen: cthodaiin]	[ungelesen: cthodaiin]	UNREAD	recorded
f21r.8-f21r.12	f21r.8	8	oty	STATE	kühl	kühl	ASSUMED	recorded
f21r.8-f21r.12	f21r.9	1	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	recorded
f21r.8-f21r.12	f21r.9	2	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	recorded
f21r.8-f21r.12	f21r.9	3	tshaiin	OPEN	[ungelesen: tshaiin]	[ungelesen: tshaiin]	UNREAD	recorded
f21r.8-f21r.12	f21r.9	4	chkaiin	OPEN	[ungelesen: chkaiin]	[ungelesen: chkaiin]	UNREAD	recorded
f21r.8-f21r.12	f21r.9	5	sh	OPEN	[ungelesen: sh]	[ungelesen: sh]	UNREAD	recorded
f21r.8-f21r.12	f21r.9	6	cthey	OPEN	[ungelesen: cthey]	[ungelesen: cthey]	UNREAD	recorded
f21r.8-f21r.12	f21r.9	7	cthody	OPEN	[ungelesen: cthody]	[ungelesen: cthody]	UNREAD	recorded
f21r.8-f21r.12	f21r.9	8	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f21r.8-f21r.12	f21r.9	9	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f21r.8-f21r.12	f21r.10	1	totchy	OPEN	[ungelesen: totchy]	[ungelesen: totchy]	UNREAD	recorded
f21r.8-f21r.12	f21r.10	2	keor	OPEN	[ungelesen: keor]	[ungelesen: keor]	UNREAD	recorded
f21r.8-f21r.12	f21r.10	3	chy	STATE	heiß	heiß	ASSUMED	recorded
f21r.8-f21r.12	f21r.10	4	ky	OPEN	[ungelesen: ky]	[ungelesen: ky]	UNREAD	recorded
f21r.8-f21r.12	f21r.10	5	qotaiin	OPEN	[ungelesen: qotaiin]	[ungelesen: qotaiin]	UNREAD	recorded
f21r.8-f21r.12	f21r.10	6	qotchol	OPEN	[ungelesen: qotchol]	[ungelesen: qotchol]	UNREAD	recorded
f21r.8-f21r.12	f21r.10	7	ty	OPEN	[ungelesen: ty]	[ungelesen: ty]	UNREAD	recorded
f21r.8-f21r.12	f21r.10	8	ctheey	MATERIAL	Krautzubereitung	Krautzubereitung	ASSUMED	recorded
f21r.8-f21r.12	f21r.10	9	otaiin	MATERIAL_DOSE	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f21r.8-f21r.12	f21r.11	1	shol	STATE	feucht	feucht	ASSUMED	recorded
f21r.8-f21r.12	f21r.11	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f21r.8-f21r.12	f21r.11	3	shol	STATE	feucht	feucht	ASSUMED	recorded
f21r.8-f21r.12	f21r.11	4	tchol	MATERIAL	getrockneter Anteil	getrockneter Anteil	ASSUMED	recorded
f21r.8-f21r.12	f21r.11	5	chcthy	OPEN	[ungelesen: chcthy]	[ungelesen: chcthy]	UNREAD	recorded
f21r.8-f21r.12	f21r.11	6	otyky	OPEN	[ungelesen: otyky]	[ungelesen: otyky]	UNREAD	recorded
f21r.8-f21r.12	f21r.11	7	shey	OPEN	[ungelesen: shey]	[ungelesen: shey]	UNREAD	recorded
f21r.8-f21r.12	f21r.11	8	yteol	OPEN	[ungelesen: yteol]	[ungelesen: yteol]	UNREAD	recorded
f21r.8-f21r.12	f21r.11	9	shody	MATERIAL	benetztes Material	benetztes Material	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	1	ykeey	REPEAT_ACTION	erwärme erneut	erwärme erneut	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	2	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	3	sheey	ACTION	benetze	benetze	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	4	ysheol	OPEN	[ungelesen: ysheol]	[ungelesen: ysheol]	UNREAD	recorded
f21r.8-f21r.12	f21r.12	5	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	6	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	7	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f21r.8-f21r.12	f21r.12	8	chkaiin	OPEN	[ungelesen: chkaiin]	[ungelesen: chkaiin]	UNREAD	recorded
f32v.7-f32v.11	f32v.7	1	ksho	OPEN	[ungelesen: ksho]	[ungelesen: ksho]	UNREAD	recorded
f32v.7-f32v.11	f32v.7	2	cphos	OPEN	[ungelesen: cphos]	[ungelesen: cphos]	UNREAD	recorded
f32v.7-f32v.11	f32v.7	3	she	ACTION	lasse stehen	lasse stehen	ASSUMED	recorded
f32v.7-f32v.11	f32v.7	4	sheaiin	OPEN	[ungelesen: sheaiin]	[ungelesen: sheaiin]	UNREAD	recorded
f32v.7-f32v.11	f32v.7	5	otshcho	OPEN	[ungelesen: otshcho]	[ungelesen: otshcho]	UNREAD	recorded
f32v.7-f32v.11	f32v.7	6	r	LINK	darauf	darauf	ASSUMED	recorded
f32v.7-f32v.11	f32v.7	7	dain	AMOUNT	Dosis P	Dosis P	ASSUMED	recorded
f32v.7-f32v.11	f32v.7	8	shckhy	OPEN	[ungelesen: shckhy]	[ungelesen: shckhy]	UNREAD	recorded
f32v.7-f32v.11	f32v.7	9	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f32v.7-f32v.11	f32v.7	10	odan	OPEN	[ungelesen: odan]	[ungelesen: odan]	UNREAD	recorded
f32v.7-f32v.11	f32v.8	1	otchol	OPEN	[ungelesen: otchol]	[ungelesen: otchol]	UNREAD	recorded
f32v.7-f32v.11	f32v.8	2	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f32v.7-f32v.11	f32v.8	3	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f32v.7-f32v.11	f32v.8	4	ctho	MATERIAL	Krautmehl	Krautmehl	ASSUMED	recorded
f32v.7-f32v.11	f32v.8	5	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f32v.7-f32v.11	f32v.8	6	qotaiin	OPEN	[ungelesen: qotaiin]	[ungelesen: qotaiin]	UNREAD	recorded
f32v.7-f32v.11	f32v.8	7	otchy	OPEN	[ungelesen: otchy]	[ungelesen: otchy]	UNREAD	recorded
f32v.7-f32v.11	f32v.8	8	d	OPEN	[ungelesen: d]	[ungelesen: d]	UNREAD	recorded
f32v.7-f32v.11	f32v.8	9	shan	OPEN	[ungelesen: shan]	[ungelesen: shan]	UNREAD	recorded
f32v.7-f32v.11	f32v.9	1	qotchy	ACTION	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	recorded
f32v.7-f32v.11	f32v.9	2	cfhy	OPEN	[ungelesen: cfhy]	[ungelesen: cfhy]	UNREAD	recorded
f32v.7-f32v.11	f32v.9	3	skey	OPEN	[ungelesen: skey]	[ungelesen: skey]	UNREAD	recorded
f32v.7-f32v.11	f32v.9	4	chocthy	OPEN	[ungelesen: chocthy]	[ungelesen: chocthy]	UNREAD	recorded
f32v.7-f32v.11	f32v.9	5	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f32v.7-f32v.11	f32v.9	6	cthaiin	OPEN	[ungelesen: cthaiin]	[ungelesen: cthaiin]	UNREAD	recorded
f32v.7-f32v.11	f32v.9	7	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f32v.7-f32v.11	f32v.10	1	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	recorded
f32v.7-f32v.11	f32v.10	2	keol	OPEN	[ungelesen: keol]	[ungelesen: keol]	UNREAD	recorded
f32v.7-f32v.11	f32v.10	3	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f32v.7-f32v.11	f32v.10	4	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f32v.7-f32v.11	f32v.10	5	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f32v.7-f32v.11	f32v.10	6	cpho	OPEN	[ungelesen: cpho]	[ungelesen: cpho]	UNREAD	recorded
f32v.7-f32v.11	f32v.10	7	l	OPEN	[ungelesen: l]	[ungelesen: l]	UNREAD	recorded
f32v.7-f32v.11	f32v.10	8	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	recorded
f32v.7-f32v.11	f32v.10	9	da	OPEN	[ungelesen: da]	[ungelesen: da]	UNREAD	recorded
f32v.7-f32v.11	f32v.10	10	ar	AMOUNT	Teil	Teil	ASSUMED	recorded
f32v.7-f32v.11	f32v.11	1	ol	RELATION	mit	mit	ASSUMED	recorded
f32v.7-f32v.11	f32v.11	2	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	recorded
f32v.7-f32v.11	f32v.11	3	chy	STATE	heiß	heiß	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	1	kooiin	OPEN	[ungelesen: kooiin]	[ungelesen: kooiin]	UNREAD	recorded
f29v.1-f29v.4	f29v.1	2	shor	MATERIAL	Samen	Samen	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	3	chetchy	OPEN	[ungelesen: chetchy]	[ungelesen: chetchy]	UNREAD	recorded
f29v.1-f29v.4	f29v.1	4	ol	RELATION	mit	mit	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	5	ls	OPEN	[ungelesen: ls]	[ungelesen: ls]	UNREAD	recorded
f29v.1-f29v.4	f29v.1	6	shytchy	OPEN	[ungelesen: shytchy]	[ungelesen: shytchy]	UNREAD	recorded
f29v.1-f29v.4	f29v.1	7	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	8	shy	STATE	feucht	feucht	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	9	cho	REGION	Inneres	Inneres	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	10	shy	STATE	feucht	feucht	ASSUMED	recorded
f29v.1-f29v.4	f29v.1	11	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f29v.1-f29v.4	f29v.2	1	qotcheaiin	OPEN	[ungelesen: qotcheaiin]	[ungelesen: qotcheaiin]	UNREAD	recorded
f29v.1-f29v.4	f29v.2	2	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f29v.1-f29v.4	f29v.2	3	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f29v.1-f29v.4	f29v.2	4	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f29v.1-f29v.4	f29v.2	5	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f29v.1-f29v.4	f29v.2	6	chey	ACTION	prüfe	prüfe	ASSUMED	recorded
f29v.1-f29v.4	f29v.2	7	cthold	OPEN	[ungelesen: cthold]	[ungelesen: cthold]	UNREAD	recorded
f29v.1-f29v.4	f29v.2	8	ytchor	OPEN	[ungelesen: ytchor]	[ungelesen: ytchor]	UNREAD	recorded
f29v.1-f29v.4	f29v.2	9	dary	OPEN	[ungelesen: dary]	[ungelesen: dary]	UNREAD	recorded
f29v.1-f29v.4	f29v.3	1	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f29v.1-f29v.4	f29v.3	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f29v.1-f29v.4	f29v.3	3	kor	OPEN	[ungelesen: kor]	[ungelesen: kor]	UNREAD	recorded
f29v.1-f29v.4	f29v.3	4	shey	OPEN	[ungelesen: shey]	[ungelesen: shey]	UNREAD	recorded
f29v.1-f29v.4	f29v.3	5	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	recorded
f29v.1-f29v.4	f29v.3	6	qotchy	ACTION	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	recorded
f29v.1-f29v.4	f29v.3	7	taiin	OPEN	[ungelesen: taiin]	[ungelesen: taiin]	UNREAD	recorded
f29v.1-f29v.4	f29v.3	8	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f29v.1-f29v.4	f29v.3	9	she	ACTION	lasse stehen	lasse stehen	ASSUMED	recorded
f29v.1-f29v.4	f29v.3	10	otey	OPEN	[ungelesen: otey]	[ungelesen: otey]	UNREAD	recorded
f29v.1-f29v.4	f29v.3	11	sy	STATE	abgesetzt	abgesetzt	ASSUMED	recorded
f29v.1-f29v.4	f29v.4	1	ysho	OPEN	[ungelesen: ysho]	[ungelesen: ysho]	UNREAD	recorded
f29v.1-f29v.4	f29v.4	2	otshy	OPEN	[ungelesen: otshy]	[ungelesen: otshy]	UNREAD	recorded
f29v.1-f29v.4	f29v.4	3	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	recorded
f29v.1-f29v.4	f29v.4	4	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f29v.1-f29v.4	f29v.4	5	oltchy	OPEN	[ungelesen: oltchy]	[ungelesen: oltchy]	UNREAD	recorded
f29v.1-f29v.4	f29v.4	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f29v.1-f29v.4	f29v.4	7	shot	OPEN	[ungelesen: shot]	[ungelesen: shot]	UNREAD	recorded
f29v.1-f29v.4	f29v.4	8	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	recorded
f29v.1-f29v.4	f29v.4	9	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	recorded
