paragraph	id	locus	index	form	role	offset	row_status
f21r.8-f21r.12	f21r.8:8	f21r.8	8	oty	STATE	7	recorded
f21r.8-f21r.12	f21r.9:1	f21r.9	1	okaiin	MATERIAL_DOSE	8	recorded
f21r.8-f21r.12	f21r.9:2	f21r.9	2	sho	MATERIAL	9	recorded
f21r.8-f21r.12	f21r.9:3	f21r.9	3	tshaiin	OPEN	10	recorded
f21r.8-f21r.12	f21r.9:4	f21r.9	4	chkaiin	OPEN	11	recorded
f21r.8-f21r.12	f21r.9:5	f21r.9	5	sh	OPEN	12	recorded
f21r.8-f21r.12	f21r.9:6	f21r.9	6	cthey	OPEN	13	recorded
f21r.8-f21r.12	f21r.9:7	f21r.9	7	cthody	OPEN	14	recorded
f21r.8-f21r.12	f21r.9:8	f21r.9	8	cthy	MATERIAL	15	recorded
f21r.8-f21r.12	f21r.9:9	f21r.9	9	s	DISTRIBUTIVE	16	recorded
f21r.8-f21r.12	f21r.10:1	f21r.10	1	totchy	OPEN	17	recorded
f21r.8-f21r.12	f21r.10:2	f21r.10	2	keor	OPEN	18	recorded
f21r.8-f21r.12	f21r.10:3	f21r.10	3	chy	STATE	19	recorded
f21r.8-f21r.12	f21r.10:4	f21r.10	4	ky	OPEN	20	recorded
f21r.8-f21r.12	f21r.10:5	f21r.10	5	qotaiin	OPEN	21	recorded
f21r.8-f21r.12	f21r.10:6	f21r.10	6	qotchol	OPEN	22	recorded
f21r.8-f21r.12	f21r.10:7	f21r.10	7	ty	OPEN	23	recorded
f21r.8-f21r.12	f21r.10:8	f21r.10	8	ctheey	MATERIAL	24	recorded
f21r.8-f21r.12	f21r.10:9	f21r.10	9	otaiin	MATERIAL_DOSE	25	recorded
f21r.8-f21r.12	f21r.11:1	f21r.11	1	shol	STATE	26	recorded
f21r.8-f21r.12	f21r.11:2	f21r.11	2	chol	ACTION	27	recorded
f21r.8-f21r.12	f21r.11:3	f21r.11	3	shol	STATE	28	recorded
f21r.8-f21r.12	f21r.11:4	f21r.11	4	tchol	MATERIAL	29	recorded
f21r.8-f21r.12	f21r.11:5	f21r.11	5	chcthy	OPEN	30	recorded
f21r.8-f21r.12	f21r.11:6	f21r.11	6	otyky	OPEN	31	recorded
f21r.8-f21r.12	f21r.11:7	f21r.11	7	shey	OPEN	32	recorded
f21r.8-f21r.12	f21r.11:8	f21r.11	8	yteol	OPEN	33	recorded
f21r.8-f21r.12	f21r.11:9	f21r.11	9	shody	MATERIAL	34	recorded
f21r.8-f21r.12	f21r.12:1	f21r.12	1	ykeey	REPEAT_ACTION	35	recorded
f21r.8-f21r.12	f21r.12:2	f21r.12	2	chor	MATERIAL	36	recorded
f21r.8-f21r.12	f21r.12:3	f21r.12	3	sheey	ACTION	37	recorded
f21r.8-f21r.12	f21r.12:4	f21r.12	4	ysheol	OPEN	38	recorded
f21r.8-f21r.12	f21r.12:5	f21r.12	5	chor	MATERIAL	39	recorded
f21r.8-f21r.12	f21r.12:6	f21r.12	6	chol	ACTION	40	recorded
f21r.8-f21r.12	f21r.12:7	f21r.12	7	daiin	AMOUNT	41	recorded
f21r.8-f21r.12	f21r.12:8	f21r.12	8	chkaiin	OPEN	42	recorded
f32v.7-f32v.11	f32v.7:1	f32v.7	1	ksho	OPEN	0	recorded
f32v.7-f32v.11	f32v.7:2	f32v.7	2	cphos	OPEN	1	recorded
f32v.7-f32v.11	f32v.7:3	f32v.7	3	she	ACTION	2	recorded
f32v.7-f32v.11	f32v.7:4	f32v.7	4	sheaiin	OPEN	3	recorded
f32v.7-f32v.11	f32v.7:5	f32v.7	5	otshcho	OPEN	4	recorded
f32v.7-f32v.11	f32v.7:6	f32v.7	6	r	LINK	5	recorded
f32v.7-f32v.11	f32v.7:7	f32v.7	7	dain	AMOUNT	6	recorded
f32v.7-f32v.11	f32v.7:8	f32v.7	8	shckhy	OPEN	7	recorded
f32v.7-f32v.11	f32v.7:9	f32v.7	9	s	DISTRIBUTIVE	8	recorded
f32v.7-f32v.11	f32v.7:10	f32v.7	10	odan	OPEN	9	recorded
f32v.7-f32v.11	f32v.8:1	f32v.8	1	otchol	OPEN	10	recorded
f32v.7-f32v.11	f32v.8:2	f32v.8	2	daiin	AMOUNT	11	recorded
f32v.7-f32v.11	f32v.8:3	f32v.8	3	daiin	AMOUNT	12	recorded
f32v.7-f32v.11	f32v.8:4	f32v.8	4	ctho	MATERIAL	13	recorded
f32v.7-f32v.11	f32v.8:5	f32v.8	5	daiin	AMOUNT	14	recorded
f32v.7-f32v.11	f32v.8:6	f32v.8	6	qotaiin	OPEN	15	recorded
f32v.7-f32v.11	f32v.8:7	f32v.8	7	otchy	OPEN	16	recorded
f32v.7-f32v.11	f32v.8:8	f32v.8	8	d	OPEN	17	recorded
f32v.7-f32v.11	f32v.8:9	f32v.8	9	shan	OPEN	18	recorded
f32v.7-f32v.11	f32v.9:1	f32v.9	1	qotchy	ACTION	19	recorded
f32v.7-f32v.11	f32v.9:2	f32v.9	2	cfhy	OPEN	20	recorded
f32v.7-f32v.11	f32v.9:3	f32v.9	3	skey	OPEN	21	recorded
f32v.7-f32v.11	f32v.9:4	f32v.9	4	chocthy	OPEN	22	recorded
f32v.7-f32v.11	f32v.9:5	f32v.9	5	daiin	AMOUNT	23	recorded
f32v.7-f32v.11	f32v.9:6	f32v.9	6	cthaiin	OPEN	24	recorded
f32v.7-f32v.11	f32v.9:7	f32v.9	7	daiin	AMOUNT	25	recorded
f32v.7-f32v.11	f32v.10:1	f32v.10	1	sho	MATERIAL	26	recorded
f32v.7-f32v.11	f32v.10:2	f32v.10	2	keol	OPEN	27	recorded
f32v.7-f32v.11	f32v.10:3	f32v.10	3	chor	MATERIAL	28	recorded
f32v.7-f32v.11	f32v.10:4	f32v.10	4	chol	ACTION	29	recorded
f32v.7-f32v.11	f32v.10:5	f32v.10	5	daiin	AMOUNT	30	recorded
f32v.7-f32v.11	f32v.10:6	f32v.10	6	cpho	OPEN	31	recorded
f32v.7-f32v.11	f32v.10:7	f32v.10	7	l	OPEN	32	recorded
f32v.7-f32v.11	f32v.10:8	f32v.10	8	cthol	MATERIAL	33	recorded
f32v.7-f32v.11	f32v.10:9	f32v.10	9	da	OPEN	34	recorded
f32v.7-f32v.11	f32v.10:10	f32v.10	10	ar	AMOUNT	35	recorded
f32v.7-f32v.11	f32v.11:1	f32v.11	1	ol	RELATION	36	recorded
f32v.7-f32v.11	f32v.11:2	f32v.11	2	sho	MATERIAL	37	recorded
f32v.7-f32v.11	f32v.11:3	f32v.11	3	chy	STATE	38	recorded
f29v.1-f29v.4	f29v.1:1	f29v.1	1	kooiin	OPEN	0	recorded
f29v.1-f29v.4	f29v.1:2	f29v.1	2	shor	MATERIAL	1	recorded
f29v.1-f29v.4	f29v.1:3	f29v.1	3	chetchy	OPEN	2	recorded
f29v.1-f29v.4	f29v.1:4	f29v.1	4	ol	RELATION	3	recorded
f29v.1-f29v.4	f29v.1:5	f29v.1	5	ls	OPEN	4	recorded
f29v.1-f29v.4	f29v.1:6	f29v.1	6	shytchy	OPEN	5	recorded
f29v.1-f29v.4	f29v.1:7	f29v.1	7	cthy	MATERIAL	6	recorded
f29v.1-f29v.4	f29v.1:8	f29v.1	8	shy	STATE	7	recorded
f29v.1-f29v.4	f29v.1:9	f29v.1	9	cho	REGION	8	recorded
f29v.1-f29v.4	f29v.1:10	f29v.1	10	shy	STATE	9	recorded
f29v.1-f29v.4	f29v.1:11	f29v.1	11	daiin	AMOUNT	10	recorded
f29v.1-f29v.4	f29v.2:1	f29v.2	1	qotcheaiin	OPEN	11	recorded
f29v.1-f29v.4	f29v.2:2	f29v.2	2	s	DISTRIBUTIVE	12	recorded
f29v.1-f29v.4	f29v.2:3	f29v.2	3	chol	ACTION	13	recorded
f29v.1-f29v.4	f29v.2:4	f29v.2	4	chol	ACTION	14	recorded
f29v.1-f29v.4	f29v.2:5	f29v.2	5	cthy	MATERIAL	15	recorded
f29v.1-f29v.4	f29v.2:6	f29v.2	6	chey	ACTION	16	recorded
f29v.1-f29v.4	f29v.2:7	f29v.2	7	cthold	OPEN	17	recorded
f29v.1-f29v.4	f29v.2:8	f29v.2	8	ytchor	OPEN	18	recorded
f29v.1-f29v.4	f29v.2:9	f29v.2	9	dary	OPEN	19	recorded
f29v.1-f29v.4	f29v.3:1	f29v.3	1	chol	ACTION	20	recorded
f29v.1-f29v.4	f29v.3:2	f29v.3	2	chol	ACTION	21	recorded
f29v.1-f29v.4	f29v.3:3	f29v.3	3	kor	OPEN	22	recorded
f29v.1-f29v.4	f29v.3:4	f29v.3	4	shey	OPEN	23	recorded
f29v.1-f29v.4	f29v.3:5	f29v.3	5	odaiin	AMOUNT	24	recorded
f29v.1-f29v.4	f29v.3:6	f29v.3	6	qotchy	ACTION	25	recorded
f29v.1-f29v.4	f29v.3:7	f29v.3	7	taiin	OPEN	26	recorded
f29v.1-f29v.4	f29v.3:8	f29v.3	8	s	DISTRIBUTIVE	27	recorded
f29v.1-f29v.4	f29v.3:9	f29v.3	9	she	ACTION	28	recorded
f29v.1-f29v.4	f29v.3:10	f29v.3	10	otey	OPEN	29	recorded
f29v.1-f29v.4	f29v.3:11	f29v.3	11	sy	STATE	30	recorded
f29v.1-f29v.4	f29v.4:1	f29v.4	1	ysho	OPEN	31	recorded
f29v.1-f29v.4	f29v.4:2	f29v.4	2	otshy	OPEN	32	recorded
f29v.1-f29v.4	f29v.4:3	f29v.4	3	okaiin	MATERIAL_DOSE	33	recorded
f29v.1-f29v.4	f29v.4:4	f29v.4	4	cthy	MATERIAL	34	recorded
f29v.1-f29v.4	f29v.4:5	f29v.4	5	oltchy	OPEN	35	recorded
f29v.1-f29v.4	f29v.4:6	f29v.4	6	s	DISTRIBUTIVE	36	recorded
f29v.1-f29v.4	f29v.4:7	f29v.4	7	shot	OPEN	37	recorded
f29v.1-f29v.4	f29v.4:8	f29v.4	8	sho	MATERIAL	38	recorded
f29v.1-f29v.4	f29v.4:9	f29v.4	9	okaiin	MATERIAL_DOSE	39	recorded
