source_unit	latent_or_plaintext_unit	mapping_probability	context_restriction	occurrences	counterexamples
qokedy	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	273	unmapped groups use the explicit residual channel; restart mapping is unstable
qokain	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	271	unmapped groups use the explicit residual channel; restart mapping is unstable
al	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	249	unmapped groups use the explicit residual channel; restart mapping is unstable
dy	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	247	unmapped groups use the explicit residual channel; restart mapping is unstable
dal	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	245	unmapped groups use the explicit residual channel; restart mapping is unstable
s	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	244	unmapped groups use the explicit residual channel; restart mapping is unstable
chor	k	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	221	unmapped groups use the explicit residual channel; restart mapping is unstable
okaiin	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	218	unmapped groups use the explicit residual channel; restart mapping is unstable
dain	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	213	unmapped groups use the explicit residual channel; restart mapping is unstable
qokal	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	194	unmapped groups use the explicit residual channel; restart mapping is unstable
okeey	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	186	unmapped groups use the explicit residual channel; restart mapping is unstable
shol	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	180	unmapped groups use the explicit residual channel; restart mapping is unstable
cheey	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	173	unmapped groups use the explicit residual channel; restart mapping is unstable
cheol	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	167	unmapped groups use the explicit residual channel; restart mapping is unstable
otedy	f	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	165	unmapped groups use the explicit residual channel; restart mapping is unstable
qokar	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	159	unmapped groups use the explicit residual channel; restart mapping is unstable
chy	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	154	unmapped groups use the explicit residual channel; restart mapping is unstable
otaiin	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	154	unmapped groups use the explicit residual channel; restart mapping is unstable
okal	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	153	unmapped groups use the explicit residual channel; restart mapping is unstable
chdy	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	152	unmapped groups use the explicit residual channel; restart mapping is unstable
sheey	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	151	unmapped groups use the explicit residual channel; restart mapping is unstable
saiin	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	149	unmapped groups use the explicit residual channel; restart mapping is unstable
otar	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	148	unmapped groups use the explicit residual channel; restart mapping is unstable
okain	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	147	unmapped groups use the explicit residual channel; restart mapping is unstable
oteey	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	147	unmapped groups use the explicit residual channel; restart mapping is unstable
qoky	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	146	unmapped groups use the explicit residual channel; restart mapping is unstable
chckhy	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	145	unmapped groups use the explicit residual channel; restart mapping is unstable
qol	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	143	unmapped groups use the explicit residual channel; restart mapping is unstable
okar	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	142	unmapped groups use the explicit residual channel; restart mapping is unstable
y	g	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	142	unmapped groups use the explicit residual channel; restart mapping is unstable
otal	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	140	unmapped groups use the explicit residual channel; restart mapping is unstable
sho	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	123	unmapped groups use the explicit residual channel; restart mapping is unstable
okedy	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	122	unmapped groups use the explicit residual channel; restart mapping is unstable
lchedy	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	120	unmapped groups use the explicit residual channel; restart mapping is unstable
oty	g	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	118	unmapped groups use the explicit residual channel; restart mapping is unstable
okeedy	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	111	unmapped groups use the explicit residual channel; restart mapping is unstable
sheol	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	110	unmapped groups use the explicit residual channel; restart mapping is unstable
cthy	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	108	unmapped groups use the explicit residual channel; restart mapping is unstable
oteedy	w	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	108	unmapped groups use the explicit residual channel; restart mapping is unstable
qokey	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	108	unmapped groups use the explicit residual channel; restart mapping is unstable
dair	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	107	unmapped groups use the explicit residual channel; restart mapping is unstable
dol	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	106	unmapped groups use the explicit residual channel; restart mapping is unstable
r	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	105	unmapped groups use the explicit residual channel; restart mapping is unstable
qokol	q	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	102	unmapped groups use the explicit residual channel; restart mapping is unstable
shor	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	101	unmapped groups use the explicit residual channel; restart mapping is unstable
cheor	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	99	unmapped groups use the explicit residual channel; restart mapping is unstable
oky	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	99	unmapped groups use the explicit residual channel; restart mapping is unstable
chody	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	95	unmapped groups use the explicit residual channel; restart mapping is unstable
otain	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	95	unmapped groups use the explicit residual channel; restart mapping is unstable
shy	d	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	95	unmapped groups use the explicit residual channel; restart mapping is unstable
cheody	k	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	92	unmapped groups use the explicit residual channel; restart mapping is unstable
qotedy	f	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	92	unmapped groups use the explicit residual channel; restart mapping is unstable
ain	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	91	unmapped groups use the explicit residual channel; restart mapping is unstable
dam	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	91	unmapped groups use the explicit residual channel; restart mapping is unstable
o	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	90	unmapped groups use the explicit residual channel; restart mapping is unstable
sar	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	90	unmapped groups use the explicit residual channel; restart mapping is unstable
qoty	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	87	unmapped groups use the explicit residual channel; restart mapping is unstable
otol	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	82	unmapped groups use the explicit residual channel; restart mapping is unstable
sheedy	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	82	unmapped groups use the explicit residual channel; restart mapping is unstable
chcthy	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	81	unmapped groups use the explicit residual channel; restart mapping is unstable
qotaiin	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	79	unmapped groups use the explicit residual channel; restart mapping is unstable
air	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	78	unmapped groups use the explicit residual channel; restart mapping is unstable
am	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	78	unmapped groups use the explicit residual channel; restart mapping is unstable
char	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	73	unmapped groups use the explicit residual channel; restart mapping is unstable
okol	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	73	unmapped groups use the explicit residual channel; restart mapping is unstable
qoteedy	s	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	73	unmapped groups use the explicit residual channel; restart mapping is unstable
raiin	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	71	unmapped groups use the explicit residual channel; restart mapping is unstable
sol	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	70	unmapped groups use the explicit residual channel; restart mapping is unstable
sain	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	69	unmapped groups use the explicit residual channel; restart mapping is unstable
cheky	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	67	unmapped groups use the explicit residual channel; restart mapping is unstable
cho	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	66	unmapped groups use the explicit residual channel; restart mapping is unstable
odaiin	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	66	unmapped groups use the explicit residual channel; restart mapping is unstable
okeol	c	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	66	unmapped groups use the explicit residual channel; restart mapping is unstable
okey	j	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	65	unmapped groups use the explicit residual channel; restart mapping is unstable
qokchy	e	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	65	unmapped groups use the explicit residual channel; restart mapping is unstable
dor	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	64	unmapped groups use the explicit residual channel; restart mapping is unstable
qotar	f	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	63	unmapped groups use the explicit residual channel; restart mapping is unstable
kaiin	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
l	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
qotain	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
qotchy	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	62	unmapped groups use the explicit residual channel; restart mapping is unstable
cheo	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	60	unmapped groups use the explicit residual channel; restart mapping is unstable
shckhy	h	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	60	unmapped groups use the explicit residual channel; restart mapping is unstable
cheedy	g	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	59	unmapped groups use the explicit residual channel; restart mapping is unstable
cthol	w	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	59	unmapped groups use the explicit residual channel; restart mapping is unstable
oly	o	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	59	unmapped groups use the explicit residual channel; restart mapping is unstable
otey	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	58	unmapped groups use the explicit residual channel; restart mapping is unstable
qotal	i	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	58	unmapped groups use the explicit residual channel; restart mapping is unstable
ykeey	w	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	57	unmapped groups use the explicit residual channel; restart mapping is unstable
olaiin	g	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	55	unmapped groups use the explicit residual channel; restart mapping is unstable
qokeol	x	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
sal	n	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
shody	k	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
sor	u	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	53	unmapped groups use the explicit residual channel; restart mapping is unstable
keedy	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	52	unmapped groups use the explicit residual channel; restart mapping is unstable
cthey	 	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
kar	t	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
opchedy	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
qokchdy	v	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	51	unmapped groups use the explicit residual channel; restart mapping is unstable
d	 	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	50	unmapped groups use the explicit residual channel; restart mapping is unstable
chal	m	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
lkaiin	r	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
otchy	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
sheody	l	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
ykaiin	s	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	49	unmapped groups use the explicit residual channel; restart mapping is unstable
otam	q	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	48	unmapped groups use the explicit residual channel; restart mapping is unstable
chear	q	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
checkhy	a	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
cthor	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
sheor	s	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	47	unmapped groups use the explicit residual channel; restart mapping is unstable
chaiin	b	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	46	unmapped groups use the explicit residual channel; restart mapping is unstable
chodaiin	y	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	46	unmapped groups use the explicit residual channel; restart mapping is unstable
lchey	z	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	45	unmapped groups use the explicit residual channel; restart mapping is unstable
olkeedy	p	EXPLORATORY_DETERMINISTIC_KEY_NOT_POSTERIOR	COMPLETE_GROUP	45	unmapped groups use the explicit residual channel; restart mapping is unstable
