action_case_id	page	locus	action_clause_id	action_clause_start	action_clause_end	action_clause_surfaces	action_ordinal	action_surface	action_gloss_de	right_clause_id	right_clause_type	right_clause_start	right_clause_end	right_first_ordinal	right_first_surface	right_first_gloss_de	right_dispatch	right_confidence	intervening_semantic_items	candidate_id	candidate_decision	full_clause_then_first_item_exact	word_delta	status
A016	f107r	f107r.2	6	12	12	qeeey	12	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	7	NOMINAL_BLOCK	13	13	13	lor	Holzportion	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	10	2	cthoor	eine Portion Krautansatz	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A018	f113v	f113v.17	2	7	7	yteeeor	7	yteeeor	hiervon eine Portion bis zur letzten Stufe abkühlen	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	NOMINAL_BLOCK	2	10	2	olkaiir	Anteil III des heißen Holzansatzes	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A020	f114v	f114v.36	2	6	6	qopchol	6	qopchol	nimm getrockneten Pulverstoff	3	ACTION_CLAUSE	7	7	7	qopaiin	drei Teile Pulverzubereitung nehmen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A021	f114v	f114v.36	3	7	7	qopaiin	7	qopaiin	drei Teile Pulverzubereitung nehmen	4	NOMINAL_BLOCK	8	11	8	qotar	kalter Drogenanteil I	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A022	f115r	f115r.1	1	1	1	fdar	1	fdar	Blütenanteil I abmessen	2	ACTION_CLAUSE	2	2	2	qopchol	nimm getrockneten Pulverstoff	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A023	f115r	f115r.1	2	2	2	qopchol	2	qopchol	nimm getrockneten Pulverstoff	3	ACTION_CLAUSE	3	3	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A024	f115r	f115r.1	3	3	3	qochedain	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	NOMINAL_BLOCK	4	11	4	otedy	kalter Ansatz, Mittelstufe erreicht	NOMINAL_FINISHED_RESULT_STATE	HIGH	0	F004	HOLD_OPEN	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A025	f115r	f115r.23	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	2	2	keey	heiß am Ende des Grades	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A026	f115r	f115r.23	3	3	3	qokeod	3	qokeod	heißen Auszug bereiten und abschließen	4	NOMINAL_BLOCK	4	4	4	chody	leicht getrocknete Zubereitung, abgeschlossen	NOMINAL_FINISHED_RESULT_STATE	HIGH	0	F005	ADMIT_NEW	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A027	f115r	f115r.23	5	5	5	qokcho	5	qokcho	erhitze, trockne und setze an	6	NOMINAL_BLOCK	6	13	6	s	Samenposten	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A028	f116r	f116r.12	1	1	1	qoin	1	qoin	zweiten Ansatz nehmen	2	NOMINAL_BLOCK	2	12	2	ar	Drogenanteil I	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A029	f23r	f23r.6	2	5	5	yky	5	yky	hierzu leicht erhitzen	3	NOMINAL_BLOCK	6	10	6	dar	abgemessener Anteil I	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A030	f23r	f23r.6	4	11	11	ytcho	11	ytcho	hieraus eine kalte Trockenmischung herstellen	5	ACTION_CLAUSE	12	12	12	ldals	eine Charge Holzrohstoff I abmessen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A031	f23r	f23r.6	5	12	12	ldals	12	ldals	eine Charge Holzrohstoff I abmessen	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A032	f24v	f24v.15	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	4	2	kchod	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A033	f26r	f26r.2	2	4	4	ykecthey	4	ykecthey	hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen	3	NOMINAL_BLOCK	5	5	5	chedy	mittlere Trockenstufe erreicht	NOMINAL_FINISHED_RESULT_STATE	HIGH	0	F006	ADMIT_NEW	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A034	f26r	f26r.2	4	6	7	ytedy|dy	6	ytedy	hiervon bis zur Mittelstufe abkühlen und abschließen	5	ACTION_CLAUSE	8	8	8	checthedy	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	AMBER	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A035	f26r	f26r.2	5	8	8	checthedy	8	checthedy	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	6	NOMINAL_BLOCK	9	9	9	ls	eine Charge Holz	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A036	f27r	f27r.9	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	7	2	keeod	vollständig erhitzter und abgezogener Auszug	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A037	f30r	f30r.9	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	ACTION_CLAUSE	2	2	2	qochar	trockenen Drogenanteil I nehmen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A038	f30r	f30r.9	2	2	2	qochar	2	qochar	trockenen Drogenanteil I nehmen	3	NOMINAL_BLOCK	3	4	3	chol	trocken	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A039	f30r	f30r.9	4	5	5	chcthey	5	chcthey	Krautdroge bis zur mittleren Stufe trocknen	5	NOMINAL_BLOCK	6	6	6	chor	Pflanzenteil	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A040	f30r	f30r.9	6	7	7	cheky	7	cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A041	f49r	f49r.16	1	1	1	qocho	1	qocho	getrocknete Droge nehmen	2	NOMINAL_BLOCK	2	3	2	cheey	trocken am Ende des Grades	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A042	f49r	f49r.16	3	4	4	qotchody	4	qotchody	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A043	f56r	f56r.6	1	1	2	ykcho|dy	1	ykcho	hieraus eine warme Trockenmischung bereiten	2	NOMINAL_BLOCK	3	6	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	HIGH	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A044	f75r	f75r.3	2	4	4	qey	4	qey	die vorstehende Mittelstufenportion anschließend nehmen	3	NOMINAL_BLOCK	5	5	5	kain	heiß, Grad II	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A045	f75r	f75r.3	4	6	6	sheeky	6	sheeky	vollständig einweichen, erhitzen und abschließen	5	NOMINAL_BLOCK	7	9	7	ltain	Holz, kalt auf Stufe II	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A046	f76v	f76v.10	1	1	1	cphdor	1	cphdor	eine Portion Arzneikompositum abmessen	2	NOMINAL_BLOCK	2	2	2	shedal	feuchte abgemessene Rohstoffmenge I in der Gradmitte	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A047	f76v	f76v.10	3	3	3	qopchdy	3	qopchdy	fertig getrocknetes Pulver nehmen	4	NOMINAL_BLOCK	4	10	4	dshedy	bis zur Mittelstufe angefeuchtete Drogenportion	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	HIGH	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A048	f77r	f77r.38	2	3	3	qoeedy	3	qoeedy	nimm die Endportion hinzu	3	NOMINAL_BLOCK	4	5	4	qokaiin	heiß, Grad III	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A049	f77r	f77r.38	4	6	6	qol	6	qol	Drogenstoff zugeben	5	NOMINAL_BLOCK	7	8	7	ltaiin	Holz, kalt auf Stufe III	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A050	f77r	f77r.38	6	9	9	qol	9	qol	Drogenstoff zugeben	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A051	f77v	f77v.7	2	2	2	qolsheedy	2	qolsheedy	vollständig eingeweichten Drogenstoff zugeben und abschließen	3	ACTION_CLAUSE	3	3	3	qy	hiervon nehmen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A052	f77v	f77v.7	3	3	3	qy	3	qy	hiervon nehmen	4	NOMINAL_BLOCK	4	4	4	rr	getrocknete Wurzel	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
