global_ordinal	locus	token_index	surface	gdt416_imperative_clause_de	gdt416_generic_station_or_entry	gdt416_inherited_action	gdt416_inherited_argument	gdt674_route	gdt674_token_meaning_de	comparison_only_not_meaning_input
123	f81r.20	5	odaiin	Im laufenden Gang setze den Stationswert im Stationsgang an; als Ausführung; an der bezeichneten Stelle.	1	1	0	INHERITED_V48	Zubereitungsdosis III	1
124	f81r.20	6	rain	Markiere den Stationsanteil.	1	0	0	INHERITED_V48	Wurzeldroge in Charge II	1
125	f81r.20	7	daly	Im laufenden Gang markiere den Stationsposten; zur Zielstation.	1	1	0	INHERITED_V48	abgemessene Rohstoffmenge I, Grundform	1
126	f81r.21	1	dshedy	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	1
127	f81r.21	2	qokal	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	1	0	1	INHERITED_V48	Rohstoffklasse I, heiß am Gradanfang	1
128	f81r.21	3	olkeey	Weiter führe den Stationsposten zu; auf Grad II.	1	0	0	INHERITED_V48	Holzdrogenansatz vollständig erhitzt	1
129	f81r.21	4	oteey	Danach im laufenden Gang führe den Stationsposten zu; auf Grad II.	1	1	0	INHERITED_V48	kalter Ansatz am Ende des Grades	1
130	f81r.21	5	olshey	Weiter halte den Stationsposten; auf Grad I.	1	0	0	INHERITED_V48	eingeweichte Drogenbasis, Mittelstufe	1
131	f81r.21	6	otey	Danach im laufenden Gang halte den Stationsposten; auf Grad I.	1	1	0	INHERITED_V48	kalter Ansatz in der Mitte des Grades	1
132	f81r.21	7	lol	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	1	1	1	INHERITED_V48	Holzstoff	1
133	f81r.22	1	qotal	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.	1	1	1	INHERITED_V48	Rohstoffklasse I, kalt am Gradanfang	1
134	f81r.22	2	chedy	Bearbeite den Stationsposten.	1	0	0	INHERITED_V48	trocken in der Mitte des Grades, abgeschlossen	1
135	f81r.22	3	qol	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	1	1	1	INHERITED_V48	Drogenstoff zugeben	1
136	f81r.22	4	ol	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	1	1	1	INHERITED_V48	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1
137	f81r.22	5	daiin	Im laufenden Gang bearbeite den Stationswert.	1	1	0	INHERITED_V48	Qualitätsgrad III	1
138	f81r.22	6	ol	Weiter im laufenden Gang bearbeite den Stationswert [wie zuvor].	1	1	1	INHERITED_V48	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1
139	f81r.22	7	chedar	Bearbeite den Stationswert [wie zuvor]; von der Ausgangsstation.	1	0	1	INHERITED_V48	abgemessene Trockenfraktion I, Mittelstufe	1
140	f81r.22	8	ol	Weiter im laufenden Gang bearbeite den Stationswert [wie zuvor].	1	1	1	INHERITED_V48	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1
141	f81r.22	9	oly	Weiter im laufenden Gang bearbeite den Stationsposten.	1	1	0	INHERITED_V48	abseihen	1
142	f81r.23	1	chey	Im laufenden Gang bearbeite den Stationsposten.	1	1	0	INHERITED_V48	trocken in der Mitte des Grades	1
143	f81r.23	2	okain	Setze den Stationsanteil im Stationsgang an.	1	0	0	INHERITED_V48	heiß im Zubereitungsrahmen, Grad II	1
144	f81r.23	3	sheckhy	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	1	0	0	INHERITED_V48	feuchtes Arzneikompositum am Gradanfang	1
145	f81r.23	4	soiin	Wähle den Stationsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	1	0	1	INHERITED_V48	Samen/Saatgutzubereitung, Form III	1
146	f81r.23	5	chey	Im laufenden Gang wähle den Stationsposten.	1	1	0	INHERITED_V48	trocken in der Mitte des Grades	1
147	f81r.23	6	lchey	Im laufenden Gang wähle den Stationsposten; über die sichtbare Verbindung.	1	1	0	INHERITED_V48	Drogenholz, trocken gebunden, Form I	1
148	f81r.24	1	par	Setze den Stationsposten [wie zuvor] ein; von der Ausgangsstation.	1	0	1	INHERITED_V48	Pulverfraktion I	1
149	f81r.24	2	ody	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; als Ausführung; schließe den Schritt.	1	1	1	INHERITED_V48	fertiggestellter Ansatz	1
150	f81r.24	3	shecphy	Halte den Stationsposten, entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.	1	0	0	ROLE_COMPOSED_REVIEW	Arzneikompositum bis zur Mittelstufe einweichen und abschließen	1
151	f81r.24	4	cheol	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	1	0	1	INHERITED_V48	trockener Drogenstoff	1
152	f81r.24	5	qotaldar	Danach im laufenden Gang entnimm den Stationsposten [wie zuvor]; zur Zielstation und von der Ausgangsstation; an der bezeichneten Stelle.	1	1	1	ROLE_COMPOSED_REVIEW	erste Fraktion gekühlter Rohdroge I abmessen	1
153	f81r.24	6	otedy	Danach im laufenden Gang entnimm den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	1	1	1	INHERITED_V48	kalter Ansatz in der Mitte des Grades, abgeschlossen	1
154	f81r.24	7	oly	Weiter im laufenden Gang entnimm den Stationsposten.	1	1	0	INHERITED_V48	abseihen	1
155	f81r.25	1	sar	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	1	0	1	INHERITED_V48	Samenfraktion I	1
