line_ordinal	page	locus	visual_block	line_mode	token_count	zl3b_line	it2a_line	rf1b_line	all_present_exact	inherited_v48_tokens	review_tokens	raw_unknown_before	unknown_after	newly_complete	composed_review_tokens	learned_review_tokens	context_review_tokens	explicit_action_tokens	explicit_action_token_indices	review_token_indices	value_attachment_token_indices	literal_token_glosses_de	contextual_token_values_de	frame	working_translation_de	uncertainty_note
11	f81r	f81r.11	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	4	olsheol olkedy sheckhedy oltedy	olsheol olkedy sheckhedy oltedy	ol eol olkedy eckhedy oltedy	0	4	0	0	0	0	0	0	0	0	NONE	NONE	NONE	olsheol = eingeweichte Holzdroge im Ansatz | olkedy = erhitzte Drogenbasis, fertig | sheckhedy = feuchtes Arzneikompositum in der Gradmitte, abgeschlossen | oltedy = kalte Drogenbasis, Mittelstufe erreicht	olsheol = eingeweichte Holzdroge im Ansatz | olkedy = erhitzte Drogenbasis, fertig | sheckhedy = feuchtes Arzneikompositum in der Gradmitte, abgeschlossen | oltedy = kalte Drogenbasis, Mittelstufe erreicht	PROCESS_SEQUENCE	Holzdroge im Ansatz einweichen; erhitzte Drogenbasis fertigstellen; feuchtes Arzneikompositum und kalte Drogenbasis jeweils auf Mittelstufe abschließen.	Alle vier Oberflächen sind V48-Karten; ihre syntaktische Verbindung bleibt Arbeitsprosa.
12	f81r	f81r.12	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	ychedy tedy ol sheedy qokeey loly	ychedy tedy ol sheedy qokeey loly	ychedy tedy ol sheedy qokeey loly	1	6	0	0	0	0	0	0	0	1	6	NONE	NONE	ychedy = Eintrag: getrocknete Droge, fertig | tedy = kalt in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | sheedy = feucht am Ende des Grades, abgeschlossen | qokeey = heiß am Ende des Grades | loly = seihe den Holzabsud ab	ychedy = Eintrag: getrocknete Droge, fertig | tedy = kalt in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | sheedy = feucht am Ende des Grades, abgeschlossen | qokeey = heiß am Ende des Grades | loly = seihe den Holzabsud ab	ENTRY_PROCESS	Eintrag: fertig getrocknete Droge, kalt auf Mittelstufe abgeschlossen. Grundansatz vollständig einweichen und schließen, vollständig erhitzen, dann Holzabsud abseihen.	Das freie ol bleibt ein breiter Grundansatz; loly lizenziert das Abseihen des Holzabsuds.
13	f81r	f81r.13	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	dchol shedy qotedy qol chedy chetyry	dchol shedy qotedy qol chedy chety ry	dchol ed qoted qol ched chetyry	0	6	0	0	0	0	0	0	0	1	4	NONE	NONE	dchol = Maß trockenen Materials | shedy = feucht in der Mitte des Grades, abgeschlossen | qotedy = kalt in der Mitte des Grades, abgeschlossen | qol = Drogenstoff zugeben | chedy = trocken in der Mitte des Grades, abgeschlossen | chetyry = getrocknete, abgekühlte Rohwurzel	dchol = Maß trockenen Materials | shedy = feucht in der Mitte des Grades, abgeschlossen | qotedy = kalt in der Mitte des Grades, abgeschlossen | qol = Drogenstoff zugeben | chedy = trocken in der Mitte des Grades, abgeschlossen | chetyry = getrocknete, abgekühlte Rohwurzel	DOSE_PROCESS	Ein Maß trockenen Materials bis Mittelstufe einweichen und schließen; kalt auf Mittelstufe schließen. Drogenstoff zugeben, auf Mittelstufe trocknen und schließen; getrocknete, abgekühlte Rohwurzel.	Die Rohwurzel ist die konkrete V48-Ganzkarte chetyry; keine Pflanzenart wird ergänzt.
14	f81r	f81r.14	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	qokechedy qolsheedy or ain arol oeeedy	qokechedy qol sheedy orain arol oeeedy	qokeche y qol ee y or ain arol oeee	0	4	2	2	0	1	2	0	0	1	1	2,6	4	qokechedy = erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab | qolsheedy = vollständig eingeweichten Drogenstoff zugeben und fertigstellen | or = Drogenportion | ain = Menge-/Klassenwert II | arol = Grundauszug, Fraktion I | oeeedy = Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	qokechedy = erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab | qolsheedy = vollständig eingeweichten Drogenstoff zugeben und fertigstellen | or = Drogenportion | ain = Klasse II der unmittelbar vorangehenden Portion | arol = Grundauszug, Fraktion I | oeeedy = Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	PROCESS_QUANTITY	Bis Mittelstufe erhitzen und trocknen, dann abschließen; vollständig eingeweichten Drogenstoff zugeben und die Zugabe abschließen. Eine Portion der Klasse II vom Grundauszug, erste Fraktion; Ansatz bis zur langen oder letzten Stufe führen und fertigstellen.	EEE unterscheidet noch nicht sicher zwischen langer und letzter Stufe; beide bleiben sichtbar.
15	f81r	f81r.15	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	5	sain ol cheedy qokeedy otedy	sain ol cheedy qokeedy otedy	sain ol cheedy qokeedy ote y	0	5	0	0	0	0	0	0	0	0	NONE	NONE	NONE	sain = Saatgut, Typ/Charge II | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | cheedy = trocken am Ende des Grades, abgeschlossen | qokeedy = heiß am Ende des Grades, abgeschlossen | otedy = kalter Ansatz in der Mitte des Grades, abgeschlossen	sain = Saatgut, Typ/Charge II | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | cheedy = trocken am Ende des Grades, abgeschlossen | qokeedy = heiß am Ende des Grades, abgeschlossen | otedy = kalter Ansatz in der Mitte des Grades, abgeschlossen	PROCESS_SEQUENCE	Saatgut, Charge II, im Grundansatz vollständig trocknen und schließen; vollständig erhitzen und schließen; anschließend auf Mittelstufe kühlen und abschließen.	Die Reihenfolge folgt den sichtbaren Karten; ein nicht notiertes Gefäß oder Lösungsmittel wird nicht ergänzt.
16	f81r	f81r.16	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	6	polchdy qopchol qokor olpchedy opol oraisy	polchdy qopchol qokor olpchedy opol oroiry	polch y qopchol qo or olpche y opol oraisy	0	3	3	3	0	1	3	0	0	1	1	2,4,6	NONE	polchdy = Pulverstoff trocknen und fertigstellen | qopchol = nimm getrockneten Pulverstoff | qokor = heiße Drogenportion | olpchedy = Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen | opol = Pulveransatz | oraisy = eine Portion Arzneispecies der Form I abteilen und abschließen	polchdy = Pulverstoff trocknen und fertigstellen | qopchol = nimm getrockneten Pulverstoff | qokor = heiße Drogenportion | olpchedy = Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen | opol = Pulveransatz | oraisy = eine Portion Arzneispecies der Form I abteilen und abschließen	POWDER_PROCESS	Pulverstoff trocknen und fertigstellen; getrockneten Pulverstoff nehmen, mit einer heißen Portion. Holzdrogenansatz zu Trockenpulver verarbeiten. Pulveransatz; anschließend eine Portion Arzneispecies der Form I abteilen und abschließen.	≈ oraisy? ist eine vollständige, aber scope-erweiternde OR-A-I-S-Y-Komposition; IT2a liest oroiry statt ZL3b/RF1b oraisy.
17	f81r	f81r.17	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	7	y checthy okeedy shey qokedy ol ochedar	ychecthy okeedy shey qokedy ol ochedar	y checthy okeedy shey qokedy ol ochedar	0	6	1	0	0	0	0	0	1	0	NONE	1	NONE	y = Eintrag: | checthy = trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | okeedy = heißer Ansatz am Ende des Grades, abgeschlossen | shey = feucht in der Mitte des Grades | qokedy = heiß in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | ochedar = trockener Ansatz in der Gradmitte, abgemessene Fraktion I	y = Eintrag: | checthy = trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | okeedy = heißer Ansatz am Ende des Grades, abgeschlossen | shey = feucht in der Mitte des Grades | qokedy = heiß in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | ochedar = trockener Ansatz in der Gradmitte, abgemessene Fraktion I	ENTRY_PROCESS	Eintrag: trockene Krautdroge. Den Ansatz vollständig erhitzen und schließen, bis Mittelstufe einweichen, erneut bis Mittelstufe erhitzen und schließen. Grundansatz: trockene abgemessene Fraktion I der Mittelstufe.	Die Schlussfraktion ist die exakte ochedar-Karte; das nackte ol bleibt breit.
18	f81r	f81r.18	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	6	osheedy shedy ol shedy okeedy oror	osheedy shedy ol shedy okeedy orar	oshee y she y ol shedy okeedy orar	0	4	2	2	0	1	2	0	0	0	NONE	1,6	6	osheedy = Ansatz vollständig einweichen und fertigstellen | shedy = feucht in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | shedy = feucht in der Mitte des Grades, abgeschlossen | okeedy = heißer Ansatz am Ende des Grades, abgeschlossen | oror = zwei Portionen	osheedy = Ansatz vollständig einweichen und fertigstellen | shedy = feucht in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | shedy = feucht in der Mitte des Grades, abgeschlossen | okeedy = heißer Ansatz am Ende des Grades, abgeschlossen | oror = zwei Portionen des fertig eingeweichten und erhitzten Ansatzes	PROCESS_QUANTITY	Ansatz vollständig einweichen und fertigstellen; auf Mittelstufe einweichen und schließen. Grundansatz nochmals auf Mittelstufe einweichen und schließen, dann vollständig erhitzen und schließen; zwei Portionen.	OR+OR wird additiv als zwei Portionen gelesen; doppelte Portion bleibt der gleichwertige Rivale.
19	f81r	f81r.19	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	5	qokedy sheedy chedy qoteedy olam	qokedy sheedy chedy qoteedy olam	qokedy shee y chedy qoteedy ol am	0	4	1	1	0	1	1	0	0	0	NONE	5	NONE	qokedy = heiß in der Mitte des Grades, abgeschlossen | sheedy = feucht am Ende des Grades, abgeschlossen | chedy = trocken in der Mitte des Grades, abgeschlossen | qoteedy = kalt am Ende des Grades, abgeschlossen | olam = ein Maß Holzdroge im Ansatz	qokedy = heiß in der Mitte des Grades, abgeschlossen | sheedy = feucht am Ende des Grades, abgeschlossen | chedy = trocken in der Mitte des Grades, abgeschlossen | qoteedy = kalt am Ende des Grades, abgeschlossen | olam = ein Maß Holzdroge im Ansatz	PROCESS_QUANTITY	Auf Mittelstufe erhitzen und schließen; vollständig einweichen und schließen; auf Mittelstufe trocknen und schließen; vollständig kühlen und schließen. Ein Maß Holzdrogenansatz.	Die vier Prozesskarten sind exakt; nur die Bindung des abschließenden Maßes an den Holzdrogenansatz ist neu.
20	f81r	f81r.20	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	qopchedy qol chedy qokeey odaiin rain daly	qopchedy qol chedy qokeey odaiin rain daly	qopchedy qol chedy qokeey odaiin rain aly	0	7	0	0	0	0	0	0	0	2	1,2	NONE	5	qopchedy = nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | qol = Drogenstoff zugeben | chedy = trocken in der Mitte des Grades, abgeschlossen | qokeey = heiß am Ende des Grades | odaiin = Zubereitungsdosis III | rain = Wurzeldroge in Charge II | daly = abgemessene Rohstoffmenge I, Grundform	qopchedy = nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | qol = Drogenstoff zugeben | chedy = trocken in der Mitte des Grades, abgeschlossen | qokeey = heiß am Ende des Grades | odaiin = Zubereitungsdosis III des fertig getrockneten Pulverpräparats | rain = Wurzeldroge in Charge II | daly = abgemessene Rohstoffmenge I, Grundform	PROCESS_QUANTITY	Das fertig getrocknete Pulverpräparat nehmen; Drogenstoff zugeben, bis Mittelstufe trocknen und vollständig erhitzen. Mengen: Zubereitungsdosis III, Wurzeldroge Charge II und eine abgemessene Menge Rohstoff I.	Die drei Schlusswerte werden an ihre sichtbaren Stoffköpfe gebunden, ohne historische Maßeinheit.
21	f81r	f81r.21	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	dshedy qokal olkeey oteey olshey otey lol	dshedy qokal olkeey oteey olshey otey lol	dshedy qokal olkeey oteey olshey otey lol	1	7	0	0	0	0	0	0	0	1	1	NONE	NONE	dshedy = weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | qokal = Rohstoffklasse I, heiß am Gradanfang | olkeey = Holzdrogenansatz vollständig erhitzt | oteey = kalter Ansatz am Ende des Grades | olshey = eingeweichte Drogenbasis, Mittelstufe | otey = kalter Ansatz in der Mitte des Grades | lol = Holzstoff	dshedy = weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | qokal = Rohstoffklasse I, heiß am Gradanfang | olkeey = Holzdrogenansatz vollständig erhitzt | oteey = kalter Ansatz am Ende des Grades | olshey = eingeweichte Drogenbasis, Mittelstufe | otey = kalter Ansatz in der Mitte des Grades | lol = Holzstoff	PROCESS_SEQUENCE	Eine Dosis Droge bis Mittelstufe einweichen und schließen; Rohstoffklasse I am Gradanfang erhitzen; Holzdrogenansatz vollständig erhitzen; auf Endstufe kühlen; Drogenbasis bis Mittelstufe einweichen, dann auf Mittelstufe kühlen; Holzstoff.	Der letzte Holzstoff kann Resultat oder nächster Stoffkopf sein; die Zeilengrenze entscheidet das nicht.
