global_ordinal	locus	token_index	eva	route	component_ordinal	char_start	char_end	surface_segment	component_role	productive
89	f81r.14	6	oeeedy	ROLE_COMPOSED_REVIEW	3	4	6	dy	DY_FINISHED	1
90	f81r.15	1	sain	INHERITED_V48	1	0	4	sain	INHERITED_V48_LINE_CARD	0
91	f81r.15	2	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
92	f81r.15	3	cheedy	INHERITED_V48	1	0	6	cheedy	INHERITED_V48_LINE_CARD	0
93	f81r.15	4	qokeedy	INHERITED_V48	1	0	7	qokeedy	INHERITED_V48_LINE_CARD	0
94	f81r.15	5	otedy	INHERITED_V48	1	0	5	otedy	INHERITED_V48_LINE_CARD	0
95	f81r.16	1	polchdy	INHERITED_V48	1	0	7	polchdy	INHERITED_V48_LINE_CARD	0
96	f81r.16	2	qopchol	ROLE_COMPOSED_REVIEW	1	0	2	qo	QO_COMMAND	1
96	f81r.16	2	qopchol	ROLE_COMPOSED_REVIEW	2	2	3	p	P_POWDER	1
96	f81r.16	2	qopchol	ROLE_COMPOSED_REVIEW	3	3	5	ch	CH_DRY	1
96	f81r.16	2	qopchol	ROLE_COMPOSED_REVIEW	4	5	7	ol	OL_MATERIAL	1
97	f81r.16	3	qokor	INHERITED_V48	1	0	5	qokor	INHERITED_V48_LINE_CARD	0
98	f81r.16	4	olpchedy	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
98	f81r.16	4	olpchedy	ROLE_COMPOSED_REVIEW	2	1	2	l	L_WOOD	1
98	f81r.16	4	olpchedy	ROLE_COMPOSED_REVIEW	3	2	3	p	P_POWDER	1
98	f81r.16	4	olpchedy	ROLE_COMPOSED_REVIEW	4	3	5	ch	CH_DRY	1
98	f81r.16	4	olpchedy	ROLE_COMPOSED_REVIEW	5	5	6	e	E_MIDDLE	1
98	f81r.16	4	olpchedy	ROLE_COMPOSED_REVIEW	6	6	8	dy	DY_FINISHED	1
99	f81r.16	5	opol	INHERITED_V48	1	0	4	opol	INHERITED_V48_LINE_CARD	0
100	f81r.16	6	oraisy	ROLE_COMPOSED_REVIEW	1	0	2	or	OR_PORTION	1
100	f81r.16	6	oraisy	ROLE_COMPOSED_REVIEW	2	2	3	a	A_PART_OR_LINK	1
100	f81r.16	6	oraisy	ROLE_COMPOSED_REVIEW	3	3	4	i	I_FORM_I	1
100	f81r.16	6	oraisy	ROLE_COMPOSED_REVIEW	4	4	5	s	S_TERM_SPECIES	1
100	f81r.16	6	oraisy	ROLE_COMPOSED_REVIEW	5	5	6	y	Y_START_OR_CLOSE	1
101	f81r.17	1	y	OCCURRENCE_CONTEXT_REVIEW	1	0	1	y	LINE_INITIAL_Y_ENTRY	0
102	f81r.17	2	checthy	INHERITED_V48	1	0	7	checthy	INHERITED_V48_LINE_CARD	0
103	f81r.17	3	okeedy	INHERITED_V48	1	0	6	okeedy	INHERITED_V48_LINE_CARD	0
104	f81r.17	4	shey	INHERITED_V48	1	0	4	shey	INHERITED_V48_LINE_CARD	0
105	f81r.17	5	qokedy	INHERITED_V48	1	0	6	qokedy	INHERITED_V48_LINE_CARD	0
106	f81r.17	6	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
107	f81r.17	7	ochedar	INHERITED_V48	1	0	7	ochedar	INHERITED_V48_LINE_CARD	0
108	f81r.18	1	osheedy	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
108	f81r.18	1	osheedy	ROLE_COMPOSED_REVIEW	2	1	3	sh	SH_MOIST	1
108	f81r.18	1	osheedy	ROLE_COMPOSED_REVIEW	3	3	5	ee	EE_END	1
108	f81r.18	1	osheedy	ROLE_COMPOSED_REVIEW	4	5	7	dy	DY_FINISHED	1
109	f81r.18	2	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
110	f81r.18	3	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
111	f81r.18	4	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
112	f81r.18	5	okeedy	INHERITED_V48	1	0	6	okeedy	INHERITED_V48_LINE_CARD	0
113	f81r.18	6	oror	ROLE_COMPOSED_REVIEW	1	0	2	or	OR_PORTION	1
113	f81r.18	6	oror	ROLE_COMPOSED_REVIEW	2	2	4	or	OR_PORTION	1
114	f81r.19	1	qokedy	INHERITED_V48	1	0	6	qokedy	INHERITED_V48_LINE_CARD	0
115	f81r.19	2	sheedy	INHERITED_V48	1	0	6	sheedy	INHERITED_V48_LINE_CARD	0
116	f81r.19	3	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
117	f81r.19	4	qoteedy	INHERITED_V48	1	0	7	qoteedy	INHERITED_V48_LINE_CARD	0
118	f81r.19	5	olam	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
118	f81r.19	5	olam	ROLE_COMPOSED_REVIEW	2	1	2	l	L_WOOD	1
118	f81r.19	5	olam	ROLE_COMPOSED_REVIEW	3	2	4	am	AM_UNIT_I	1
119	f81r.20	1	qopchedy	INHERITED_V48	1	0	8	qopchedy	INHERITED_V48_LINE_CARD	0
120	f81r.20	2	qol	INHERITED_V48	1	0	3	qol	INHERITED_V48_LINE_CARD	0
121	f81r.20	3	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
122	f81r.20	4	qokeey	INHERITED_V48	1	0	6	qokeey	INHERITED_V48_LINE_CARD	0
123	f81r.20	5	odaiin	INHERITED_V48	1	0	6	odaiin	INHERITED_V48_LINE_CARD	0
124	f81r.20	6	rain	INHERITED_V48	1	0	4	rain	INHERITED_V48_LINE_CARD	0
125	f81r.20	7	daly	INHERITED_V48	1	0	4	daly	INHERITED_V48_LINE_CARD	0
126	f81r.21	1	dshedy	INHERITED_V48	1	0	6	dshedy	INHERITED_V48_LINE_CARD	0
127	f81r.21	2	qokal	INHERITED_V48	1	0	5	qokal	INHERITED_V48_LINE_CARD	0
128	f81r.21	3	olkeey	INHERITED_V48	1	0	6	olkeey	INHERITED_V48_LINE_CARD	0
129	f81r.21	4	oteey	INHERITED_V48	1	0	5	oteey	INHERITED_V48_LINE_CARD	0
130	f81r.21	5	olshey	INHERITED_V48	1	0	6	olshey	INHERITED_V48_LINE_CARD	0
131	f81r.21	6	otey	INHERITED_V48	1	0	4	otey	INHERITED_V48_LINE_CARD	0
132	f81r.21	7	lol	INHERITED_V48	1	0	3	lol	INHERITED_V48_LINE_CARD	0
133	f81r.22	1	qotal	INHERITED_V48	1	0	5	qotal	INHERITED_V48_LINE_CARD	0
134	f81r.22	2	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
135	f81r.22	3	qol	INHERITED_V48	1	0	3	qol	INHERITED_V48_LINE_CARD	0
136	f81r.22	4	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
137	f81r.22	5	daiin	INHERITED_V48	1	0	5	daiin	INHERITED_V48_LINE_CARD	0
138	f81r.22	6	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
139	f81r.22	7	chedar	INHERITED_V48	1	0	6	chedar	INHERITED_V48_LINE_CARD	0
140	f81r.22	8	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
141	f81r.22	9	oly	INHERITED_V48	1	0	3	oly	INHERITED_V48_LINE_CARD	0
142	f81r.23	1	chey	INHERITED_V48	1	0	4	chey	INHERITED_V48_LINE_CARD	0
143	f81r.23	2	okain	INHERITED_V48	1	0	5	okain	INHERITED_V48_LINE_CARD	0
144	f81r.23	3	sheckhy	INHERITED_V48	1	0	7	sheckhy	INHERITED_V48_LINE_CARD	0
145	f81r.23	4	soiin	INHERITED_V48	1	0	5	soiin	INHERITED_V48_LINE_CARD	0
146	f81r.23	5	chey	INHERITED_V48	1	0	4	chey	INHERITED_V48_LINE_CARD	0
147	f81r.23	6	lchey	INHERITED_V48	1	0	5	lchey	INHERITED_V48_LINE_CARD	0
148	f81r.24	1	par	INHERITED_V48	1	0	3	par	INHERITED_V48_LINE_CARD	0
149	f81r.24	2	ody	INHERITED_V48	1	0	3	ody	INHERITED_V48_LINE_CARD	0
150	f81r.24	3	shecphy	ROLE_COMPOSED_REVIEW	1	0	2	sh	SH_MOIST	1
150	f81r.24	3	shecphy	ROLE_COMPOSED_REVIEW	2	2	3	e	E_MIDDLE	1
150	f81r.24	3	shecphy	ROLE_COMPOSED_REVIEW	3	3	6	cph	CPH_COMPOSITE	1
150	f81r.24	3	shecphy	ROLE_COMPOSED_REVIEW	4	6	7	y	Y_START_OR_CLOSE	1
151	f81r.24	4	cheol	INHERITED_V48	1	0	5	cheol	INHERITED_V48_LINE_CARD	0
152	f81r.24	5	qotaldar	ROLE_COMPOSED_REVIEW	1	0	2	qo	QO_COMMAND	1
152	f81r.24	5	qotaldar	ROLE_COMPOSED_REVIEW	2	2	3	t	T_COLD	1
152	f81r.24	5	qotaldar	ROLE_COMPOSED_REVIEW	3	3	5	al	AL_RAW_I	1
152	f81r.24	5	qotaldar	ROLE_COMPOSED_REVIEW	4	5	6	d	D_MEASURE	1
152	f81r.24	5	qotaldar	ROLE_COMPOSED_REVIEW	5	6	8	ar	AR_FRACTION_I	1
153	f81r.24	6	otedy	INHERITED_V48	1	0	5	otedy	INHERITED_V48_LINE_CARD	0
154	f81r.24	7	oly	INHERITED_V48	1	0	3	oly	INHERITED_V48_LINE_CARD	0
155	f81r.25	1	sar	INHERITED_V48	1	0	3	sar	INHERITED_V48_LINE_CARD	0
156	f81r.25	2	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
157	f81r.25	3	qol	INHERITED_V48	1	0	3	qol	INHERITED_V48_LINE_CARD	0
158	f81r.25	4	otain	INHERITED_V48	1	0	5	otain	INHERITED_V48_LINE_CARD	0
159	f81r.25	5	okair	INHERITED_V48	1	0	5	okair	INHERITED_V48_LINE_CARD	0
160	f81r.25	6	okal	INHERITED_V48	1	0	4	okal	INHERITED_V48_LINE_CARD	0
161	f81r.25	7	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
162	f81r.25	8	dy	OCCURRENCE_CONTEXT_REVIEW	1	0	2	dy	LINE_FINAL_DY_FIELD_CLOSE	0
163	f81r.26	1	pchedy	INHERITED_V48	1	0	6	pchedy	INHERITED_V48_LINE_CARD	0
164	f81r.26	2	qokey	INHERITED_V48	1	0	5	qokey	INHERITED_V48_LINE_CARD	0
165	f81r.26	3	oteol	INHERITED_V48	1	0	5	oteol	INHERITED_V48_LINE_CARD	0
166	f81r.26	4	qol	INHERITED_V48	1	0	3	qol	INHERITED_V48_LINE_CARD	0
167	f81r.26	5	sheor	INHERITED_V48	1	0	5	sheor	INHERITED_V48_LINE_CARD	0
168	f81r.26	6	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
169	f81r.26	7	qcthdys	INHERITED_V48	1	0	7	qcthdys	INHERITED_V48_LINE_CARD	0
170	f81r.27	1	sol	INHERITED_V48	1	0	3	sol	INHERITED_V48_LINE_CARD	0
171	f81r.27	2	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
172	f81r.27	3	qokedy	INHERITED_V48	1	0	6	qokedy	INHERITED_V48_LINE_CARD	0
173	f81r.27	4	olkedy	INHERITED_V48	1	0	6	olkedy	INHERITED_V48_LINE_CARD	0
174	f81r.27	5	dol	INHERITED_V48	1	0	3	dol	INHERITED_V48_LINE_CARD	0
175	f81r.27	6	qokchedy	INHERITED_V48	1	0	8	qokchedy	INHERITED_V48_LINE_CARD	0
176	f81r.28	1	qokesdy	ROLE_COMPOSED_REVIEW	1	0	2	qo	QO_COMMAND	1
176	f81r.28	1	qokesdy	ROLE_COMPOSED_REVIEW	2	2	3	k	K_HOT	1
176	f81r.28	1	qokesdy	ROLE_COMPOSED_REVIEW	3	3	4	e	E_MIDDLE	1
176	f81r.28	1	qokesdy	ROLE_COMPOSED_REVIEW	4	4	5	s	S_SEED	1
176	f81r.28	1	qokesdy	ROLE_COMPOSED_REVIEW	5	5	7	dy	DY_FINISHED	1
177	f81r.28	2	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
178	f81r.28	3	qokar	INHERITED_V48	1	0	5	qokar	INHERITED_V48_LINE_CARD	0
179	f81r.28	4	chey	INHERITED_V48	1	0	4	chey	INHERITED_V48_LINE_CARD	0
180	f81r.28	5	taiin	INHERITED_V48	1	0	5	taiin	INHERITED_V48_LINE_CARD	0
181	f81r.28	6	otey	INHERITED_V48	1	0	4	otey	INHERITED_V48_LINE_CARD	0
182	f81r.28	7	lchl	LOCAL_WHOLE_REVIEW	1	0	4	lchl	LEARNED_LCHL_WHOLE	0
183	f81r.29	1	y	OCCURRENCE_CONTEXT_REVIEW	1	0	1	y	LINE_INITIAL_Y_ENTRY	0
184	f81r.29	2	sheedy	INHERITED_V48	1	0	6	sheedy	INHERITED_V48_LINE_CARD	0
185	f81r.29	3	shy	INHERITED_V48	1	0	3	shy	INHERITED_V48_LINE_CARD	0
186	f81r.29	4	chey	INHERITED_V48	1	0	4	chey	INHERITED_V48_LINE_CARD	0
187	f81r.29	5	l	INHERITED_V48	1	0	1	l	INHERITED_V48_LINE_CARD	0
188	f81r.29	6	chcthy	INHERITED_V48	1	0	6	chcthy	INHERITED_V48_LINE_CARD	0
189	f81r.29	7	ytar	INHERITED_V48	1	0	4	ytar	INHERITED_V48_LINE_CARD	0
190	f81r.29	8	olkaiin	INHERITED_V48	1	0	7	olkaiin	INHERITED_V48_LINE_CARD	0
191	f81r.29	9	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
192	f81r.30	1	l	INHERITED_V48	1	0	1	l	INHERITED_V48_LINE_CARD	0
193	f81r.30	2	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
194	f81r.30	3	qokedy	INHERITED_V48	1	0	6	qokedy	INHERITED_V48_LINE_CARD	0
195	f81r.30	4	sor	INHERITED_V48	1	0	3	sor	INHERITED_V48_LINE_CARD	0
196	f81r.30	5	olkar	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
196	f81r.30	5	olkar	ROLE_COMPOSED_REVIEW	2	1	2	l	L_WOOD	1
196	f81r.30	5	olkar	ROLE_COMPOSED_REVIEW	3	2	3	k	K_HOT	1
196	f81r.30	5	olkar	ROLE_COMPOSED_REVIEW	4	3	5	ar	AR_FRACTION_I	1
197	f81r.30	6	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
198	f81r.30	7	kaiin	INHERITED_V48	1	0	5	kaiin	INHERITED_V48_LINE_CARD	0
199	f81r.30	8	olkshdy	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
199	f81r.30	8	olkshdy	ROLE_COMPOSED_REVIEW	2	1	2	l	L_WOOD	1
199	f81r.30	8	olkshdy	ROLE_COMPOSED_REVIEW	3	2	3	k	K_HOT	1
