held_folio	model	events	bits	selector_bits	selector_paid_bits	selected_pairs
f27	INDEPENDENT	35	142.457147023	0.000000000	142.457147023	
f27	FOREIGN_GRAPH	35	141.689318668	8.829722735	150.519041403	1-5|3-5|2-3
f27	LOCAL_GRAPH	35	138.968665668	3.906890596	142.875556264	0-5
f28	INDEPENDENT	66	286.376647366	0.000000000	286.376647366	
f28	FOREIGN_GRAPH	66	285.667994444	8.829722735	294.497717179	1-5|3-5|2-3
f28	LOCAL_GRAPH	66	280.241207894	6.714245518	286.955453412	0-5|3-4
f29	INDEPENDENT	39	176.409357403	0.000000000	176.409357403	
f29	FOREIGN_GRAPH	39	174.040312757	8.829722735	182.870035492	1-5|3-5|2-3
f29	LOCAL_GRAPH	39	174.436980033	3.906890596	178.343870629	0-5
f3	INDEPENDENT	68	385.743289779	0.000000000	385.743289779	
f3	FOREIGN_GRAPH	68	386.724015149	8.829722735	395.553737884	1-5|3-5|2-3
f3	LOCAL_GRAPH	68	383.371892467	3.906890596	387.278783063	0-5
f30	INDEPENDENT	61	249.512467813	0.000000000	249.512467813	
f30	FOREIGN_GRAPH	61	251.364179249	8.829722735	260.193901984	1-5|3-5|2-3
f30	LOCAL_GRAPH	61	246.459479169	3.906890596	250.366369765	0-5
f32	INDEPENDENT	55	234.048626401	0.000000000	234.048626401	
f32	FOREIGN_GRAPH	55	232.969021330	8.829722735	241.798744066	1-5|3-5|2-3
f32	LOCAL_GRAPH	55	240.512788181	6.714245518	247.227033699	0-5|3-4
f35	INDEPENDENT	85	353.878196836	0.000000000	353.878196836	
f35	FOREIGN_GRAPH	85	353.519884932	8.829722735	362.349607667	1-5|3-5|2-3
f35	LOCAL_GRAPH	85	342.644328012	8.829722735	351.474050748	0-5|1-5|3-4
f36	INDEPENDENT	50	188.022714256	0.000000000	188.022714256	
f36	FOREIGN_GRAPH	50	186.345173614	8.829722735	195.174896349	1-5|3-5|2-3
f36	LOCAL_GRAPH	50	189.645468139	8.829722735	198.475190874	0-5|1-5|3-4
f37	INDEPENDENT	49	192.038849222	0.000000000	192.038849222	
f37	FOREIGN_GRAPH	49	191.534330652	8.829722735	200.364053387	1-5|3-5|2-3
f37	LOCAL_GRAPH	49	182.501222239	6.714245518	189.215467757	0-5|1-5
f38	INDEPENDENT	41	133.301519974	0.000000000	133.301519974	
f38	FOREIGN_GRAPH	41	133.766994009	8.829722735	142.596716744	1-5|3-5|2-3
f38	LOCAL_GRAPH	41	125.233091934	3.906890596	129.139982530	0-5
f4	INDEPENDENT	46	183.971861809	0.000000000	183.971861809	
f4	FOREIGN_GRAPH	46	185.740455258	8.829722735	194.570177993	1-5|3-5|2-3
f4	LOCAL_GRAPH	46	181.745868655	6.714245518	188.460114172	0-5|1-5
f42	INDEPENDENT	76	339.343326133	0.000000000	339.343326133	
f42	FOREIGN_GRAPH	76	340.699854340	8.829722735	349.529577075	1-5|3-5|2-3
f42	LOCAL_GRAPH	76	338.591019887	3.906890596	342.497910482	0-5
f44	INDEPENDENT	28	126.510070960	0.000000000	126.510070960	
f44	FOREIGN_GRAPH	28	125.890786759	8.829722735	134.720509494	1-5|3-5|2-3
f44	LOCAL_GRAPH	28	123.022849993	3.906890596	126.929740589	0-5
f45	INDEPENDENT	54	225.347326284	0.000000000	225.347326284	
f45	FOREIGN_GRAPH	54	225.452004387	8.829722735	234.281727122	1-5|3-5|2-3
f45	LOCAL_GRAPH	54	226.817819714	6.714245518	233.532065232	0-5|1-5
f47	INDEPENDENT	76	344.663874484	0.000000000	344.663874484	
f47	FOREIGN_GRAPH	76	351.106074577	8.829722735	359.935797312	1-5|3-5|2-3
f47	LOCAL_GRAPH	76	338.061617933	6.714245518	344.775863451	0-5|1-5
f49	INDEPENDENT	84	374.708090150	0.000000000	374.708090150	
f49	FOREIGN_GRAPH	84	377.246735277	8.829722735	386.076458012	1-5|3-5|2-3
f49	LOCAL_GRAPH	84	369.458098310	6.714245518	376.172343827	0-5|3-4
f5	INDEPENDENT	20	89.130941226	0.000000000	89.130941226	
f5	FOREIGN_GRAPH	20	89.790873804	8.829722735	98.620596539	1-5|3-5|2-3
f5	LOCAL_GRAPH	20	89.018260925	3.906890596	92.925151520	0-5
f51	INDEPENDENT	55	272.265911352	0.000000000	272.265911352	
f51	FOREIGN_GRAPH	55	268.994382406	8.829722735	277.824105141	1-5|3-5|2-3
f51	LOCAL_GRAPH	55	268.664471277	6.714245518	275.378716794	0-5|1-4
f52	INDEPENDENT	38	182.148567695	0.000000000	182.148567695	
f52	FOREIGN_GRAPH	38	180.033515884	8.829722735	188.863238619	1-5|3-5|2-3
f52	LOCAL_GRAPH	38	180.655014913	3.906890596	184.561905509	0-5
f53	INDEPENDENT	14	69.984830523	0.000000000	69.984830523	
f53	FOREIGN_GRAPH	14	69.135620660	8.829722735	77.965343395	1-5|3-5|2-3
f53	LOCAL_GRAPH	14	64.638420685	6.714245518	71.352666203	0-5|3-4
f54	INDEPENDENT	12	71.102548442	0.000000000	71.102548442	
f54	FOREIGN_GRAPH	12	70.331709245	8.829722735	79.161431980	1-5|3-5|2-3
f54	LOCAL_GRAPH	12	71.189107180	3.906890596	75.095997775	0-5
f56	INDEPENDENT	62	251.767545611	0.000000000	251.767545611	
f56	FOREIGN_GRAPH	62	257.752830786	8.829722735	266.582553521	1-5|3-5|2-3
f56	LOCAL_GRAPH	62	247.617330317	8.829722735	256.447053052	0-5|1-5|3-4
f6	INDEPENDENT	59	245.890164424	0.000000000	245.890164424	
f6	FOREIGN_GRAPH	59	245.187846879	8.829722735	254.017569614	1-5|3-5|2-3
f6	LOCAL_GRAPH	59	243.720127110	6.714245518	250.434372628	0-5|1-5
f7	INDEPENDENT	50	220.546387567	0.000000000	220.546387567	
f7	FOREIGN_GRAPH	50	220.279982643	8.829722735	229.109705378	1-5|3-5|2-3
f7	LOCAL_GRAPH	50	217.322707249	6.714245518	224.036952767	0-5|1-5
f8	INDEPENDENT	50	212.532252621	0.000000000	212.532252621	
f8	FOREIGN_GRAPH	50	212.646541911	8.829722735	221.476264646	1-5|3-5|2-3
f8	LOCAL_GRAPH	50	206.864399746	3.906890596	210.771290342	0-5
f87	INDEPENDENT	37	164.188346928	0.000000000	164.188346928	
f87	FOREIGN_GRAPH	37	162.872255213	8.829722735	171.701977948	1-5|3-5|2-3
f87	LOCAL_GRAPH	37	161.546686890	3.906890596	165.453577486	0-5
f9	INDEPENDENT	70	266.655350494	0.000000000	266.655350494	
f9	FOREIGN_GRAPH	70	267.653511992	8.829722735	276.483234727	1-5|3-5|2-3
f9	LOCAL_GRAPH	70	262.405541114	3.906890596	266.312431710	0-5
f90	INDEPENDENT	15	74.207062584	0.000000000	74.207062584	
f90	FOREIGN_GRAPH	15	73.736850956	8.829722735	82.566573691	1-5|3-5|2-3
f90	LOCAL_GRAPH	15	72.598294339	3.906890596	76.505184934	0-5
f93	INDEPENDENT	78	405.284877245	0.000000000	405.284877245	
f93	FOREIGN_GRAPH	78	404.264109659	8.829722735	413.093832394	1-5|3-5|2-3
f93	LOCAL_GRAPH	78	418.151120093	6.714245518	424.865365611	0-5|3-4
f96	INDEPENDENT	54	217.903227091	0.000000000	217.903227091	
f96	FOREIGN_GRAPH	54	216.905464173	8.829722735	225.735186908	1-5|3-5|2-3
f96	LOCAL_GRAPH	54	215.883984590	6.714245518	222.598230108	0-5|1-5
