fold_tag	model	selected_edges	selector_bits	all_events	all_bits	all_selector_paid_bits	all_exact_next_state	decisive_events	decisive_bits	decisive_selector_paid_bits	rank_sum	mean_rank	top1	top5	exact_next_state	mean_unlicensed_state_mass	mean_unlicensed_operator_mass	split	held_value
SECTION:S	EXACT_OPERATOR_LEXICON	0	0.000000000	2480	15863.657953030	15863.657953030	362	427	3535.145817200	3535.145817200	34344	80.430913349	8	38	9	0.149029802	0.000000000	SECTION	S
SECTION:T	PLACEMENT	0	0.000000000	388	1789.443514337	1789.443514337	108	51	328.373149205	328.373149205	1398	27.411764706	3	14	3	0.052788027	0.063957358	SECTION	T
SECTION:T	EXACT_PREDECESSOR	0	0.000000000	388	1782.635933990	1782.635933990	108	51	330.104119323	330.104119323	1361	26.686274510	3	13	3	0.054250416	0.063483159	SECTION	T
SECTION:T	SOURCE_STATE_TABLE	0	0.000000000	388	1769.484114463	1769.484114463	109	51	338.026244859	338.026244859	1538	30.156862745	3	12	3	0.053528041	0.062441370	SECTION	T
SECTION:T	INDEPENDENT_MARGINAL	0	0.000000000	388	1752.801322273	1752.801322273	108	51	327.459551726	327.459551726	1408	27.607843137	3	12	3	0.047384418	0.056276354	SECTION	T
SECTION:T	PAIR_GRAPH_NONWRAPPER	1	3.906890596	388	1747.566089578	1751.472980174	108	51	326.531055453	330.437946048	1405	27.549019608	3	12	3	0.042839142	0.052602747	SECTION	T
SECTION:T	PAIR_GRAPH_FULL	3	8.829722735	388	1722.061027655	1730.890750390	105	51	326.601137663	335.430860398	1382	27.098039216	3	13	3	0.031802672	0.042708354	SECTION	T
SECTION:T	EXACT_OPERATOR_LEXICON	0	0.000000000	380	2318.892404825	2318.892404825	46	51	439.304722567	439.304722567	4653	91.235294118	0	1	0	0.110287132	0.000000000	SECTION	T
REGISTER:HERBAL_A	PLACEMENT	0	0.000000000	2415	11627.428312461	11627.428312461	591	388	2416.137979171	2416.137979171	11347	29.244845361	38	143	38	0.064321403	0.094722295	REGISTER	HERBAL_A
REGISTER:HERBAL_A	EXACT_PREDECESSOR	0	0.000000000	2415	11707.898709519	11707.898709519	591	388	2421.147281905	2421.147281905	11332	29.206185567	38	148	38	0.064223983	0.093949289	REGISTER	HERBAL_A
REGISTER:HERBAL_A	SOURCE_STATE_TABLE	0	0.000000000	2415	11747.327099604	11747.327099604	591	388	2458.155540723	2458.155540723	11779	30.358247423	38	134	38	0.061953384	0.091454389	REGISTER	HERBAL_A
REGISTER:HERBAL_A	INDEPENDENT_MARGINAL	0	0.000000000	2415	11739.723936435	11739.723936435	573	388	2428.940131369	2428.940131369	11642	30.005154639	41	136	41	0.056041762	0.082151663	REGISTER	HERBAL_A
REGISTER:HERBAL_A	PAIR_GRAPH_NONWRAPPER	1	3.906890596	2415	11750.701057524	11754.607948120	573	388	2430.086702579	2433.993593174	10929	28.167525773	41	135	41	0.051881157	0.078003178	REGISTER	HERBAL_A
REGISTER:HERBAL_A	PAIR_GRAPH_FULL	3	8.829722735	2415	11737.231868447	11746.061591182	572	388	2419.873791354	2428.703514089	10482	27.015463918	41	136	41	0.036946442	0.064157250	REGISTER	HERBAL_A
REGISTER:HERBAL_A	EXACT_OPERATOR_LEXICON	0	0.000000000	2360	14847.614540013	14847.614540013	289	388	3015.452469234	3015.452469234	26429	68.115979381	16	50	16	0.110314352	0.000000000	REGISTER	HERBAL_A
REGISTER:HERBAL_B	PLACEMENT	0	0.000000000	701	3306.990203671	3306.990203671	203	115	730.731336442	730.731336442	2849	24.773913043	13	30	13	0.051596127	0.101735890	REGISTER	HERBAL_B
REGISTER:HERBAL_B	EXACT_PREDECESSOR	0	0.000000000	701	3294.600650868	3294.600650868	198	115	726.577431568	726.577431568	2842	24.713043478	9	28	9	0.052411339	0.101793330	REGISTER	HERBAL_B
REGISTER:HERBAL_B	SOURCE_STATE_TABLE	0	0.000000000	701	3310.340551058	3310.340551058	202	115	754.138990946	754.138990946	3064	26.643478261	13	27	13	0.051898794	0.101146840	REGISTER	HERBAL_B
REGISTER:HERBAL_B	INDEPENDENT_MARGINAL	0	0.000000000	701	3257.408250450	3257.408250450	205	115	742.880284116	742.880284116	3012	26.191304348	13	27	13	0.047904580	0.094576813	REGISTER	HERBAL_B
REGISTER:HERBAL_B	PAIR_GRAPH_NONWRAPPER	0	0.000000000	701	3257.408250450	3257.408250450	205	115	742.880284116	742.880284116	3012	26.191304348	13	27	13	0.047904580	0.094576813	REGISTER	HERBAL_B
REGISTER:HERBAL_B	PAIR_GRAPH_FULL	3	8.829722735	701	3208.469471314	3217.299194049	199	115	730.977354431	739.807077167	2720	23.652173913	9	28	9	0.026847017	0.068712506	REGISTER	HERBAL_B
REGISTER:HERBAL_B	EXACT_OPERATOR_LEXICON	0	0.000000000	672	4267.334314943	4267.334314943	102	115	1039.172341200	1039.172341200	11544	100.382608696	3	9	4	0.154687861	0.000000000	REGISTER	HERBAL_B
REGISTER:OTHER_A	PLACEMENT	0	0.000000000	431	1995.823469411	1995.823469411	121	78	484.535353285	484.535353285	1915	24.551282051	6	26	6	0.049413091	0.071889008	REGISTER	OTHER_A
REGISTER:OTHER_A	EXACT_PREDECESSOR	0	0.000000000	431	1992.968610619	1992.968610619	121	78	488.200469205	488.200469205	1997	25.602564103	6	26	6	0.049837915	0.072936824	REGISTER	OTHER_A
REGISTER:OTHER_A	SOURCE_STATE_TABLE	0	0.000000000	431	2024.814115012	2024.814115012	121	78	495.002437654	495.002437654	2027	25.987179487	6	26	6	0.049786403	0.071114138	REGISTER	OTHER_A
REGISTER:OTHER_A	INDEPENDENT_MARGINAL	0	0.000000000	431	1991.265736696	1991.265736696	120	78	486.190730681	486.190730681	1920	24.615384615	6	28	6	0.045067281	0.064964205	REGISTER	OTHER_A
REGISTER:OTHER_A	PAIR_GRAPH_NONWRAPPER	1	3.906890596	431	1992.585581453	1996.492472048	120	78	485.421142517	489.328033113	1867	23.935897436	6	28	6	0.041655377	0.061693885	REGISTER	OTHER_A
REGISTER:OTHER_A	PAIR_GRAPH_FULL	3	8.829722735	431	1994.816160872	2003.645883607	121	78	489.722138265	498.551861001	1889	24.217948718	6	26	6	0.030487362	0.052073549	REGISTER	OTHER_A
REGISTER:OTHER_A	EXACT_OPERATOR_LEXICON	0	0.000000000	421	2586.653714731	2586.653714731	55	78	631.458316897	631.458316897	5865	75.192307692	0	12	0	0.081643315	0.000000000	REGISTER	OTHER_A
REGISTER:OTHER_B	PLACEMENT	0	0.000000000	2314	10854.556643092	10854.556643092	542	325	1876.294105672	1876.294105672	5688	17.501538462	17	101	17	0.058739061	0.087825840	REGISTER	OTHER_B
REGISTER:OTHER_B	EXACT_PREDECESSOR	0	0.000000000	2314	10777.977725753	10777.977725753	542	325	1882.910647474	1882.910647474	5658	17.409230769	17	105	17	0.059335749	0.086914097	REGISTER	OTHER_B
REGISTER:OTHER_B	SOURCE_STATE_TABLE	0	0.000000000	2314	10710.299714624	10710.299714624	570	325	1920.341673951	1920.341673951	6040	18.584615385	17	92	17	0.059214068	0.086212199	REGISTER	OTHER_B
REGISTER:OTHER_B	INDEPENDENT_MARGINAL	0	0.000000000	2314	10526.261802612	10526.261802612	598	325	1845.277064343	1845.277064343	5534	17.027692308	20	108	20	0.054124094	0.080615892	REGISTER	OTHER_B
REGISTER:OTHER_B	PAIR_GRAPH_NONWRAPPER	1	3.906890596	2314	10458.799888850	10462.706779445	605	325	1831.812527446	1835.719418042	5503	16.932307692	23	108	23	0.047484614	0.075752333	REGISTER	OTHER_B
REGISTER:OTHER_B	PAIR_GRAPH_FULL	3	8.829722735	2314	10177.399176267	10186.228899002	609	325	1814.812125080	1823.641847815	5221	16.064615385	23	115	23	0.036618292	0.063445292	REGISTER	OTHER_B
REGISTER:OTHER_B	EXACT_OPERATOR_LEXICON	0	0.000000000	2261	14057.382610960	14057.382610960	255	325	2576.280851638	2576.280851638	23491	72.280000000	7	26	7	0.123193314	0.000000000	REGISTER	OTHER_B
REGISTER:STARS_RECIPE_B	PLACEMENT	0	0.000000000	2407	11576.699071518	11576.699071518	676	379	2362.075150731	2362.075150731	9662	25.493403694	34	105	34	0.052421576	0.091417086	REGISTER	STARS_RECIPE_B
REGISTER:STARS_RECIPE_B	EXACT_PREDECESSOR	0	0.000000000	2407	11516.957899292	11516.957899292	679	379	2363.160099197	2363.160099197	9768	25.773087071	36	104	36	0.053121207	0.090922916	REGISTER	STARS_RECIPE_B
REGISTER:STARS_RECIPE_B	SOURCE_STATE_TABLE	0	0.000000000	2407	11482.768219683	11482.768219683	675	379	2402.875468050	2402.875468050	10169	26.831134565	34	98	34	0.052526250	0.089711268	REGISTER	STARS_RECIPE_B
REGISTER:STARS_RECIPE_B	INDEPENDENT_MARGINAL	0	0.000000000	2407	11310.113072432	11310.113072432	678	379	2328.084357975	2328.084357975	9278	24.480211082	34	109	34	0.049787663	0.086646539	REGISTER	STARS_RECIPE_B
REGISTER:STARS_RECIPE_B	PAIR_GRAPH_NONWRAPPER	2	6.714245518	2407	11239.672324102	11246.386569620	679	379	2304.159956140	2310.874201657	8826	23.287598945	34	114	34	0.041624634	0.080624175	REGISTER	STARS_RECIPE_B
REGISTER:STARS_RECIPE_B	PAIR_GRAPH_FULL	3	8.829722735	2407	11046.509182646	11055.338905381	685	379	2282.161565773	2290.991288508	8356	22.047493404	36	118	36	0.033406516	0.069641435	REGISTER	STARS_RECIPE_B
REGISTER:STARS_RECIPE_B	EXACT_OPERATOR_LEXICON	0	0.000000000	2319	14777.865052789	14777.865052789	346	379	3152.317465742	3152.317465742	31475	83.047493404	8	34	9	0.156498221	0.000000000	REGISTER	STARS_RECIPE_B
HAND:1	PLACEMENT	0	0.000000000	2680	12923.058831669	12923.058831669	669	432	2727.921526285	2727.921526285	13145	30.428240741	41	157	41	0.067689504	0.104044746	HAND	1
HAND:1	EXACT_PREDECESSOR	0	0.000000000	2680	13012.621105090	13012.621105090	669	432	2744.666440157	2744.666440157	13360	30.925925926	41	163	41	0.068226732	0.103806211	HAND	1
HAND:1	SOURCE_STATE_TABLE	0	0.000000000	2680	13071.608560270	13071.608560270	669	432	2771.872498819	2771.872498819	13544	31.351851852	41	153	41	0.065624926	0.100707117	HAND	1
HAND:1	INDEPENDENT_MARGINAL	0	0.000000000	2680	13055.426943827	13055.426943827	651	432	2750.511005025	2750.511005025	13544	31.351851852	43	153	43	0.059296306	0.090988171	HAND	1
HAND:1	PAIR_GRAPH_NONWRAPPER	1	3.906890596	2680	13067.089834405	13070.996725001	651	432	2753.162883934	2757.069774529	12673	29.335648148	43	152	43	0.054664950	0.086226725	HAND	1
HAND:1	PAIR_GRAPH_FULL	3	8.829722735	2680	13059.518354973	13068.348077708	650	432	2745.085262904	2753.914985639	12183	28.201388889	43	147	43	0.038706019	0.071670405	HAND	1
HAND:1	EXACT_OPERATOR_LEXICON	0	0.000000000	2615	16524.862855869	16524.862855869	326	432	3341.436284339	3341.436284339	29444	68.157407407	25	64	25	0.112989365	0.000000000	HAND	1
HAND:2	PLACEMENT	0	0.000000000	2692	12669.607906365	12669.607906365	611	387	2239.727052222	2239.727052222	6865	17.739018088	22	109	22	0.059614620	0.094645897	HAND	2
HAND:2	EXACT_PREDECESSOR	0	0.000000000	2692	12586.406297144	12586.406297144	625	387	2244.856597809	2244.856597809	6848	17.695090439	22	110	22	0.060754771	0.094268764	HAND	2
HAND:2	SOURCE_STATE_TABLE	0	0.000000000	2692	12504.763692195	12504.763692195	670	387	2294.795465884	2294.795465884	7265	18.772609819	22	99	22	0.060706039	0.093244184	HAND	2
HAND:2	INDEPENDENT_MARGINAL	0	0.000000000	2692	12276.338447716	12276.338447716	719	387	2210.581727072	2210.581727072	6628	17.126614987	25	118	25	0.056162912	0.087087993	HAND	2
HAND:2	PAIR_GRAPH_NONWRAPPER	2	6.714245518	2692	12131.523924608	12138.238170126	721	387	2182.274603653	2188.988849171	6530	16.873385013	25	120	25	0.045519000	0.080312278	HAND	2
HAND:2	PAIR_GRAPH_FULL	3	8.829722735	2692	11838.302771871	11847.132494606	723	387	2167.527157805	2176.356880540	6205	16.033591731	25	119	25	0.036157385	0.069805610	HAND	2
HAND:2	EXACT_OPERATOR_LEXICON	0	0.000000000	2627	16452.896160958	16452.896160958	308	387	3121.295037490	3121.295037490	30087	77.744186047	9	29	9	0.132279029	0.000000000	HAND	2
HAND:3	PLACEMENT	0	0.000000000	2672	13026.940889110	13026.940889110	731	447	2836.862439453	2836.862439453	11427	25.563758389	34	109	34	0.052078883	0.088821572	HAND	3
HAND:3	EXACT_PREDECESSOR	0	0.000000000	2672	12962.466881341	12962.466881341	737	447	2834.797339506	2834.797339506	11480	25.682326622	36	112	36	0.052831609	0.088403420	HAND	3
HAND:3	SOURCE_STATE_TABLE	0	0.000000000	2672	12948.667586649	12948.667586649	731	447	2879.049098963	2879.049098963	11767	26.324384787	34	105	34	0.051700624	0.086875305	HAND	3
HAND:3	INDEPENDENT_MARGINAL	0	0.000000000	2672	12764.889309095	12764.889309095	734	447	2801.705173535	2801.705173535	11212	25.082774049	34	120	34	0.050030595	0.084423081	HAND	3
HAND:3	PAIR_GRAPH_NONWRAPPER	1	3.906890596	2672	12711.503514065	12715.410404661	734	447	2784.019939235	2787.926829831	10925	24.440715884	34	123	34	0.045519966	0.081251983	HAND	3
HAND:3	PAIR_GRAPH_FULL	3	8.829722735	2672	12476.643721300	12485.473444035	745	447	2755.256195851	2764.085918586	10104	22.604026846	37	121	37	0.036550293	0.068564747	HAND	3
HAND:3	EXACT_OPERATOR_LEXICON	0	0.000000000	2565	16581.205398428	16581.205398428	368	447	3709.546500873	3709.546500873	34886	78.044742729	7	42	8	0.147310229	0.000000000	HAND	3
HAND:5	PLACEMENT	0	0.000000000	143	643.891620253	643.891620253	42	14	97.202396009	97.202396009	407	29.071428571	1	3	1	0.064233174	0.107503313	HAND	5
HAND:5	EXACT_PREDECESSOR	0	0.000000000	143	643.159691967	643.159691967	42	14	96.824825849	96.824825849	418	29.857142857	1	3	1	0.068135615	0.110982716	HAND	5
HAND:5	SOURCE_STATE_TABLE	0	0.000000000	143	643.473345076	643.473345076	42	14	99.863489321	99.863489321	453	32.357142857	1	3	1	0.061952066	0.105032208	HAND	5
HAND:5	INDEPENDENT_MARGINAL	0	0.000000000	143	627.546181059	627.546181059	42	14	97.600169599	97.600169599	394	28.142857143	1	3	1	0.058527573	0.097711052	HAND	5
HAND:5	PAIR_GRAPH_NONWRAPPER	0	0.000000000	143	627.546181059	627.546181059	42	14	97.600169599	97.600169599	394	28.142857143	1	3	1	0.058527573	0.097711052	HAND	5
HAND:5	PAIR_GRAPH_FULL	3	8.829722735	143	630.014421557	638.844144292	40	14	100.268414168	109.098136903	432	30.857142857	1	3	1	0.036353294	0.067120385	HAND	5
HAND:5	EXACT_OPERATOR_LEXICON	0	0.000000000	135	811.986277848	811.986277848	25	14	132.113384367	132.113384367	1620	115.714285714	0	1	0	0.158360632	0.000000000	HAND	5
HAND:@	PLACEMENT	0	0.000000000	81	345.893093186	345.893093186	28	12	67.868321301	67.868321301	265	22.083333333	1	4	1	0.059301459	0.074063598	HAND	@
HAND:@	EXACT_PREDECESSOR	0	0.000000000	81	347.048782014	347.048782014	28	12	69.569960759	69.569960759	273	22.750000000	1	3	1	0.060165335	0.074286397	HAND	@
HAND:@	SOURCE_STATE_TABLE	0	0.000000000	81	338.893921193	338.893921193	28	12	69.946821461	69.946821461	308	25.666666667	1	4	1	0.060133220	0.073322726	HAND	@
HAND:@	INDEPENDENT_MARGINAL	0	0.000000000	81	331.510663231	331.510663231	29	12	67.461513720	67.461513720	242	20.166666667	1	5	1	0.052739981	0.065401812	HAND	@
HAND:@	PAIR_GRAPH_NONWRAPPER	0	0.000000000	81	331.510663231	331.510663231	29	12	67.461513720	67.461513720	242	20.166666667	1	5	1	0.052739981	0.065401812	HAND	@
HAND:@	PAIR_GRAPH_FULL	3	8.829722735	81	322.088674492	330.918397227	29	12	65.309667861	74.139390597	205	17.083333333	1	3	1	0.035294125	0.048224892	HAND	@
HAND:@	EXACT_OPERATOR_LEXICON	0	0.000000000	80	456.168201617	456.168201617	13	12	91.985767835	91.985767835	926	77.166666667	1	3	2	0.158421063	0.000000000	HAND	@
