shol	paragraph	marker	form	direction	companion	companion_form	stop	companion_open	governor	governor_form	governor_open	row_status
Q	f93r|f93r.1-f93r.32	f93r.31:1	ol	F			f93r.31:2		f93r.31:2	chol		recorded
Q	f102v2|f102v2.30-f102v2.39	f102v2.32:10	ol	P			f102v2.33:1		f102v2.31:2	ckhy	f102v2.31:4=eeos;f102v2.31:5=sheshe<!corr?>;f102v2.31:6=oeeor;f102v2.31:7=ykeear;f102v2.31:8=chekeey;f102v2.31:9=ykory;f102v2.32:3=shoar;f102v2.32:5=shoy	recorded
Q	f102v2|f102v2.30-f102v2.39	f102v2.32:10	ol	F			f102v2.33:1		f102v2.33:1	qokeor		recorded
Q	f106r|f106r.8-f106r.9	f106r.8:3	ol	P			f106r.8:6	f106r.8:5=shedy				recorded
Q	f106r|f106r.8-f106r.9	f106r.8:3	ol	F			f106r.8:6	f106r.8:5=shedy	f106r.8:6	oteedy	f106r.8:5=shedy	recorded
Q	f32v.7-f32v.11	f32v.11:1	ol	P	f32v.11:2	sho	COMPANION		f32v.10:4	chol	f32v.10:6=cpho;f32v.10:7=l;f32v.10:9=da	recorded
Q	f32v.7-f32v.11	f32v.11:1	ol	F	f32v.11:2	sho	COMPANION					recorded
Q	f29v.1-f29v.4	f29v.1:4	ol	P	f29v.1:7	cthy	COMPANION	f29v.1:5=ls;f29v.1:6=shytchy				recorded
Q	f29v.1-f29v.4	f29v.1:4	ol	F	f29v.1:7	cthy	COMPANION	f29v.1:5=ls;f29v.1:6=shytchy	f29v.2:3	chol	f29v.1:5=ls;f29v.1:6=shytchy;f29v.2:1=qotcheaiin	recorded
A	f6v|f6v.6-f6v.21	f6v.11:1	lor	P	f6v.11:2	char	COMPANION		f6v.10:2	ychear		recorded
A	f6v|f6v.6-f6v.21	f6v.11:1	lor	F	f6v.11:2	char	COMPANION		f6v.12:3	qokam	f6v.12:1=ytcho[s:r]	recorded
A	f17v|f17v.1-f17v.23	f17v.8:3	ol	P			f17v.9:2	f17v.8:5=choldaiin	f17v.8:1	qokeey	f17v.8:2=kchar	recorded
A	f17v|f17v.1-f17v.23	f17v.8:3	ol	F			f17v.9:2	f17v.8:5=choldaiin	f17v.9:2	shol	f17v.8:5=choldaiin	recorded
A	f17v|f17v.1-f17v.23	f17v.9:5	ol	P	f17v.10:2	okeor	COMPANION	f17v.10:1=oytor	f17v.9:2	shol	f17v.9:4=choltaiin	recorded
A	f17v|f17v.1-f17v.23	f17v.9:5	ol	F	f17v.10:2	okeor	COMPANION	f17v.10:1=oytor	f17v.11:4	chol	f17v.10:1=oytor;f17v.10:3=okar;f17v.10:5=daiir;f17v.10:6=a[r:m];f17v.11:1=qokcheo;f17v.11:2=qokoiir;f17v.11:3=ctheol	recorded
A	f17v|f17v.1-f17v.23	f17v.12:5	ol	P	f17v.12:6	chor	COMPANION		f17v.11:4	chol	f17v.12:1=oy;f17v.12:3=keaiin;f17v.12:4=chckhey	recorded
A	f17v|f17v.1-f17v.23	f17v.12:5	ol	F	f17v.12:6	chor	COMPANION		f17v.13:2	chol	f17v.13:1=ykeor	recorded
A	f17v|f17v.1-f17v.23	f17v.18:3	ol	P			f17v.18:4		f17v.17:3	she	f17v.17:5=qopchaiin	recorded
A	f17v|f17v.1-f17v.23	f17v.18:3	ol	F			f17v.18:4		f17v.18:4	chol		recorded
A	f23r|f23r.4-f23r.5	f23r.5:8	ol	P			f23r.5:9		f23r.5:6	chol		recorded
A	f23r|f23r.4-f23r.5	f23r.5:8	ol	F			f23r.5:9					recorded
A	f23r|f23r.4-f23r.5	f23r.5:9	ol	P			PARAGRAPH_END		f23r.5:6	chol		recorded
A	f23r|f23r.4-f23r.5	f23r.5:9	ol	F			PARAGRAPH_END					recorded
A	f24r|f24r.1-f24r.20	f24r.13:2	ol	P			f24r.13:4		f24r.12:5	ckhy		recorded
A	f24r|f24r.1-f24r.20	f24r.13:2	ol	F			f24r.13:4		f24r.13:4	chey		recorded
A	f24r|f24r.1-f24r.20	f24r.15:3	ol	P	f24r.16:1	sham	COMPANION		f24r.14:2	cheey	f24r.14:3=qod;f24r.15:1=ockhoees;f24r.15:2=oeees	recorded
A	f24r|f24r.1-f24r.20	f24r.15:3	ol	F	f24r.16:1	sham	COMPANION		f24r.18:2	chol	f24r.16:2=okeal;f24r.17:1=sshey;f24r.17:4=cthoj	recorded
A	f93r|f93r.1-f93r.32	f93r.3:8	ol	P	f93r.4:4	shody	COMPANION	f93r.3:9=schodchy;f93r.3:10=qotchd;f93r.4:1=sol;f93r.4:2=shotol;f93r.4:3=qokchodal	f93r.2:3	chol	f93r.2:4=chotom;f93r.2:5=cthodar;f93r.2:8=oteodal;f93r.2:10=ofchoshy;f93r.2:11=cthoshol;f93r.3:1=dsho;f93r.3:3=dalody;f93r.3:4=ytchchy	recorded
A	f93r|f93r.1-f93r.32	f93r.3:8	ol	F	f93r.4:4	shody	COMPANION	f93r.3:9=schodchy;f93r.3:10=qotchd;f93r.4:1=sol;f93r.4:2=shotol;f93r.4:3=qokchodal	f93r.6:6	chol	f93r.3:9=schodchy;f93r.3:10=qotchd;f93r.4:1=sol;f93r.4:2=shotol;f93r.4:3=qokchodal;f93r.4:5=chotol;f93r.4:7=otol;f93r.4:8=ytchdg;f93r.5:3=cfhol;f93r.5:6=otodar;f93r.5:7=chodain;f93r.6:1=tar	recorded
A	f93r|f93r.1-f93r.32	f93r.5:1	ol	P	f93r.5:2	chody	COMPANION		f93r.2:3	chol	f93r.2:4=chotom;f93r.2:5=cthodar;f93r.2:8=oteodal;f93r.2:10=ofchoshy;f93r.2:11=cthoshol;f93r.3:1=dsho;f93r.3:3=dalody;f93r.3:4=ytchchy;f93r.3:9=schodchy;f93r.3:10=qotchd;f93r.4:1=sol;f93r.4:2=shotol;f93r.4:3=qokchodal;f93r.4:5=chotol;f93r.4:7=otol;f93r.4:8=ytchdg	recorded
A	f93r|f93r.1-f93r.32	f93r.5:1	ol	F	f93r.5:2	chody	COMPANION		f93r.6:6	chol	f93r.5:3=cfhol;f93r.5:6=otodar;f93r.5:7=chodain;f93r.6:1=tar	recorded
A	f93r|f93r.1-f93r.32	f93r.8:1	lor	P	f93r.8:2	sheeody	COMPANION		f93r.7:2	shol	f93r.7:4=cheodaiin	recorded
A	f93r|f93r.1-f93r.32	f93r.8:1	lor	F	f93r.8:2	sheeody	COMPANION		f93r.10:1	ychos	f93r.8:5=odar;f93r.9:1=shodam;f93r.9:2=okcheody;f93r.9:3=cthoctho'l	recorded
A	f93r|f93r.1-f93r.32	f93r.31:1	ol	P			f93r.31:2		f93r.30:2	qokcho		recorded
A	f93r|f93r.1-f93r.32	f93r.31:1	ol	F			f93r.31:2		f93r.31:2	chol		recorded
A	f102v2|f102v2.30-f102v2.39	f102v2.32:10	ol	P			f102v2.33:1		f102v2.31:2	ckhy	f102v2.31:4=eeos;f102v2.31:5=sheshe<!corr?>;f102v2.31:6=oeeor;f102v2.31:7=ykeear;f102v2.31:8=chekeey;f102v2.31:9=ykory;f102v2.32:3=shoar;f102v2.32:5=shoy	recorded
A	f102v2|f102v2.30-f102v2.39	f102v2.32:10	ol	F			f102v2.33:1		f102v2.33:1	qokeor		recorded
A	f106r|f106r.8-f106r.9	f106r.8:3	ol	P			f106r.8:6	f106r.8:5=shedy				recorded
A	f106r|f106r.8-f106r.9	f106r.8:3	ol	F			f106r.8:6	f106r.8:5=shedy	f106r.8:6	oteedy	f106r.8:5=shedy	recorded
A	f32v.7-f32v.11	f32v.11:1	ol	P	f32v.11:2	sho	COMPANION		f32v.10:4	chol	f32v.10:6=cpho;f32v.10:7=l;f32v.10:9=da	recorded
A	f32v.7-f32v.11	f32v.11:1	ol	F	f32v.11:2	sho	COMPANION					recorded
A	f29v.1-f29v.4	f29v.1:4	ol	P	f29v.1:7	cthy	COMPANION	f29v.1:5=ls;f29v.1:6=shytchy				recorded
A	f29v.1-f29v.4	f29v.1:4	ol	F	f29v.1:7	cthy	COMPANION	f29v.1:5=ls;f29v.1:6=shytchy	f29v.2:3	chol	f29v.1:5=ls;f29v.1:6=shytchy;f29v.2:1=qotcheaiin	recorded
