surface	card_class	composition	working_meaning_de	external_working_meaning_de	applied_meaning_de	render_mode	strongest_rival_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	source_f81r	was_v48_unknown	was_v49_unknown	was_gdt674_unknown	target_v49_gloss_de	target_v49_source	target_v49_scope_state	left_surface	left_v49_gloss_de	right_surface	right_v49_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	promote_external	review_note
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f113v	f113v.17	S	B	3	4	7	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	lcheey	Drogenholz, trocken gebunden, Form II	okaiin	heiß, Grad III, im Ansatzrahmen	EXACT	olkar	EXACT	olkar	BOTH_EXACT	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olam	P	O_PREP+L_WOOD+AM_UNIT_I	ein Maß Holzdroge im Ansatz	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	OL_BOUNDARY_OPEN	ein Maß Drogenstoff	HIGH	f113v	f113v.3	S	B	3	7	7	FINAL	0	1	1	1	[olam:?]	OPEN	UNKNOWN_SURFACE	olol	Holzdrogen-Grundansatz	BOUNDARY	BOUNDARY	EXACT	olam	EXACT	olam	BOTH_EXACT	sar aiin chotar okeeodar qokain olol olam	EXTERNAL_TRANSFER_HOLD	1	Four external S/B/hand-3 occurrences are line-final and securely preserve AM as measure I; the surface does not decide O+L+AM versus OL+AM, so wood remains an explicit rival.
chcphey	P	CH_DRY+CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	EXTERNAL_NOMINAL_RESULT	getrocknete Arzneikompositum-Fraktion der Mittelstufe	HIGH	f114r	f114r.24	S	B	3	5	13	MEDIAL	0	1	1	1	[chcphey:?]	OPEN	UNKNOWN_SURFACE	chpcheey	[chpcheey:?]	cphochy	[cphochy:?]	EXACT	chcphey	EXACT	chcphey	BOTH_EXACT	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	EXTERNAL_TRANSFER_HOLD	1	Two external occurrences in S and B place the dry-composite-middle-close form among other composite, add and moist fields; catalogue position selects a result head.
olam	P	O_PREP+L_WOOD+AM_UNIT_I	ein Maß Holzdroge im Ansatz	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	OL_BOUNDARY_OPEN	ein Maß Drogenstoff	HIGH	f114r	f114r.26	S	B	3	10	10	FINAL	0	1	1	1	[olam:?]	OPEN	UNKNOWN_SURFACE	airoy	[airoy:?]	BOUNDARY	BOUNDARY	EXACT	olam	EXACT	olam	BOTH_EXACT	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	EXTERNAL_TRANSFER_HOLD	1	Four external S/B/hand-3 occurrences are line-final and securely preserve AM as measure I; the surface does not decide O+L+AM versus OL+AM, so wood remains an explicit rival.
qopchol	P	QO_COMMAND+P_POWDER+CH_DRY+OL_MATERIAL	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	ACTION_HOLD	nimm das Trockenpulver in den Ansatz	HIGH	f114v	f114v.36	S	B	3	6	11	MEDIAL	0	1	1	1	[qopchol:?]	OPEN	UNKNOWN_SURFACE	otchey	kalt-trockener Ansatz in der Mitte des Grades	qopaiin	[qopaiin:?]	EXACT	qopchol	EXACT	qopchol	BOTH_EXACT	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	EXTERNAL_TRANSFER_HOLD	1	Four external occurrences across S, C and T preserve the command plus powder-dry-material order; nominal neighbors do not erase the visible QO command frame.
qopchol	P	QO_COMMAND+P_POWDER+CH_DRY+OL_MATERIAL	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	ACTION_HOLD	nimm das Trockenpulver in den Ansatz	HIGH	f115r	f115r.1	S	B	@	2	11	MEDIAL	0	1	1	1	[qopchol:?]	OPEN	UNKNOWN_SURFACE	fdar	[fdar:?]	qochedain	[qochedain:?]	EXACT	qopchol	EXACT	qopchol	BOTH_EXACT	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	EXTERNAL_TRANSFER_HOLD	1	Four external occurrences across S, C and T preserve the command plus powder-dry-material order; nominal neighbors do not erase the visible QO command frame.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f115r	f115r.23	S	B	@	1	13	INITIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	keey	heiß am Ende des Grades	EXACT	dchey	EXACT	dchey	BOTH_EXACT	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
olam	P	O_PREP+L_WOOD+AM_UNIT_I	ein Maß Holzdroge im Ansatz	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	OL_BOUNDARY_OPEN	ein Maß Drogenstoff	HIGH	f116r	f116r.12	S	B	3	12	12	FINAL	0	1	1	1	[olam:?]	OPEN	UNKNOWN_SURFACE	dain	Grad-/Maßwert II	BOUNDARY	BOUNDARY	EXACT	olam	EXACT	olam	BOTH_EXACT	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	EXTERNAL_TRANSFER_HOLD	1	Four external S/B/hand-3 occurrences are line-final and securely preserve AM as measure I; the surface does not decide O+L+AM versus OL+AM, so wood remains an explicit rival.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f23r	f23r.6	H	A	1	8	12	MEDIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	okol	heißer Ansatzstoff	daiidal	[daiidal:?]	EXACT	dchey	EXACT	dchey	BOTH_EXACT	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f24v	f24v.15	H	A	1	1	4	INITIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	kchod	[kchod:?]	EXACT	dchey	EXACT	dchey	BOTH_EXACT	dchey kchod dchal ochdy	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f26r	f26r.2	H	B	2	1	9	INITIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	aiin	Menge III	EXACT	dchey	EXACT	dchey	BOTH_EXACT	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f27r	f27r.9	H	A	1	1	7	INITIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	keeod	[keeod:?]	EXACT	dchey	EXACT	dchey	BOTH_EXACT	dchey keeod shotchey chol oty chy tolg	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f30r	f30r.9	H	A	1	1	7	INITIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	qochar	[qochar:?]	EXACT	dchey	EXACT	dchey	BOTH_EXACT	dchey qochar chol keeaiin chcthey chor cheky	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f49r	f49r.16	H	A	1	3	4	MEDIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	cheey	trocken am Ende des Grades	qotchody	[qotchody:?]	EXACT	dchey	EXACT	dchey	BOTH_EXACT	qocho cheey dchey qotchody	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f56r	f56r.6	H	A	1	3	6	MEDIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	dy	Qualitäts-/Wertfeld geschlossen	keey	heiß am Ende des Grades	EXACT	dchey	EXACT	dchey	BOTH_EXACT	ykcho dy dchey keey daiin y	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f75r	f75r.3	B	B	2	8	9	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	ltain	[ltain:?]	or	Drogenportion	EXACT	olkar	EXACT	olkar	BOTH_EXACT	qokain chal orchey qey kain sheeky ltain olkar or	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
shecphy	P	SH_MOIST+E_MIDDLE+CPH_COMPOSITE+Y_START_OR_CLOSE	Arzneikompositum bis zur Mittelstufe einweichen und abschließen	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	EXTERNAL_NOMINAL_RESULT	feuchtes Arzneikompositum der Mittelstufe	MEDIUM	f76v	f76v.10	B	B	2	8	10	MEDIAL	0	1	1	1	[shecphy:?]	OPEN	UNKNOWN_SURFACE	lsheetal	[lsheetal:?]	daiin	Grad-/Maßwert III	EXACT	shecphy	ONE	shecfhy	ONE_EXACT	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	EXTERNAL_TRANSFER_HOLD	1	Two external S/B and B/B occurrences retain the moist-middle-composite-close stack; grade and field-close neighbors select a nominal result head.
chcphey	P	CH_DRY+CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	EXTERNAL_NOMINAL_RESULT	getrocknete Arzneikompositum-Fraktion der Mittelstufe	HIGH	f77r	f77r.38	B	B	2	5	9	MEDIAL	0	1	1	1	[chcphey:?]	OPEN	UNKNOWN_SURFACE	qokaiin	heiß, Grad III	qol	Drogenstoff zugeben	EXACT	chcphey	EXACT	chcphey	BOTH_EXACT	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	EXTERNAL_TRANSFER_HOLD	1	Two external occurrences in S and B place the dry-composite-middle-close form among other composite, add and moist fields; catalogue position selects a result head.
qolsheedy	P	QOL_ADD+SH_MOIST+EE_END+DY_FINISHED	vollständig eingeweichten Drogenstoff zugeben und fertigstellen	vollständig eingeweichten und fertigen Drogenstoff zugeben	vollständig eingeweichten und fertigen Drogenstoff zugeben	QOL_ACTION_SHEEDY_RESULT	vollständig eingeweichten Drogenstoff zugeben und die Zugabe abschließen	HIGH	f77v	f77v.7	B	B	2	2	11	MEDIAL	0	1	1	1	[qolsheedy:?]	OPEN	UNKNOWN_SURFACE	olshedy	Holzdroge im Ansatz vollständig eingeweicht	qy	[qy:?]	EXACT	qolsheedy	SPLIT_2	qolsheedy	ONE_EXACT	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	EXTERNAL_TRANSFER_HOLD	1	RF1b reads qol sheedy: QOL remains the add action while SHEEDY is its already moist and finished object, not a second invented action.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f7r	f7r.2	H	A	1	6	9	MEDIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	dold	[dold:?]	kchey	heiß und trocken in der Mitte des Grades	EXACT	dchey	EXACT	dchey	BOTH_EXACT	dcheey keo r shor dold dchey kchey otchy cheody	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f80r	f80r.17	B	B	2	9	13	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	okain	heiß im Zubereitungsrahmen, Grad II	EXACT	olkar	EXACT	olkar	BOTH_EXACT	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
