unified_id	section	page	unit_id	locus_or_field	statement_or_namespace	visible_owner	visible_surface	portable_core_de	local_expansion_de	source_layer	terminal_status
P036	PROSE	f10r	H2	F005	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	Bearbeitungsstufe	Bearbeitungsstufe	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P037	PROSE	f10r	H2	F005	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P038	PROSE	f10r	H2	F005	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	Zugabemaß	Zugabemaß	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P039	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	Kochgut	Kochgut	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P040	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	Sudansatz	Sudansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P041	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	auswringen	auswringen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P042	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	Stehzeit	Stehzeit	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P043	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	nachseihen	nachseihen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P044	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	Freigabewert	Freigabewert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P045	PROSE	f11r	H3	F006	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	kalt stellen; Schluss	kalt stellen; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P046	PROSE	f11r	H3	F007	H3-S002	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shoyty	Zugabeteil	Zugabeteil	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P047	PROSE	f11r	H3	F008	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	vom vorigen	vom vorigen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P048	PROSE	f11r	H3	F008	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P049	PROSE	f11r	H3	F008	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	Bearbeiten	Bearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P050	PROSE	f11r	H3	F008	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P051	PROSE	f11r	H3	F008	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P052	PROSE	f11r	H3	F009	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	nächster Posten	nächster Posten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P053	PROSE	f11r	H3	F009	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	weiter einsetzen	weiter einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P054	PROSE	f11r	H3	F009	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	bereit	bereit	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P055	PROSE	f11r	H3	F009	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P056	PROSE	f55v	H4	F010	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	bemessen	bemessen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P057	PROSE	f55v	H4	F010	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P058	PROSE	f55v	H4	F010	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	erste Portion	erste Portion	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P059	PROSE	f55v	H4	F010	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	zweite Portion	zweite Portion	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P060	PROSE	f55v	H4	F010	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	ZURUECKNEHMEN__SCHLUSS	aus der Wärme nehmen und abkühlen; Schluss	PORTABLE_CORE_REVISED__LOCAL_READING_RETAINED	TERMINAL
P061	PROSE	f55v	H4	F011	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P062	PROSE	f55v	H4	F011	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	überführen	überführen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P063	PROSE	f55v	H4	F011	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	Verwahrort	Verwahrort	UNCHANGED_PORTABLE_VALUE	TERMINAL
P064	PROSE	f55v	H4	F012	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	Sollportion	Sollportion	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P065	PROSE	f55v	H4	F012	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheoar	Quellauszug	Quellauszug	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P066	PROSE	f55v	H4	F012	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	länger bearbeiten	länger bearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P067	PROSE	f55v	H4	F012	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oldy	fertig	fertig	UNCHANGED_PORTABLE_VALUE	TERMINAL
P068	PROSE	f55v	H4	F013	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P069	PROSE	f55v	H4	F013	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	dorthin einsetzen	dorthin einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P070	PROSE	f55v	H4	F013	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	Folgebereitung	Folgebereitung	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P071	PROSE	f55v	H4	F013	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	Ansatz	Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P072	PROSE	f55v	H4	F013	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P073	PROSE	f55v	H4	F013	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	Bereitungsanteil	Bereitungsanteil	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P074	PROSE	f56r	H5	F014	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	Zugabeansatz	Zugabeansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P075	PROSE	f56r	H5	F014	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	EINGABE_ODER_BEDINGUNG	weitere Zutat	PORTABLE_CORE_REVISED__LOCAL_READING_RETAINED	NONCLOSE
P076	PROSE	f56r	H5	F014	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	Zielzugabe	Zielzugabe	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P077	PROSE	f56r	H5	F014	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P078	PROSE	f56r	H5	F015	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	EINGABE_ODER_BEDINGUNG	weitere Zutat	PORTABLE_CORE_REVISED__LOCAL_READING_RETAINED	NONCLOSE
P079	PROSE	f56r	H5	F015	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	weiter bearbeiten	weiter bearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P080	PROSE	f56r	H5	F015	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchor	Folgeansatz	Folgeansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P081	PROSE	f56r	H5	F015	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	einsetzen	einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P082	PROSE	f56r	H5	F015	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	dorthin	dorthin	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P083	PROSE	f56r	H5	F016	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	schol	vom vorigen	vom vorigen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P084	PROSE	f56r	H5	F016	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	Zugabeposten	Zugabeposten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P085	PROSE	f56r	H5	F016	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	einsetzen	einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P086	PROSE	f56r	H5	F016	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	auftragen; Schluss	auftragen; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P087	PROSE	f56r	H5	F017	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	Stängel	Stängel	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P088	PROSE	f56r	H5	F017	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	EINGABE_ODER_BEDINGUNG	weitere Zutat	PORTABLE_CORE_REVISED__LOCAL_READING_RETAINED	NONCLOSE
P089	PROSE	f56r	H5	F017	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	Kurzbearbeitung	Kurzbearbeitung	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P090	PROSE	f56r	H5	F017	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	qokokchy	erneut einsetzen	erneut einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P091	PROSE	f56r	H5	F018	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	weiterbearbeiten	weiterbearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P092	PROSE	f56r	H5	F018	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokcheo	Auszug einsetzen	Auszug einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P093	PROSE	f56r	H5	F018	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	Zielbearbeitung	Zielbearbeitung	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P094	PROSE	f56r	H5	F019	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	EINGABE_ODER_BEDINGUNG	weitere Zutat	PORTABLE_CORE_REVISED__LOCAL_READING_RETAINED	NONCLOSE
P095	PROSE	f56r	H5	F019	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	weiterbearbeiten	weiterbearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P096	PROSE	f56r	H5	F019	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	bearbeiteter Quellauszug	bearbeiteter Quellauszug	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P097	PROSE	f56r	H5	F019	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	Folgeanwendung	Folgeanwendung	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P098	PROSE	f56r	H5	F020	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	das nächste	das nächste	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P099	PROSE	f56r	H5	F020	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	kurz weiterbearbeiten	kurz weiterbearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P100	PROSE	f56r	H5	F020	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P101	PROSE	f81v	B1	F021	B1-S001	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P102	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin	bemessen	bemessen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P103	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	kair	Beckenlauf	Beckenlauf	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P104	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	dorthin einsetzen	dorthin einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P105	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	davon	davon	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P106	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P107	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	kain	Portion	Portion	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P108	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	olkain	weiterer Anteil	weiterer Anteil	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P109	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	al	dorthin	dorthin	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P110	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P111	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	rol	Anschluss	Anschluss	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P112	PROSE	f81v	B1	F022	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	Zusatz	Zusatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P113	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	olor	derselbe Ansatz	derselbe Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P114	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P115	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	sheckhal	Kurze Zielpassage	Kurze Zielpassage	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P116	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P117	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	qokeedal	Langer Zieleinsatz	Langer Zieleinsatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P118	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P119	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	durchleiten	durchleiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P120	PROSE	f81v	B1	F023	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	schedy	überführen; Schluss	überführen; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P121	PROSE	f81v	B1	F024	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P122	PROSE	f81v	B1	F025	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	sshkchdy	Haltetransfer; Schluss	Haltetransfer; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P123	PROSE	f81v	B1	F026	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	überführen	überführen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P124	PROSE	f81v	B1	F026	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P125	PROSE	f81v	B1	F026	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P126	PROSE	f81v	B1	F027	B1-S005	gemeinsames zweireihiges Figuren-/Beckenfeld	qolchedy	weiterführen; Schluss	weiterführen; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
P127	PROSE	f81v	B1	F028	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	qokain	Anteil zugeben	Anteil zugeben	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P128	PROSE	f81v	B1	F028	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhy	durchleiten	durchleiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P129	PROSE	f81v	B1	F028	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	Zusatz	Zusatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P130	PROSE	f81v	B1	F028	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	ral	Zielmarke	Zielmarke	UNCHANGED_PORTABLE_VALUE	NONCLOSE
P131	PROSE	f81v	B1	F029	B1-S007	gemeinsames zweireihiges Figuren-/Beckenfeld	qokchdy	einführen; Schluss	einführen; Schluss	UNCHANGED_PORTABLE_VALUE	TERMINAL
