page	diagram_id	locus	local_image_owner	local_namespace	visible_sequence	portable_core_chain	complete_local_label_de	group_count	group_serials	orientation_status	f68_f69_mapping
f67r2	A1	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	A1_RIGHT_WHEEL_ONLY	ykees ykchos	LOCAL_LABEL | LOCAL_LABEL	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R12: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	2	27|28	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.13	A1_RIGHT_RING_BAND_01	A1_RIGHT_WHEEL_ONLY	opodchol s ain aldy	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Rechtes f67r2-Rad, Ringband R01: Örtliche Rubrik für die Zeichen-, Kalender- oder Sektorordnung dieses Rades; sie erläutert ausschließlich den eigenen Ring und stellt keine Verbindung zum linken Rad her.	4	29|30|31|32	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.14	A1_RIGHT_RING_BAND_02	A1_RIGHT_WHEEL_ONLY	soeey doiin oldy	LOCAL_LABEL | LOCAL_LABEL | fertig	Rechtes f67r2-Rad, Ringband R02: Örtliche Rubrik für die Zeichen-, Kalender- oder Sektorordnung dieses Rades; sie erläutert ausschließlich den eigenen Ring und stellt keine Verbindung zum linken Rad her.	3	33|34|35	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.15	A1_LEFT_LOCAL_FIELD_15	A1_LEFT_WHEEL_ONLY	dolchsody	LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L15: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	36	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.16	A1_LEFT_LOCAL_FIELD_16	A1_LEFT_WHEEL_ONLY	odaeiin okoes oekain y	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | dies	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L16: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	4	37|38|39|40	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.17	A1_LEFT_LOCAL_FIELD_17	A1_LEFT_WHEEL_ONLY	otchey soraiir dy	das nächste | LOCAL_LABEL | dies	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L17: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	41|42|43	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.18	A1_LEFT_LOCAL_FIELD_18	A1_LEFT_WHEEL_ONLY	qopchy daiin dal	LOCAL_LABEL | Sollwert | dorthin	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L18: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	44|45|46	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.19	A1_LEFT_LOCAL_FIELD_19	A1_LEFT_WHEEL_ONLY	ydchos ain ar amy	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L19: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	4	47|48|49|50	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.20	A1_LEFT_LOCAL_FIELD_20	A1_LEFT_WHEEL_ONLY	chocfhy saral	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L20: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	51|52	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.21	A1_LEFT_LOCAL_FIELD_21	A1_LEFT_WHEEL_ONLY	sain am ar	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L21: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	53|54|55	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.22	A1_LEFT_LOCAL_FIELD_22	A1_LEFT_WHEEL_ONLY	okal	dorthin einsetzen	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L22: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	56	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.23	A1_LEFT_LOCAL_FIELD_23	A1_LEFT_WHEEL_ONLY	oparchy salsain	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L23: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	57|58	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.24	A1_LEFT_LOCAL_FIELD_24	A1_LEFT_WHEEL_ONLY	sodar ofar ar	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L24: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	59|60|61	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.25	A1_LEFT_LOCAL_FIELD_25	A1_LEFT_WHEEL_ONLY	ydam	LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L25: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	62	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.26	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	yteoor yto ykor	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L26: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	63|64|65	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.27	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	okeo r aiin am	LOCAL_LABEL | LOCAL_LABEL | Sollwert | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	4	66|67|68|69	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.28	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	okain am	TEILWERT_ZUGEBEN | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L28: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	70|71	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.29	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	ytody saiin	LOCAL_LABEL | Sollwert	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L29: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	72|73	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.30	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	ochol olol	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L30: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	74|75	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.31	A1_LEFT_LOCAL_FIELD_31	A1_LEFT_WHEEL_ONLY	opcholdy	LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L31: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	76	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.32	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	dosar odas air alaiin	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	4	77|78|79|80	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.33	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	dokan oear odal	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L33: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	81|82|83	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.34	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	ofar oeoldan	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L34: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	84|85	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.35	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	chol giin okol	weiter | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L35: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	86|87|88	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.36	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	ytor daiin or	LOCAL_LABEL | Sollwert | Ansatz	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L36: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	89|90|91	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.37	A1_LEFT_LOCAL_FIELD_37	A1_LEFT_WHEEL_ONLY	ytoaiin	LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L37: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	92	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.38	A1_LEFT_LOCAL_FIELD_38	A1_LEFT_WHEEL_ONLY	otoldos octhole	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L38: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	93|94	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.39	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	sor chedaiin dy	Ansatz | LOCAL_LABEL | dies	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L39: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	95|96|97	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.40	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	yteos oiin og	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L40: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	98|99|100	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.41	A1_LEFT_LOCAL_FIELD_41	A1_LEFT_WHEEL_ONLY	ytoeopchey chekody	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L41: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	101|102	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.42	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	sosho chos ockhy	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L42: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	103|104|105	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.43	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	daiin aiin os qsg	Sollwert | Sollwert | AUFNAHMEFELD_ODER_UMSCHLUSS | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	4	106|107|108|109	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.44	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	ofydy sheody aiin	LOCAL_LABEL | LOCAL_LABEL | Sollwert	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	110|111|112	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.45	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	ycheody es odaiiin	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	113|114|115	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.46	A1_LEFT_LOCAL_FIELD_46	A1_LEFT_WHEEL_ONLY	yekees oraly	LOCAL_LABEL | LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	116|117	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
