audit_id	event_id	physical_page	register	statement_id	locus	surface	source_surface	edit_operation	old_char	new_char	edit_index	source_current_recipe	old_target_recipe	corrected_recipe	removed_atoms	added_atoms	renderer_or_composition_rule	audit_decision	confidence	short_reason
P1026-A0047	P1008-E0184	f72r	CELESTIAL	P1008-S012	f72r1.18	oteos	oteeos	DEL	e	NONE	2	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0048	P1008-E0188	f72r	CELESTIAL	P1008-S012	f72r1.18	atchor	tchor	INS	NONE	a	0	T+CH+OR	T+CH+OR	A_ADDR+T+CH+OR	NONE	A_ADDR	VISIBLE_INSERT_A	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0049	P1008-E0195	f72r	CELESTIAL	P1008-S013	f72r2.6	oteos	oteeos	DEL	e	NONE	2	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0050	P1008-E0200	f72r	CELESTIAL	P1008-S013	f72r2.6	cheo	cheor	DEL	r	NONE	4	CH+E+O+R	CH+E+O	CH+E+O	R	NONE	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0051	P1008-E0201	f72r	CELESTIAL	P1008-S013	f72r2.6	keodal	teodal	SUB	t	k	0	T+E+O+D_ADDR+AL	T+E+O+D_ADDR+AL	K+E+O+AL	T+D_ADDR	K	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0052	P1008-E0206	f72r	CELESTIAL	P1008-S013	f72r2.6	tey	teey	DEL	e	NONE	1	T+EE+Y	T+EE+Y	T+E+Y	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0053	P1008-E0220	f72r	CELESTIAL	P1008-S013	f72r2.6	ckhal	chal	INS	NONE	k	1	CH+AL	CH+AL	CH+K+AL	NONE	K	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0054	P1008-E0221	f72r	CELESTIAL	P1008-S013	f72r2.6	chekaiin	cheekaiin	DEL	e	NONE	2	CH+K+EE+K+AIIN	CH+K+EE+K+AIIN	CH+K+AIIN	EE+K	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0055	P1008-E0230	f72r	CELESTIAL	P1008-S013	f72r2.6	chekaiin	cheekaiin	DEL	e	NONE	2	CH+K+EE+K+AIIN	CH+K+EE+K+AIIN	CH+K+AIIN	EE+K	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0056	P1008-E0232	f72r	CELESTIAL	P1008-S013	f72r2.6	qokeodal	qokeedal	SUB	e	o	4	OK+EE+AL	OK+EE+AL	OK+E+O+AL	EE	E+O	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0057	P1008-E0235	f72r	CELESTIAL	P1008-S013	f72r2.6	otees	oteey	SUB	y	s	4	OT+EE+Y	OT+EE+Y	OT+EE+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0058	P1008-E0254	f72r	CELESTIAL	P1008-S014	f72r2.22	tey	teey	DEL	e	NONE	1	T+EE+Y	T+EE+Y	T+E+Y	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0059	P1008-E0256	f72r	CELESTIAL	P1008-S014	f72r2.22	chokaly	chokal	INS	NONE	y	6	OK+AL	OK+AL	OK+AL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0060	P1008-E0261	f72r	CELESTIAL	P1008-S014	f72r2.22	oteo	oto	INS	NONE	e	2	OT+O	OT+O	OT+E+O	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0061	P1008-E0263	f72r	CELESTIAL	P1008-S014	f72r2.22	shokal	chokal	SUB	c	s	0	OK+AL	OK+AL	SH+OK+AL	NONE	SH	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0062	P1008-E0268	f72r	CELESTIAL	P1008-S014	f72r2.22	okaly	okal	INS	NONE	y	4	OK+AL	OK+AL	OK+AL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0063	P1008-E0270	f72r	CELESTIAL	P1008-S015	f72r2.22	eteeey	teeey	INS	NONE	e	0	T+EEE+Y	T+EEE+Y	E+T+EEE+Y	NONE	E	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0064	P1008-E0273	f72r	CELESTIAL	P1008-S015	f72r2.22	qoteeody	qoteedy	INS	NONE	o	5	OT+EE+DY	OT+EE+DY	OT+EE+O+DY	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0065	P1008-E0274	f72r	CELESTIAL	P1008-S016	f72r2.22	sheycthy	shecthy	INS	NONE	y	3	SH+E+CH+T+Y	SH+E+CH+T+Y	SH+E+Y+CH+T+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0066	P1008-E0276	f72r	CELESTIAL	P1008-S016	f72r2.22	chas	chos	SUB	o	a	2	CH+O+S	CH+O+S	CH+A_ADDR+S	O	A_ADDR	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0067	P1008-E0288	f72r	CELESTIAL	P1008-S017	f72r2.32	otoar	otar	INS	NONE	o	2	OT+AR	OT+AR	OT+O+AR	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0068	P1008-E0290	f72r	CELESTIAL	P1008-S017	f72r2.32	aloy	aly	INS	NONE	o	2	AL+Y	AL+Y	AL+O+Y	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0069	P1008-E0292	f72r	CELESTIAL	P1008-S017	f72r2.32	otees	oteey	SUB	y	s	4	OT+EE+Y	OT+EE+Y	OT+EE+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0070	P1008-E0293	f72r	CELESTIAL	P1008-S017	f72r2.32	chs	chos	DEL	o	NONE	2	CH+O+S	CH+O+S	CH+S	O	NONE	VISIBLE_DELETE_O	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0071	P1008-E0297	f72r	CELESTIAL	P1008-S017	f72r2.32	taly	tal	INS	NONE	y	3	T+AL	T+AL	T+AL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0072	P1008-E0304	f72r	CELESTIAL	P1008-S018	f72r3.1	chekoy	chekody	DEL	d	NONE	5	CH+K+O+D_ADDR+Y	CH+K+O+D_ADDR+Y	CH+K+O+Y	D_ADDR	NONE	VISIBLE_REMOVE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible local d disappears
P1026-A0073	P1008-E0305	f72r	CELESTIAL	P1008-S018	f72r3.1	oteo	oto	INS	NONE	e	2	OT+O	OT+O	OT+E+O	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0074	P1008-E0316	f72r	CELESTIAL	P1008-S019	f72r3.1	okarar	okalar	SUB	l	r	3	OK+AL+AR	OK+AL+AR	OK+AR+AR	AL	AR	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0075	P1008-E0317	f72r	CELESTIAL	P1008-S019	f72r3.1	teo	teol	DEL	l	NONE	3	E+OL	E+OL	T+E+O	OL	T+O	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0076	P1008-E0320	f72r	CELESTIAL	P1008-S019	f72r3.1	alaiiin	alaiin	INS	NONE	i	3	AL+AIIN	AL+AIIN	AL+AIIN+LOCAL_CHAR_I	NONE	LOCAL_CHAR_I	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0077	P1008-E0321	f72r	CELESTIAL	P1008-S019	f72r3.1	okeos	okeo	INS	NONE	s	4	OK+E+O	OK+E+O	OK+E+O+S	NONE	S	VISIBLE_INSERT_S	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0078	P1008-E0326	f72r	CELESTIAL	P1008-S019	f72r3.1	okee	okeey	DEL	y	NONE	4	OK+EE+Y	OK+EE+Y	OK+EE	Y	NONE	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0079	P1008-E0331	f72r	CELESTIAL	P1008-S019	f72r3.1	chokees	chokeey	SUB	y	s	6	OK+EE+Y	OK+EE+Y	OK+EE+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0080	P1008-E0339	f72r	CELESTIAL	P1008-S020	f72r3.1	okeeey	okeey	INS	NONE	e	2	OK+EE+Y	OK+EE+Y	OK+EEE+Y	EE	EEE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0081	P1008-E0343	f72r	CELESTIAL	P1008-S020	f72r3.1	chealdy	chealy	INS	NONE	d	5	AL+Y	AL+Y	AL+Y	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0082	P1008-E0344	f72r	CELESTIAL	P1008-S020	f72r3.1	shocthy	shcthy	INS	NONE	o	2	SH+CH+T+Y	SH+CH+T+Y	SH+O+CH+T+Y	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0083	P1008-E0346	f72r	CELESTIAL	P1008-S020	f72r3.1	sheoly	sheol	INS	NONE	y	5	SH+E+OL	SH+E+OL	SH+E+OL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0084	P1008-E0347	f72r	CELESTIAL	P1008-S020	f72r3.1	eol	ol	INS	NONE	e	0	OL	OL	E+OL	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0085	P1008-E0368	f72r	CELESTIAL	P1008-S021	f72r3.14	otochedy	otchedy	INS	NONE	o	2	OT+CHD+DY	OT+CHD+DY	OT+O+CHD+DY	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0086	P1008-E0371	f72r	CELESTIAL	P1008-S022	f72r3.14	koey	keey	SUB	e	o	1	K+EE+Y	K+EE+Y	K+O+E+Y	EE	O+E	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0087	P1008-E0377	f72r	CELESTIAL	P1008-S023	f72r3.14	oteos	oteeos	DEL	e	NONE	2	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0088	P1008-E0378	f72r	CELESTIAL	P1008-S023	f72r3.14	cheo	cheor	DEL	r	NONE	4	CH+E+O+R	CH+E+O	CH+E+O	R	NONE	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0089	P1008-E0385	f72r	CELESTIAL	P1008-S023	f72r3.14	oral	oraly	DEL	y	NONE	4	OR+AL+Y	OR+AL+Y	OR+AL	Y	NONE	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0090	P1008-E0390	f72r	CELESTIAL	P1008-S023	f72r3.14	oes	os	INS	NONE	e	1	OS	OS	OS	NONE	NONE	LICENSED_OS_OES	LICENSED_SAME_RECIPE	HIGH	same local previous-reference card
P1026-A0091	P1008-E0391	f72r	CELESTIAL	P1008-S023	f72r3.14	otees	oteey	SUB	y	s	4	OT+EE+Y	OT+EE+Y	OT+EE+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0092	P1008-E0392	f72r	CELESTIAL	P1008-S023	f72r3.14	chteos	chtos	INS	NONE	e	3	CH+T+O+S	CH+T+O+S	CH+T+E+O+S	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0093	P1008-E0393	f72r	CELESTIAL	P1008-S023	f72r3.14	doteey	oteey	INS	NONE	d	0	OT+EE+Y	OT+EE+Y	D_ADDR+OT+EE+Y	NONE	D_ADDR	VISIBLE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible d adds a local address
P1026-A0094	P1008-E0397	f72r	CELESTIAL	P1008-S023	f72r3.14	cheeg	cheey	SUB	y	g	4	SH+EE+Y	SH+EE+Y	SH+EE+LOCAL_CHAR_G	Y	LOCAL_CHAR_G	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0095	P1008-E0399	f72r	CELESTIAL	P1008-S023	f72r3.14	eol	ol	INS	NONE	e	0	OL	OL	E+OL	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
