pass1026_event_id	source_event_id	physical_page	register	statement_id	locus	surface	pass1025_recipe	pass1026_recipe	literal_core_reading_de	pass1026_change	one_edit_audit_surface	one_edit_rule
P1026-E0013	P912-E0013	f10r	HERBAL	P1009-S001	f10r.2	os	OS	OS	VORBEZUG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0014	P912-E0014	f10r	HERBAL	P1009-S001	f10r.2	chair	CH+AIR	CH+AIR	NEHMEN · LAUF	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0015	P912-E0015	f10r	HERBAL	P1009-S001	f10r.2	otytchol	OT+Y+T+CH+OL	OT+Y+T+CH+OL	DANACH · AKTIVER POSTEN · EINSTELLEN · NEHMEN · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0016	P912-E0016	f10r	HERBAL	P1009-S001	f10r.2	oky	OK+Y	OK+Y	SETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0017	P912-E0017	f10r	HERBAL	P1009-S001	f10r.2	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0018	P912-E0018	f10r	HERBAL	P1009-S001	f10r.2	etyd	E+T+Y	E+T+Y	GRAD I · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0019	P912-E0019	f10r	HERBAL	P1009-S001	f10r.3	qotor	OT+OR	OT+OR	DANACH · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0020	P912-E0020	f10r	HERBAL	P1009-S001	f10r.3	o	O	O	AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0021	P912-E0021	f10r	HERBAL	P1009-S001	f10r.3	tchy	T+Y	T+Y	EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0022	P912-E0022	f10r	HERBAL	P1009-S001	f10r.3	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0023	P912-E0023	f10r	HERBAL	P1009-S001	f10r.3	chocthy	CH+O+CH+T+Y	CH+O+CH+T+Y	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0024	P912-E0024	f10r	HERBAL	P1009-S001	f10r.3	qotchy	OT+Y	OT+Y	DANACH · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0025	P912-E0025	f10r	HERBAL	P1009-S001	f10r.3	chol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0026	P912-E0026	f10r	HERBAL	P1009-S001	f10r.3	or	OR	OR	EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0027	P912-E0027	f10r	HERBAL	P1009-S001	f10r.3	yty	Y+T+Y	Y+T+Y	AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0028	P912-E0028	f10r	HERBAL	P1009-S001	f10r.3	dy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0029	P912-E0029	f10r	HERBAL	P1009-S001	f10r.3	dy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0030	P912-E0030	f10r	HERBAL	P1009-S001	f10r.4	sor	S+OR	S+OR	WÄHLEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0031	P912-E0031	f10r	HERBAL	P1009-S001	f10r.4	chaiin	CH+AIIN	CH+AIIN	NEHMEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0032	P912-E0032	f10r	HERBAL	P1009-S001	f10r.4	chcthy	CH+CH+T+Y	CH+CH+T+Y	NEHMEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0033	P912-E0033	f10r	HERBAL	P1009-S001	f10r.4	ctho	CH+T+O	CH+T+O	NEHMEN · EINSTELLEN · AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0034	P912-E0034	f10r	HERBAL	P1009-S001	f10r.4	ckhy	CH+K+Y	CH+K+Y	NEHMEN · GEBEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0035	P912-E0035	f10r	HERBAL	P1009-S001	f10r.4	or	OR	OR	EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0036	P912-E0036	f10r	HERBAL	P1009-S001	f10r.4	aiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0037	P912-E0037	f10r	HERBAL	P1009-S001	f10r.4	chtchor	CH+T+CH+OR	CH+T+CH+OR	NEHMEN · EINSTELLEN · NEHMEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0038	P912-E0038	f10r	HERBAL	P1009-S001	f10r.4	doiir	D_ADDR+O+IIN+R	D_ADDR+O+IIN+R	HIER · AUSFÜHRUNG · STUFE · MARKIEREN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0039	P912-E0039	f10r	HERBAL	P1009-S001	f10r.4	ody	O+DY	O+DY	AUSFÜHRUNG · SCHLUSS	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0040	P912-E0040	f10r	HERBAL	P1009-S002	f10r.5	qokchy	OK+Y	OK+Y	SETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0041	P912-E0041	f10r	HERBAL	P1009-S002	f10r.5	qotchol	OT+CH+OL	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0042	P912-E0042	f10r	HERBAL	P1009-S002	f10r.5	chol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0043	P912-E0043	f10r	HERBAL	P1009-S002	f10r.5	cthy	CH+T+Y	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0044	P912-E0044	f10r	HERBAL	P1009-S002	f10r.6	ycheor	Y+CH+E+O+R	Y+CH+E+O+R	AKTIVER POSTEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0045	P912-E0045	f10r	HERBAL	P1009-S002	f10r.6	cthy	CH+T+Y	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0046	P912-E0046	f10r	HERBAL	P1009-S002	f10r.6	chor	CH+OR	CH+OR	NEHMEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0047	P912-E0047	f10r	HERBAL	P1009-S002	f10r.6	cthaiin	CH+T+AIIN	CH+T+AIIN	NEHMEN · EINSTELLEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0048	P912-E0048	f10r	HERBAL	P1009-S002	f10r.6	qoctholy	CARRIER_Q+O+CH+T+OL+Y	CARRIER_Q+O+CH+T+OL+Y	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · EINSTELLEN · FORTSETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0049	P912-E0049	f10r	HERBAL	P1009-S002	f10r.6	dy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0050	P912-E0050	f10r	HERBAL	P1009-S002	f10r.6	chy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0051	P912-E0051	f10r	HERBAL	P1009-S002	f10r.6	taiin	T+AIIN	T+AIIN	EINSTELLEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0052	P912-E0052	f10r	HERBAL	P1009-S002	f10r.6	shy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0053	P912-E0053	f10r	HERBAL	P1009-S002	f10r.7	dchy	D_ADDR+Y	D_ADDR+Y	HIER · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0054	P912-E0054	f10r	HERBAL	P1009-S002	f10r.7	qokchol	OK+OL	OK+OL	SETZEN · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0055	P912-E0055	f10r	HERBAL	P1009-S002	f10r.7	y	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0056	P912-E0056	f10r	HERBAL	P1009-S002	f10r.7	kchaiin	K+CH+AIIN	K+CH+AIIN	GEBEN · NEHMEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0057	P912-E0057	f10r	HERBAL	P1009-S002	f10r.7	yty	Y+T+Y	Y+T+Y	AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0058	P912-E0058	f10r	HERBAL	P1009-S002	f10r.7	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0059	P912-E0059	f10r	HERBAL	P1009-S002	f10r.7	cth	CH+T	CH+T	NEHMEN · EINSTELLEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0060	P912-E0060	f10r	HERBAL	P1009-S002	f10r.7	dain	AIN	AIN	ANTEIL	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0061	P912-E0061	f10r	HERBAL	P1009-S002	f10r.7	dair	D_ADDR+AIR	D_ADDR+AIR	HIER · LAUF	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0062	P912-E0062	f10r	HERBAL	P1009-S002	f10r.7	am	AM_ADDR	AM_ADDR	HIER	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0063	P912-E0063	f10r	HERBAL	P1009-S002	f10r.8	qotchor	OT+CH+OR	OT+CH+OR	DANACH · NEHMEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0064	P912-E0064	f10r	HERBAL	P1009-S002	f10r.8	chor	CH+OR	CH+OR	NEHMEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0065	P912-E0065	f10r	HERBAL	P1009-S002	f10r.8	otol	OT+OL	OT+OL	DANACH · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0066	P912-E0066	f10r	HERBAL	P1009-S002	f10r.8	chol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0067	P912-E0067	f10r	HERBAL	P1009-S002	f10r.8	cholor	OL+OR	OL+OR	FORTSETZEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0068	P912-E0068	f10r	HERBAL	P1009-S002	f10r.8	chol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0069	P912-E0069	f10r	HERBAL	P1009-S002	f10r.8	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0070	P912-E0070	f10r	HERBAL	P1009-S002	f10r.8	dar	D_ADDR+AR	D_ADDR+AR	HIER · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0071	P912-E0071	f10r	HERBAL	P1009-S002	f10r.9	oykchor	O+Y+K+CH+OR	O+Y+K+CH+OR	AUSFÜHRUNG · AKTIVER POSTEN · GEBEN · NEHMEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0072	P912-E0072	f10r	HERBAL	P1009-S002	f10r.9	shor	SH+OR	SH+OR	HALTEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0073	P912-E0073	f10r	HERBAL	P1009-S002	f10r.9	chor	CH+OR	CH+OR	NEHMEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0074	P912-E0074	f10r	HERBAL	P1009-S002	f10r.9	chy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0075	P912-E0075	f10r	HERBAL	P1009-S002	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	K+A_ADDR+LOCAL_CHAR_I+IIN	GEBEN · HIER · VARIANTE · STUFE	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0076	P912-E0076	f10r	HERBAL	P1009-S002	f10r.9	dy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0077	P912-E0077	f10r	HERBAL	P1009-S002	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	CH+O+D_ADDR+AIIN	NEHMEN · AUSFÜHRUNG · HIER · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0078	P912-E0078	f10r	HERBAL	P1009-S002	f10r.10	oqotor	O+OT+OR	O+OT+OR	AUSFÜHRUNG · DANACH · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0079	P912-E0079	f10r	HERBAL	P1009-S002	f10r.10	otor	OT+OR	OT+OR	DANACH · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0080	P912-E0080	f10r	HERBAL	P1009-S002	f10r.10	cfhy	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	NEHMEN · HIER · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0081	P912-E0081	f10r	HERBAL	P1009-S002	f10r.10	cthor	CH+T+OR	CH+T+OR	NEHMEN · EINSTELLEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0082	P912-E0082	f10r	HERBAL	P1009-S002	f10r.10	osain	O+S+AIN	O+S+AIN	AUSFÜHRUNG · WÄHLEN · ANTEIL	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0083	P912-E0083	f10r	HERBAL	P1009-S002	f10r.10	ytoiin	Y+T+O+IIN	Y+T+O+IIN	AKTIVER POSTEN · EINSTELLEN · AUSFÜHRUNG · STUFE	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0084	P912-E0084	f10r	HERBAL	P1009-S002	f10r.11	otchoshor	OT+CH+O+SH+OR	OT+CH+O+SH+OR	DANACH · NEHMEN · AUSFÜHRUNG · HALTEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0085	P912-E0085	f10r	HERBAL	P1009-S002	f10r.11	qoty	OT+Y	OT+Y	DANACH · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0086	P912-E0086	f10r	HERBAL	P1009-S002	f10r.11	qotor	OT+OR	OT+OR	DANACH · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0087	P912-E0087	f10r	HERBAL	P1009-S002	f10r.11	cthyd	CH+T+Y+D_ADDR	CH+T+Y+D_ADDR	NEHMEN · EINSTELLEN · AKTIVER POSTEN · HIER	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0088	P912-E0088	f10r	HERBAL	P1009-S002	f10r.11	otar	OT+AR	OT+AR	DANACH · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0089	P912-E0089	f10r	HERBAL	P1009-S002	f10r.12	odaiin	O+D_ADDR+AIIN	O+D_ADDR+AIIN	AUSFÜHRUNG · HIER · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0090	P912-E0090	f10r	HERBAL	P1009-S002	f10r.12	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0091	P912-E0091	f10r	HERBAL	P1009-S002	f10r.12	qotchy	OT+Y	OT+Y	DANACH · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0092	P912-E0092	f10r	HERBAL	P1009-S002	f10r.12	qotor	OT+OR	OT+OR	DANACH · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0093	P912-E0093	f11r	HERBAL	P1009-S003	f11r.1	tshol	T+SH+OL	T+SH+OL	EINSTELLEN · HALTEN · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0094	P912-E0094	f11r	HERBAL	P1009-S003	f11r.1	schoal	SH+O+AL	SH+O+AL	HALTEN · AUSFÜHRUNG · ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0095	P912-E0095	f11r	HERBAL	P1009-S003	f11r.1	cfhy	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	NEHMEN · HIER · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0096	P912-E0096	f11r	HERBAL	P1009-S003	f11r.1	shfydaiin	SH+Y+AIIN	SH+Y+AIIN	HALTEN · AKTIVER POSTEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0097	P912-E0097	f11r	HERBAL	P1009-S003	f11r.1	cphy	CH+P+Y	CH+P+Y	NEHMEN · EINSETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0098	P912-E0098	f11r	HERBAL	P1009-S003	f11r.1	shey	SH+E+Y	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0099	P912-E0099	f11r	HERBAL	P1009-S003	f11r.1	tchody	T+CH+O+DY	T+CH+O+DY	EINSTELLEN · NEHMEN · AUSFÜHRUNG · SCHLUSS	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0100	P912-E0100	f11r	HERBAL	P1009-S004	f11r.1	shoyty	SH+O+Y+T+Y	SH+O+Y+T+Y	HALTEN · AUSFÜHRUNG · AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0101	P912-E0101	f11r	HERBAL	P1009-S004	f11r.2	socthody	S+O+CH+T+O+D_ADDR+Y	S+O+CH+T+O+D_ADDR+Y	WÄHLEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0102	P912-E0102	f11r	HERBAL	P1009-S004	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	CARRIER_Q+O+D_ADDR+OR	BEGINNMARKER · AUSFÜHRUNG · HIER · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0103	P912-E0103	f11r	HERBAL	P1009-S004	f11r.2	y	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0104	P912-E0104	f11r	HERBAL	P1009-S004	f11r.2	kshy	K+SH+Y	K+SH+Y	GEBEN · HALTEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0105	P912-E0105	f11r	HERBAL	P1009-S004	f11r.2	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0106	P912-E0106	f11r	HERBAL	P1009-S004	f11r.2	ytchy	Y+T+Y	Y+T+Y	AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0107	P912-E0107	f11r	HERBAL	P1009-S004	f11r.2	ytchoky	Y+T+OK+Y	Y+T+OK+Y	AKTIVER POSTEN · EINSTELLEN · SETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0108	P912-E0108	f11r	HERBAL	P1009-S004	f11r.2	kchol	K+OL	K+OL	GEBEN · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0109	P912-E0109	f11r	HERBAL	P1009-S004	f11r.2	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0110	P912-E0110	f11r	HERBAL	P1009-S004	f11r.3	qoty	OT+Y	OT+Y	DANACH · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0111	P912-E0111	f11r	HERBAL	P1009-S004	f11r.3	chol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0112	P912-E0112	f11r	HERBAL	P1009-S004	f11r.3	cthy	CH+T+Y	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0113	P912-E0113	f11r	HERBAL	P1009-S004	f11r.3	dor	D_ADDR+OR	D_ADDR+OR	HIER · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0114	P912-E0114	f11r	HERBAL	P1009-S004	f11r.3	ykychy	Y+K+Y+CH+Y	Y+K+Y+CH+Y	AKTIVER POSTEN · GEBEN · AKTIVER POSTEN · NEHMEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0115	P912-E0115	f11r	HERBAL	P1009-S004	f11r.3	choty	CH+OT+Y	CH+OT+Y	NEHMEN · DANACH · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0116	P912-E0116	f11r	HERBAL	P1009-S004	f11r.3	dain	AIN	AIN	ANTEIL	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0117	P912-E0117	f11r	HERBAL	P1009-S004	f11r.3	chaiin	CH+AIIN	CH+AIIN	NEHMEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0118	P912-E0118	f11r	HERBAL	P1009-S004	f11r.3	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0119	P912-E0119	f11r	HERBAL	P1009-S004	f11r.3	dod	D_ADDR+O+D_ADDR	D_ADDR+O+D_ADDR	HIER · AUSFÜHRUNG · HIER	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0120	P912-E0120	f11r	HERBAL	P1009-S004	f11r.4	dchol	D_ADDR+OL	D_ADDR+OL	HIER · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0121	P912-E0121	f11r	HERBAL	P1009-S004	f11r.4	chy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
