side	stratum_id	pair_ordinal	section	language	hand	stem	distance_cell	l_occurrence_id	l_folio	l_context	l_exact_score	l_training_count	m_occurrence_id	m_folio	m_context	m_exact_score	m_training_count	exact_auc	rarity_auc	delta_exact_minus_rarity	semantic_export_credit
LEFT	LS004	5	B	B	2	qoka	0	GDT800-O3445	f83r	qokedy	-0.325405941076	7	GDT800-O3084	f79r	qokal	-0.17844086846	7	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS004	6	B	B	2	qoka	0	GDT800-O3445	f83r	qokedy	-0.325405941076	7	GDT800-O3143	f80r	chedy	0.169615801259	13	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS004	7	B	B	2	qoka	0	GDT800-O3538	f83v	qokeedy	-0.472351617811	7	GDT800-O2916	f77v	qokeedy	-0.402744003798	6	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS004	8	B	B	2	qoka	0	GDT800-O3538	f83v	qokeedy	-0.472351617811	7	GDT800-O3084	f79r	qokal	-0.17844086846	7	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS004	9	B	B	2	qoka	0	GDT800-O3538	f83v	qokeedy	-0.472351617811	7	GDT800-O3143	f80r	chedy	0.169615801259	13	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS005	1	H	A	1	ctho	0	GDT800-O1673	f28v	daiin	0.0684774465554	24	GDT800-O2218	f4r	daiin	0.0684774465554	24	0.5	0.5	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS006	1	H	A	1	ctho	2	GDT800-O1416	f17v	chol	-0.560016241788	14	GDT800-O2620	f6r	shol	-0.236419095334	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS006	2	H	A	1	ctho	2	GDT800-O2368	f56r	daiin	-0.0604165625002	17	GDT800-O2620	f6r	shol	-0.236419095334	5	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS006	3	H	A	1	ctho	2	GDT800-O3131	f7v	daiin	-0.0604165625002	17	GDT800-O2620	f6r	shol	-0.236419095334	5	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	1	H	A	1	da	0	GDT800-O1518	f21v	daiin	-0.0941563720201	18	GDT800-O1541	f22v	daiin	-0.0947764302008	18	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	2	H	A	1	da	0	GDT800-O1518	f21v	daiin	-0.0941563720201	18	GDT800-O1737	f32r	daiin	-0.0977742610599	18	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	3	H	A	1	da	0	GDT800-O1518	f21v	daiin	-0.0941563720201	18	GDT800-O1981	f42r	daiin	-0.0947764302008	18	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	4	H	A	1	da	0	GDT800-O1518	f21v	daiin	-0.0941563720201	18	GDT800-O2249	f51r	al	0.0607098449733	6	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	5	H	A	1	da	0	GDT800-O1562	f23r	daiin	-0.0941563720201	18	GDT800-O1541	f22v	daiin	-0.0947764302008	18	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	6	H	A	1	da	0	GDT800-O1562	f23r	daiin	-0.0941563720201	18	GDT800-O1737	f32r	daiin	-0.0977742610599	18	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	7	H	A	1	da	0	GDT800-O1562	f23r	daiin	-0.0941563720201	18	GDT800-O1981	f42r	daiin	-0.0947764302008	18	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS007	8	H	A	1	da	0	GDT800-O1562	f23r	daiin	-0.0941563720201	18	GDT800-O2249	f51r	al	0.0607098449733	6	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS008	1	H	A	1	da	2	GDT800-O2205	f49v	chor	-0.317889458256	7	GDT800-O1895	f3r	chor	-0.277195626692	6	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS008	2	H	A	1	da	2	GDT800-O2558	f5v	daiin	-0.0426155410094	17	GDT800-O1895	f3r	chor	-0.277195626692	6	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS009	1	H	A	1	sho	1	GDT800-O1500	f20v	aiin	-0.296422390301	6	GDT800-O1602	f24r	chol	-0.163109391701	12	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS009	2	H	A	1	sho	1	GDT800-O1804	f35r	daiin	-0.490027069227	11	GDT800-O1602	f24r	chol	-0.163109391701	12	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS009	3	H	A	1	sho	1	GDT800-O1972	f42r	chol	-0.160115898418	12	GDT800-O1602	f24r	chol	-0.163109391701	12	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS009	4	H	A	1	sho	1	GDT800-O1987	f42r	chol	-0.160115898418	12	GDT800-O1602	f24r	chol	-0.163109391701	12	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS010	1	H	B	2	a	5	GDT800-O1749	f33r	or	0.918590004784	14	GDT800-O1940	f40r	or	0.916709227069	14	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS010	2	H	B	2	a	5	GDT800-O1774	f34r	ol	-0.513689539147	13	GDT800-O1940	f40r	or	0.916709227069	14	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS011	1	H	B	2	da	0	GDT800-O1718	f31r	aiin	-0.00805631426152	20	GDT800-O1772	f34r	daiin	-0.0894032969095	18	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS011	2	H	B	2	da	0	GDT800-O1718	f31r	aiin	-0.00805631426152	20	GDT800-O2125	f46v	chedy	0.117559601466	15	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS011	3	H	B	2	da	0	GDT800-O1850	f39r	aiin	-0.00618442493184	20	GDT800-O1772	f34r	daiin	-0.0894032969095	18	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS011	4	H	B	2	da	0	GDT800-O1850	f39r	aiin	-0.00618442493184	20	GDT800-O2125	f46v	chedy	0.117559601466	15	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS012	1	H	B	2	oda	2	GDT800-O1865	f39r	shol	0.37113493403	5	GDT800-O1638	f26r	daiin	-0.674463565762	18	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS013	1	H	B	2	oka	0	GDT800-O1756	f33r	daiin	0.116501000561	25	GDT800-O1935	f40r	qokar	0.175429863587	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS013	2	H	B	2	oka	0	GDT800-O1756	f33r	daiin	0.116501000561	25	GDT800-O2228	f50r	ar	0.395040814858	12	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS014	1	P	A	1	da	5	GDT800-O3869	f89v	qokol	-0.269567631897	6	GDT800-O3835	f89r	taiin	-0.229353736332	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS015	1	P	A	1	o	5	GDT800-O0027	f100v	dair	-0.310440690514	7	GDT800-O3803	f88r	or	0.828649913576	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS015	2	P	A	1	o	5	GDT800-O0038	f100v	s	-0.271569738543	6	GDT800-O3803	f88r	or	0.828649913576	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS015	3	P	A	1	o	5	GDT800-O3853	f89v	ain	-0.271440828726	6	GDT800-O3803	f88r	or	0.828649913576	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS015	4	P	A	1	o	5	GDT800-O4102	f99v	ol	-0.485003038414	12	GDT800-O3803	f88r	or	0.828649913576	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS016	1	S	A	3	a	5	GDT800-O2522	f58v	ol	-0.513932860268	13	GDT800-O2401	f58r	ar	-0.229294262658	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS016	2	S	A	3	a	5	GDT800-O2526	f58v	aiin	-0.684075989013	19	GDT800-O2401	f58r	ar	-0.229294262658	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	1	S	B	3	a	0	GDT800-O0275	f104v	aiin	-0.0194990220684	14	GDT800-O0697	f108v	aiin	-0.0105379026525	14	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	2	S	B	3	a	0	GDT800-O0275	f104v	aiin	-0.0194990220684	14	GDT800-O0817	f111r	ar	0.461989916657	10	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	3	S	B	3	a	0	GDT800-O0275	f104v	aiin	-0.0194990220684	14	GDT800-O0864	f111v	aiin	-0.0807093179209	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	4	S	B	3	a	0	GDT800-O0275	f104v	aiin	-0.0194990220684	14	GDT800-O0910	f111v	qokain	-0.568423994931	11	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	5	S	B	3	a	0	GDT800-O0275	f104v	aiin	-0.0194990220684	14	GDT800-O0967	f112v	aiin	-0.0833638084579	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	6	S	B	3	a	0	GDT800-O0275	f104v	aiin	-0.0194990220684	14	GDT800-O1180	f114v	aiin	-0.0844757985727	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	7	S	B	3	a	0	GDT800-O0603	f107v	aiin	-0.0837954459735	15	GDT800-O0697	f108v	aiin	-0.0105379026525	14	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	8	S	B	3	a	0	GDT800-O0603	f107v	aiin	-0.0837954459735	15	GDT800-O0817	f111r	ar	0.461989916657	10	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	9	S	B	3	a	0	GDT800-O0603	f107v	aiin	-0.0837954459735	15	GDT800-O0864	f111v	aiin	-0.0807093179209	15	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	10	S	B	3	a	0	GDT800-O0603	f107v	aiin	-0.0837954459735	15	GDT800-O0910	f111v	qokain	-0.568423994931	11	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	11	S	B	3	a	0	GDT800-O0603	f107v	aiin	-0.0837954459735	15	GDT800-O0967	f112v	aiin	-0.0833638084579	15	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	12	S	B	3	a	0	GDT800-O0603	f107v	aiin	-0.0837954459735	15	GDT800-O1180	f114v	aiin	-0.0844757985727	15	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	13	S	B	3	a	0	GDT800-O0666	f108r	qokedy	-0.228606990084	6	GDT800-O0697	f108v	aiin	-0.0105379026525	14	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	14	S	B	3	a	0	GDT800-O0666	f108r	qokedy	-0.228606990084	6	GDT800-O0817	f111r	ar	0.461989916657	10	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	15	S	B	3	a	0	GDT800-O0666	f108r	qokedy	-0.228606990084	6	GDT800-O0864	f111v	aiin	-0.0807093179209	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	16	S	B	3	a	0	GDT800-O0666	f108r	qokedy	-0.228606990084	6	GDT800-O0910	f111v	qokain	-0.568423994931	11	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	17	S	B	3	a	0	GDT800-O0666	f108r	qokedy	-0.228606990084	6	GDT800-O0967	f112v	aiin	-0.0833638084579	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	18	S	B	3	a	0	GDT800-O0666	f108r	qokedy	-0.228606990084	6	GDT800-O1180	f114v	aiin	-0.0844757985727	15	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	19	S	B	3	a	0	GDT800-O1062	f113r	otain	0.0140347485929	5	GDT800-O0697	f108v	aiin	-0.0105379026525	14	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	20	S	B	3	a	0	GDT800-O1062	f113r	otain	0.0140347485929	5	GDT800-O0817	f111r	ar	0.461989916657	10	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	21	S	B	3	a	0	GDT800-O1062	f113r	otain	0.0140347485929	5	GDT800-O0864	f111v	aiin	-0.0807093179209	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	22	S	B	3	a	0	GDT800-O1062	f113r	otain	0.0140347485929	5	GDT800-O0910	f111v	qokain	-0.568423994931	11	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	23	S	B	3	a	0	GDT800-O1062	f113r	otain	0.0140347485929	5	GDT800-O0967	f112v	aiin	-0.0833638084579	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS017	24	S	B	3	a	0	GDT800-O1062	f113r	otain	0.0140347485929	5	GDT800-O1180	f114v	aiin	-0.0844757985727	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS018	1	S	B	3	alo	0	GDT800-O0214	f104r	kar	0.179763658671	5	GDT800-O0844	f111r	aiin	-0.227602701614	19	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS019	1	S	B	3	cha	0	GDT800-O0120	f103r	otar	0.0393070328248	8	GDT800-O0919	f112r	chedy	0.172989958098	13	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS020	1	S	B	3	cheda	5	GDT800-O0248	f104r	qokaiin	-0.735403383441	21	GDT800-O0763	f108v	dar	-0.382380818425	9	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS020	2	S	B	3	cheda	5	GDT800-O0660	f108r	qokeey	-0.450202010014	11	GDT800-O0763	f108v	dar	-0.382380818425	9	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS020	3	S	B	3	cheda	5	GDT800-O1059	f113r	qokaiin	-0.710351045559	20	GDT800-O0763	f108v	dar	-0.382380818425	9	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS021	1	S	B	3	da	0	GDT800-O0134	f103r	qokal	-0.0992703787113	6	GDT800-O0318	f105r	daiin	-0.0317203401479	17	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS021	2	S	B	3	da	0	GDT800-O0134	f103r	qokal	-0.0992703787113	6	GDT800-O0755	f108v	qokal	-0.165997301181	5	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS021	3	S	B	3	da	0	GDT800-O0665	f108r	qokedy	-0.16513520228	5	GDT800-O0318	f105r	daiin	-0.0317203401479	17	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS021	4	S	B	3	da	0	GDT800-O0665	f108r	qokedy	-0.16513520228	5	GDT800-O0755	f108v	qokal	-0.165997301181	5	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS022	1	S	B	3	lo	0	GDT800-O0595	f107v	qokeedy	-0.253371458095	6	GDT800-O1310	f116r	al	0.00295621716491	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS023	1	S	B	3	o	0	GDT800-O0701	f108v	aiin	-0.118473708212	18	GDT800-O0848	f111r	aiin	-0.165906990741	17	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS023	2	S	B	3	o	0	GDT800-O0701	f108v	aiin	-0.118473708212	18	GDT800-O1048	f113r	al	-0.0186146110639	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS023	3	S	B	3	o	0	GDT800-O0833	f111r	qokaiin	0.396621083312	6	GDT800-O1048	f113r	al	-0.0186146110639	5	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS024	1	S	B	3	oka	0	GDT800-O0846	f111r	otain	0.010670423723	5	GDT800-O0241	f104r	otaiin	0.0107951677849	5	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS024	2	S	B	3	oka	0	GDT800-O0846	f111r	otain	0.010670423723	5	GDT800-O0672	f108r	ar	0.395923631543	12	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	1	S	B	3	oka	5	GDT800-O0435	f106v	chor	-0.230033342348	5	GDT800-O0098	f103r	chol	0.197681051212	21	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	2	S	B	3	oka	5	GDT800-O0435	f106v	chor	-0.230033342348	5	GDT800-O1311	f116r	chckhy	-0.230084580668	5	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	3	S	B	3	oka	5	GDT800-O0462	f106v	chey	-0.346300325557	8	GDT800-O0098	f103r	chol	0.197681051212	21	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	4	S	B	3	oka	5	GDT800-O0462	f106v	chey	-0.346300325557	8	GDT800-O1311	f116r	chckhy	-0.230084580668	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	5	S	B	3	oka	5	GDT800-O0502	f107r	qokaiin	-0.710100243188	20	GDT800-O0098	f103r	chol	0.197681051212	21	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	6	S	B	3	oka	5	GDT800-O0502	f107r	qokaiin	-0.710100243188	20	GDT800-O1311	f116r	chckhy	-0.230084580668	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	7	S	B	3	oka	5	GDT800-O0557	f107v	okaiin	-0.309137744481	7	GDT800-O0098	f103r	chol	0.197681051212	21	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	8	S	B	3	oka	5	GDT800-O0557	f107v	okaiin	-0.309137744481	7	GDT800-O1311	f116r	chckhy	-0.230084580668	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	9	S	B	3	oka	5	GDT800-O0639	f108r	dair	-0.27017903787	6	GDT800-O0098	f103r	chol	0.197681051212	21	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	10	S	B	3	oka	5	GDT800-O0639	f108r	dair	-0.27017903787	6	GDT800-O1311	f116r	chckhy	-0.230084580668	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	11	S	B	3	oka	5	GDT800-O0952	f112r	sain	-0.230027695859	5	GDT800-O0098	f103r	chol	0.197681051212	21	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	12	S	B	3	oka	5	GDT800-O0952	f112r	sain	-0.230027695859	5	GDT800-O1311	f116r	chckhy	-0.230084580668	5	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	13	S	B	3	oka	5	GDT800-O1110	f113v	qokaiin	-0.759133328876	22	GDT800-O0098	f103r	chol	0.197681051212	21	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	14	S	B	3	oka	5	GDT800-O1110	f113v	qokaiin	-0.759133328876	22	GDT800-O1311	f116r	chckhy	-0.230084580668	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	15	S	B	3	oka	5	GDT800-O1168	f114v	chedy	0.402022763917	14	GDT800-O0098	f103r	chol	0.197681051212	21	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS025	16	S	B	3	oka	5	GDT800-O1168	f114v	chedy	0.402022763917	14	GDT800-O1311	f116r	chckhy	-0.230084580668	5	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS026	1	S	B	3	okeeo	5	GDT800-O0789	f111r	saiin	-0.270069782046	6	GDT800-O0657	f108r	qokeedy	-0.416875607391	10	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS027	1	S	B	3	qoka	0	GDT800-O0647	f108r	qokedy	-0.152673305579	5	GDT800-O0191	f103v	chedy	0.122657291036	12	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
LEFT	LS028	1	S	B	3	qota	0	GDT800-O1045	f113r	chedy	0.211459563199	14	GDT800-O0429	f106v	chedy	0.216529982612	14	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS001	1	H	A	1	ch	5	GDT800-O3892	f8r	aiin	-0.65748834449	18	GDT800-O1699	f2v	s	-0.657467309863	18	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS002	1	H	A	1	cpho	5	GDT800-O3893	f8r	dar	-0.602335615117	16	GDT800-O2304	f53v	chol	0.318089542951	41	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS003	1	H	A	1	ctho	1	GDT800-O1836	f37v	daiin	-0.560944999653	26	GDT800-O2647	f6v	s	0.000703327980229	8	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS003	2	H	A	1	ctho	1	GDT800-O2319	f54v	s	-0.00835861922859	8	GDT800-O2647	f6v	s	0.000703327980229	8	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS003	3	H	A	1	ctho	1	GDT800-O3921	f8v	dar	-0.0483265619721	9	GDT800-O2647	f6v	s	0.000703327980229	8	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS004	1	H	A	1	ctho	2	GDT800-O2196	f49v	daiin	-0.827187493436	24	GDT800-O2620	f6r	chor	-0.236536608651	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS004	2	H	A	1	ctho	2	GDT800-O2217	f4r	daiin	-0.826931350222	24	GDT800-O2620	f6r	chor	-0.236536608651	5	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS005	1	H	A	1	da	1	GDT800-O1805	f35v	s	0.295170237292	8	GDT800-O1594	f24r	dal	-0.413292768394	9	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS006	1	H	A	1	dcho	1	GDT800-O1832	f37r	daiin	-0.934201658441	27	GDT800-O2283	f52r	daiin	-0.932922734457	27	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS007	1	H	A	1	kcha	1	GDT800-O1649	f27r	dy	0.126592834238	12	GDT800-O1917	f3v	s	-0.0481891977324	9	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS008	1	H	A	1	oko	5	GDT800-O1688	f2r	chy	-0.513777195792	13	GDT800-O1921	f3v	chol	0.311478015616	41	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS008	2	H	A	1	oko	5	GDT800-O2081	f45v	chor	0.5550520284	10	GDT800-O1921	f3v	chol	0.311478015616	41	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS009	1	H	B	2	da	5	GDT800-O1637	f26r	y	-0.449259810727	11	GDT800-O1759	f33v	dy	-0.572910582209	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS009	2	H	B	2	da	5	GDT800-O1715	f31r	chey	0.0405562728114	31	GDT800-O1759	f33v	dy	-0.572910582209	15	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS009	3	H	B	2	da	5	GDT800-O1783	f34r	chdy	-0.512765286289	13	GDT800-O1759	f33v	dy	-0.572910582209	15	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
