context_id	occurrence_id	source_selector	physical_folio	locus	section	language	hand	token_index	token_count	position_class	surface	l2_surface	l1_surface	r1_surface	r2_surface	exact_five_window	target_token_stable_all_three	l1_token_stable_all_three	r1_token_stable_all_three	l1_pair_sequence_stable_all_three	r1_pair_sequence_stable_all_three	l2_chain_sequence_stable_all_three	r2_chain_sequence_stable_all_three	l1_target_r1_sequence_stable_all_three	l2_to_r2_sequence_stable_all_three	bol_target_stable_all_three	target_eol_stable_all_three	l1_anchor_kind	l1_axis_tags	l1_axis_default_de	r1_anchor_kind	r1_axis_tags	r1_axis_default_de	gdt804_common_mask_field_hit	gdt804_positioned_amount_neighbour_hit	gdt804_clean_content_contact	full_zl3b_line	semantic_credit	confirmed_plaintext	confirmed_lexeme	component_export_credit
G805-C0332	GDT800-O0075	f102v1	f102v	f102v1.8	P	A	1	2	10	INTERNAL	ol	NONE	dairn	chey	ctheol	dairn ol chey ctheol	1	0	1	0	1	0	0	0	0	0	0	UNMAPPED	NONE	[dairn:?]	UNMAPPED	NONE	[chey:?]	0	0	0	dairn ol chey ctheol qokeor os aiin cheor qokey choky	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0912	GDT800-O0076	f102v1	f102v	f102v1.9	P	A	1	3	10	INTERNAL	qokeol	teody	ckheey	sheky	qockheor	teody ckheey qokeol sheky qockheor	1	1	1	1	1	1	1	1	1	0	0	UNMAPPED	NONE	[ckheey:?]	UNMAPPED	NONE	[sheky:?]	0	0	0	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0333	GDT800-O0080	f102v2	f102v	f102v2.20	P	A	1	9	12	INTERNAL	ol	qokeey	dol	sheeoy	tody	qokeey dol ol sheeoy tody	1	1	1	1	1	1	0	1	0	0	0	UNMAPPED	NONE	[dol:?]	UNMAPPED	NONE	[sheeoy:?]	0	0	0	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0073	GDT800-O0081	f102v2	f102v	f102v2.21	P	A	1	6	14	INTERNAL	cheol	eey	okeeor	os	oiin	eey okeeor cheol os oiin	1	1	0	1	0	0	0	0	0	0	0	UNMAPPED	NONE	[okeeor:?]	UNMAPPED	NONE	[os:?]	0	0	0	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0074	GDT800-O0082	f102v2	f102v	f102v2.22	P	A	1	4	15	INTERNAL	cheol	or	aiin	s	oiir	or aiin cheol s oiir	1	0	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[aiin:?]	UNMAPPED	NONE	[s:?]	0	0	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0334	GDT800-O0084	f102v2	f102v	f102v2.22	P	A	1	10	15	INTERNAL	ol	sheey	qockhy	keo	r	sheey qockhy ol keo r	1	1	0	1	0	1	0	0	0	0	0	UNMAPPED	NONE	[qockhy:?]	UNMAPPED	NONE	[keo:?]	0	0	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0335	GDT800-O0086	f102v2	f102v	f102v2.32	P	A	1	10	12	INTERNAL	ol	oky	cheeor	daiin	sy	oky cheeor ol daiin sy	1	1	1	1	1	1	1	1	1	0	0	UNMAPPED	NONE	[cheeor:?]	UNMAPPED	NONE	[daiin:?]	0	0	0	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0913	GDT800-O0091	f102v2	f102v	f102v2.35	P	A	1	9	10	INTERNAL	qokeol	cheo	teody	daiin	NONE	cheo teody qokeol daiin	1	0	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[teody:?]	UNMAPPED	NONE	[daiin:?]	0	0	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C1030	GDT800-O0093	f103r	f103r	f103r.1	S	B	3	7	12	INTERNAL	qotal	lshey	qoteey	shedy	yshdal	lshey qoteey qotal shedy yshdal	1	1	1	1	1	0	1	1	0	0	0	UNMAPPED	NONE	[qoteey:?]	UNMAPPED	NONE	[shedy:?]	0	0	0	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0204	GDT800-O0094	f103r	f103r	f103r.1	S	B	3	11	12	INTERNAL	okal	yshdal	dain	daldy	NONE	yshdal dain okal daldy	0	0	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[dain:?]	UNMAPPED	NONE	[daldy:?]	0	0	0	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0336	GDT800-O0095	f103r	f103r	f103r.10	S	B	3	2	14	INTERNAL	ol	NONE	daiin	oain	okeol	daiin ol oain okeol	0	1	1	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[daiin:?]	UNMAPPED	NONE	[oain:?]	0	0	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0914	GDT800-O0099	f103r	f103r	f103r.11	S	B	3	10	12	INTERNAL	qokeol	shey	otoy	key	dayky	shey otoy qokeol key dayky	1	1	1	1	1	1	0	1	0	0	0	UNMAPPED	NONE	[otoy:?]	UNMAPPED	NONE	[key:?]	0	0	0	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0915	GDT800-O0100	f103r	f103r	f103r.12	S	B	3	5	9	INTERNAL	qokeol	shckhy	oteey	keedy	shar	shckhy oteey qokeol keedy shar	1	1	0	1	0	1	0	0	0	0	0	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	[Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld]	UNMAPPED	NONE	[keedy:?]	0	0	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0916	GDT800-O0105	f103r	f103r	f103r.18	S	B	3	2	9	INTERNAL	qokeol	NONE	polchedy	okain	checthy	polchedy qokeol okain checthy	1	0	1	0	1	0	1	0	0	0	0	UNMAPPED	NONE	[polchedy:?]	UNMAPPED	NONE	[okain:?]	0	0	0	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0789	GDT800-O0109	f103r	f103r	f103r.21	S	B	3	4	12	INTERNAL	otal	sokedy	dalkar	qokal	chepy	sokedy dalkar otal qokal chepy	1	1	1	1	1	0	1	1	0	0	0	UNMAPPED	NONE	[dalkar:?]	UNMAPPED	NONE	[qokal:?]	0	0	0	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0042	GDT800-O0115	f103r	f103r	f103r.25	S	B	3	7	12	INTERNAL	chedal	chey	kain	okeeey	qoodain	chey kain chedal okeeey qoodain	1	0	1	0	1	0	1	0	0	0	0	UNMAPPED	NONE	[kain:?]	UNMAPPED	NONE	[okeeey:?]	0	0	0	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0337	GDT800-O0116	f103r	f103r	f103r.25	S	B	3	12	12	FINAL	ol	okain	oteey	NONE	NONE	okain oteey ol	1	1	0	1	0	1	0	0	0	0	1	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	[Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld]	BOUNDARY	BOUNDARY	Zeilenrand	0	0	0	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0338	GDT800-O0117	f103r	f103r	f103r.28	S	B	3	9	11	INTERNAL	ol	otain	ain	cheey	lkeedy	otain ain ol cheey lkeedy	1	1	1	1	1	1	1	1	1	0	0	UNMAPPED	NONE	[ain:?]	UNMAPPED	NONE	[cheey:?]	0	0	0	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0001	GDT800-O0120	f103r	f103r	f103r.3	S	B	3	14	14	FINAL	chal	kar	otar	NONE	NONE	kar otar chal	1	0	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[otar:?]	BOUNDARY	BOUNDARY	Zeilenrand	0	0	0	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0002	GDT800-O0122	f103r	f103r	f103r.31	S	B	3	4	11	INTERNAL	chal	chol	kaiin	okaiin	shckhy	chol kaiin chal okaiin shckhy	1	1	1	1	1	0	1	1	0	0	0	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	UNMAPPED	NONE	[okaiin:?]	0	0	0	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C1031	GDT800-O0127	f103r	f103r	f103r.39	S	B	3	4	6	INTERNAL	qotal	qokeey	lsheey	shedy	oteey	qokeey lsheey qotal shedy oteey	1	1	0	1	0	1	0	0	0	0	0	UNMAPPED	NONE	[lsheey:?]	UNMAPPED	NONE	[shedy:?]	0	0	0	ykeedy qokeey lsheey qotal shedy oteey	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0339	GDT800-O0128	f103r	f103r	f103r.4	S	B	3	7	9	INTERNAL	ol	okey	chdar	loty	chedaraly	okey chdar ol loty chedaraly	0	0	1	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[chdar:?]	UNMAPPED	NONE	[loty:?]	0	0	0	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0075	GDT800-O0131	f103r	f103r	f103r.41	S	B	3	1	13	FIRST	cheol	NONE	NONE	sheeey	qotey	cheol sheeey qotey	1	0	1	0	1	0	1	0	0	1	0	BOUNDARY	BOUNDARY	Zeilenrand	UNMAPPED	NONE	[sheeey:?]	0	0	0	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0340	GDT800-O0137	f103r	f103r	f103r.43	S	B	3	3	11	INTERNAL	ol	tar	cheal	sheey	qotal	tar cheal ol sheey qotal	1	1	1	1	1	1	1	1	1	0	0	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|MATERIAL	[Kandidat: Trockenfeld/Wert-/Gradfeld/Stoff-/Materialfeld]	UNMAPPED	NONE	[sheey:?]	0	0	0	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C1032	GDT800-O0138	f103r	f103r	f103r.43	S	B	3	5	11	INTERNAL	qotal	ol	sheey	sheal	qokal	ol sheey qotal sheal qokal	1	1	1	1	1	1	1	1	1	0	0	UNMAPPED	NONE	[sheey:?]	UNMAPPED	NONE	[sheal:?]	0	0	0	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0076	GDT800-O0144	f103r	f103r	f103r.46	S	B	3	4	11	INTERNAL	cheol	keey	qokeey	chorol	shedy	keey qokeey cheol chorol shedy	1	1	1	1	1	0	1	1	0	0	0	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	UNMAPPED	NONE	[chorol:?]	0	0	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0341	GDT800-O0145	f103r	f103r	f103r.46	S	B	3	9	11	INTERNAL	ol	qokeey	qokeey	loiin	chedan	qokeey qokeey ol loiin chedan	1	1	0	1	0	1	0	0	0	0	0	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	UNMAPPED	NONE	[loiin:?]	0	0	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0342	GDT800-O0147	f103r	f103r	f103r.49	S	B	3	5	13	INTERNAL	ol	ain	l	sheed	qokeey	ain l ol sheed qokeey	0	1	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[l:?]	UNMAPPED	NONE	[sheed:?]	0	0	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0343	GDT800-O0151	f103r	f103r	f103r.7	S	B	3	8	9	INTERNAL	ol	okeeody	qoedy	shedy	NONE	okeeody qoedy ol shedy	0	0	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[qoedy:?]	UNMAPPED	NONE	[shedy:?]	0	0	0	saiin chey shs olshedy qokeey okeeody qoedy ol shedy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
