projection_audit_id	surface	axis_tags	axis_displays_de	gdt739_all_radius_contacts	gdt739_active_radius_contacts	gdt739_active_radius_pages	gdt739_active_radius_loci	source_radius_tier	confidence_levels	gdt754_quarantined	gdt738_hold	is_gdt805_target	primary_surface_projection_allowed	projection_exclusion_reason	german_working_string_imported	axis_tags_derived_from_german_working_prose	renderer_license	semantic_credit	confirmed_lexeme	component_export_credit
G805-A011	checthey	DRY|MATERIAL|PROCESS|PASS	Trockenfeld|Stoff-/Materialfeld|Vorgangs-/Prozessfeld|Durchgangs-/Fortsetzungsfeld	2	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A012	ched	DRY|VALUE|CLOSE	Trockenfeld|Wert-/Gradfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A013	chedal	DRY|AMOUNT|VALUE|MATERIAL	Trockenfeld|Mengen-/Maßfeld|Wert-/Gradfeld|Stoff-/Materialfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	1	0	GDT739_DISCOVERY_RADIUS_ONLY|GDT805_TARGET_MASK	0	1	0	0	0	0
G805-A014	chedar	DRY|VALUE|PART	Trockenfeld|Wert-/Gradfeld|Teil-/Fraktionsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A015	cheedy	DRY|VALUE|CLOSE	Trockenfeld|Wert-/Gradfeld|Abschluss-/Ergebnisfeld	3	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A016	cheeky	HOT|DRY|VALUE	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld	3	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A017	chees	DRY|PREPARATION	Trockenfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY|GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A018	chekain	HOT|DRY|VALUE|PROCESS	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A019	cheo	DRY|PREPARATION	Trockenfeld|Zubereitungsfeld	4	4	4	4	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A020	cheodain	DRY|AMOUNT|PREPARATION	Trockenfeld|Mengen-/Maßfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A021	cheokain	HOT|DRY|VALUE|PREPARATION|PROCESS	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld|Zubereitungsfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A022	cheor	DRY|PART|MATERIAL	Trockenfeld|Teil-/Fraktionsfeld|Stoff-/Materialfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A023	cheos	DRY|AMOUNT|VALUE|PREPARATION	Trockenfeld|Mengen-/Maßfeld|Wert-/Gradfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A024	chkain	HOT|DRY|VALUE	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A025	chkal	HOT|DRY|VALUE|MATERIAL	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld|Stoff-/Materialfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A026	chky	HOT|DRY|MATERIAL|PROCESS	Wärme-/Heißfeld|Trockenfeld|Stoff-/Materialfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A027	chl	DRY|PROCESS	Trockenfeld|Vorgangs-/Prozessfeld	2	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A028	cho	DRY|PREPARATION	Trockenfeld|Zubereitungsfeld	3	2	2	2	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	0	0	0	1	NONE	0	1	0	0	0	0
G805-A029	chokain	HOT|DRY|VALUE|PREPARATION|PROCESS	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld|Zubereitungsfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A030	chokar	HOT|DRY|PART|PREPARATION	Wärme-/Heißfeld|Trockenfeld|Teil-/Fraktionsfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A031	choky	HOT|DRY|PREPARATION	Wärme-/Heißfeld|Trockenfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A032	cholor	DRY	Trockenfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A033	ckhal	VALUE|MATERIAL|PREPARATION	Wert-/Gradfeld|Stoff-/Materialfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	0	0	0	1	NONE	0	1	0	0	0	0
G805-A034	cphol	MATERIAL	Stoff-/Materialfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A035	cthdy	MATERIAL|CLOSE	Stoff-/Materialfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A036	cthol	MATERIAL	Stoff-/Materialfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A037	cthor	AMOUNT|MATERIAL	Mengen-/Maßfeld|Stoff-/Materialfeld	2	2	2	2	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A038	dalky	HOT|AMOUNT|MATERIAL|PROCESS	Wärme-/Heißfeld|Mengen-/Maßfeld|Stoff-/Materialfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A039	daly	AMOUNT|MATERIAL	Mengen-/Maßfeld|Stoff-/Materialfeld	2	0	0	0	DISCOVERY_RADIUS_ONLY	W2_PROVISIONAL_WORKING	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A040	dchdy	DRY|AMOUNT|MATERIAL|PROCESS|CLOSE	Trockenfeld|Mengen-/Maßfeld|Stoff-/Materialfeld|Vorgangs-/Prozessfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A041	fchedy	DRY|VALUE|PART|PROCESS	Trockenfeld|Wert-/Gradfeld|Teil-/Fraktionsfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A042	kaiin	HOT|VALUE	Wärme-/Heißfeld|Wert-/Gradfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A043	kair	HOT|PART|MATERIAL	Wärme-/Heißfeld|Teil-/Fraktionsfeld|Stoff-/Materialfeld	2	2	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A044	kchedy	HOT|DRY|VALUE|CLOSE	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A045	kcheey	HOT|DRY|VALUE	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A046	kcheor	HOT|DRY|AMOUNT|VALUE|MATERIAL	Wärme-/Heißfeld|Trockenfeld|Mengen-/Maßfeld|Wert-/Gradfeld|Stoff-/Materialfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A047	keear	HOT|PART|MATERIAL	Wärme-/Heißfeld|Teil-/Fraktionsfeld|Stoff-/Materialfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W2_PROVISIONAL_WORKING	1	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY|GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A048	keedy	HOT|VALUE|CLOSE	Wärme-/Heißfeld|Wert-/Gradfeld|Abschluss-/Ergebnisfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A049	keol	HOT|MATERIAL	Wärme-/Heißfeld|Stoff-/Materialfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A050	oaiin	AMOUNT|PREPARATION	Mengen-/Maßfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A051	oain	PART|PREPARATION	Teil-/Fraktionsfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A052	ochedy	DRY|MATERIAL|PREPARATION|CLOSE	Trockenfeld|Stoff-/Materialfeld|Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A053	ockhedy	VALUE|PREPARATION|CLOSE	Wert-/Gradfeld|Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A054	ockhey	VALUE|PREPARATION	Wert-/Gradfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	0	0	0	1	NONE	0	1	0	0	0	0
G805-A055	odaiin	VALUE|PREPARATION	Wert-/Gradfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A056	ody	PREPARATION|CLOSE	Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A057	oiiin	PREPARATION	Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A058	okair	HOT|PART|MATERIAL|PREPARATION	Wärme-/Heißfeld|Teil-/Fraktionsfeld|Stoff-/Materialfeld|Zubereitungsfeld	2	2	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A059	okaly	HOT|MATERIAL|PREPARATION|PROCESS	Wärme-/Heißfeld|Stoff-/Materialfeld|Zubereitungsfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A060	okaram	HOT|AMOUNT|PART|PREPARATION	Wärme-/Heißfeld|Mengen-/Maßfeld|Teil-/Fraktionsfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W2_PROVISIONAL_WORKING	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A061	okeal	HOT|VALUE|MATERIAL|PREPARATION	Wärme-/Heißfeld|Wert-/Gradfeld|Stoff-/Materialfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A062	okeedal	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	Wärme-/Heißfeld|Mengen-/Maßfeld|Stoff-/Materialfeld|Zubereitungsfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A063	okeedy	HOT|VALUE|PREPARATION|CLOSE	Wärme-/Heißfeld|Wert-/Gradfeld|Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A064	okeeol	HOT|MATERIAL|PREPARATION	Wärme-/Heißfeld|Stoff-/Materialfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A065	okeey	HOT|VALUE|PREPARATION	Wärme-/Heißfeld|Wert-/Gradfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W2_PROVISIONAL_WORKING	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A066	okey	HOT|VALUE|PREPARATION	Wärme-/Heißfeld|Wert-/Gradfeld|Zubereitungsfeld	6	3	3	3	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A067	okoldy	HOT|MATERIAL|PREPARATION|CLOSE	Wärme-/Heißfeld|Stoff-/Materialfeld|Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A068	okshey	HOT|MOIST|VALUE|PREPARATION	Wärme-/Heißfeld|Feuchtefeld|Wert-/Gradfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A069	olaiin	AMOUNT|MATERIAL	Mengen-/Maßfeld|Stoff-/Materialfeld	5	2	2	2	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A070	olain	AMOUNT|MATERIAL	Mengen-/Maßfeld|Stoff-/Materialfeld	2	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A071	olkain	HOT|VALUE|MATERIAL	Wärme-/Heißfeld|Wert-/Gradfeld|Stoff-/Materialfeld	2	2	2	2	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A072	olkedy	HOT|MATERIAL|CLOSE	Wärme-/Heißfeld|Stoff-/Materialfeld|Abschluss-/Ergebnisfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A073	ols	MATERIAL	Stoff-/Materialfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A074	olshdy	MOIST|MATERIAL|CLOSE	Feuchtefeld|Stoff-/Materialfeld|Abschluss-/Ergebnisfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W2_PROVISIONAL_WORKING	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A075	oly	PROCESS	Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A076	orain	AMOUNT|MATERIAL	Mengen-/Maßfeld|Stoff-/Materialfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A077	otaly	MATERIAL|PREPARATION	Stoff-/Materialfeld|Zubereitungsfeld	2	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	1	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY|GDT754_SOURCE_COMPOSITION_QUARANTINE	0	1	0	0	0	0
G805-A078	otchedy	COLD|DRY|VALUE|PREPARATION|CLOSE	Kältefeld|Trockenfeld|Wert-/Gradfeld|Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A079	otcho	COLD|DRY|PREPARATION	Kältefeld|Trockenfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A080	otchor	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	Kältefeld|Trockenfeld|Mengen-/Maßfeld|Stoff-/Materialfeld|Zubereitungsfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A081	oteeo	COLD|PREPARATION|PASS	Kältefeld|Zubereitungsfeld|Durchgangs-/Fortsetzungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A082	oteey	COLD|VALUE|PREPARATION	Kältefeld|Wert-/Gradfeld|Zubereitungsfeld	5	3	2	2	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A083	otey	COLD|VALUE|PREPARATION	Kältefeld|Wert-/Gradfeld|Zubereitungsfeld	5	3	3	3	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A084	otor	COLD|AMOUNT|MATERIAL|PREPARATION	Kältefeld|Mengen-/Maßfeld|Stoff-/Materialfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A085	otydy	COLD|PREPARATION|CLOSE	Kältefeld|Zubereitungsfeld|Abschluss-/Ergebnisfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	0	0	0	1	NONE	0	1	0	0	0	0
G805-A086	qeeey	VALUE|PASS	Wert-/Gradfeld|Durchgangs-/Fortsetzungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	0	0	0	1	NONE	0	1	0	0	0	0
G805-A087	qo	PROCESS	Vorgangs-/Prozessfeld	2	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A088	qodain	VALUE	Wert-/Gradfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W2_PROVISIONAL_WORKING	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A089	qoeeo	MOIST|PREPARATION|PASS	Feuchtefeld|Zubereitungsfeld|Durchgangs-/Fortsetzungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W2_PROVISIONAL_WORKING	0	0	0	1	NONE	0	1	0	0	0	0
G805-A090	qokair	HOT|PART|PROCESS	Wärme-/Heißfeld|Teil-/Fraktionsfeld|Vorgangs-/Prozessfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A091	qokaly	HOT|MATERIAL|PROCESS	Wärme-/Heißfeld|Stoff-/Materialfeld|Vorgangs-/Prozessfeld	2	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A092	qokchey	HOT|DRY|VALUE	Wärme-/Heißfeld|Trockenfeld|Wert-/Gradfeld	3	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A093	qokeeo	HOT|VALUE|PREPARATION	Wärme-/Heißfeld|Wert-/Gradfeld|Zubereitungsfeld	1	1	1	1	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
G805-A094	qokeeody	PREPARATION	Zubereitungsfeld	2	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A095	qokeeor	HOT|AMOUNT|PROCESS	Wärme-/Heißfeld|Mengen-/Maßfeld|Vorgangs-/Prozessfeld	1	0	0	0	DISCOVERY_RADIUS_ONLY	W3_SOLID_WORKING_THEORY	0	0	0	0	GDT739_DISCOVERY_RADIUS_ONLY	0	1	0	0	0	0
G805-A096	qokeey	HOT|VALUE	Wärme-/Heißfeld|Wert-/Gradfeld	21	11	9	11	ACTIVE_RADIUS_SOURCE	W3_SOLID_WORKING_THEORY	0	0	0	1	NONE	0	1	0	0	0	0
