identity_profile_id	surface	side	neighbour_surface	anchor_kind	axis_tags	external_occurrences	physical_folios	target_token_stable_occurrences	neighbour_token_stable_occurrences	pair_sequence_stable_occurrences	pair_sequence_stable_folios	semantic_credit	confirmed_lexeme	component_export_credit
G805-I0131	cheol	L1	chor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0132	cheol	L1	daiiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0133	cheol	L1	daiin	UNMAPPED	NONE	4	4	3	3	3	3	0	0	0
G805-I0134	cheol	L1	dal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0135	cheol	L1	dalor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0136	cheol	L1	dcheor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0137	cheol	L1	dor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0138	cheol	L1	dsheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0139	cheol	L1	dy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0140	cheol	L1	kcheor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0141	cheol	L1	keol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0142	cheol	L1	l	UNMAPPED	NONE	3	3	2	2	2	2	0	0	0
G805-I0143	cheol	L1	o	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0144	cheol	L1	oeeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0145	cheol	L1	okain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0146	cheol	L1	okeaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0147	cheol	L1	okeeor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0148	cheol	L1	okeey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0149	cheol	L1	okeolor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0150	cheol	L1	okil	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0151	cheol	L1	okol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0152	cheol	L1	oky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0153	cheol	L1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	6	6	5	4	3	3	0	0	0
G805-I0154	cheol	L1	olkam	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0155	cheol	L1	olol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0156	cheol	L1	oqoeeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0157	cheol	L1	or	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0158	cheol	L1	osheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0159	cheol	L1	otchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|DRY|VALUE|PREPARATION|CLOSE	1	1	1	1	1	1	0	0	0
G805-I0160	cheol	L1	otchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0161	cheol	L1	otechshy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0162	cheol	L1	otedy	UNMAPPED	NONE	1	1	1	0	1	1	0	0	0
G805-I0163	cheol	L1	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0164	cheol	L1	qkol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0165	cheol	L1	qokaiin	UNMAPPED	NONE	2	2	1	1	0	0	0	0	0
G805-I0166	cheol	L1	qokain	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0167	cheol	L1	qokal	UNMAPPED	NONE	2	2	1	1	0	0	0	0	0
G805-I0168	cheol	L1	qokaldar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0169	cheol	L1	qokalor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0170	cheol	L1	qokar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0171	cheol	L1	qokeal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0172	cheol	L1	qokedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0173	cheol	L1	qokeedy	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0174	cheol	L1	qokees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0175	cheol	L1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	2	2	2	2	2	2	0	0	0
G805-I0176	cheol	L1	qokeody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0177	cheol	L1	qokeol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	1	1	1	0	0	0
G805-I0178	cheol	L1	qokeos	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0179	cheol	L1	qoklaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0180	cheol	L1	qokol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	4	4	4	3	3	3	0	0	0
G805-I0181	cheol	L1	qol	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0182	cheol	L1	qolchshy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0183	cheol	L1	qoor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0184	cheol	L1	qotain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0185	cheol	L1	qotair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0186	cheol	L1	qotcho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0187	cheol	L1	qotody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0188	cheol	L1	raiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0189	cheol	L1	ral	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0190	cheol	L1	rchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0191	cheol	L1	s	UNMAPPED	NONE	2	2	1	1	1	1	0	0	0
G805-I0192	cheol	L1	sai	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0193	cheol	L1	saiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0194	cheol	L1	saiir	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0195	cheol	L1	shckhy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0196	cheol	L1	she	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0197	cheol	L1	shecphy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0198	cheol	L1	sheekeey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0199	cheol	L1	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	1	1	0	0	0	0	0	0	0
G805-I0200	cheol	L1	sheor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PART|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0201	cheol	L1	shos	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0202	cheol	L1	solchkal	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0203	cheol	L1	tair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0204	cheol	L1	tal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0205	cheol	L1	tarol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0206	cheol	L1	tchedar	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0207	cheol	L1	tol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0208	cheol	L1	y	UNMAPPED	NONE	5	5	2	1	1	1	0	0	0
G805-I0209	cheol	L1	ykar	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0210	cheol	L1	ykoiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0211	cheol	L1	ykol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0212	cheol	L1	ykoldam	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0213	cheol	L1	yolkol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0214	cheol	L1	ysheody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0215	cheol	L1	yteeor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0216	cheol	R1	NONE	BOUNDARY	BOUNDARY	4	4	4	0	0	0	0	0	0
G805-I0217	cheol	R1	aiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0218	cheol	R1	alshy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0219	cheol	R1	am	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0220	cheol	R1	ar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0221	cheol	R1	chckheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0222	cheol	R1	checthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0223	cheol	R1	chedeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0224	cheol	R1	chedy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0225	cheol	R1	chedytey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0226	cheol	R1	cheey	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0227	cheol	R1	cheockhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0228	cheol	R1	cheod	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0229	cheol	R1	cheodaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0230	cheol	R1	cheodain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0231	cheol	R1	cheol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	1	1	1	0	0	0
G805-I0232	cheol	R1	cheos	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|AMOUNT|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0233	cheol	R1	chey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0234	cheol	R1	cho	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0235	cheol	R1	chody	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0236	cheol	R1	chol	UNMAPPED	NONE	6	6	6	5	5	5	0	0	0
G805-I0237	cheol	R1	chor	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0238	cheol	R1	chorol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0239	cheol	R1	chos	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0240	cheol	R1	chot	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0241	cheol	R1	ckhody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0242	cheol	R1	ctheor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0243	cheol	R1	cthody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0244	cheol	R1	dag	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0245	cheol	R1	daiin	UNMAPPED	NONE	3	3	2	1	2	2	0	0	0
G805-I0246	cheol	R1	dal	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0247	cheol	R1	dar	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0248	cheol	R1	dchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0249	cheol	R1	dcheeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0250	cheol	R1	doiir	UNMAPPED	NONE	1	1	0	1	1	1	0	0	0
G805-I0251	cheol	R1	doleeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0252	cheol	R1	dy	UNMAPPED	NONE	2	2	0	0	0	0	0	0	0
G805-I0253	cheol	R1	ekshy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0254	cheol	R1	ey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0255	cheol	R1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	2	2	2	1	1	1	0	0	0
G805-I0256	cheol	R1	kain	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0257	cheol	R1	kair	GDT739_EXACT_ACTIVE_CELL	HOT|PART|MATERIAL	1	1	0	1	0	0	0	0	0
G805-I0258	cheol	R1	kal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0259	cheol	R1	kchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|VALUE|CLOSE	1	1	1	1	1	1	0	0	0
G805-I0260	cheol	R1	kchekain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0261	cheol	R1	kechy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0262	cheol	R1	kedy	UNMAPPED	NONE	2	2	1	0	0	0	0	0	0
G805-I0263	cheol	R1	keear	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0264	cheol	R1	keedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
