comparison_id	surface	side	axis	target_contacts	target_contact_folios	target_raw_rate	target_pair_stable_contacts	target_pair_stable_folios	target_pair_stable_rate	raw_rank_of_13	pair_stable_rank_of_13	raw_controls_equal_or_exceed	pair_stable_controls_equal_or_exceed	control_raw_median	control_raw_max	control_pair_stable_median	control_pair_stable_max	raw_above_all_controls	pair_stable_above_all_controls	dominates_all_controls_both_views	control_rates	control_pair_stable_rates	decision	semantic_credit	confirmed_lexeme	component_export_credit
G805-K021	chal	R1	PREPARATION	0	0	0	0	0	0	13	13	12	12	0.00877192982456	0.0681818181818	0	0.0666666666667	0	0	0	okeol:0.0681818181818|sal:0.027027027027|qotol:0|tol:0.0294117647059|chl:0.0357142857143|oteol:0|kal:0|lol:0|kol:0|okol:0.0377358490566|cheal:0|sol:0.0175438596491	okeol:0.0357142857143|sal:0|qotol:0|tol:0|chl:0.0666666666667|oteol:0|kal:0|lol:0|kol:0|okol:0.0555555555556|cheal:0|sol:0	NO_ROLE_LEAD	0	0	0
G805-K022	chal	R1	PROCESS	0	0	0	0	0	0	13	13	12	12	0	0.0384615384615	0	0.0243902439024	0	0	0	okeol:0|sal:0|qotol:0|tol:0|chl:0|oteol:0.0384615384615|kal:0|lol:0|kol:0|okol:0|cheal:0|sol:0.0350877192982	okeol:0|sal:0|qotol:0|tol:0|chl:0|oteol:0|kal:0|lol:0|kol:0|okol:0|cheal:0|sol:0.0243902439024	NO_ROLE_LEAD	0	0	0
G805-K023	chal	R1	CLOSE	0	0	0	0	0	0	13	13	12	12	0	0.0357142857143	0	0.0666666666667	0	0	0	okeol:0.0227272727273|sal:0.027027027027|qotol:0|tol:0|chl:0.0357142857143|oteol:0|kal:0|lol:0|kol:0|okol:0.0188679245283|cheal:0|sol:0.0175438596491	okeol:0.0357142857143|sal:0|qotol:0|tol:0|chl:0.0666666666667|oteol:0|kal:0|lol:0|kol:0|okol:0.0277777777778|cheal:0|sol:0.0243902439024	NO_ROLE_LEAD	0	0	0
G805-K024	chal	R1	PASS	0	0	0	0	0	0	13	13	12	12	0	0	0	0	0	0	0	okeol:0|sal:0|qotol:0|tol:0|chl:0|oteol:0|kal:0|lol:0|kol:0|okol:0|cheal:0|sol:0	okeol:0|sal:0|qotol:0|tol:0|chl:0|oteol:0|kal:0|lol:0|kol:0|okol:0|cheal:0|sol:0	NO_ROLE_LEAD	0	0	0
G805-K025	chedal	L1	HOT	3	3	0.142857142857	0	0	0	2	13	1	12	0.0263157894737	0.15	0	0.2	0	0	0	cheal:0.115384615385|chl:0|chdal:0.0526315789474|kal:0|rol:0.15|sheal:0|keol:0.0555555555556|ral:0.125|shal:0|dl:0.0555555555556|odal:0|tal:0	cheal:0.0833333333333|chl:0|chdal:0.0769230769231|kal:0|rol:0.2|sheal:0|keol:0.0666666666667|ral:0.166666666667|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K026	chedal	L1	COLD	0	0	0	0	0	0	13	13	12	12	0	0.0714285714286	0	0.142857142857	0	0	0	cheal:0|chl:0|chdal:0|kal:0.04|rol:0.05|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0.0714285714286|tal:0.05	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0.142857142857|tal:0.0833333333333	NO_ROLE_LEAD	0	0	0
G805-K027	chedal	L1	DRY	0	0	0	0	0	0	13	13	12	12	0	0.15	0	0.2	0	0	0	cheal:0.0384615384615|chl:0|chdal:0|kal:0|rol:0.15|sheal:0.0714285714286|keol:0|ral:0.125|shal:0|dl:0|odal:0|tal:0.05	cheal:0.0416666666667|chl:0|chdal:0|kal:0|rol:0.2|sheal:0.0833333333333|keol:0|ral:0.166666666667|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K028	chedal	L1	MOIST	0	0	0	0	0	0	13	13	12	12	0	0.0384615384615	0	0	0	0	0	cheal:0.0384615384615|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K029	chedal	L1	AMOUNT	0	0	0	0	0	0	13	13	12	12	0	0.0555555555556	0	0	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0.0555555555556|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K030	chedal	L1	VALUE	4	4	0.190476190476	1	1	0.125	1	3	0	2	0.0513157894737	0.15	0.0541666666667	0.2	1	0	0	cheal:0.0769230769231|chl:0|chdal:0.0526315789474|kal:0.04|rol:0.15|sheal:0.0714285714286|keol:0.0555555555556|ral:0.125|shal:0|dl:0|odal:0|tal:0.05	cheal:0.0416666666667|chl:0|chdal:0.0769230769231|kal:0|rol:0.2|sheal:0.0833333333333|keol:0.0666666666667|ral:0.166666666667|shal:0|dl:0|odal:0|tal:0.0833333333333	NO_ROLE_LEAD	0	0	0
G805-K031	chedal	L1	PART	0	0	0	0	0	0	13	13	12	12	0	0.0769230769231	0	0.0833333333333	0	0	0	cheal:0.0769230769231|chl:0|chdal:0|kal:0|rol:0|sheal:0.0714285714286|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0.0416666666667|chl:0|chdal:0|kal:0|rol:0|sheal:0.0833333333333|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K032	chedal	L1	MATERIAL	0	0	0	0	0	0	13	13	12	12	0	0.0769230769231	0	0.142857142857	0	0	0	cheal:0.0769230769231|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0.0555555555556|odal:0.0714285714286|tal:0	cheal:0.0416666666667|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0.142857142857|tal:0	NO_ROLE_LEAD	0	0	0
G805-K033	chedal	L1	PREPARATION	3	3	0.142857142857	1	1	0.125	2	2	1	1	0	0.2	0	0.2	0	0	0	cheal:0|chl:0|chdal:0|kal:0.04|rol:0.2|sheal:0|keol:0|ral:0.0625|shal:0|dl:0|odal:0|tal:0.1	cheal:0|chl:0|chdal:0|kal:0|rol:0.2|sheal:0|keol:0|ral:0.0833333333333|shal:0|dl:0|odal:0|tal:0.0833333333333	NO_ROLE_LEAD	0	0	0
G805-K034	chedal	L1	PROCESS	0	0	0	0	0	0	13	13	12	12	0	0.0384615384615	0	0.0416666666667	0	0	0	cheal:0.0384615384615|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0.0416666666667|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K035	chedal	L1	CLOSE	2	2	0.0952380952381	0	0	0	1	13	0	12	0	0	0	0	1	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K036	chedal	L1	PASS	0	0	0	0	0	0	13	13	12	12	0	0	0	0	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K037	chedal	R1	HOT	0	0	0	0	0	0	13	13	12	12	0	0.0769230769231	0	0.133333333333	0	0	0	cheal:0.0769230769231|chl:0.0714285714286|chdal:0|kal:0.04|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0.1|chl:0.133333333333|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K038	chedal	R1	COLD	0	0	0	0	0	0	13	13	12	12	0	0.0555555555556	0	0.0769230769231	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0.0555555555556|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0.0769230769231|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K039	chedal	R1	DRY	1	1	0.047619047619	1	1	0.1	2	1	1	0	0	0.0555555555556	0	0.0769230769231	0	1	0	cheal:0|chl:0.0357142857143|chdal:0|kal:0|rol:0|sheal:0|keol:0.0555555555556|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0.0769230769231|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K040	chedal	R1	MOIST	0	0	0	0	0	0	13	13	12	12	0	0	0	0	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K041	chedal	R1	AMOUNT	0	0	0	0	0	0	13	13	12	12	0	0.0625	0	0	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0.0625|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K042	chedal	R1	VALUE	1	1	0.047619047619	1	1	0.1	4	2	3	1	0	0.0769230769231	0	0.1	0	0	0	cheal:0.0769230769231|chl:0.0714285714286|chdal:0|kal:0|rol:0|sheal:0|keol:0.0555555555556|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0.1|chl:0.0666666666667|chdal:0|kal:0|rol:0|sheal:0|keol:0.0769230769231|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K043	chedal	R1	PART	1	1	0.047619047619	1	1	0.1	2	1	1	0	0	0.0714285714286	0	0.0666666666667	0	1	0	cheal:0|chl:0.0714285714286|chdal:0|kal:0.04|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0.0666666666667|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K044	chedal	R1	MATERIAL	0	0	0	0	0	0	13	13	12	12	0	0.0625	0	0.0666666666667	0	0	0	cheal:0|chl:0.0357142857143|chdal:0|kal:0.04|rol:0|sheal:0|keol:0|ral:0.0625|shal:0|dl:0|odal:0|tal:0.05	cheal:0|chl:0.0666666666667|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K045	chedal	R1	PREPARATION	0	0	0	0	0	0	13	13	12	12	0	0.0357142857143	0	0.0666666666667	0	0	0	cheal:0|chl:0.0357142857143|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0.0666666666667|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K046	chedal	R1	PROCESS	1	1	0.047619047619	1	1	0.1	2	2	1	1	0	0.05	0	0.142857142857	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0.05|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0.142857142857|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K047	chedal	R1	CLOSE	0	0	0	0	0	0	13	13	12	12	0	0.0555555555556	0	0.0769230769231	0	0	0	cheal:0|chl:0.0357142857143|chdal:0|kal:0|rol:0|sheal:0|keol:0.0555555555556|ral:0|shal:0|dl:0|odal:0|tal:0.05	cheal:0|chl:0.0666666666667|chdal:0|kal:0|rol:0|sheal:0|keol:0.0769230769231|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K048	chedal	R1	PASS	0	0	0	0	0	0	13	13	12	12	0	0	0	0	0	0	0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	cheal:0|chl:0|chdal:0|kal:0|rol:0|sheal:0|keol:0|ral:0|shal:0|dl:0|odal:0|tal:0	NO_ROLE_LEAD	0	0	0
G805-K049	cheol	L1	HOT	4	4	0.0283687943262	3	3	0.0333333333333	3	6	2	5	0.0245248406111	0.0454545454545	0.0264584154513	0.0666666666667	0	0	0	shol:0.0245398773006|al:0.0245098039216|sheol:0.0222222222222|qokal:0.0444444444444|dal:0.0261780104712|dol:0.0263157894737|chol:0.0262390670554|okol:0|sol:0.0175438596491|qotol:0.0232558139535|okeol:0.0454545454545|cthol:0	shol:0.0181818181818|al:0.0232558139535|sheol:0|qokal:0.037037037037|dal:0.0333333333333|dol:0.0454545454545|chol:0.0296610169492|okol:0|sol:0.0666666666667|qotol:0|okeol:0.037037037037|cthol:0	NO_ROLE_LEAD	0	0	0
G805-K050	cheol	L1	COLD	2	2	0.0141843971631	2	2	0.0222222222222	7	6	6	5	0.0114008179959	0.046511627907	0.0138047138047	0.08	0	0	0	shol:0.00613496932515|al:0.00490196078431|sheol:0.0333333333333|qokal:0.0166666666667|dal:0.00523560209424|dol:0.0394736842105|chol:0|okol:0|sol:0|qotol:0.046511627907|okeol:0.0227272727273|cthol:0.0196078431373	shol:0.00909090909091|al:0.0077519379845|sheol:0.0350877192982|qokal:0.0185185185185|dal:0.00833333333333|dol:0.0227272727273|chol:0|okol:0|sol:0|qotol:0.08|okeol:0.037037037037|cthol:0.0222222222222	NO_ROLE_LEAD	0	0	0
G805-K051	cheol	L1	DRY	5	4	0.0354609929078	4	3	0.0444444444444	1	2	0	1	0.0124098511585	0.0294117647059	0.0201355661882	0.0666666666667	1	0	0	shol:0.00613496932515|al:0.0294117647059|sheol:0.0111111111111|qokal:0.0222222222222|dal:0.020942408377|dol:0.0131578947368|chol:0.0116618075802|okol:0.0188679245283|sol:0.0175438596491|qotol:0|okeol:0|cthol:0	shol:0.00909090909091|al:0.031007751938|sheol:0.0175438596491|qokal:0.0277777777778|dal:0.0333333333333|dol:0.0227272727273|chol:0.0127118644068|okol:0.0263157894737|sol:0.0666666666667|qotol:0|okeol:0|cthol:0	ROLE_LEAD	0	0	0
G805-K052	cheol	L1	MOIST	2	2	0.0141843971631	1	1	0.0111111111111	2	2	1	1	0	0.0222222222222	0	0.0350877192982	0	0	0	shol:0.00613496932515|al:0.00980392156863|sheol:0.0222222222222|qokal:0|dal:0|dol:0|chol:0.00291545189504|okol:0|sol:0|qotol:0|okeol:0|cthol:0	shol:0.00909090909091|al:0.0077519379845|sheol:0.0350877192982|qokal:0|dal:0|dol:0|chol:0.00423728813559|okol:0|sol:0|qotol:0|okeol:0|cthol:0	NO_ROLE_LEAD	0	0	0
G805-K053	cheol	L1	AMOUNT	1	1	0.00709219858156	1	1	0.0111111111111	5	3	4	2	0.00522875816993	0.0227272727273	0	0.0263157894737	0	0	0	shol:0.00613496932515|al:0.00490196078431|sheol:0.0222222222222|qokal:0.00555555555556|dal:0|dol:0|chol:0.0174927113703|okol:0.0188679245283|sol:0|qotol:0|okeol:0.0227272727273|cthol:0	shol:0.00909090909091|al:0|sheol:0|qokal:0|dal:0|dol:0|chol:0.0254237288136|okol:0.0263157894737|sol:0|qotol:0|okeol:0|cthol:0	NO_ROLE_LEAD	0	0	0
