passage_id	surface	source_selector	physical_folio	locus	token_index	exact_five_window	full_zl3b_line	left_complete_surface	left_axis_evidence_kind	left_broad_axis	target_safe_role_de	leading_concrete_candidate_de	right_complete_surface	right_axis_evidence_kind	right_broad_axis	safe_role_skeleton_de	projected_axis_skeleton_de	concrete_candidate_display_de	strongest_rival_de	adjudication	selection_score	target_token_stable_all_three	left_pair_stable_all_three	right_pair_stable_all_three	renderer_scope	confirmed_plaintext	confirmed_lexeme	component_export_credit
G805-P11	cheol	f108v	f108v	f108v.49	6	lkaiin cheal cheol keear qokeedy	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	cheal	GDT739_EXACT_ACTIVE_CELL	DRY|VALUE|MATERIAL	Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen	Stoff- oder Zubereitungseintrag	keear	UNMAPPED	NONE	Trockenfeld/Wert-/Gradfeld/Stoff-/Materialfeld | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [keear:?]	Trockenfeld/Wert-/Gradfeld/Stoff-/Materialfeld | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [keear:?]	Trockenfeld/Wert-/Gradfeld/Stoff-/Materialfeld | Stoff- oder Zubereitungseintrag | [keear:?]	Qualitäts- oder Zustandsfeld	DRY_VALUE_CONTEXT_PROFILE__MATERIAL_OR_QUALITY_UNRESOLVED__NO_DIRECT_SLOT	10	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P12	cheol	f100r	f100r	f100r.27	2	chol cheol cho chckheody	chol cheol cho chckheody otolchey	chol	UNMAPPED	NONE	Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen	Stoff- oder Zubereitungseintrag	cho	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	[chol:?] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [cho:?]	[chol:?] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [Kandidat: Trockenfeld/Zubereitungsfeld]	[chol:?] | Stoff- oder Zubereitungseintrag | [Kandidat: Trockenfeld/Zubereitungsfeld]	Qualitäts- oder Zustandsfeld	DRY_VALUE_CONTEXT_PROFILE__MATERIAL_OR_QUALITY_UNRESOLVED__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P13	cheol	f103r	f103r	f103r.46	4	keey qokeey cheol chorol shedy	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen	Stoff- oder Zubereitungseintrag	chorol	UNMAPPED	NONE	[qokeey:?] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [chorol:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [chorol:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Stoff- oder Zubereitungseintrag | [chorol:?]	Qualitäts- oder Zustandsfeld	DRY_VALUE_CONTEXT_PROFILE__MATERIAL_OR_QUALITY_UNRESOLVED__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P14	cheol	f108r	f108r	f108r.6	2	ol cheol qo qokeey	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen	Stoff- oder Zubereitungseintrag	qo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	PROCESS	[ol:?] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [qo:?]	ol-Zielganzform | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [Kandidat: Vorgangs-/Prozessfeld]	ol-Zielganzform | Stoff- oder Zubereitungseintrag | [Kandidat: Vorgangs-/Prozessfeld]	Qualitäts- oder Zustandsfeld	DRY_VALUE_CONTEXT_PROFILE__MATERIAL_OR_QUALITY_UNRESOLVED__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P15	cheol	f113r	f113r	f113r.42	6	alkar otchedy cheol tcheor qokchedy	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral	otchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|DRY|VALUE|PREPARATION|CLOSE	Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen	Stoff- oder Zubereitungseintrag	tcheor	UNMAPPED	NONE	[otchedy:?] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [tcheor:?]	[Kandidat: Kältefeld/Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld/Abschluss-/Ergebnisfeld] | Stoff-/Zubereitungs- oder Qualitätsachse; Identität offen | [tcheor:?]	[Kandidat: Kältefeld/Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld/Abschluss-/Ergebnisfeld] | Stoff- oder Zubereitungseintrag | [tcheor:?]	Qualitäts- oder Zustandsfeld	DRY_VALUE_CONTEXT_PROFILE__MATERIAL_OR_QUALITY_UNRESOLVED__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P16	okal	f107v	f107v	f107v.21	10	air kaiin okal otar otalal	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen	Kennstellen-/Systemcode	otar	UNMAPPED	NONE	[kaiin:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [otar:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [otar:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Kennstellen-/Systemcode | [otar:?]	Ansatz- oder Materialeintrag	RETAIN_GDT793_OPAQUE_ENTRY_PRIOR__MATERIAL_CONTEXT_RIVAL	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P17	okal	f23v	f23v	f23v.8	4	dain qokor okal g dam	qokaiin dain qokor okal g dam chor olol dam	qokor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|AMOUNT|MATERIAL	Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen	Kennstellen-/Systemcode	g	UNMAPPED	NONE	[qokor:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [g:?]	[Kandidat: Wärme-/Heißfeld/Mengen-/Maßfeld/Stoff-/Materialfeld] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [g:?]	[Kandidat: Wärme-/Heißfeld/Mengen-/Maßfeld/Stoff-/Materialfeld] | Kennstellen-/Systemcode | [g:?]	Ansatz- oder Materialeintrag	RETAIN_GDT793_OPAQUE_ENTRY_PRIOR__MATERIAL_CONTEXT_RIVAL	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P18	okal	f40r	f40r	f40r.1	6	aldydy qoky okal shdy olkedy	pchey k eodar aldydy qoky okal shdy olkedy opches ar ordaiin	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen	Kennstellen-/Systemcode	shdy	UNMAPPED	NONE	[qoky:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [shdy:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [shdy:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Kennstellen-/Systemcode | [shdy:?]	Ansatz- oder Materialeintrag	RETAIN_GDT793_OPAQUE_ENTRY_PRIOR__MATERIAL_CONTEXT_RIVAL	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P19	okal	f40v	f40v	f40v.18	4	otain chckhy okal okair arol	saiin otain chckhy okal okair arol qokey okary	chckhy	UNMAPPED	NONE	Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen	Kennstellen-/Systemcode	okair	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL|PREPARATION	[chckhy:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [okair:?]	[chckhy:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [Kandidat: Wärme-/Heißfeld/Teil-/Fraktionsfeld/Stoff-/Materialfeld/Zubereitungsfeld]	[chckhy:?] | Kennstellen-/Systemcode | [Kandidat: Wärme-/Heißfeld/Teil-/Fraktionsfeld/Stoff-/Materialfeld/Zubereitungsfeld]	Ansatz- oder Materialeintrag	RETAIN_GDT793_OPAQUE_ENTRY_PRIOR__MATERIAL_CONTEXT_RIVAL	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P20	okal	f58v	f58v	f58v.15	9	qoal talchos okal cho ytam	qot oiin okal aral s air qoal talchos okal cho ytam dam	talchos	UNMAPPED	NONE	Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen	Kennstellen-/Systemcode	cho	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	[talchos:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [cho:?]	[talchos:?] | Kennstellen-/Systemeintrag; Ansatz-/Materialrivale offen | [Kandidat: Trockenfeld/Zubereitungsfeld]	[talchos:?] | Kennstellen-/Systemcode | [Kandidat: Trockenfeld/Zubereitungsfeld]	Ansatz- oder Materialeintrag	RETAIN_GDT793_OPAQUE_ENTRY_PRIOR__MATERIAL_CONTEXT_RIVAL	9	0	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P21	ol	f114r	f114r	f114r.37	8	yky ols ol kaiin chees	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	ols	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MATERIAL	allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger	Ansatz-/Zubereitungsträger	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[ols:?] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [kaiin:?]	[Kandidat: Stoff-/Materialfeld] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	[Kandidat: Stoff-/Materialfeld] | Ansatz-/Zubereitungsträger | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	bestimmtes Medium: Öl, Wasser oder Wein	RETAIN_GDT762_GENERAL_CARRIER_PRIOR__SPECIFIC_MEDIUM_UNSUPPORTED	14	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P22	ol	f81r	f81r	f81r.22	8	ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	chedar	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PART	allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger	Ansatz-/Zubereitungsträger	oly	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	PROCESS	[chedar:?] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [oly:?]	[Kandidat: Trockenfeld/Wert-/Gradfeld/Teil-/Fraktionsfeld] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [Kandidat: Vorgangs-/Prozessfeld]	[Kandidat: Trockenfeld/Wert-/Gradfeld/Teil-/Fraktionsfeld] | Ansatz-/Zubereitungsträger | [Kandidat: Vorgangs-/Prozessfeld]	bestimmtes Medium: Öl, Wasser oder Wein	RETAIN_GDT762_GENERAL_CARRIER_PRIOR__SPECIFIC_MEDIUM_UNSUPPORTED	14	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P23	ol	f88v	f88v	f88v.19	3	odaiin sheo ol qokeey olaiin	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	sheo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PREPARATION	allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger	Ansatz-/Zubereitungsträger	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[sheo:?] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [qokeey:?]	[Kandidat: Feuchtefeld/Zubereitungsfeld] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	[Kandidat: Feuchtefeld/Zubereitungsfeld] | Ansatz-/Zubereitungsträger | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	bestimmtes Medium: Öl, Wasser oder Wein	RETAIN_GDT762_GENERAL_CARRIER_PRIOR__SPECIFIC_MEDIUM_UNSUPPORTED	14	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P24	ol	f112r	f112r	f112r.36	2	sain ol checkhy olchain	sain ol checkhy olchain okeey olam	sain	UNMAPPED	NONE	allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger	Ansatz-/Zubereitungsträger	checkhy	GDT739_EXACT_ACTIVE_CELL	DRY|VALUE|PREPARATION	[sain:?] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld	[sain:?] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld	[sain:?] | Ansatz-/Zubereitungsträger | Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld	bestimmtes Medium: Öl, Wasser oder Wein	RETAIN_GDT762_GENERAL_CARRIER_PRIOR__SPECIFIC_MEDIUM_UNSUPPORTED	11	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P25	ol	f55v	f55v	f55v.10	2	oaiin ol s aiin	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|PREPARATION	allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger	Ansatz-/Zubereitungsträger	s	UNMAPPED	NONE	[oaiin:?] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [s:?]	[Kandidat: Mengen-/Maßfeld/Zubereitungsfeld] | allgemeiner mengenfähiger Zubereitungs-/Inhaltsträger | [s:?]	[Kandidat: Mengen-/Maßfeld/Zubereitungsfeld] | Ansatz-/Zubereitungsträger | [s:?]	bestimmtes Medium: Öl, Wasser oder Wein	RETAIN_GDT762_GENERAL_CARRIER_PRIOR__SPECIFIC_MEDIUM_UNSUPPORTED	10	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P26	otal	f48r	f48r	f48r.6	7	lotal qotol otal ched o	alshey lkeedy ytchedy qokedy lotal qotol otal ched o key ykeey daldy	qotol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|MATERIAL	Materia-/Qualitätseintrag; Achse offen	Ausgangsansatz oder Stoffzubereitung	ched	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|CLOSE	[qotol:?] | Materia-/Qualitätseintrag; Achse offen | [ched:?]	[Kandidat: Kältefeld/Stoff-/Materialfeld] | Materia-/Qualitätseintrag; Achse offen | [Kandidat: Trockenfeld/Wert-/Gradfeld/Abschluss-/Ergebnisfeld]	[Kandidat: Kältefeld/Stoff-/Materialfeld] | Ausgangsansatz oder Stoffzubereitung | [Kandidat: Trockenfeld/Wert-/Gradfeld/Abschluss-/Ergebnisfeld]	Qualitäts- oder Zustandsfeld	PREPARATION_OR_QUALITY_CONTEXT_PROFILE__NO_DIRECT_SLOT	14	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
