candidate	original_id	context	bank_grammar	saved_maps	coherent_common_settings	remaining_meaning_alternatives	independent_meaning_capacity
L02_188_P4	L02_188	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_196_P2	L02_196	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_196_P4	L02_196	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_197_P2	L02_197	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_197_P4	L02_197	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_198_P2	L02_198	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_198_P4	L02_198	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_200_P2	L02_200	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_200_P4	L02_200	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_212_P2	L02_212	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_212_P4	L02_212	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_215_P2	L02_215	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_215_P4	L02_215	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
