source_group_id	unit_id	record_id	page	local_owner	visible_surface	clause_shape_id	source_slots	period_source_clause	direction_scope
E118	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	CURRENT_VISIBLE_OWNER_ONLY
E119	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	chckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	CURRENT_VISIBLE_OWNER_ONLY
E120	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	schedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E121	B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	qol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E122	B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	sshkchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: im Arbeitsgang schwenken; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E123	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E124	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E125	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E126	B1-S005	B1	f81v	B1_SHARED_TWO_ROW_POOL	qolchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiterüberführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E127	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	CURRENT_VISIBLE_OWNER_ONLY
E128	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	shckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	CURRENT_VISIBLE_OWNER_ONLY
E129	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	dl	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zusatz.	CURRENT_VISIBLE_OWNER_ONLY
E130	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	ral	C11	TARGET	Setze die bezeichnete Zielstelle: zur Zielstelle.	CURRENT_VISIBLE_OWNER_ONLY
E131	B1-S007	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E132	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	CURRENT_VISIBLE_OWNER_ONLY
E133	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E134	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	cheky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	CURRENT_VISIBLE_OWNER_ONLY
E135	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E136	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E137	B1-S009	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E138	B1-S010	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E139	B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	chckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	CURRENT_VISIBLE_OWNER_ONLY
E140	B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E141	B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	lsho	C01	LEARNED_OR_LOCAL_BODY>ACTION	Setze die gelernte Fachkarte: Waschgang beginnen.	CURRENT_VISIBLE_OWNER_ONLY
E142	B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E143	B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	lshedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E144	B1-S013	B1	f81v	B1_SHARED_TWO_ROW_POOL	lshedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E145	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E146	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	qolky	C02	ORDER	Danach oder in demselben Gang: auf dem Arbeitsweg weiterleiten.	CURRENT_VISIBLE_OWNER_ONLY
E147	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	lchedal	C01	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	Setze die gelernte Fachkarte: zur Ablaufstelle führen.	CURRENT_VISIBLE_OWNER_ONLY
E148	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	qol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E149	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	otar	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: danach von dort.	CURRENT_VISIBLE_OWNER_ONLY
E150	B1-S015	B1	f81v	B1_SHARED_TWO_ROW_POOL	ytey	C10	QUANTITY_OR_STAGE>GRADE>REFERENT	Setze Maß, Portion oder Stufe: kurzen Teil des aktuellen Postens nehmen.	CURRENT_VISIBLE_OWNER_ONLY
E151	B1-S015	B1	f81v	B1_SHARED_TWO_ROW_POOL	okchedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E152	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E153	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	okeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E154	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	qol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E155	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	cheedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E156	B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	sal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	CURRENT_VISIBLE_OWNER_ONLY
E157	B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	teol	C02	ORDER>GRADE	Danach oder in demselben Gang: kurz weiterleiten.	CURRENT_VISIBLE_OWNER_ONLY
E158	B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	dchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: weitergeführten Posten überführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E159	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	ly	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: aktuellen Posten abführen.	CURRENT_VISIBLE_OWNER_ONLY
E160	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	dsheol	C02	ORDER>ACTION>GRADE	Danach oder in demselben Gang: kurz weiter ruhen lassen.	CURRENT_VISIBLE_OWNER_ONLY
E161	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	oiiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollstufe.	CURRENT_VISIBLE_OWNER_ONLY
E162	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	olkeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E163	B1-S019	B1	f81v	B1_SHARED_TWO_ROW_POOL	tedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E164	B1-S020	B1	f81v	B1_SHARED_TWO_ROW_POOL	cheky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	CURRENT_VISIBLE_OWNER_ONLY
E165	B1-S020	B1	f81v	B1_SHARED_TWO_ROW_POOL	shckhedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E166	B1-S021	B1	f81v	B1_SHARED_TWO_ROW_POOL	chal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	CURRENT_VISIBLE_OWNER_ONLY
E167	B2-S001	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	dchedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E168	B2-S002	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qolchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiterüberführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E169	B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	CURRENT_VISIBLE_OWNER_ONLY
E170	B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	CURRENT_VISIBLE_OWNER_ONLY
E171	B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E172	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E173	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	lcheckhy	C01	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	Setze die gelernte Fachkarte: Ausgangsdurchlass.	CURRENT_VISIBLE_OWNER_ONLY
E174	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	lched	C01	LEARNED_OR_LOCAL_BODY>ACTION	Setze die gelernte Fachkarte: abführen.	CURRENT_VISIBLE_OWNER_ONLY
E175	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E176	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	lcheckhedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abseihen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E177	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokaly	C04	ACTION>TARGET>REFERENT	Führe es an der bezeichneten Stelle aus: dies dort ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E178	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	solkaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: bis Sollmass sammeln.	CURRENT_VISIBLE_OWNER_ONLY
E179	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	chckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	CURRENT_VISIBLE_OWNER_ONLY
E180	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	CURRENT_VISIBLE_OWNER_ONLY
E181	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	CURRENT_VISIBLE_OWNER_ONLY
E182	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	octheol	C02	ORDER>ACTION	Danach oder in demselben Gang: bereitgestellten Gang fortsetzen.	CURRENT_VISIBLE_OWNER_ONLY
E183	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	chkeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: diesen Posten länger warm halten.	CURRENT_VISIBLE_OWNER_ONLY
E184	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ldy	C01	LEARNED_OR_LOCAL_BODY>CLOSE	Setze die gelernte Fachkarte: abziehen; Ende.	CURRENT_VISIBLE_OWNER_ONLY
E185	B2-S006	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oteey	C02	ORDER>GRADE>REFERENT	Danach oder in demselben Gang: langer Folgeposten.	CURRENT_VISIBLE_OWNER_ONLY
E186	B2-S006	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E187	B2-S006	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	sheckhy	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz durchleiten.	CURRENT_VISIBLE_OWNER_ONLY
E188	B2-S006	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E189	B2-S007	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	dshedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E190	B2-S008	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	sotaiin	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: Folgemaß.	CURRENT_VISIBLE_OWNER_ONLY
E191	B2-S008	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	qokar	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: daraus ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E192	B2-S008	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E193	B2-S009	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	solshedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiter absetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E194	B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E195	B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E196	B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	ls	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Durchlassöffnung.	CURRENT_VISIBLE_OWNER_ONLY
E197	B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	cheey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	CURRENT_VISIBLE_OWNER_ONLY
E198	B2-S011	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	okain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	CURRENT_VISIBLE_OWNER_ONLY
E199	B2-S011	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	char	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	CURRENT_VISIBLE_OWNER_ONLY
E200	B2-S011	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	okain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	CURRENT_VISIBLE_OWNER_ONLY
E201	B2-S011	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E202	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	lchy	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: abziehen.	CURRENT_VISIBLE_OWNER_ONLY
E203	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	cheey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	CURRENT_VISIBLE_OWNER_ONLY
E204	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	qcthey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.	CURRENT_VISIBLE_OWNER_ONLY
E205	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	CURRENT_VISIBLE_OWNER_ONLY
E206	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	lcheey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Klarlauf abfuehren.	CURRENT_VISIBLE_OWNER_ONLY
E207	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	CURRENT_VISIBLE_OWNER_ONLY
E208	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	CURRENT_VISIBLE_OWNER_ONLY
E209	B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	qokeeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: vollständig ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E210	B2-S013	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E211	B2-S014	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	lar	C01	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	Setze die gelernte Fachkarte: von dort abfuehren.	CURRENT_VISIBLE_OWNER_ONLY
E212	B2-S015	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	tshey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Klarlauf zugeben.	CURRENT_VISIBLE_OWNER_ONLY
E213	B2-S015	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	CURRENT_VISIBLE_OWNER_ONLY
E214	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	cheal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	CURRENT_VISIBLE_OWNER_ONLY
E215	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	lchedar	C01	LEARNED_OR_LOCAL_BODY>ACTION>SOURCE_OR_PREPARATION	Setze die gelernte Fachkarte: von dort abführen.	CURRENT_VISIBLE_OWNER_ONLY
E216	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	ches	C08	ACTION	Führe die Handlung aus; schließe nur bei Endkarte: teilen.	CURRENT_VISIBLE_OWNER_ONLY
E217	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	aiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	CURRENT_VISIBLE_OWNER_ONLY
E218	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	oteey	C02	ORDER>GRADE>REFERENT	Danach oder in demselben Gang: langer Folgeposten.	CURRENT_VISIBLE_OWNER_ONLY
