clause_id	physical_page	register	start_event	end_event	events	instruction_count	instruction_ids	crosses_physical_line	end_reason	fluent_clause_de
P915-C011	f55v	HERBAL	P912-E0237	P912-E0258	22	14	P917-I0152|P917-I0153|P917-I0154|P917-I0155|P917-I0156|P917-I0157|P917-I0158|P917-I0159|P917-I0160|P917-I0161|P917-I0162|P917-I0163|P917-I0164|P917-I0165	YES	LICENSED_DY_CLOSE	Nach Sollmaß bearbeiten unter q-Träger. Aus diesem Teil diesen Posten kurz ansetzen und bearbeiten. Diesen Posten länger zugeben oder zuordnen und prüfen. Diesen Posten vollständig ansetzen. Auch weiter als eine Portion bearbeiten unter q-Träger. Diesen Posten umsetzen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle prüfen. Weiter von der Entnahmestelle nach Sollmaß zugeben oder zuordnen. Von der Entnahmestelle ansetzen zur Innenstelle. Aus diesem Teil diesen Posten entnehmen durch den Durchlass. Von der Entnahmestelle den Auszug und diesen Posten länger zugeben oder zuordnen mit f-Zeichen. Diesen Posten bearbeiten und umsetzen zur Ziel- oder Anschlussstelle. Als eine Portion ansetzen. Bearbeiten; fertig.
P915-C012	f55v	HERBAL	P912-E0259	P912-E0263	5	5	P917-I0166|P917-I0167|P917-I0168|P917-I0169|P917-I0170	NO	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Nach Sollmaß entnehmen. Als eine Portion diesen Posten zugeben oder zuordnen. Diesen Posten zugeben oder zuordnen. Bearbeiten; fertig.
P915-C013	f55v	HERBAL	P912-E0264	P912-E0319	56	35	P917-I0171|P917-I0172|P917-I0173|P917-I0174|P917-I0175|P917-I0176|P917-I0177|P917-I0178|P917-I0179|P917-I0180|P917-I0181|P917-I0182|P917-I0183|P917-I0184|P917-I0185|P917-I0186|P917-I0187|P917-I0188|P917-I0189|P917-I0190|P917-I0191|P917-I0192|P917-I0193|P917-I0194|P917-I0195|P917-I0196|P917-I0197|P917-I0198|P917-I0199|P917-I0200|P917-I0201|P917-I0202|P917-I0203|P917-I0204|P917-I0205	YES	LICENSED_DY_CLOSE	Nach Sollmaß diesen Posten umsetzen. Bearbeiten zur Ziel- oder Anschlussstelle zur Innenstelle. Nach Sollmaß diesen Posten zugeben oder zuordnen. Nach Sollmaß diesen Posten zugeben oder zuordnen entlang des Laufs. Diesen Posten kurz behandeln. Aus diesem Teil nach Sollmaß diesen Posten ansetzen und umsetzen. Als eine Portion diesen Posten zugeben oder zuordnen. Diesen Posten kurz halten und ansetzen. Als eine Portion den Ansatz entnehmen. Diesen Posten zugeben oder zuordnen und umsetzen. Einsetzen und entnehmen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle aus diesem Teil auf der zweiten Stufe diesen Posten den Zustand markieren zur Ziel- oder Anschlussstelle. Von der Entnahmestelle bearbeiten. Diesen Posten umsetzen. Nach Sollmaß ansetzen. Von der Entnahmestelle ansetzen. Weiter danach von der Entnahmestelle aus diesem Teil den Stoffteil und diesen Posten bearbeiten zur Ziel- oder Anschlussstelle. Von der Entnahmestelle ansetzen. Von der lokalen Stelle diesen Posten zugeben oder zuordnen. Diesen Posten ansetzen. Ansetzen zur Ziel- oder Anschlussstelle. Nach Sollmaß diesen Posten und den Ansatz ansetzen. Als eine Portion diesen Posten zugeben oder zuordnen. Danach von der lokalen Stelle diesen Posten zugeben oder zuordnen. Nach Sollmaß bearbeiten. Weiter prüfen. Nach Sollmaß ansetzen. Diesen Posten ansetzen. Nach Sollmaß diesen Posten bearbeiten. Danach von der Entnahmestelle diesen Posten zugeben oder zuordnen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle diesen Posten zugeben oder zuordnen. Weiter nach Sollmaß diesen Posten zugeben oder zuordnen. Von der Entnahmestelle kurz entnehmen und bearbeiten. Diesen Posten länger behandeln. Weiter weiterarbeiten; fertig.
P915-C014	f55v	HERBAL	P912-E0320	P912-E0334	15	6	P917-I0206|P917-I0207|P917-I0208|P917-I0209|P917-I0210|P917-I0211	YES	PAGE_END_OPEN	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle. Weiter diesen Posten bearbeiten. Von der Entnahmestelle als eine Portion nach Sollmaß den Ansatz und diesen Posten kurz behandeln. Weiter diesen Posten länger zugeben oder zuordnen und entnehmen. Prüfen in den nächsten Lauf. Danach von der Entnahmestelle nach Sollmaß zur Innenstelle weiterarbeiten.
P915-C015	f56r	HERBAL	P912-E0335	P912-E0340	6	4	P917-I0212|P917-I0213|P917-I0214|P917-I0215	NO	LICENSED_DY_CLOSE	Bearbeiten. Entnehmen zur Ziel- oder Anschlussstelle. Entnehmen und prüfen. Danach diesen Posten kurz prüfen; fertig.
P915-C016	f56r	HERBAL	P912-E0341	P912-E0385	45	28	P917-I0216|P917-I0217|P917-I0218|P917-I0219|P917-I0220|P917-I0221|P917-I0222|P917-I0223|P917-I0224|P917-I0225|P917-I0226|P917-I0227|P917-I0228|P917-I0229|P917-I0230|P917-I0231|P917-I0232|P917-I0233|P917-I0234|P917-I0235|P917-I0236|P917-I0237|P917-I0238|P917-I0239|P917-I0240|P917-I0241|P917-I0242|P917-I0243	YES	LICENSED_DY_CLOSE	Diesen Posten entnehmen, bearbeiten und in den Gegengang führen. Den Ansatz und diesen Posten entnehmen. Diesen Posten kurz ansetzen und entnehmen. Weiter diesen Posten und den Ansatz zugeben oder zuordnen und entnehmen. Diesen Posten kurz entnehmen und zugeben oder zuordnen. Danach diesen Posten entnehmen. Nach Sollmaß halten und ansetzen. Weiter diesen Posten ansetzen. Diesen Posten länger zugeben oder zuordnen. Diesen Posten länger ansetzen. Diesen Posten länger ansetzen. Diesen Posten ansetzen und prüfen. Danach den Ansatz entnehmen. Den Ansatz entnehmen. Den Ansatz ansetzen. Den Ansatz behandeln. Von der Entnahmestelle diesen Posten ansetzen. Diesen Posten umsetzen. Den Stoffteil und den Ansatz entnehmen. Nach Sollmaß den Stoffteil und diesen Posten zugeben oder zuordnen, entnehmen und bearbeiten zur Ziel- oder Anschlussstelle. Diesen Posten kurz entnehmen. Diesen Posten länger zugeben oder zuordnen. Nach Sollmaß diesen Posten halten und bearbeiten. Weiter zugeben oder zuordnen. Danach den Ansatz entnehmen. Diesen Posten ansetzen. Davon ausgehend den Stoffteil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle. Länger entnehmen und bearbeiten durch den Durchlass; fertig.
P915-C017	f56r	HERBAL	P912-E0386	P912-E0439	54	40	P917-I0244|P917-I0245|P917-I0246|P917-I0247|P917-I0248|P917-I0249|P917-I0250|P917-I0251|P917-I0252|P917-I0253|P917-I0254|P917-I0255|P917-I0256|P917-I0257|P917-I0258|P917-I0259|P917-I0260|P917-I0261|P917-I0262|P917-I0263|P917-I0264|P917-I0265|P917-I0266|P917-I0267|P917-I0268|P917-I0269|P917-I0270|P917-I0271|P917-I0272|P917-I0273|P917-I0274|P917-I0275|P917-I0276|P917-I0277|P917-I0278|P917-I0279|P917-I0280|P917-I0281|P917-I0282|P917-I0283	YES	PAGE_END_OPEN	Diesen Posten bearbeiten und ansetzen. Weiter zugeben oder zuordnen. Weiter halten. Danach diesen Posten kurz entnehmen. Weiter bearbeiten. Diesen Posten bearbeiten. Den Ansatz entnehmen. Danach diesen Posten entnehmen. Ansetzen. Diesen Posten bearbeiten. Diesen Posten den Zustand markieren. Nach Sollmaß ansetzen. Diesen Posten länger zugeben oder zuordnen und entnehmen. Weiter nach Sollmaß bis bereit führen. Entnehmen, bearbeiten und prüfen. Den Ansatz ansetzen. Halten. Den Stoffteil und diesen Posten kurz zugeben oder zuordnen und entnehmen. Diesen Posten ansetzen und entnehmen. Diesen Posten ansetzen. Den Auszug ansetzen. Zugeben oder zuordnen und entnehmen zur Ziel- oder Anschlussstelle. Prüfen. Weiter danach entnehmen. Danach diesen Posten bearbeiten, entnehmen und bearbeiten. Weiter bearbeiten. Weiter diesen Posten bis bereit führen. Danach aus diesem Teil diesen Posten entnehmen und bearbeiten. Bis bereit führen und bearbeiten. Den Zustand markieren. Von der Entnahmestelle diesen Posten zugeben oder zuordnen und entnehmen mit g-Zeichen. Diesen Posten länger ansetzen. Diesen Posten länger ansetzen und entnehmen. Diesen Posten kurz prüfen und entnehmen. Aus diesem Teil nach Sollmaß diesen Posten halten und bearbeiten. Diesen Posten ansetzen und entnehmen. Von der Entnahmestelle zugeben oder zuordnen, entnehmen und bearbeiten. Danach aus diesem Teil prüfen und bearbeiten. Danach weiter diesen Posten kurz zugeben oder zuordnen. Nach Sollmaß weiterarbeiten.
P915-C018	f75r	BIOLOGICAL	P912-E0440	P912-E0446	7	6	P917-I0284|P917-I0285|P917-I0286|P917-I0287|P917-I0288|P917-I0289	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle diesen Posten zugeben oder zuordnen, umsetzen und zugeben oder zuordnen. Diesen Posten länger ansetzen. Von der Entnahmestelle ansetzen. Diesen Posten zugeben oder zuordnen. Diesen Posten umsetzen. Danach von der Entnahmestelle ruhen lassen; fertig.
P915-C019	f75r	BIOLOGICAL	P912-E0447	P912-E0451	5	3	P917-I0290|P917-I0291|P917-I0292	NO	LICENSED_DY_CLOSE	Als eine Portion diesen Posten kurz halten. Weiter diesen Posten kurz prüfen und halten in den nächsten Lauf. Weiter weiterarbeiten; fertig.
P915-C020	f75r	BIOLOGICAL	P912-E0452	P912-E0453	2	2	P917-I0293|P917-I0294	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle diesen Posten umsetzen und zugeben oder zuordnen. Länger behandeln; fertig.
P915-C021	f75r	BIOLOGICAL	P912-E0454	P912-E0473	20	15	P917-I0295|P917-I0296|P917-I0297|P917-I0298|P917-I0299|P917-I0300|P917-I0301|P917-I0302|P917-I0303|P917-I0304|P917-I0305|P917-I0306|P917-I0307|P917-I0308|P917-I0309	YES	LICENSED_DY_CLOSE	Den Ansatz den Zustand markieren. Als eine Portion ansetzen. Entnehmen zur Ziel- oder Anschlussstelle. Als eine Portion den Ansatz und diesen Posten kurz zugeben oder zuordnen. Diesen Posten länger halten und zugeben oder zuordnen. Als eine Portion bearbeiten in den nächsten Lauf. Von der Entnahmestelle an der Sammelstelle aufnehmen. Auf der zweiten Stufe den Ansatz und diesen Posten zugeben oder zuordnen und bearbeiten durch den Durchlass in den nächsten Lauf zur Innenstelle. Diesen Posten länger zugeben oder zuordnen. Diesen Posten kurz halten in den nächsten Lauf. Zugeben oder zuordnen zur Ziel- oder Anschlussstelle. Diesen Posten kurz halten. Ansetzen. Diesen Posten kurz halten. Länger ansetzen; fertig.
P915-C022	f75r	BIOLOGICAL	P912-E0474	P912-E0481	8	4	P917-I0310|P917-I0311|P917-I0312|P917-I0313	NO	LICENSED_DY_CLOSE	Diesen Posten kurz halten. Von der Entnahmestelle zugeben oder zuordnen. Diesen Posten kurz den Zustand markieren durch den Durchlass. Weiter als eine Portion länger halten; fertig.
P915-C023	f75r	BIOLOGICAL	P912-E0482	P912-E0490	9	8	P917-I0314|P917-I0315|P917-I0316|P917-I0317|P917-I0318|P917-I0319|P917-I0320|P917-I0321	YES	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Diesen Posten ansetzen. Diesen Posten und den Ansatz länger einsetzen und zugeben oder zuordnen. Diesen Posten an der Sammelstelle aufnehmen. Aus diesem Teil von der Entnahmestelle diesen Posten kurz ansetzen. Als eine Portion ansetzen. Diesen Posten entnehmen und bis bereit führen. Länger ansetzen; fertig.
P915-C024	f75r	BIOLOGICAL	P912-E0491	P912-E0492	2	2	P917-I0322|P917-I0323	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Einsetzen und umsetzen; fertig.
P915-C025	f75r	BIOLOGICAL	P912-E0493	P912-E0493	1	1	P917-I0324	NO	LICENSED_DY_CLOSE	Ansetzen und halten; fertig.
P915-C026	f75r	BIOLOGICAL	P912-E0494	P912-E0503	10	7	P917-I0325|P917-I0326|P917-I0327|P917-I0328|P917-I0329|P917-I0330|P917-I0331	YES	LICENSED_DY_CLOSE	Als eine Portion diesen Posten bearbeiten. Diesen Posten umsetzen. Von der Entnahmestelle ansetzen. Weiter diesen Posten umsetzen in den nächsten Lauf. Diesen Posten ansetzen. Den Ansatz prüfen. Von der Entnahmestelle diesen Posten ansetzen; fertig.
P915-C027	f75r	BIOLOGICAL	P912-E0504	P912-E0507	4	3	P917-I0332|P917-I0333|P917-I0334	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten kurz halten durch den Durchlass. Als eine Portion ansetzen. Diesen Posten kurz spülen durch den Durchlass; fertig.
P915-C028	f75r	BIOLOGICAL	P912-E0508	P912-E0508	1	1	P917-I0335	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C029	f75r	BIOLOGICAL	P912-E0509	P912-E0509	1	1	P917-I0336	NO	LICENSED_DY_CLOSE	Ansetzen und umsetzen; fertig.
P915-C030	f75r	BIOLOGICAL	P912-E0510	P912-E0512	3	3	P917-I0337|P917-I0338|P917-I0339	NO	LICENSED_DY_CLOSE	Diesen Posten entnehmen und bis bereit führen. Bearbeiten in den nächsten Lauf. Kurz ansetzen; fertig.
P915-C031	f75r	BIOLOGICAL	P912-E0513	P912-E0516	4	4	P917-I0340|P917-I0341|P917-I0342|P917-I0343	NO	LICENSED_DY_CLOSE	Ansetzen. Diesen Posten kurz entnehmen durch den Durchlass. Von der Entnahmestelle ansetzen. Weiter umsetzen; fertig.
P915-C032	f75r	BIOLOGICAL	P912-E0517	P912-E0526	10	6	P917-I0344|P917-I0345|P917-I0346|P917-I0347|P917-I0348|P917-I0349	YES	LICENSED_DY_CLOSE	Prüfen zur Ziel- oder Anschlussstelle. Aus diesem Teil den Ansatz halten. Danach von der Entnahmestelle diesen Posten umsetzen. Diesen Posten kurz halten. Als eine Portion ansetzen. Danach diesen Posten kurz bearbeiten durch den Durchlass; fertig.
P915-C033	f75r	BIOLOGICAL	P912-E0527	P912-E0527	1	1	P917-I0350	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C034	f75r	BIOLOGICAL	P912-E0528	P912-E0528	1	1	P917-I0351	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C035	f75r	BIOLOGICAL	P912-E0529	P912-E0531	3	2	P917-I0352|P917-I0353	NO	LICENSED_DY_CLOSE	Ansetzen entlang des Laufs. Weiter diesen Posten länger ansetzen; fertig.
P915-C036	f75r	BIOLOGICAL	P912-E0532	P912-E0535	4	3	P917-I0354|P917-I0355|P917-I0356	NO	LICENSED_DY_CLOSE	Diesen Posten ansetzen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle ansetzen. Ruhen lassen; fertig.
P915-C037	f75r	BIOLOGICAL	P912-E0536	P912-E0547	12	8	P917-I0357|P917-I0358|P917-I0359|P917-I0360|P917-I0361|P917-I0362|P917-I0363|P917-I0364	YES	LICENSED_DY_CLOSE	Aus diesem Teil den Ansatz behandeln zur Innenstelle. Diesen Posten kurz prüfen und halten durch den Durchlass. Ansetzen zur Ziel- oder Anschlussstelle. Weiter diesen Posten kurz halten. Den Zustand markieren. Weiter diesen Posten länger halten. Diesen Posten kurz halten. Weiter diesen Posten kurz halten; fertig.
P915-C038	f75r	BIOLOGICAL	P912-E0548	P912-E0549	2	2	P917-I0365|P917-I0366	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Einsetzen und umsetzen; fertig.
P915-C039	f75r	BIOLOGICAL	P912-E0550	P912-E0550	1	1	P917-I0367	NO	LICENSED_DY_CLOSE	Länger zugeben oder zuordnen; fertig.
P915-C040	f75r	BIOLOGICAL	P912-E0551	P912-E0551	1	1	P917-I0368	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C041	f75r	BIOLOGICAL	P912-E0552	P912-E0552	1	1	P917-I0369	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C042	f75r	BIOLOGICAL	P912-E0553	P912-E0553	1	1	P917-I0370	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C043	f75r	BIOLOGICAL	P912-E0554	P912-E0554	1	1	P917-I0371	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C044	f75r	BIOLOGICAL	P912-E0555	P912-E0556	2	2	P917-I0372|P917-I0373	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Weiter kurz halten; fertig.
P915-C045	f75r	BIOLOGICAL	P912-E0557	P912-E0562	6	4	P917-I0374|P917-I0375|P917-I0376|P917-I0377	NO	LICENSED_DY_CLOSE	Als eine Portion prüfen. Diesen Posten kurz zugeben oder zuordnen und halten zur Ziel- oder Anschlussstelle. Als eine Portion ansetzen. Weiter diesen Posten kurz halten; fertig.
P915-C046	f75r	BIOLOGICAL	P912-E0563	P912-E0575	13	8	P917-I0378|P917-I0379|P917-I0380|P917-I0381|P917-I0382|P917-I0383|P917-I0384|P917-I0385	YES	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Als eine Portion diesen Posten ansetzen durch den Durchlass. Danach von der Entnahmestelle als eine Portion diesen Posten prüfen zur Ziel- oder Anschlussstelle. Als eine Portion ansetzen. Weiter diesen Posten länger an der Sammelstelle aufnehmen. Nach Sollmaß prüfen. Diesen Posten umsetzen. Weiter den Ansatz ruhen lassen; fertig.
P915-C047	f75r	BIOLOGICAL	P912-E0576	P912-E0576	1	1	P917-I0386	NO	LICENSED_DY_CLOSE	Ansetzen und umsetzen; fertig.
P915-C048	f75r	BIOLOGICAL	P912-E0577	P912-E0578	2	2	P917-I0387|P917-I0388	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Kurz halten; fertig.
