event_id	instruction_id	clause_id	physical_page	surface	component_recipe	workshop_phrase_de
P912-E0023	P917-I0018	P915-C001	f10r	chocthy	CH+O+CTH+Y	entnehmen; Arbeitsgang; die Bereitschaft dieses Postens prüfen
P912-E0024	P917-I0019	P915-C001	f10r	qotchy	OT+Y	danach diesen Posten
P912-E0025	P917-I0019	P915-C001	f10r	chol	OL	fortsetzen
P912-E0026	P917-I0019	P915-C001	f10r	or	OR	Ansatz
P912-E0027	P917-I0019	P915-C001	f10r	yty	Y+T+Y	dies; bearbeiten; dies
P912-E0028	P917-I0020	P915-C001	f10r	dy	Y	dies
P912-E0029	P917-I0020	P915-C001	f10r	dy	Y	dies
P912-E0030	P917-I0020	P915-C001	f10r	sor	S+OR	prüfen; Ansatz
P912-E0031	P917-I0021	P915-C001	f10r	chaiin	CH+AIIN	entnehmen; Sollmaß
P912-E0032	P917-I0022	P915-C001	f10r	chcthy	CH+CTH+Y	entnehmen; die Bereitschaft dieses Postens prüfen
P912-E0033	P917-I0023	P915-C001	f10r	ctho	CTH+O	Bereitschaft; Arbeitsgang
P912-E0034	P917-I0024	P915-C001	f10r	ckhy	CKH+Y	dies durch den Durchlass
P912-E0035	P917-I0024	P915-C001	f10r	or	OR	Ansatz
P912-E0036	P917-I0024	P915-C001	f10r	aiin	AIIN	Sollmaß
P912-E0037	P917-I0024	P915-C001	f10r	chtchor	CH+T+CH+OR	entnehmen; bearbeiten; vom Ansatz entnehmen
P912-E0038	P917-I0025	P915-C001	f10r	doiir	D_ADDR+O+IIN+R	Teilstelle; Arbeitsgang; Stufe; Zustand
P912-E0039	P917-I0026	P915-C001	f10r	ody	O+DY	Arbeitsgang; Schluss
P912-E0040	P917-I0027	P915-C002	f10r	qokchy	OK+Y	ansetzen; dies
P912-E0041	P917-I0028	P915-C002	f10r	qotchol	OT+CH+OL	danach; entnehmen; fortsetzen
P912-E0042	P917-I0029	P915-C002	f10r	chol	OL	fortsetzen
P912-E0043	P917-I0029	P915-C002	f10r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0044	P917-I0030	P915-C002	f10r	ycheor	Y+CHEO+R	dies; Auszug; Zustand
P912-E0045	P917-I0031	P915-C002	f10r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0046	P917-I0032	P915-C002	f10r	chor	CH+OR	vom Ansatz entnehmen
P912-E0047	P917-I0033	P915-C002	f10r	cthaiin	CTH+AIIN	Bereitschaft; Sollmaß
P912-E0048	P917-I0034	P915-C002	f10r	qoctholy	CARRIER_Q+O+CTH+OL+Y	q-Träger; Arbeitsgang; Bereitschaft; mit diesem fortsetzen
P912-E0049	P917-I0035	P915-C002	f10r	dy	Y	dies
P912-E0050	P917-I0035	P915-C002	f10r	chy	Y	dies
P912-E0051	P917-I0035	P915-C002	f10r	taiin	T+AIIN	bearbeiten; Sollmaß
P912-E0052	P917-I0036	P915-C002	f10r	shy	Y	dies
P912-E0053	P917-I0036	P915-C002	f10r	dchy	D_ADDR+Y	Teilstelle; dies
P912-E0054	P917-I0036	P915-C002	f10r	qokchol	OK+OL	den Gang beginnen und fortsetzen
P912-E0055	P917-I0037	P915-C002	f10r	y	Y	dies
P912-E0056	P917-I0037	P915-C002	f10r	kchaiin	K+CH+AIIN	zuordnen; entnehmen; Sollmaß
P912-E0057	P917-I0038	P915-C002	f10r	yty	Y+T+Y	dies; bearbeiten; dies
P912-E0058	P917-I0039	P915-C002	f10r	daiin	AIIN	Sollmaß
P912-E0059	P917-I0039	P915-C002	f10r	cth	CTH	Bereitschaft
P912-E0060	P917-I0040	P915-C002	f10r	dain	AIN	Portion
P912-E0061	P917-I0040	P915-C002	f10r	dair	D_ADDR+AIR	Teilstelle; Lauf
P912-E0062	P917-I0040	P915-C002	f10r	am	AM_ADDR	Innenstelle
P912-E0063	P917-I0040	P915-C002	f10r	qotchor	OT+CH+OR	danach; vom Ansatz entnehmen
P912-E0064	P917-I0041	P915-C002	f10r	chor	CH+OR	vom Ansatz entnehmen
P912-E0065	P917-I0042	P915-C002	f10r	otol	OT+OL	danach; fortsetzen
P912-E0066	P917-I0042	P915-C002	f10r	chol	OL	fortsetzen
P912-E0067	P917-I0042	P915-C002	f10r	cholor	OL+OR	mit dem Ansatz fortsetzen
P912-E0068	P917-I0042	P915-C002	f10r	chol	OL	fortsetzen
P912-E0069	P917-I0042	P915-C002	f10r	daiin	AIIN	Sollmaß
P912-E0070	P917-I0042	P915-C002	f10r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0071	P917-I0042	P915-C002	f10r	oykchor	O+Y+K+CH+OR	Arbeitsgang; dies; zuordnen; vom Ansatz entnehmen
P912-E0072	P917-I0043	P915-C002	f10r	shor	SH+OR	den Ansatz halten
P912-E0073	P917-I0044	P915-C002	f10r	chor	CH+OR	vom Ansatz entnehmen
P912-E0074	P917-I0045	P915-C002	f10r	chy	Y	dies
P912-E0075	P917-I0045	P915-C002	f10r	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	zuordnen; Adresse; i-Zeichen; Stufe
P912-E0076	P917-I0046	P915-C002	f10r	dy	Y	dies
P912-E0077	P917-I0046	P915-C002	f10r	chodaiin	CH+O+D_ADDR+AIIN	entnehmen; Arbeitsgang; Teilstelle; Sollmaß
P912-E0078	P917-I0047	P915-C002	f10r	oqotor	O+OT+OR	Arbeitsgang; danach mit dem Ansatz
P912-E0079	P917-I0048	P915-C002	f10r	otor	OT+OR	danach mit dem Ansatz
P912-E0080	P917-I0048	P915-C002	f10r	cfhy	CFH+Y	pressen/trennen; dies
P912-E0081	P917-I0049	P915-C002	f10r	cthor	CTH+OR	Bereitschaft; Ansatz
P912-E0082	P917-I0050	P915-C002	f10r	osain	O+S+AIN	Arbeitsgang; die Portion prüfen
P912-E0083	P917-I0051	P915-C002	f10r	ytoiin	Y+T+O+IIN	dies; bearbeiten; Arbeitsgang; Stufe
P912-E0084	P917-I0052	P915-C002	f10r	otchoshor	OT+CH+O+SH+OR	danach; entnehmen; Arbeitsgang; den Ansatz halten
P912-E0085	P917-I0053	P915-C002	f10r	qoty	OT+Y	danach diesen Posten
P912-E0086	P917-I0053	P915-C002	f10r	qotor	OT+OR	danach mit dem Ansatz
P912-E0087	P917-I0053	P915-C002	f10r	cthyd	CTH+Y+D_ADDR	die Bereitschaft dieses Postens prüfen; Teilstelle
P912-E0088	P917-I0054	P915-C002	f10r	otar	OT+AR	danach; Entnahmestelle
P912-E0089	P917-I0054	P915-C002	f10r	odaiin	O+D_ADDR+AIIN	Arbeitsgang; Teilstelle; Sollmaß
P912-E0090	P917-I0055	P915-C002	f10r	daiin	AIIN	Sollmaß
P912-E0091	P917-I0055	P915-C002	f10r	qotchy	OT+Y	danach diesen Posten
P912-E0092	P917-I0055	P915-C002	f10r	qotor	OT+OR	danach mit dem Ansatz
P912-E0093	P917-I0056	P915-C003	f11r	tshol	T+SH+OL	bearbeiten; halten; fortsetzen
P912-E0094	P917-I0057	P915-C003	f11r	schoal	SH+O+AL	halten; Arbeitsgang; Zielstelle
P912-E0095	P917-I0058	P915-C003	f11r	cfhy	CFH+Y	pressen/trennen; dies
P912-E0096	P917-I0059	P915-C003	f11r	shfydaiin	SH+Y+AIIN	halten; dies; Sollmaß
P912-E0097	P917-I0060	P915-C003	f11r	cphy	CPH+Y	Gegen-/Empfangsgang; dies
P912-E0098	P917-I0061	P915-C003	f11r	shey	SH+E+Y	dies kurz halten
P912-E0099	P917-I0062	P915-C003	f11r	tchody	T+CH+O+DY	bearbeiten; entnehmen; Arbeitsgang; Schluss
P912-E0100	P917-I0063	P915-C004	f11r	shoyty	SH+O+Y+T+Y	halten; Arbeitsgang; dies; bearbeiten; dies
P912-E0101	P917-I0064	P915-C004	f11r	socthody	S+O+CTH+O+D_ADDR+Y	prüfen; Arbeitsgang; Bereitschaft; Arbeitsgang; Teilstelle; dies
P912-E0102	P917-I0065	P915-C004	f11r	qodor	CARRIER_Q+O+D_ADDR+OR	q-Träger; Arbeitsgang; Teilstelle; Ansatz
P912-E0103	P917-I0066	P915-C004	f11r	y	Y	dies
P912-E0104	P917-I0066	P915-C004	f11r	kshy	K+SH+Y	zuordnen; halten; dies
P912-E0105	P917-I0067	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0106	P917-I0067	P915-C004	f11r	ytchy	Y+T+Y	dies; bearbeiten; dies
P912-E0107	P917-I0068	P915-C004	f11r	ytchoky	Y+T+OK+Y	dies; bearbeiten; ansetzen; dies
P912-E0108	P917-I0069	P915-C004	f11r	kchol	K+OL	zuordnen; fortsetzen
P912-E0109	P917-I0070	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0110	P917-I0070	P915-C004	f11r	qoty	OT+Y	danach diesen Posten
P912-E0111	P917-I0070	P915-C004	f11r	chol	OL	fortsetzen
P912-E0112	P917-I0070	P915-C004	f11r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0113	P917-I0071	P915-C004	f11r	dor	D_ADDR+OR	Teilstelle; Ansatz
P912-E0114	P917-I0071	P915-C004	f11r	ykychy	Y+K+Y+CH+Y	dies; zuordnen; dies; entnehmen; dies
P912-E0115	P917-I0072	P915-C004	f11r	choty	CH+OT+Y	entnehmen; danach diesen Posten
P912-E0116	P917-I0073	P915-C004	f11r	dain	AIN	Portion
P912-E0117	P917-I0073	P915-C004	f11r	chaiin	CH+AIIN	entnehmen; Sollmaß
P912-E0118	P917-I0074	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0119	P917-I0074	P915-C004	f11r	dod	D_ADDR+O+D_ADDR	Teilstelle; Arbeitsgang; Teilstelle
P912-E0120	P917-I0075	P915-C004	f11r	dchol	D_ADDR+OL	in diesem Teil fortsetzen
P912-E0121	P917-I0075	P915-C004	f11r	chy	Y	dies
P912-E0122	P917-I0075	P915-C004	f11r	kchy	K+Y	zuordnen; dies
P912-E0123	P917-I0076	P915-C004	f11r	dy	Y	dies
P912-E0124	P917-I0076	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0125	P917-I0076	P915-C004	f11r	tchol	T+OL	bearbeiten; fortsetzen
P912-E0126	P917-I0077	P915-C004	f11r	shor	SH+OR	den Ansatz halten
P912-E0127	P917-I0078	P915-C004	f11r	shor	SH+OR	den Ansatz halten
P912-E0128	P917-I0079	P915-C004	f11r	dky	D_ADDR+K+Y	Teilstelle; zuordnen; dies
P912-E0129	P917-I0080	P915-C004	f11r	y	Y	dies
P912-E0130	P917-I0080	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0131	P917-I0080	P915-C004	f11r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0132	P917-I0081	P915-C004	f11r	d	D_ADDR	Teilstelle
P912-E0133	P917-I0081	P915-C004	f11r	y	Y	dies
P912-E0134	P917-I0081	P915-C004	f11r	chodl	CH+O+D_ADDR+L	entnehmen; Arbeitsgang; Teilstelle; leiten
P912-E0135	P917-I0082	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0136	P917-I0082	P915-C004	f11r	odl	O+D_ADDR+L	Arbeitsgang; Teilstelle; leiten
P912-E0137	P917-I0083	P915-C004	f11r	d	D_ADDR	Teilstelle
P912-E0138	P917-I0083	P915-C004	f11r	s	S	prüfen
P912-E0139	P917-I0084	P915-C004	f11r	y	Y	dies
P912-E0140	P917-I0084	P915-C004	f11r	otol	OT+OL	danach; fortsetzen
P912-E0141	P917-I0084	P915-C004	f11r	chaiin	CH+AIIN	entnehmen; Sollmaß
P912-E0142	P917-I0085	P915-C004	f11r	ykchor	Y+K+CH+OR	dies; zuordnen; vom Ansatz entnehmen
P912-E0143	P917-I0086	P915-C004	f11r	dair	D_ADDR+AIR	Teilstelle; Lauf
P912-E0144	P917-I0086	P915-C004	f11r	chody	CH+O+D_ADDR+Y	entnehmen; Arbeitsgang; Teilstelle; dies
P912-E0145	P917-I0087	P915-C004	f11r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0146	P917-I0088	P915-C004	f11r	s	S	prüfen
P912-E0147	P917-I0089	P915-C004	f11r	daiin	AIIN	Sollmaß
P912-E0148	P917-I0089	P915-C004	f11r	qotchy	OT+Y	danach diesen Posten
P912-E0149	P917-I0089	P915-C004	f11r	okchol	OK+OL	den Gang beginnen und fortsetzen
P912-E0150	P917-I0090	P915-C004	f11r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0151	P917-I0091	P915-C004	f11r	dy	Y	dies
P912-E0152	P917-I0092	P915-C005	f13r	torshor	T+OR+SH+OR	bearbeiten; Ansatz; den Ansatz halten
P912-E0153	P917-I0093	P915-C005	f13r	opchy	O+P+Y	dies in den Arbeitsgang einsetzen
P912-E0154	P917-I0094	P915-C005	f13r	shol	SH+OL	halten; fortsetzen
P912-E0155	P917-I0095	P915-C005	f13r	dy	Y	dies
P912-E0156	P917-I0095	P915-C005	f13r	qopchy	O+P+Y	dies in den Arbeitsgang einsetzen
P912-E0157	P917-I0096	P915-C005	f13r	shol	SH+OL	halten; fortsetzen
P912-E0158	P917-I0097	P915-C005	f13r	opchor	O+P+CH+OR	Arbeitsgang; einsetzen; vom Ansatz entnehmen
P912-E0159	P917-I0098	P915-C005	f13r	dypchy	D_ADDR+Y+P+Y	Teilstelle; dies; einsetzen; dies
P912-E0160	P917-I0099	P915-C005	f13r	dchg	D_ADDR+CH+LOCAL_CHAR_G	Teilstelle; entnehmen; g-Zeichen
P912-E0161	P917-I0100	P915-C005	f13r	dchol	D_ADDR+OL	in diesem Teil fortsetzen
P912-E0162	P917-I0100	P915-C005	f13r	chol	OL	fortsetzen
P912-E0163	P917-I0100	P915-C005	f13r	dol	D_ADDR+OL	in diesem Teil fortsetzen
P912-E0164	P917-I0100	P915-C005	f13r	shkchy	SH+K+Y	halten; zuordnen; dies
P912-E0165	P917-I0101	P915-C005	f13r	ydal	Y+AL	dies; Zielstelle
P912-E0166	P917-I0101	P915-C005	f13r	shy	Y	dies
P912-E0167	P917-I0101	P915-C005	f13r	ykchy	Y+K+Y	dies; zuordnen; dies
P912-E0168	P917-I0102	P915-C005	f13r	qoty	OT+Y	danach diesen Posten
P912-E0169	P917-I0102	P915-C005	f13r	daiin	AIIN	Sollmaß
P912-E0170	P917-I0102	P915-C005	f13r	s	S	prüfen
P912-E0171	P917-I0103	P915-C005	f13r	y	Y	dies
P912-E0172	P917-I0103	P915-C005	f13r	s	S	prüfen
P912-E0173	P917-I0104	P915-C005	f13r	y	Y	dies
P912-E0174	P917-I0104	P915-C005	f13r	dchor	D_ADDR+CH+OR	Teilstelle; vom Ansatz entnehmen
P912-E0175	P917-I0105	P915-C005	f13r	shaiin	SH+AIIN	halten; Sollmaß
P912-E0176	P917-I0106	P915-C005	f13r	oeees	O+EEE+S	Arbeitsgang; vollständig; prüfen
P912-E0177	P917-I0107	P915-C005	f13r	ykor	Y+K+OR	dies; zuordnen; Ansatz
P912-E0178	P917-I0108	P915-C005	f13r	chor	CH+OR	vom Ansatz entnehmen
P912-E0179	P917-I0109	P915-C005	f13r	ytshy	Y+T+Y	dies; bearbeiten; dies
P912-E0180	P917-I0110	P915-C005	f13r	ykchy	Y+K+Y	dies; zuordnen; dies
P912-E0181	P917-I0111	P915-C005	f13r	kchy	K+Y	zuordnen; dies
P912-E0182	P917-I0112	P915-C005	f13r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0183	P917-I0112	P915-C005	f13r	qodchy	O+D_ADDR+Y	Arbeitsgang; Teilstelle; dies
P912-E0184	P917-I0113	P915-C005	f13r	ytchy	Y+T+Y	dies; bearbeiten; dies
P912-E0185	P917-I0114	P915-C005	f13r	otchor	OT+CH+OR	danach; vom Ansatz entnehmen
P912-E0186	P917-I0115	P915-C005	f13r	shorodo	SH+OR+O+D_ADDR+O	den Ansatz halten; Arbeitsgang; Teilstelle; Arbeitsgang
P912-E0187	P917-I0116	P915-C005	f13r	shy	Y	dies
P912-E0188	P917-I0116	P915-C005	f13r	tshy	T+Y	bearbeiten; dies
P912-E0189	P917-I0117	P915-C005	f13r	kchol	K+OL	zuordnen; fortsetzen
P912-E0190	P917-I0118	P915-C005	f13r	dpchy	D_ADDR+P+Y	Teilstelle; einsetzen; dies
P912-E0191	P917-I0119	P915-C005	f13r	qopchy	O+P+Y	dies in den Arbeitsgang einsetzen
P912-E0192	P917-I0120	P915-C005	f13r	otchol	OT+CH+OL	danach; entnehmen; fortsetzen
P912-E0193	P917-I0121	P915-C005	f13r	cfholdy	CFH+OL+DY	pressen/trennen; fortsetzen; fertig
P912-E0194	P917-I0122	P915-C006	f13r	tchor	T+CH+OR	bearbeiten; vom Ansatz entnehmen
P912-E0195	P917-I0123	P915-C006	f13r	dor	D_ADDR+OR	Teilstelle; Ansatz
P912-E0196	P917-I0123	P915-C006	f13r	daiin	AIIN	Sollmaß
P912-E0197	P917-I0123	P915-C006	f13r	qotchol	OT+CH+OL	danach; entnehmen; fortsetzen
P912-E0198	P917-I0124	P915-C006	f13r	okchy	OK+Y	ansetzen; dies
P912-E0199	P917-I0125	P915-C006	f13r	okchor	OK+CH+OR	ansetzen; vom Ansatz entnehmen
P912-E0200	P917-I0126	P915-C006	f13r	oiin	O+IIN	Arbeitsgang; Stufe
P912-E0201	P917-I0127	P915-C006	f13r	chckhy	CKH+Y	dies durch den Durchlass
P912-E0202	P917-I0127	P915-C006	f13r	d	D_ADDR	Teilstelle
P912-E0203	P917-I0127	P915-C006	f13r	dchy	D_ADDR+Y	Teilstelle; dies
P912-E0204	P917-I0127	P915-C006	f13r	qoky	OK+Y	ansetzen; dies
P912-E0205	P917-I0128	P915-C006	f13r	chol	OL	fortsetzen
P912-E0206	P917-I0128	P915-C006	f13r	dy	Y	dies
P912-E0207	P917-I0128	P915-C006	f13r	qoy	O+Y	Arbeitsgang; dies
P912-E0208	P917-I0129	P915-C006	f13r	d	D_ADDR	Teilstelle
P912-E0209	P917-I0129	P915-C006	f13r	oldy	OL+DY	fortsetzen; fertig
P912-E0210	P917-I0130	P915-C007	f13r	okchor	OK+CH+OR	ansetzen; vom Ansatz entnehmen
P912-E0211	P917-I0131	P915-C007	f13r	doaiin	D_ADDR+O+AIIN	Teilstelle; Arbeitsgang; Sollmaß
P912-E0212	P917-I0132	P915-C007	f13r	shochy	HO+Y	Stoffteil; dies
P912-E0213	P917-I0132	P915-C007	f13r	qokchy	OK+Y	ansetzen; dies
P912-E0214	P917-I0133	P915-C007	f13r	torchy	T+OR+Y	bearbeiten; Ansatz; dies
P912-E0215	P917-I0134	P915-C007	f13r	k	K	zuordnen
P912-E0216	P917-I0135	P915-C007	f13r	s	S	prüfen
P912-E0217	P917-I0136	P915-C007	f13r	okchey	OK+Y	ansetzen; dies
P912-E0218	P917-I0137	P915-C007	f13r	daiin	AIIN	Sollmaß
P912-E0219	P917-I0137	P915-C007	f13r	oldy	OL+DY	fortsetzen; fertig
P912-E0220	P917-I0138	P915-C008	f13r	shey	SH+E+Y	dies kurz halten
P912-E0221	P917-I0139	P915-C008	f13r	chol	OL	fortsetzen
P912-E0222	P917-I0139	P915-C008	f13r	doiin	D_ADDR+O+IIN	Teilstelle; Arbeitsgang; Stufe
P912-E0223	P917-I0140	P915-C008	f13r	ykoly	Y+K+OL+Y	dies; zuordnen; mit diesem fortsetzen
P912-E0224	P917-I0141	P915-C008	f13r	okchal	OK+CH+AL	ansetzen; entnehmen; Zielstelle
P912-E0225	P917-I0142	P915-C008	f13r	daldy	AL+DY	Zielstelle; Schluss
P912-E0226	P917-I0143	P915-C009	f13r	sotchy	S+OT+Y	prüfen; danach diesen Posten
P912-E0227	P917-I0144	P915-C009	f13r	kchy	K+Y	zuordnen; dies
P912-E0228	P917-I0145	P915-C009	f13r	okorory	OK+OR+OR+Y	ansetzen; Ansatz; Ansatz; dies
P912-E0229	P917-I0146	P915-C010	f55v	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	zuordnen; entnehmen; länger; Teilstelle; dies umsetzen
P912-E0230	P917-I0147	P915-C010	f55v	oedain	O+E+D_ADDR+AIN	Arbeitsgang; kurz; Teilstelle; Portion
P912-E0231	P917-I0148	P915-C010	f55v	chckhy	CKH+Y	dies durch den Durchlass
P912-E0232	P917-I0148	P915-C010	f55v	otoldaiin	OT+OL+D_ADDR+AIIN	danach; fortsetzen; Teilstelle; Sollmaß
P912-E0233	P917-I0148	P915-C010	f55v	dodyd	D_ADDR+O+DY+D_LABEL	Teilstelle; Arbeitsgang; Schluss; d-Zeichen
P912-E0234	P917-I0149	P915-C010	f55v	oeeed	O+EEE+D_ADDR	Arbeitsgang; vollständig; Teilstelle
P912-E0235	P917-I0150	P915-C010	f55v	yteey	Y+T+EE+Y	dies; bearbeiten; länger; dies
P912-E0236	P917-I0151	P915-C010	f55v	okeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0237	P917-I0152	P915-C011	f55v	qoaiin	CARRIER_Q+O+AIIN	q-Träger; Arbeitsgang; Sollmaß
P912-E0238	P917-I0153	P915-C011	f55v	okeody	OK+E+O+D_ADDR+Y	ansetzen; kurz; Arbeitsgang; Teilstelle; dies
P912-E0239	P917-I0154	P915-C011	f55v	ykeesan	Y+K+EE+S+AN	dies; zuordnen; länger; prüfen; Zusatz
P912-E0240	P917-I0155	P915-C011	f55v	qokeeey	OK+EEE+Y	ansetzen; vollständig; dies
P912-E0241	P917-I0156	P915-C011	f55v	os	OS	dazu
P912-E0242	P917-I0156	P915-C011	f55v	ain	AIN	Portion
P912-E0243	P917-I0156	P915-C011	f55v	qool	CARRIER_Q+O+OL	q-Träger; Arbeitsgang; fortsetzen
P912-E0244	P917-I0157	P915-C011	f55v	al	AL	Zielstelle
P912-E0245	P917-I0157	P915-C011	f55v	chedy	CHD+Y	dies umsetzen
P912-E0246	P917-I0158	P915-C011	f55v	sar	S+AR	die Entnahmestelle prüfen
P912-E0247	P917-I0159	P915-C011	f55v	aiin	AIIN	Sollmaß
P912-E0248	P917-I0159	P915-C011	f55v	ol	OL	fortsetzen
P912-E0249	P917-I0159	P915-C011	f55v	kar	K+AR	zuordnen; Entnahmestelle
P912-E0250	P917-I0160	P915-C011	f55v	am	AM_ADDR	Innenstelle
P912-E0251	P917-I0160	P915-C011	f55v	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0252	P917-I0161	P915-C011	f55v	chckhdy	CH+CKH+D_ADDR+Y	entnehmen; Durchlass; Teilstelle; dies
P912-E0253	P917-I0162	P915-C011	f55v	cheody	CHEO+Y	Auszug; dies
P912-E0254	P917-I0162	P915-C011	f55v	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	zuordnen; länger; dies; f-Zeichen; Entnahmestelle
P912-E0255	P917-I0163	P915-C011	f55v	al	AL	Zielstelle
P912-E0256	P917-I0163	P915-C011	f55v	ochedy	O+CHD+Y	Arbeitsgang; dies umsetzen
P912-E0257	P917-I0164	P915-C011	f55v	qokain	OK+AIN	eine Portion ansetzen
P912-E0258	P917-I0165	P915-C011	f55v	ody	O+DY	Arbeitsgang; Schluss
P912-E0259	P917-I0166	P915-C012	f55v	qokaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0260	P917-I0167	P915-C012	f55v	chaiin	CH+AIIN	entnehmen; Sollmaß
P912-E0261	P917-I0168	P915-C012	f55v	ykain	Y+K+AIN	dies; eine Portion zuordnen
P912-E0262	P917-I0169	P915-C012	f55v	ykan	Y+K+AN	dies; zuordnen; Zusatz
P912-E0263	P917-I0170	P915-C012	f55v	ody	O+DY	Arbeitsgang; Schluss
P912-E0264	P917-I0171	P915-C013	f55v	daiin	AIIN	Sollmaß
P912-E0265	P917-I0171	P915-C013	f55v	chedy	CHD+Y	dies umsetzen
P912-E0266	P917-I0172	P915-C013	f55v	talam	T+AL+AM_ADDR	bearbeiten; Zielstelle; Innenstelle
P912-E0267	P917-I0173	P915-C013	f55v	ykaiin	Y+K+AIIN	dies; nach Sollmaß zuordnen
P912-E0268	P917-I0174	P915-C013	f55v	daiin	AIIN	Sollmaß
P912-E0269	P917-I0174	P915-C013	f55v	ykair	Y+K+AIR	dies; zuordnen; Lauf
P912-E0270	P917-I0175	P915-C013	f55v	cheky	CHK+E+Y	dies kurz behandeln
P912-E0271	P917-I0176	P915-C013	f55v	daiiny	D_ADDR+AIIN+Y	Teilstelle; Sollmaß; dies
P912-E0272	P917-I0176	P915-C013	f55v	okchd	OK+CHD	ansetzen; umsetzen
P912-E0273	P917-I0177	P915-C013	f55v	ykain	Y+K+AIN	dies; eine Portion zuordnen
P912-E0274	P917-I0178	P915-C013	f55v	sheokey	SH+E+OK+E+Y	halten; kurz; dies kurz ansetzen
P912-E0275	P917-I0179	P915-C013	f55v	or	OR	Ansatz
P912-E0276	P917-I0179	P915-C013	f55v	ain	AIN	Portion
P912-E0277	P917-I0179	P915-C013	f55v	ch	CH	entnehmen
P912-E0278	P917-I0180	P915-C013	f55v	kchdy	K+CHD+Y	zuordnen; dies umsetzen
P912-E0279	P917-I0181	P915-C013	f55v	pchal	P+CH+AL	einsetzen; entnehmen; Zielstelle
P912-E0280	P917-I0182	P915-C013	f55v	ar	AR	Entnahmestelle
P912-E0281	P917-I0182	P915-C013	f55v	aldy	AL+D_ADDR+Y	Zielstelle; Teilstelle; dies
