master_card_id	master_form	card_value_de	syntactic_type	spoken_role	role_instruction_de	portable_scope	event_count	records
MC080	chor	Ansatz	OBJECT	OBJECT	Arbeitsgegenstand nennen	ACTIVE_CROSS_RECORD	7	B3|B4|H2|H4
MC081	okair	einsetzen · Lauf	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC082	qokeedy	lange einwirken; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	10	B2|B3|B4
MC083	qokedy	kurz einwirken; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	8	B1|B3|B4
MC084	rshedy	waschen; schließen	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC085	cheoar	Auszug · Quelle	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC086	chety	Anteil	QUANTITY_OBJECT	QUANTITY_OR_STAGE	Menge oder Stufe setzen	ACTIVE_CROSS_RECORD	2	B3|H1
MC087	chodaiin	Zugabe · Sollmaß	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC088	qokchdy	einführen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	3	B1|B3|B5
MC089	skar	ausgießen · Quelle	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC090	kchol	bearbeiten · weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC091	dairydy	Lauf · Posten; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC092	lol	abführen · weiter	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B5
MC093	otal	danach dorthin	TARGET_ANAPHOR	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	3	B3|B4
MC094	cheeety	vollständig · Teil	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC095	sheey	halten · länger · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC096	qokeedal	einsetzen · länger · Ziel	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC097	olkain	weiterer Anteil	CONTINUED_QUANTITY_OBJECT	QUANTITY_OR_STAGE	Menge oder Stufe setzen	ACTIVE_BIO_CROSS_RECORD	2	B1|B4
MC098	tshol	Zugabe · abführen	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC099	cheeckhody	Langpassage; Schluss	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC100	ody	kühlen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC101	ldalor	Ziel	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B6
MC102	rsheal	halten · kurz · Ziel	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC103	chokchy	weiterbearbeiten	ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	3	H1|H5
MC104	keol	kurz · weiter	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC105	chkain	Anteil	QUANTITY_OBJECT	QUANTITY_OR_STAGE	Menge oder Stufe setzen	ACTIVE_CROSS_RECORD	3	B1|B3|B4
MC106	teol	kurz · weiter	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC107	qotchy	danach · Posten	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC108	etyd	kurz · Teil	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC109	ytey	Posten · kurz · Teil	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC110	chkeedy	wärmen · länger; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC111	shfydaiin	halten · Sollmaß	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC112	octheol	bereitstellen · weiter	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC113	shedal	am Ziel absetzen	TARGET_STATE_ACTION	STATE	Zustand nennen	ACTIVE_BIO_CROSS_RECORD	2	B3|B5
MC114	sh	halten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC115	qoctholy	bereitstellen · weiter · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC116	schedair	Lauf	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC117	kchy	bearbeiten · Posten	LEARNED_LOCAL_ACTION	OPERATION	Handlung ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC118	ly	abführen · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC119	cheey	Klarauszug	PRODUCT_OBJECT	OBJECT	Arbeitsgegenstand nennen	ACTIVE_CROSS_RECORD	4	B2|B4|H3
MC120	okaiin	bemessen	QUANTITY_ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	9	B1|B2|B3|H4
MC121	otar	danach · Quelle	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC122	kchey	bearbeiten · kurz · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC123	chey	dies	ITEM_ANAPHOR	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	18	B1|B2|B3|B4|B6|H2|H3|H4
MC124	lkedy	abführen · kurz; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC125	chochor	Zugabe · Bereitung	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC126	pchedal	zuführen · übertragen · Ziel	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC127	lched	abführen · übertragen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC128	cheedy	kurz absetzen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	12	B1|B2|B3|B4
MC129	cfhy	auswringen · Posten	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC130	lsho	waschen	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC131	choy	Zugabe · Posten	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC132	sheckhy	Passage · kurz · Posten	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC133	lcheckhedy	abführen · trennen; schließen	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC134	qolky	weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC135	otedy	danach · kurz; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	2	B3
MC136	kchoar	Auszug · Quelle	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC137	shecthy	bereitstellen · kurz · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC138	dshedy	absetzen · kurz; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC139	dchdy	übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC140	qokeeedy	einsetzen · vollständig; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC141	tshey	Klarlauf	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC142	dchol	vom vorigen	SOURCE_ANAPHOR	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	2	H3|H5
MC143	shckhedy	seihen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	3	B1|B4
MC144	chldaiin	absetzen · Sollmaß	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC145	chedain	übertragen · Anteil	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC146	chealror	Ziel · Bereitung	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC147	cheky	kurz wärmen	ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	3	B1|B4
MC148	ykan	Posten · Anteil	LEARNED_QUANTITY_OR_STAGE	QUANTITY_OR_STAGE	Menge oder Stufe setzen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC149	solshedy	weiter · absetzen; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC150	okeeol	einsetzen · länger · weiter	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC151	qokshedy	einsetzen · absetzen; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC152	ches	teilen	LEARNED_LOCAL_ACTION	OPERATION	Handlung ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
