statement_id	record_unit_id	page	mould_id	boundary_from_previous	owner_trace	role_sequence	card_value_sequence_de	role_annotated_clause_de	original_carry_aware_clause_de
H5-S002	H5	f56r	M06_FILTER_CLEAR_PRODUCT	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ANAPHOR>OBJECT>OPERATION>PATH_OPERATION	vom vorigen | Zugabe · Posten | einsetzen | Langpassage; Schluss	ANAPHOR[vom vorigen] — OBJECT[Zugabe · Posten] — OPERATION[einsetzen] — PATH_OPERATION[Langpassage; Schluss]	vom zielgesetzten Ansatz weiter: vom vorigen — Zugabe Posten — einsetzen — Langpassage; Schluss.
H5-S003	H5	f56r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PROCESS_OR_STATE>OBJECT>PROCESS_OR_STATE>OPERATION	halten | weitere Zutat | bearbeiten · kurz · Posten | einsetzen · einsetzen · Posten	PROCESS_OR_STATE[halten] — OBJECT[weitere Zutat] — PROCESS_OR_STATE[bearbeiten · kurz · Posten] — OPERATION[einsetzen · einsetzen · Posten]	Neuer Schritt: halten — weitere Zutat — bearbeiten kurz Posten — einsetzen einsetzen Posten.
H5-S004	H5	f56r	M01_MATERIAL_PREPARATION	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	OPERATION>OBJECT>TRANSFER_OR_ADDRESS	weiterbearbeiten | einsetzen · Auszug | bearbeiten · Ziel	OPERATION[weiterbearbeiten] — OBJECT[einsetzen · Auszug] — TRANSFER_OR_ADDRESS[bearbeiten · Ziel]	mit dem eingesetzten Posten weiter: weiterbearbeiten — einsetzen Auszug — bearbeiten Ziel.
H5-S005	H5	f56r	M09_APPLICATION_FASTEN	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	OBJECT>OPERATION>OBJECT>OPERATION	weitere Zutat | weiterbearbeiten | Auszug · Quelle | danach · anwenden	OBJECT[weitere Zutat] — OPERATION[weiterbearbeiten] — OBJECT[Auszug · Quelle] — OPERATION[danach · anwenden]	mit dem Auszug am Ziel weiter: weitere Zutat — weiterbearbeiten — Auszug Quelle — danach anwenden.
H5-S006	H5	f56r	M04_ORDER_CONTINUATION	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ANAPHOR>PROCESS_OR_STATE>QUANTITY_OR_STAGE	das nächste | kurz · weiter | Sollmaß	ANAPHOR[das nächste] — PROCESS_OR_STATE[kurz · weiter] — QUANTITY_OR_STAGE[Sollmaß]	zum nächsten Posten weiter: das nächste — kurz weiter — Sollmaß.
B1-S001	B1	f81v	M05_STATE_CLOSE	RECORD_START	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION_CLOSE	kurz einwirken; Schluss	OPERATION_CLOSE[kurz einwirken; Schluss]	Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz einwirken; Schluss.
B1-S002	B1	f81v	M08_CARRIED_PREPARATION_FRAME	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>TRANSFER_OR_ADDRESS>OPERATION>ANAPHOR>LINK_OR_ORDER>QUANTITY_OR_STAGE>QUANTITY_OR_STAGE>ANAPHOR>LINK_OR_ORDER>LINK_OR_ORDER>OBJECT>ANAPHOR>LINK_OR_ORDER>PATH_OPERATION>QUANTITY_OR_STAGE>PROCESS_OR_STATE>QUANTITY_OR_STAGE>OPERATION>OPERATION_CLOSE	bemessen | Lauf | dorthin einsetzen | davon | weiter | Anteil | weiterer Anteil | dorthin | weiter | weiter | Zusatz | derselbe Ansatz | weiter | Passage · kurz · Ziel | Sollmaß | einsetzen · länger · Ziel | Sollmaß | durchleiten | überführen; Schluss	OPERATION[bemessen] — TRANSFER_OR_ADDRESS[Lauf] — OPERATION[dorthin einsetzen] — ANAPHOR[davon] — LINK_OR_ORDER[weiter] — QUANTITY_OR_STAGE[Anteil] — QUANTITY_OR_STAGE[weiterer Anteil] — ANAPHOR[dorthin] — LINK_OR_ORDER[weiter] — LINK_OR_ORDER[weiter] — OBJECT[Zusatz] — ANAPHOR[derselbe Ansatz] — LINK_OR_ORDER[weiter] — PATH_OPERATION[Passage · kurz · Ziel] — QUANTITY_OR_STAGE[Sollmaß] — PROCESS_OR_STATE[einsetzen · länger · Ziel] — QUANTITY_OR_STAGE[Sollmaß] — OPERATION[durchleiten] — OPERATION_CLOSE[überführen; Schluss]	Neuer Schritt: bemessen — Lauf — dorthin einsetzen — davon — weiter — Anteil — weiterer Anteil — dorthin — weiter — weiter — Zusatz — derselbe Ansatz — weiter — Passage kurz Ziel — Sollmaß — einsetzen länger Ziel — Sollmaß — durchleiten — überführen; Schluss.
B1-S003	B1	f81v	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	LINK_OR_ORDER>PROCESS_OR_STATE	weiter | Haltetransfer; Schluss	LINK_OR_ORDER[weiter] — PROCESS_OR_STATE[Haltetransfer; Schluss]	Neuer Schritt: weiter — Haltetransfer; Schluss.
B1-S004	B1	f81v	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	überführen | weiter | kurz absetzen; Schluss	OPERATION[überführen] — LINK_OR_ORDER[weiter] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: überführen — weiter — kurz absetzen; Schluss.
B1-S005	B1	f81v	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION_CLOSE	weiterführen; Schluss	OPERATION_CLOSE[weiterführen; Schluss]	Neuer Schritt: weiterführen; Schluss.
B1-S006	B1	f81v	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>OPERATION>OBJECT>TRANSFER_OR_ADDRESS	Anteil zugeben | durchleiten | Zusatz | Ziel	OPERATION[Anteil zugeben] — OPERATION[durchleiten] — OBJECT[Zusatz] — TRANSFER_OR_ADDRESS[Ziel]	Neuer Schritt: Anteil zugeben — durchleiten — Zusatz — Ziel.
B1-S007	B1	f81v	M10_LOCAL_EXACT_CELL	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION_CLOSE	einführen; Schluss	OPERATION_CLOSE[einführen; Schluss]	am offenen Ziel in die Überführung weiter: einführen; Schluss.
B1-S008	B1	f81v	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	ANAPHOR>LINK_OR_ORDER>OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	ANAPHOR[dies] — LINK_OR_ORDER[weiter] — OPERATION[kurz wärmen] — LINK_OR_ORDER[weiter] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: dies — weiter — kurz wärmen — weiter — kurz absetzen; Schluss.
B1-S009	B1	f81v	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION_CLOSE	kurz einwirken; Schluss	OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: kurz einwirken; Schluss.
B1-S010	B1	f81v	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION_CLOSE	kurz einwirken; Schluss	OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: kurz einwirken; Schluss.
B1-S011	B1	f81v	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>OPERATION	durchleiten | einsetzen	OPERATION[durchleiten] — OPERATION[einsetzen]	Neuer Schritt: durchleiten — einsetzen.
B1-S012	B1	f81v	M06_FILTER_CLEAR_PRODUCT	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	PATH_OPERATION>OPERATION>PATH_OPERATION	waschen | kurz einwirken | waschen; schließen	PATH_OPERATION[waschen] — OPERATION[kurz einwirken] — PATH_OPERATION[waschen; schließen]	mit dem eingesetzten Posten am selben Besitzer weiter: waschen — kurz einwirken — waschen; Schritt schließen.
B1-S013	B1	f81v	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	PATH_OPERATION	waschen; schließen	PATH_OPERATION[waschen; schließen]	Neuer Schritt: waschen; Schritt schließen.
B1-S014	B1	f81v	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>LINK_OR_ORDER>TRANSFER_OR_ADDRESS>LINK_OR_ORDER>TRANSFER_OR_ADDRESS	überführen | weiter | abführen · übertragen · Ziel | weiter | danach · Quelle	OPERATION[überführen] — LINK_OR_ORDER[weiter] — TRANSFER_OR_ADDRESS[abführen · übertragen · Ziel] — LINK_OR_ORDER[weiter] — TRANSFER_OR_ADDRESS[danach · Quelle]	Neuer Schritt: überführen — weiter — abführen übertragen Ziel — weiter — danach Quelle.
B1-S015	B1	f81v	M05_STATE_CLOSE	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	PROCESS_OR_STATE>OPERATION_CLOSE	Posten · kurz · Teil | einführen; Schluss	PROCESS_OR_STATE[Posten · kurz · Teil] — OPERATION_CLOSE[einführen; Schluss]	von der eben gesetzten Quelle weiter: Posten kurz Teil — einführen; Schluss.
B1-S016	B1	f81v	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	OPERATION[dorthin einsetzen] — OPERATION[lange einwirken] — LINK_OR_ORDER[weiter] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
B1-S017	B1	f81v	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	ANAPHOR>PROCESS_OR_STATE>TRANSFER_OR_ADDRESS	dorthin | kurz · weiter | übertragen; schließen	ANAPHOR[dorthin] — PROCESS_OR_STATE[kurz · weiter] — TRANSFER_OR_ADDRESS[übertragen; schließen]	Neuer Schritt: dorthin — kurz weiter — übertragen; Schritt schließen.
B1-S018	B1	f81v	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE>QUANTITY_OR_STAGE>OPERATION_CLOSE	abführen · Posten | halten · kurz · weiter | Arbeitsstufe | lange sammeln; Schluss	TRANSFER_OR_ADDRESS[abführen · Posten] — PROCESS_OR_STATE[halten · kurz · weiter] — QUANTITY_OR_STAGE[Arbeitsstufe] — OPERATION_CLOSE[lange sammeln; Schluss]	Neuer Schritt: abführen Posten — halten kurz weiter — Arbeitsstufe — lange sammeln; Schluss.
B1-S019	B1	f81v	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION_CLOSE	kurz absetzen; Schluss	OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: kurz absetzen; Schluss.
B1-S020	B1	f81v	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	OPERATION>OPERATION_CLOSE	kurz wärmen | seihen; Schluss	OPERATION[kurz wärmen] — OPERATION_CLOSE[seihen; Schluss]	Neuer Schritt: kurz wärmen — seihen; Schluss.
B1-S021	B1	f81v	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	ANAPHOR	dorthin	ANAPHOR[dorthin]	Neuer Schritt: dorthin.
B2-S001	B2	f82r	M10_LOCAL_EXACT_CELL	RECORD_START	obere Paarbecken-/Zylinderstation	OPERATION_CLOSE	überführen; Schluss	OPERATION_CLOSE[überführen; Schluss]	Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.
B2-S002	B2	f82r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	OPERATION_CLOSE	weiterführen; Schluss	OPERATION_CLOSE[weiterführen; Schluss]	Neuer Schritt: weiterführen; Schluss.
B2-S003	B2	f82r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	OPERATION>ANAPHOR>OPERATION_CLOSE	Anteil zugeben | dies | lange einwirken; Schluss	OPERATION[Anteil zugeben] — ANAPHOR[dies] — OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.
B2-S004	B2	f82r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	OPERATION>PATH_OPERATION>TRANSFER_OR_ADDRESS>OPERATION>PATH_OPERATION	dorthin einsetzen | abführen · Passage · Posten | abführen · übertragen | lange einwirken | abführen · trennen; schließen	OPERATION[dorthin einsetzen] — PATH_OPERATION[abführen · Passage · Posten] — TRANSFER_OR_ADDRESS[abführen · übertragen] — OPERATION[lange einwirken] — PATH_OPERATION[abführen · trennen; schließen]	Neuer Schritt: dorthin einsetzen — abführen Passage Posten — abführen übertragen — lange einwirken — abführen trennen; Schritt schließen.
B2-S005	B2	f82r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE>OPERATION>OPERATION>OPERATION>PROCESS_OR_STATE>PROCESS_OR_STATE>OPERATION_CLOSE	einsetzen · Ziel · Posten | auffangen · Sollmaß | durchleiten | bemessen | bemessen | bereitstellen · weiter | wärmen · länger · Posten | abziehen; Schluss	TRANSFER_OR_ADDRESS[einsetzen · Ziel · Posten] — PROCESS_OR_STATE[auffangen · Sollmaß] — OPERATION[durchleiten] — OPERATION[bemessen] — OPERATION[bemessen] — PROCESS_OR_STATE[bereitstellen · weiter] — PROCESS_OR_STATE[wärmen · länger · Posten] — OPERATION_CLOSE[abziehen; Schluss]	Neuer Schritt: einsetzen Ziel Posten — auffangen Sollmaß — durchleiten — bemessen — bemessen — bereitstellen weiter — wärmen länger Posten — abziehen; Schluss.
B2-S006	B2	f82r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	PROCESS_OR_STATE>OPERATION>PATH_OPERATION>OPERATION	danach · länger · Posten | dorthin einsetzen | Passage · kurz · Posten | einsetzen	PROCESS_OR_STATE[danach · länger · Posten] — OPERATION[dorthin einsetzen] — PATH_OPERATION[Passage · kurz · Posten] — OPERATION[einsetzen]	Neuer Schritt: danach länger Posten — dorthin einsetzen — Passage kurz Posten — einsetzen.
B2-S007	B2	f82r	M05_STATE_CLOSE	OWNER_RESET	mittlere linke Geräte-/Inline-Knotenstation	PROCESS_OR_STATE	absetzen · kurz; schließen	PROCESS_OR_STATE[absetzen · kurz; schließen]	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: absetzen kurz; Schritt schließen.
B2-S008	B2	f82r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	mittlere linke Geräte-/Inline-Knotenstation	QUANTITY_OR_STAGE>TRANSFER_OR_ADDRESS>OPERATION_CLOSE	Folgemaß | einsetzen · Quelle | kurz absetzen; Schluss	QUANTITY_OR_STAGE[Folgemaß] — TRANSFER_OR_ADDRESS[einsetzen · Quelle] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: Folgemaß — einsetzen Quelle — kurz absetzen; Schluss.
B2-S009	B2	f82r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	mittlere linke Geräte-/Inline-Knotenstation	PROCESS_OR_STATE	weiter · absetzen; schließen	PROCESS_OR_STATE[weiter · absetzen; schließen]	Neuer Schritt: weiter absetzen; Schritt schließen.
B2-S010	B2	f82r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	mittlere linke Geräte-/Inline-Knotenstation	OPERATION>OPERATION>TRANSFER_OR_ADDRESS>OBJECT	lange einwirken | einsetzen | abführen | Klarauszug	OPERATION[lange einwirken] — OPERATION[einsetzen] — TRANSFER_OR_ADDRESS[abführen] — OBJECT[Klarauszug]	Neuer Schritt: lange einwirken — einsetzen — abführen — Klarauszug.
B2-S011	B2	f82r	M02_SOURCE_SHARE_MEASURE	OWNER_RESET	ungelöste mittlere rechte Linie-/Liegepodeststation	OPERATION>ANAPHOR>OPERATION>OPERATION_CLOSE	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	OPERATION[Anteil zugeben] — ANAPHOR[davon] — OPERATION[Anteil zugeben] — OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
