reading_unit_id	page	source_module	visible_owner	member_group_count	visible_surface_sequence	local_job_id	workshop_instruction_de	apprentice_action_de
f67r2.13	f67r2	M67_RIGHT_RING_RULES	A1_RIGHT_RING_BAND_01	4	opodchol s ain aldy	F67_PREPARATION_SEASON	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.14	f67r2	M67_RIGHT_RING_RULES	A1_RIGHT_RING_BAND_02	3	soeey doiin oldy	F67_PREPARATION_SEASON	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.73	f67r2	M67_RIGHT_RING_RULES	A1_RIGHT_OUTER_RING_TEXT	11	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	F67_PREPARATION_SEASON	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.64	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_01	2	s air	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: A1_RIGHT_PHASE_STATION_01: Nebenwert.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.65	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_02	1	soear	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.66	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_03	1	cpheey	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.67	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_04	1	okodar	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.68	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_05	1	oepchod	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.69	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_06	2	s ay	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: A1_RIGHT_PHASE_STATION_06: Nebenwert.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.70	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_07	1	osar	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.71	f67r2	M67_RIGHT_PHASES	A1_RIGHT_PHASE_STATION_08	1	oran	F67_PREPARATION_PHASE	lokale Phasenbedingung fuer den Ansatz: Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.74	f67r2	M67_SHARED_LEGEND	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	13	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	F67_PAGE_LEGEND	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.1	f68r1	M68_PANEL_HEADERS	A2_LEFT_PANEL_HEADER	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.2	f68r1	M68_PANEL_HEADERS	A2_MIDDLE_PANEL_HEADER	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.3	f68r1	M68_PANEL_HEADERS	A2_RIGHT_PANEL_HEADER	8	ykor shey qocheey chokal okeey ror eckhear daram	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.4	f68r1	M68_PANEL_HEADERS	A2_MULTIPANEL_HEADER_FRAGMENT_04	2	dchor okaiiin	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.5	f68r1	M68_PANEL_HEADERS	A2_MULTIPANEL_HEADER_FRAGMENT_05	1	yky	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.6	f68r1	M68_PANEL_HEADERS	A2_MULTIPANEL_HEADER_FRAGMENT_06	1	dary	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.7	f68r1	M68_PANEL_HEADERS	A2_MULTIPANEL_HEADER_FRAGMENT_07	1	chkchykoly	F68_SKY_REGION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.9	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_01	1	odchecthy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_01: feste abgeleitete Bedingung.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.10	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_02	1	otcheody	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.11	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_03	1	okoaly	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.12	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_04	1	chocfhy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.13	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_05	1	octhey	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_05: ausgewählte Grundbedingung.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.14	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_06	1	otshey	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.15	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_07	1	otydy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.16	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_08	1	okear	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.17	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_09	1	cphocthy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.18	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_10	1	ytchody	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.19	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_11	1	otys	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.20	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_12	1	olor	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.21	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_13	1	ockhy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.22	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_14	1	ofcheor	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.23	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_15	1	otchdy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.24	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_16	1	otykchs	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.25	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_17	1	otol	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.26	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_18	1	otor	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.27	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_19	1	oiinar	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.28	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_20	1	okoldy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.29	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_21	1	ykchdy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.30	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_22	1	oeeody	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.31	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_23	1	ocphy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_23: Grundauswahl.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.32	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_24	1	okeeodal	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.33	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_25	1	okshor	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.34	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_26	1	osdaiin	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.35	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_27	1	otochedy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.36	f68r1	M68_STAR_STATIONS	A2_STAR_STATION_28	1	dolchedy	F68_STAR_ADDRESS	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.8	f68r1	M68_CENTER_KEY	A2_CENTRE_KEY_UNRESOLVED	1	okodaly	F68_LOCAL_REFERENCE	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f68r1.37	f68r1	M68_CENTER_KEY	A2_CENTRAL_LEGEND_UNRESOLVED	5	oky okchdy okardy qear oygy	F68_LOCAL_REFERENCE	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.1	f69v	M69_LEFT_RUBRIC	A3_LEFT_WHEEL_RING_TEXT	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	F69_WORK_CHOICE_RUBRIC	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.4	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_01	2	okeey sar	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.5	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_02	2	okeo dy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.6	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_03	1	ochoyk	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.7	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_04	1	ykeey	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.8	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_05	1	ytory	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.9	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_06	1	oeesy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
