exercise_id	renderer_id	token_position	source_master_card	selected_surface	recovered_master_card	spoken_value_de	roundtrip
C04	R-A	3	lchedy	lchedy	lchedy	abführen; Schluss	PASS
C04	R-B	1	chey	chey	chey	dies	PASS
C04	R-B	2	chdal	chdal	chdal	übertragen · Zielstelle	PASS
C04	R-B	3	lchedy	lchedy	lchedy	abführen; Schluss	PASS
C04	R-C	1	chey	shy	chey	dies	PASS
C04	R-C	2	chdal	chdal	chdal	übertragen · Zielstelle	PASS
C04	R-C	3	lchedy	lchedy	lchedy	abführen; Schluss	PASS
C04	R-D	1	chey	y	chey	dies	PASS
C04	R-D	2	chdal	chdal	chdal	übertragen · Zielstelle	PASS
C04	R-D	3	lchedy	lchedy	lchedy	abführen; Schluss	PASS
C05	R-A	1	chey	chey	chey	dies	PASS
C05	R-A	2	aiin	aiin	aiin	Sollmaß	PASS
C05	R-A	3	chey	chey	chey	dies	PASS
C05	R-A	4	oiiin	oiiin	oiiin	Arbeitsstufe	PASS
C05	R-B	1	chey	chey	chey	dies	PASS
C05	R-B	2	aiin	aiin	aiin	Sollmaß	PASS
C05	R-B	3	chey	chey	chey	dies	PASS
C05	R-B	4	oiiin	oiiin	oiiin	Arbeitsstufe	PASS
C05	R-C	1	chey	shy	chey	dies	PASS
C05	R-C	2	aiin	saiin	aiin	Sollmaß	PASS
C05	R-C	3	chey	shy	chey	dies	PASS
C05	R-C	4	oiiin	soiiin	oiiin	Arbeitsstufe	PASS
C05	R-D	1	chey	y	chey	dies	PASS
C05	R-D	2	aiin	aiin	aiin	Sollmaß	PASS
C05	R-D	3	chey	y	chey	dies	PASS
C05	R-D	4	oiiin	oiiin	oiiin	Arbeitsstufe	PASS
C06	R-A	1	otchor	otchor	otchor	Folgeansatz	PASS
C06	R-A	2	otol	otol	otol	danach · weiter	PASS
C06	R-A	3	choky	choky	choky	einsetzen	PASS
C06	R-B	1	otchor	qotchor	otchor	Folgeansatz	PASS
C06	R-B	2	otol	otol	otol	danach · weiter	PASS
C06	R-B	3	choky	qoky	choky	einsetzen	PASS
C06	R-C	1	otchor	otchor	otchor	Folgeansatz	PASS
C06	R-C	2	otol	otol	otol	danach · weiter	PASS
C06	R-C	3	choky	choky	choky	einsetzen	PASS
C06	R-D	1	otchor	otchor	otchor	Folgeansatz	PASS
C06	R-D	2	otol	otol	otol	danach · weiter	PASS
C06	R-D	3	choky	oky	choky	einsetzen	PASS
C07	R-A	1	char	char	char	davon	PASS
C07	R-A	2	chety	chety	chety	Anteil	PASS
C07	R-A	3	okal	okal	okal	dorthin einsetzen	PASS
C07	R-A	4	qokylddy	qokylddy	qokylddy	einsetzen · Posten · festbinden	PASS
C07	R-B	1	char	char	char	davon	PASS
C07	R-B	2	chety	chety	chety	Anteil	PASS
C07	R-B	3	okal	qokal	okal	dorthin einsetzen	PASS
C07	R-B	4	qokylddy	qokylddy	qokylddy	einsetzen · Posten · festbinden	PASS
C07	R-C	1	char	sar	char	davon	PASS
C07	R-C	2	chety	chety	chety	Anteil	PASS
C07	R-C	3	okal	okal	okal	dorthin einsetzen	PASS
C07	R-C	4	qokylddy	qokylddy	qokylddy	einsetzen · Posten · festbinden	PASS
C07	R-D	1	char	dar	char	davon	PASS
C07	R-D	2	chety	chty	chety	Anteil	PASS
C07	R-D	3	okal	okal	okal	dorthin einsetzen	PASS
C07	R-D	4	qokylddy	qokylddy	qokylddy	einsetzen · Posten · festbinden	PASS
C08	R-A	1	checthy	checthy	checthy	bereit	PASS
C08	R-A	2	ches	ches	ches	teilen	PASS
C08	R-A	3	otaiin	otaiin	otaiin	Folgemaß	PASS
C08	R-A	4	cheol	cheol	cheol	weiter	PASS
C08	R-B	1	checthy	checthy	checthy	bereit	PASS
C08	R-B	2	ches	ches	ches	teilen	PASS
C08	R-B	3	otaiin	otaiin	otaiin	Folgemaß	PASS
C08	R-B	4	cheol	qol	cheol	weiter	PASS
C08	R-C	1	checthy	shcthy	checthy	bereit	PASS
C08	R-C	2	ches	ches	ches	teilen	PASS
C08	R-C	3	otaiin	sotaiin	otaiin	Folgemaß	PASS
C08	R-C	4	cheol	sol	cheol	weiter	PASS
C08	R-D	1	checthy	cthy	checthy	bereit	PASS
C08	R-D	2	ches	ches	ches	teilen	PASS
C08	R-D	3	otaiin	otaiin	otaiin	Folgemaß	PASS
C08	R-D	4	cheol	ol	cheol	weiter	PASS
