codex_word_id	old_guess_de	selected_class_de	rank	visible_identity	target_events	outside_events	target_unit_coverage	outside_unit_coverage	current_short_reading	decision
H_R05	Satz	Restteil	7	oky	1	0	H1	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	8	etyd	1	0	H1	NONE	Setze Maß, Portion oder Stufe: kleiner Restteil.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	1	daiin	4	7	H1,H3,H5	B1,B2,B3,B6,H2,H4	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	2	cthy	2	1	H1,H3	H2	Führe es mit diesem laufenden Posten aus: bereit.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	3	cho	2	0	H5	NONE	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	4	sho	2	0	H5	NONE	Setze die gelernte Fachkarte: Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	5	choky	2	0	H5	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	6	dchey	1	0	H1	NONE	Setze die gelernte Fachkarte: Wurzel als aktueller Posten.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	7	cthoor	1	0	H1	NONE	Führe es aus dem Vorrat oder am Ansatz aus: Ansatz bereit.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R06	Trank	dosiertes Mittel	8	chty	1	0	H1	NONE	Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	1	chor	3	0	H2	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	2	ycheor	1	0	H2	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszugsansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	3	cthaiin	1	0	H2	NONE	Führe es in der angegebenen Portion oder Stufe aus: Fertigmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	4	qoctholy	1	0	H2	NONE	Danach oder in demselben Gang: bereiten Posten weiterfuehren.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	5	taiin	1	0	H2	NONE	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	6	shy	1	0	H2	NONE	Nimm diesen Posten wieder auf: dieser Posten.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	7	qotchor	1	0	H2	NONE	Danach oder in demselben Gang: Folgeansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R07	Salbe	streichfähiges Mittel	8	otol	1	0	H2	NONE	Danach oder in demselben Gang: danach fortsetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	1	tshol	1	0	H3	NONE	Setze die gelernte Fachkarte: Zutat entnehmen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	2	schoal	1	0	H3	NONE	Setze die gelernte Fachkarte: Zutat an die Arbeitsstelle geben.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	3	cfhy	1	0	H3	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten auswringen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	4	shfydaiin	1	0	H3	NONE	Führe es in der angegebenen Portion oder Stufe aus: Standmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	5	cphy	1	0	H3	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten nachseihen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	6	tchody	1	0	H3	NONE	Setze die gelernte Fachkarte: Eingangsposten beiseitestellen; Schluss.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	7	shoyty	1	0	H3	NONE	Setze die gelernte Fachkarte: Zutatenteil.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R08	Einreibung	äußerliche Anwendung	8	dchol	1	0	H3	NONE	Danach oder in demselben Gang: vorigen Posten fortsetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	1	daiin	4	7	H2,H4,H5	B1,B2,B3,B6,H1,H3	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	2	chor	3	0	H2	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	3	cho	2	0	H5	NONE	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	4	sho	2	0	H5	NONE	Setze die gelernte Fachkarte: Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	5	choky	2	0	H5	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	6	ycheor	1	0	H2	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszugsansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	7	cthaiin	1	0	H2	NONE	Führe es in der angegebenen Portion oder Stufe aus: Fertigmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R10	Auflage	gebundene Anwendung	8	qoctholy	1	0	H2	NONE	Danach oder in demselben Gang: bereiten Posten weiterfuehren.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
