amber_id	surface	target_page	pair_ordinal	left_atom	right_atom	pair	other_event_count	other_surface_count	other_page_count	old22_event_count	old22_page_count	random4_other_event_count	supporting_pages	example_surfaces
G405-M007	cphodaiils	f1r	4	D_ADDR	AIIN	D_ADDR+AIIN	32	17	12	22	8	10	f10r|f18r|f1r|f24v|f55v|f67r2|f71v|f76r|f81r|f88v|f89r|f95v	aldaiin|chodaiin|dadaiin|daiinody|daiiny|fchodaiin|keeodaiin|kodaiin
G405-M007	cphodaiils	f1r	5	AIIN	L	AIIN+L	0	0	0	0	0	0	NONE	NONE
G405-M007	cphodaiils	f1r	6	L	S	L+S	1	1	1	1	1	0	f71v	cheols
G405-M008	cthres	f1r	1	CH	T	CH+T	127	69	22	95	18	32	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chcth|chcthal|chcthdy|chcthedy|chcthey|chcthol|chcthy|chcthykedy
G405-M008	cthres	f1r	2	T	R	T+R	0	0	0	0	0	0	NONE	NONE
G405-M008	cthres	f1r	3	R	E	R+E	0	0	0	0	0	0	NONE	NONE
G405-M008	cthres	f1r	4	E	S	E+S	23	17	11	14	7	9	f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f83r|f95v	ches|cphesaiin|cthes|dylches|es|esedy|eses|oesearies
G405-M009	daid	f24v	1	AIN	D_ADDR	AIN+D_ADDR	0	0	0	0	0	0	NONE	NONE
G405-M010	daiy	f1r	1	D_ADDR	A_ADDR	D_ADDR+A_ADDR	0	0	0	0	0	0	NONE	NONE
G405-M010	daiy	f1r	2	A_ADDR	LOCAL_CHAR_I	A_ADDR+LOCAL_CHAR_I	7	6	6	5	4	2	f10r|f1r|f68r1|f72r|f89r|f95v	daim|kaiiin|kaipy|okaiiin|okaipchy|ydaraishy
G405-M010	daiy	f1r	3	LOCAL_CHAR_I	Y	LOCAL_CHAR_I+Y	0	0	0	0	0	0	NONE	NONE
G405-M011	dloo	f1r	1	D_ADDR	L	D_ADDR+L	3	3	2	2	1	1	f11r|f24v	chodl|dlos|odl
G405-M011	dloo	f1r	2	L	O	L+O	10	6	6	9	5	1	f24v|f75r|f77r|f82r|f83r|f89r	dlos|lo|lochedy|lod|loiiin|lom
G405-M011	dloo	f1r	3	O	O	O+O	0	0	0	0	0	0	NONE	NONE
G405-M012	dlos	f24v	1	D_ADDR	L	D_ADDR+L	3	3	2	2	1	1	f11r|f1r	chodl|dloo|odl
G405-M012	dlos	f24v	2	L	O	L+O	10	6	6	9	5	1	f1r|f75r|f77r|f82r|f83r|f89r	dloo|lo|lochedy|lod|loiiin|lom
G405-M012	dlos	f24v	3	O	S	O+S	31	21	12	26	9	5	f10r|f1r|f24v|f56r|f67r2|f71v|f72r|f82r|f88r|f88v|f89r|f95v	cheos|chos|chosals|chteos|chtos|dosar|kos|oeeos
G405-M013	dn	f1r	1	D_ADDR	AN	D_ADDR+AN	2	2	2	1	1	1	f1r|f56r	shodan|sotodan
G405-M014	dydyd	f1r	1	Y	DY	Y+DY	5	5	5	4	4	1	f17r|f67r2|f82r|f83r|f95v	dairydy|ofydy|opydy|shekydy|ydy
G405-M014	dydyd	f1r	2	DY	D_LABEL	DY+D_LABEL	1	1	1	1	1	0	f55v	dodyd
G405-M015	eses	f81r	1	E	S	E+S	23	17	11	14	7	9	f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f83r|f95v	ches|cphesaiin|cthes|cthres|dylches|es|esedy|oesearies
G405-M015	eses	f81r	2	S	E	S+E	6	6	6	4	4	2	f17r|f1r|f24v|f56r|f81v|f82r	ase|dchsed|esedy|oesearies|qoesedy|zepchy
G405-M015	eses	f81r	3	E	S	E+S	23	17	11	14	7	9	f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f83r|f95v	ches|cphesaiin|cthes|cthres|dylches|es|esedy|oesearies
G405-M016	fachys	f1r	1	LOCAL_CHAR_F	A_ADDR	LOCAL_CHAR_F+A_ADDR	1	1	1	1	1	0	f81v	ofalsheky
G405-M016	fachys	f1r	2	A_ADDR	CH	A_ADDR+CH	1	1	1	1	1	0	f89r	porachol
G405-M016	fachys	f1r	3	CH	Y	CH+Y	38	30	18	37	17	1	f10r|f11r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	archytaiin|chetchy|chkchykoly|chokchy|chorchy|chpchy|chykchy|chykey
G405-M016	fachys	f1r	4	Y	S	Y+S	1	1	1	0	0	1	f81r	qcthdys
G405-M017	kaipy	f95v	1	K	A_ADDR	K+A_ADDR	2	2	2	2	2	0	f10r|f55v	kaiiin|ykaky
G405-M017	kaipy	f95v	2	A_ADDR	LOCAL_CHAR_I	A_ADDR+LOCAL_CHAR_I	7	6	5	5	4	2	f10r|f1r|f68r1|f72r|f89r	daim|daiy|kaiiin|okaiiin|okaipchy|ydaraishy
G405-M017	kaipy	f95v	3	LOCAL_CHAR_I	P	LOCAL_CHAR_I+P	1	1	1	1	1	0	f72r	okaipchy
G405-M017	kaipy	f95v	4	P	Y	P+Y	26	21	13	22	10	4	f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f75r|f76r|f81r|f83r|f88v|f89r	chcphdy|chcphy|cheocphy|chepy|cphy|dpchy|dypchy|kolpy
G405-M018	kochky	f24v	1	K	O	K+O	20	20	11	13	9	7	f10r|f17r|f1r|f56r|f67r2|f72r|f82r|f88r|f88v|f89r|f95v	chckho|checkho|cheeckhody|chekody|chekoy|ckho|ckhody|koay
G405-M018	kochky	f24v	2	O	CH	O+CH	48	37	17	43	15	5	f10r|f11r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	chcfhdy|cheockhy|cheocphy|chocfhey|chocfhy|chocthar|choctheeey|chocthey
G405-M018	kochky	f24v	3	CH	K	CH+K	165	81	23	154	19	11	f10r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chchky|chckh|chckhal|chckhdy|chckheed|chckhey|chckho|chckhol
G405-M018	kochky	f24v	4	K	Y	K+Y	105	42	21	98	18	7	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	chchky|chckhy|checkhy|chekackhy|cheockhy|cheoky|chky|chockhy
G405-M019	odchees	f24v	1	O	D_ADDR	O+D_ADDR	113	78	22	80	18	33	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f88r|f88v|f89r|f95v	cheeodam|cheeody|chekody|cheodain|chod|chodaiin|chodain|chodl
G405-M019	odchees	f24v	2	D_ADDR	CH	D_ADDR+CH	17	15	10	11	7	6	f13r|f17r|f1r|f24v|f67r2|f68r1|f76r|f81v|f83r|f95v	dchaiin|dchal|dchar|dchchy|dcheedy|dcheo|dcheokedy|dcheor
G405-M019	odchees	f24v	3	CH	EE	CH+EE	36	22	16	32	12	4	f1r|f24v|f55v|f56r|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	archeey|cheeb|cheeckhody|cheedy|cheeodam|cheeody|cheeor|cheeteey
G405-M019	odchees	f24v	4	EE	S	EE+S	14	9	6	11	4	3	f1r|f55v|f67r2|f72r|f76r|f81r	chokees|dshees|okees|otees|qoteesy|shees|tshodeesy|yekees
G405-M020	oesearies	f24v	1	O	E	O+E	20	19	10	15	7	5	f1r|f24v|f55v|f67r2|f72r|f82r|f88r|f88v|f89r|f95v	choer|koeam|koey|oear|oeckhy|oedain|oekain|oekshy
G405-M020	oesearies	f24v	2	E	S	E+S	23	17	10	14	7	9	f1r|f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f83r|f95v	ches|cphesaiin|cthes|cthres|dylches|es|esedy|eses
G405-M020	oesearies	f24v	3	S	E	S+E	6	6	6	4	4	2	f17r|f1r|f56r|f81r|f81v|f82r	ase|dchsed|esedy|eses|qoesedy|zepchy
G405-M020	oesearies	f24v	4	E	AR	E+AR	20	10	11	17	9	3	f17r|f1r|f24v|f67r2|f68r1|f72r|f76r|f77r|f88r|f88v|f89r	chear|dychear|eckhear|lchear|oear|okearcheol|otear|qokear
G405-M020	oesearies	f24v	5	AR	LOCAL_CHAR_I	AR+LOCAL_CHAR_I	0	0	0	0	0	0	NONE	NONE
G405-M020	oesearies	f24v	6	LOCAL_CHAR_I	E	LOCAL_CHAR_I+E	0	0	0	0	0	0	NONE	NONE
G405-M020	oesearies	f24v	7	E	S	E+S	23	17	10	14	7	9	f1r|f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f83r|f95v	ches|cphesaiin|cthes|cthres|dylches|es|esedy|eses
G405-M021	okady	f95v	1	OK	A_ADDR	OK+A_ADDR	4	4	4	4	4	0	f68r1|f71v|f72r|f76r	okaiiin|okaikaly|okaipchy|qokas
G405-M021	okady	f95v	2	A_ADDR	Y	A_ADDR+Y	5	4	4	5	4	0	f67r2|f75r|f88r|f89r	ajy|ay|koay|qoay
G405-M022	oraiiin	f81r	1	OR	LOCAL_CHAR_I	OR+LOCAL_CHAR_I	0	0	0	0	0	0	NONE	NONE
G405-M022	oraiiin	f81r	2	LOCAL_CHAR_I	AIIN	LOCAL_CHAR_I+AIIN	0	0	0	0	0	0	NONE	NONE
G405-M023	oraisy	f81r	1	OR	AIN	OR+AIN	4	4	4	4	4	0	f55v|f72r|f76r|f88v	chorain|korain|orain|qorain
G405-M023	oraisy	f81r	2	AIN	S	AIN+S	0	0	0	0	0	0	NONE	NONE
G405-M023	oraisy	f81r	3	S	Y	S+Y	7	7	6	4	4	3	f1r|f56r|f81r|f82r|f88r|f89r	alsy|choksy|dolchsyckheol|qoteesy|rasy|syaiir|tshodeesy
G405-M024	otaiir	f24v	1	OT	IIN	OT+IIN	0	0	0	0	0	0	NONE	NONE
G405-M024	otaiir	f24v	2	IIN	R	IIN+R	5	3	4	2	2	3	f10r|f1r|f24v|f72r	doiir|okaiir|syaiir
G405-M025	otairin	f1r	1	OT	AIR	OT+AIR	0	0	0	0	0	0	NONE	NONE
G405-M025	otairin	f1r	2	AIR	IIN	AIR+IIN	0	0	0	0	0	0	NONE	NONE
G405-M026	otolodal	f24v	1	OT	OL	OT+OL	13	6	11	11	9	2	f10r|f11r|f1r|f24v|f55v|f56r|f67r2|f75r|f77r|f88v|f89r	chotol|otol|otoldaiin|otoldos|otolpchy|qotol
G405-M026	otolodal	f24v	2	OL	O	OL+O	4	3	4	3	3	1	f18r|f24v|f75r|f76r	olody|olom|qoloin
G405-M026	otolodal	f24v	3	O	D_ADDR	O+D_ADDR	113	78	22	80	18	33	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f88r|f88v|f89r|f95v	cheeodam|cheeody|chekody|cheodain|chod|chodaiin|chodain|chodl
G405-M026	otolodal	f24v	4	D_ADDR	AL	D_ADDR+AL	11	8	8	9	6	2	f1r|f71v|f72r|f75r|f76r|f77r|f88v|f95v	cphodal|dalo|okedalor|okeodaly|otcheodal|pdalshor|teodal|tshdal
G405-M027	pydeey	f1r	1	P	Y	P+Y	26	21	14	22	10	4	f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f75r|f76r|f81r|f83r|f88v|f89r|f95v	chcphdy|chcphy|cheocphy|chepy|cphy|dpchy|dypchy|kaipy
G405-M027	pydeey	f1r	2	Y	D_ADDR	Y+D_ADDR	17	12	8	12	6	5	f10r|f17r|f18r|f1r|f24v|f67r2|f81v|f89r	ckhyds|cthyd|dsholyd|opydg|oydar|ydaiin|ydair|ydar
G405-M027	pydeey	f1r	3	D_ADDR	EE	D_ADDR+EE	4	3	4	3	3	1	f1r|f77r|f83r|f89r	deey|qodeedy|tshodeesy
G405-M027	pydeey	f1r	4	EE	Y	EE+Y	202	51	18	183	15	19	f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	archeey|ateey|cheeky|cheeteey|cheey|chkeey|chlchpsheey|choeey
G405-M028	qcthdys	f81r	1	CH	T	CH+T	127	69	22	95	18	32	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chcth|chcthal|chcthdy|chcthedy|chcthey|chcthol|chcthy|chcthykedy
G405-M028	qcthdys	f81r	2	T	D_ADDR	T+D_ADDR	3	3	2	3	2	0	f81v|f83r	chcthdy|olcthdy|salshcthdy
G405-M028	qcthdys	f81r	3	D_ADDR	Y	D_ADDR+Y	116	65	20	107	17	9	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	aldy|altedy|chckhdy|chcthdy|cheedy|cheeody|chekody|chetedy
G405-M028	qcthdys	f81r	4	Y	S	Y+S	1	1	1	0	0	1	f1r	fachys
G405-M029	qodom	f24v	1	CARRIER_Q	O	CARRIER_Q+O	53	34	16	47	14	6	f10r|f11r|f17r|f55v|f67r2|f68r1|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	olqo|qoaiin|qoaiis|qoay|qocheey|qockhol|qockhy|qocthey
G405-M029	qodom	f24v	2	O	D_ADDR	O+D_ADDR	113	78	22	80	18	33	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f88r|f88v|f89r|f95v	cheeodam|cheeody|chekody|cheodain|chod|chodaiin|chodain|chodl
G405-M029	qodom	f24v	3	D_ADDR	O	D_ADDR+O	15	13	10	12	8	3	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f67r2|f88v|f89r	do|doaiin|dod|dody|dodyd|doigom|doiin|doiir
G405-M029	qodom	f24v	4	O	AM_ADDR	O+AM_ADDR	18	9	7	14	6	4	f17r|f18r|f24v|f75r|f88r|f88v|f89r	cheom|darom|okchom|okeom|olom|om|opom|qokeom
G405-M030	qokeeod	f95v	1	OK	EE	OK+EE	173	25	18	161	15	12	f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chokees|chokeey|okee|okeeas|okeed|okeedal|okeedy|okeedyqol
G405-M030	qokeeod	f95v	2	EE	O	EE+O	20	19	7	19	6	1	f24v|f67r2|f71v|f72r|f76r|f88v|f89r	cheeodam|cheeody|keeo|keeod|keeodaiin|keeokechy|oeeos|okeeo
G405-M030	qokeeod	f95v	3	O	D_ADDR	O+D_ADDR	113	78	22	80	18	33	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f88r|f88v|f89r|f95v	cheeodam|cheeody|chekody|cheodain|chod|chodaiin|chodain|chodl
G405-M031	qokesdy	f81r	1	OK	E	OK+E	163	40	16	154	14	9	f18r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	cheokor|chokeol|okearcheol|okedalor|okedor|okedy|okeo|okeodaly
G405-M031	qokesdy	f81r	2	E	S	E+S	23	17	11	14	7	9	f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f83r|f95v	ches|cphesaiin|cthes|cthres|dylches|es|esedy|eses
G405-M031	qokesdy	f81r	3	S	DY	S+DY	2	2	2	2	2	0	f75r|f76r	chsdy|qokchsdy
G405-M032	qopchol	f81r	1	CARRIER_Q	O	CARRIER_Q+O	53	34	17	47	14	6	f10r|f11r|f17r|f24v|f55v|f67r2|f68r1|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	olqo|qoaiin|qoaiis|qoay|qocheey|qockhol|qockhy|qocthey
G405-M032	qopchol	f81r	2	O	P	O+P	46	37	16	41	14	5	f10r|f13r|f17r|f24v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r	chop|chopchal|chopchedy|lkeopol|opar|oparchy|opchdy|opchedy
G405-M032	qopchol	f81r	3	P	CH	P+CH	22	22	11	22	11	0	f10r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f83r|f88r|f89r	chopchal|chpchy|chypcham|okaipchy|opcheeol|opcheol|opcheor|opcholalaiin
G405-M032	qopchol	f81r	4	CH	OL	CH+OL	15	8	9	12	7	3	f10r|f13r|f17r|f1r|f24v|f71v|f72r|f88r|f89r	choldshy|opcholalaiin|otchol|otytchol|porachol|qotchol|shepchol|tochol
G405-M033	qotchey	f95v	1	OT	CHD	OT+CHD	5	3	2	4	1	1	f83r|f95v	otchdy|otchedy|qotchedy
G405-M033	qotchey	f95v	2	CHD	Y	CHD+Y	163	38	15	138	11	25	f1r|f24v|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	chdy|chdykain|chdyty|chedchy|chedy|chedykar|chedyl|chedyqokam
G405-M034	qoteesy	f81r	1	OT	EE	OT+EE	62	16	11	57	9	5	f1r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88v	choteey|doteey|oteedy|oteeo|oteeodaiin|oteeody|oteeor|oteeos
G405-M034	qoteesy	f81r	2	EE	S	EE+S	14	9	7	11	4	3	f1r|f24v|f55v|f67r2|f72r|f76r|f81r	chokees|dshees|odchees|okees|otees|shees|tshodeesy|yekees
G405-M034	qoteesy	f81r	3	S	Y	S+Y	7	7	6	4	4	3	f1r|f56r|f81r|f82r|f88r|f89r	alsy|choksy|dolchsyckheol|oraisy|rasy|syaiir|tshodeesy
G405-M035	roloty	f1r	1	R	OL	R+OL	5	2	4	5	4	0	f75r|f76r|f81v|f88v	cheorol|rol
G405-M035	roloty	f1r	2	OL	OT	OL+OT	0	0	0	0	0	0	NONE	NONE
G405-M035	roloty	f1r	3	OT	Y	OT+Y	39	7	16	35	13	4	f10r|f11r|f13r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	choty|otchey|oty|otytchol|qotchy|qoty|sotchy
G405-M036	shekoiin	f95v	1	SH	E	SH+E	333	110	20	284	17	49	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	alfshed|chorshedy|dalshedy|dkshey|dolshed|dorsheoy|dsheckhy|dshedy
G405-M036	shekoiin	f95v	2	E	K	E+K	23	19	10	18	8	5	f1r|f67r2|f71v|f81v|f82r|f83r|f88r|f88v|f89r|f95v	eky|oekain|oekshy|ofalsheky|qekaiin|qekeey|qekey|qoekeol
G405-M036	shekoiin	f95v	3	K	O	K+O	20	20	11	13	9	7	f10r|f17r|f1r|f24v|f56r|f67r2|f72r|f82r|f88r|f88v|f89r	chckho|checkho|cheeckhody|chekody|chekoy|ckho|ckhody|koay
G405-M036	shekoiin	f95v	4	O	IIN	O+IIN	27	15	12	22	9	5	f10r|f13r|f1r|f24v|f67r2|f72r|f76r|f77r|f81r|f81v|f82r|f89r	doiin|doiir|loiiin|oiiiin|oiiin|oiin|oin|okoiin
G405-M037	shekshey	f95v	1	SH	E	SH+E	333	110	20	284	17	49	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	alfshed|chorshedy|dalshedy|dkshey|dolshed|dorsheoy|dsheckhy|dshedy
G405-M037	shekshey	f95v	2	E	K	E+K	23	19	10	18	8	5	f1r|f67r2|f71v|f81v|f82r|f83r|f88r|f88v|f89r|f95v	eky|oekain|oekshy|ofalsheky|qekaiin|qekeey|qekey|qoekeol
G405-M037	shekshey	f95v	3	K	SH	K+SH	11	10	7	3	3	8	f11r|f17r|f1r|f24v|f75r|f81r|f95v	dkshey|kshed|kshedy|ksheo|kshey|ksho|kshoy|kshy
G405-M037	shekshey	f95v	4	SH	E	SH+E	333	110	20	284	17	49	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	alfshed|chorshedy|dalshedy|dkshey|dolshed|dorsheoy|dsheckhy|dshedy
G405-M037	shekshey	f95v	5	E	Y	E+Y	212	89	24	180	20	32	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chckheed|chckhey|chcphey|chcthey|checkhey|cheky|cheocphey|cheokorchey
G405-M038	shekydy	f95v	1	SH	E	SH+E	333	110	20	284	17	49	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	alfshed|chorshedy|dalshedy|dkshey|dolshed|dorsheoy|dsheckhy|dshedy
