amber_id	surface	candidate_kind	recipe	one_edit_weight	atom_count	known_atom_count	adjacent_pair_count	external_pair_support_count	old22_pair_support_count	descriptive_bigram_bits	may_change_locked_recipe
G405-M011	dloo	ONE_EDIT_RIVAL	D_ADDR+O+D_ADDR+O	1	4	4	3	3	3	17.134141	NO
G405-M011	dloo	ONE_EDIT_RIVAL	D_ADDR+O+Y+O	1	4	4	3	3	3	22.927153	NO
G405-M011	dloo	ONE_EDIT_RIVAL	OT+O+O	1	3	3	2	1	1	19.702382	NO
G405-M011	dloo	ONE_EDIT_RIVAL	T+E+O+O	1	4	4	3	2	2	19.903628	NO
G405-M011	dloo	ONE_EDIT_RIVAL	Y+T+O+O	1	4	4	3	2	2	21.869397	NO
G405-M012	dlos	LOCKED_PRIMARY	D_ADDR+L+O+S	0	4	4	3	3	3	21.104487	NO
G405-M012	dlos	ONE_EDIT_RIVAL	T+L+O+S	2	4	4	3	2	2	23.164429	NO
G405-M012	dlos	ONE_EDIT_RIVAL	DA+O+S	1	3	3	2	1	1	19.291045	NO
G405-M013	dn	LOCKED_PRIMARY	D_ADDR+AN	0	2	2	1	1	1	12.138887	NO
G405-M013	dn	ONE_EDIT_RIVAL	N	2	1	0	0	0	0	13.580259	NO
G405-M014	dydyd	LOCKED_PRIMARY	Y+DY+D_LABEL	0	3	3	2	2	2	19.452777	NO
G405-M014	dydyd	ONE_EDIT_RIVAL	D_ADDR+Y+DY+D_LABEL	1	4	4	3	3	3	23.367148	NO
G405-M015	eses	LOCKED_PRIMARY	E+S+E+S	0	4	4	3	3	3	20.026318	NO
G405-M015	eses	ONE_EDIT_RIVAL	S+OS	1	2	2	1	0	0	13.778569	NO
G405-M016	fachys	LOCKED_PRIMARY	LOCAL_CHAR_F+A_ADDR+CH+Y+S	0	5	5	4	4	3	33.623327	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OT+E+O+Y+S_ADDR	6	5	5	4	3	3	24.455040	NO
G405-M016	fachys	ONE_EDIT_RIVAL	CH+E+O+Y+S	4	5	5	4	4	3	22.346137	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OK+EE+Y+S	3	4	4	3	3	2	17.289175	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OT+EE+Y+S	3	4	4	3	3	2	18.827121	NO
G405-M016	fachys	ONE_EDIT_RIVAL	SH+EE+Y+S_ADDR	3	4	4	3	2	2	18.990005	NO
G405-M016	fachys	ONE_EDIT_RIVAL	CH+CH+Y+S	2	4	4	3	3	2	22.647979	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OK+E+O+Y+S	2	5	5	4	4	3	22.509778	NO
G405-M016	fachys	ONE_EDIT_RIVAL	SH+EE+Y+S	2	4	4	3	3	2	17.990005	NO
G405-M016	fachys	ONE_EDIT_RIVAL	CH+T+O+Y+S	1	5	5	4	4	3	24.692597	NO
G405-M016	fachys	ONE_EDIT_RIVAL	O+EE+O+Y+S	1	5	5	4	4	3	28.687762	NO
G405-M016	fachys	ONE_EDIT_RIVAL	O+EEE+Y+S	1	4	4	3	3	2	23.550239	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OK+A_ADDR+Y+S	1	4	4	3	3	2	24.562415	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OK+O+E+Y+S	1	5	5	4	4	3	27.266809	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OT+E+Y+S	1	4	4	3	3	2	19.221580	NO
G405-M016	fachys	ONE_EDIT_RIVAL	OT+O+Y	1	3	3	2	2	2	14.348585	NO
G405-M016	fachys	ONE_EDIT_RIVAL	R+CH+E+Y+S	1	5	5	4	4	3	26.308504	NO
G405-M016	fachys	ONE_EDIT_RIVAL	Y+T+E+O+Y+S_ADDR	1	6	6	5	4	4	28.037952	NO
G405-M017	kaipy	LOCKED_PRIMARY	K+A_ADDR+LOCAL_CHAR_I+P+Y	0	5	5	4	4	4	23.599908	NO
G405-M017	kaipy	ONE_EDIT_RIVAL	K+AIN+Y	5	3	3	2	1	1	17.111153	NO
G405-M017	kaipy	ONE_EDIT_RIVAL	K+AIR+Y	1	3	3	2	2	2	16.275012	NO
G405-M018	kochky	LOCKED_PRIMARY	K+O+CH+K+Y	0	5	5	4	4	4	17.998030	NO
G405-M018	kochky	ONE_EDIT_RIVAL	K+OL+K+DY	1	4	4	3	2	2	21.712825	NO
G405-M018	kochky	ONE_EDIT_RIVAL	K+OL+P+K+Y	1	5	5	4	3	3	25.758868	NO
G405-M019	odchees	LOCKED_PRIMARY	O+D_ADDR+CH+EE+S	0	5	5	4	4	4	21.292114	NO
G405-M019	odchees	ONE_EDIT_RIVAL	OT+EE+SH+Y	1	4	4	3	2	2	22.118899	NO
G405-M019	odchees	ONE_EDIT_RIVAL	OT+EEE+SH+S_ADDR	1	4	4	3	1	1	27.775570	NO
G405-M020	oesearies	LOCKED_PRIMARY	O+E+S+E+AR+LOCAL_CHAR_I+E+S	0	8	8	7	5	5	45.794123	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OK+E+O+D_ADDR+AL+Y+S	2	7	7	6	6	5	29.174851	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	O+L+SH+E+O+D_ADDR+Y+S	1	8	8	7	7	6	28.687727	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	O+P+CH+EE+OL+S	1	6	6	5	5	5	27.334473	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	O+P+CH+OR+DY+S	1	6	6	5	4	4	31.959494	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	O+P+O+D_ADDR+OL+S	1	6	6	5	5	5	25.788279	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OK+AIIN+S	1	3	3	2	1	1	16.495757	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OK+A_ADDR+IIN+K+AL+Y+S	1	7	7	6	6	5	38.713528	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y+S	1	7	7	6	6	5	35.575080	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OK+CH+AL+S	1	4	4	3	3	3	19.776514	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OK+E+D_ADDR+AL+OR+S	1	6	6	5	4	4	30.529311	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OL+CH+E+O+DY+S	1	6	6	5	4	4	27.774535	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OL+CH+EE+DY+S	1	5	5	4	3	3	25.561182	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OL+K+EE+CH+Y+S	1	6	6	5	5	4	31.976654	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OL+SH+EE+DY+S	1	5	5	4	3	3	23.467326	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OT+E+O+K+EE+Y+S	1	7	7	6	6	5	28.828906	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OT+E+O+SH+AR+S	1	6	6	5	5	4	29.753840	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OT+O+CHD+DY+S	1	5	5	4	3	3	28.407782	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OT+OL+P+CH+Y+S	1	6	6	5	5	4	33.460542	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	OT+Y+T+CH+OL+S	1	6	6	5	5	5	30.215871	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	S+A_ADDR+L+SH+E+Y+S	1	7	7	6	6	5	30.427925	NO
G405-M020	oesearies	ONE_EDIT_RIVAL	Y+T+AL+CH+O+E+S	1	7	7	6	6	6	32.845628	NO
G405-M021	okady	LOCKED_PRIMARY	OK+A_ADDR+Y	0	3	3	2	2	2	15.354693	NO
G405-M021	okady	ONE_EDIT_RIVAL	OK+AL+DY	1	3	3	2	2	2	13.069477	NO
G405-M022	oraiiin	LOCKED_PRIMARY	OR+LOCAL_CHAR_I+AIIN	0	3	3	2	0	0	19.759825	NO
G405-M022	oraiiin	ONE_EDIT_RIVAL	O+R+AIIN+LOCAL_CHAR_I	1	4	4	3	3	3	20.397822	NO
G405-M022	oraiiin	ONE_EDIT_RIVAL	O+R+DA+LOCAL_CHAR_I+IIN	1	5	5	4	3	3	25.115951	NO
G405-M022	oraiiin	ONE_EDIT_RIVAL	OK+R+A_ADDR+LOCAL_CHAR_I+IIN	1	5	5	4	3	3	24.990160	NO
G405-M023	oraisy	LOCKED_PRIMARY	OR+AIN+S+Y	0	4	4	3	2	2	25.093729	NO
G405-M023	oraisy	ONE_EDIT_RIVAL	OR+AIN+Y	1	3	3	2	1	1	19.638401	NO
G405-M023	oraisy	ONE_EDIT_RIVAL	OR+AL+S+Y	1	4	4	3	3	3	22.727538	NO
G405-M024	otaiir	LOCKED_PRIMARY	OT+IIN+R	0	3	3	2	1	1	17.763691	NO
G405-M024	otaiir	ONE_EDIT_RIVAL	T+OK+IIN+R	1	4	4	3	3	3	24.308180	NO
G405-M025	otairin	LOCKED_PRIMARY	OT+AIR+IIN	0	3	3	2	0	0	20.208172	NO
G405-M025	otairin	ONE_EDIT_RIVAL	OT+R+AIIN	9	3	3	2	1	1	17.748740	NO
G405-M026	otolodal	LOCKED_PRIMARY	OT+OL+O+D_ADDR+AL	0	5	5	4	4	4	25.151919	NO
G405-M026	otolodal	ONE_EDIT_RIVAL	CH+E+L+O+AL	2	5	5	4	3	3	27.420486	NO
G405-M026	otolodal	ONE_EDIT_RIVAL	OK+EE+O+AL	1	4	4	3	3	3	17.349778	NO
G405-M026	otolodal	ONE_EDIT_RIVAL	OT+OL+D_ADDR+O+S+L	1	6	6	5	5	5	31.464387	NO
G405-M026	otolodal	ONE_EDIT_RIVAL	SH+E+L+O+AL	1	5	5	4	3	3	26.576021	NO
G405-M027	pydeey	LOCKED_PRIMARY	P+Y+D_ADDR+EE+Y	0	5	5	4	4	4	23.665062	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	SH+D_ADDR+EE+Y	42	4	4	3	3	3	17.732048	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	OK+D_ADDR+EE+Y	14	4	4	3	2	2	21.621135	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	OT+D_ADDR+EE+Y	12	4	4	3	3	3	20.707870	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	Y+K+D_ADDR+EE+Y	5	5	5	4	4	4	22.199729	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	O+D_ADDR+EE+Y	2	4	4	3	3	3	14.783978	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	A_ADDR+T+D_ADDR+EE+Y	1	5	5	4	4	4	26.522421	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	CARRIER_Q+D_ADDR+EEE+Y	1	4	4	3	2	2	24.705068	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	L+K+D_ADDR+EE+Y	1	5	5	4	4	4	23.810434	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	P+EE+Y	1	3	3	2	1	1	15.327404	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	S+O+D_ADDR+EE+Y	1	5	5	4	4	4	20.627231	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	T+D_ADDR+EEE+Y	1	4	4	3	3	3	21.862308	NO
G405-M027	pydeey	ONE_EDIT_RIVAL	Y+T+D_ADDR+EE+Y	1	5	5	4	4	4	22.215971	NO
G405-M028	qcthdys	LOCKED_PRIMARY	CH+T+D_ADDR+Y+S	0	5	5	4	4	3	24.783466	NO
G405-M028	qcthdys	ONE_EDIT_RIVAL	CH+T+E+Y+S	1	5	5	4	4	3	21.294980	NO
G405-M029	qodom	LOCKED_PRIMARY	CARRIER_Q+O+D_ADDR+O+AM_ADDR	0	5	5	4	4	4	21.447018	NO
G405-M029	qodom	ONE_EDIT_RIVAL	CARRIER_Q+O+D_ADDR+M_LOCAL+OR	1	5	5	4	2	2	26.013767	NO
G405-M029	qodom	ONE_EDIT_RIVAL	O+D_ADDR+O+AM_ADDR	1	4	4	3	3	3	17.020040	NO
G405-M030	qokeeod	LOCKED_PRIMARY	OK+EE+O+D_ADDR	0	4	4	3	3	3	13.589781	NO
G405-M031	qokesdy	LOCKED_PRIMARY	OK+E+S+DY	0	4	4	3	3	3	18.501832	NO
G405-M031	qokesdy	ONE_EDIT_RIVAL	OK+EE+S+DY	64	4	4	3	3	3	18.138698	NO
G405-M031	qokesdy	ONE_EDIT_RIVAL	OK+E+S+D_ADDR+Y	8	5	5	4	3	3	22.098969	NO
G405-M032	qopchol	LOCKED_PRIMARY	CARRIER_Q+O+P+CH+OL	0	5	5	4	4	4	21.494576	NO
G405-M032	qopchol	ONE_EDIT_RIVAL	CARRIER_Q+O+CH+T+OL	1	5	5	4	4	4	19.132453	NO
G405-M033	qotchey	LOCKED_PRIMARY	OT+CHD+Y	0	3	3	2	2	2	12.240854	NO
G405-M034	qoteesy	LOCKED_PRIMARY	OT+EE+S+Y	0	4	4	3	3	3	18.375062	NO
G405-M034	qoteesy	ONE_EDIT_RIVAL	OT+EE+S+DY	18	4	4	3	3	3	19.375062	NO
G405-M035	roloty	LOCKED_PRIMARY	R+OL+OT+Y	0	4	4	3	2	2	24.343220	NO
G405-M035	roloty	ONE_EDIT_RIVAL	CH+L+OT+Y	3	4	4	3	2	2	22.724279	NO
G405-M036	shekoiin	LOCKED_PRIMARY	SH+E+K+O+IIN	0	5	5	4	4	4	20.144417	NO
G405-M036	shekoiin	ONE_EDIT_RIVAL	OK+E+O+IIN	1	4	4	3	3	3	13.363171	NO
G405-M037	shekshey	LOCKED_PRIMARY	SH+E+K+SH+E+Y	0	6	6	5	5	5	19.527849	NO
G405-M037	shekshey	ONE_EDIT_RIVAL	SH+CH+K+S+E+Y	2	6	6	5	4	4	28.053701	NO
G405-M037	shekshey	ONE_EDIT_RIVAL	SH+CH+T+S+E+Y	2	6	6	5	4	4	27.775252	NO
G405-M037	shekshey	ONE_EDIT_RIVAL	OL+SH+K+E+Y	1	5	5	4	4	4	21.497446	NO
G405-M037	shekshey	ONE_EDIT_RIVAL	S+A_ADDR+L+K+SH+E+Y	1	7	7	6	6	6	27.200881	NO
G405-M037	shekshey	ONE_EDIT_RIVAL	SH+E+OK+E+SH+Y	1	6	6	5	5	5	29.388142	NO
G405-M038	shekydy	LOCKED_PRIMARY	SH+E+K+Y+DY	0	5	5	4	4	4	21.183597	NO
G405-M038	shekydy	ONE_EDIT_RIVAL	SH+EE+Y+DY	14	4	4	3	3	3	16.405195	NO
G405-M038	shekydy	ONE_EDIT_RIVAL	SH+E+O+Y+D_ADDR+Y	3	6	6	5	5	5	20.268904	NO
G405-M039	shodary	LOCKED_PRIMARY	SH+O+D_ADDR+AR+Y	0	5	5	4	4	4	19.012492	NO
G405-M039	shodary	ONE_EDIT_RIVAL	SH+OL+D_ADDR+R+Y	2	5	5	4	4	4	26.214805	NO
G405-M039	shodary	ONE_EDIT_RIVAL	HO+Y+R	1	3	3	2	2	2	22.388869	NO
G405-M039	shodary	ONE_EDIT_RIVAL	SH+O+E+T+R+Y	1	6	6	5	5	4	30.666609	NO
G405-M039	shodary	ONE_EDIT_RIVAL	SH+O+Y+T+R+Y	1	6	6	5	5	4	29.143182	NO
G405-M040	shotshey	LOCKED_PRIMARY	SH+OT+SH+E+Y	0	5	5	4	4	4	23.070826	NO
G405-M040	shotshey	ONE_EDIT_RIVAL	SH+OT+EE+SH+Y	1	5	5	4	3	3	29.721139	NO
G405-M041	shoyfar	LOCKED_PRIMARY	SH+O+Y+LOCAL_CHAR_F+AR	0	5	5	4	4	4	25.446894	NO
G405-M041	shoyfar	ONE_EDIT_RIVAL	SH+O+Y+T+Y+R	1	6	6	5	5	5	28.813399	NO
G405-M042	syaiir	LOCKED_PRIMARY	S+Y+IIN+R	0	4	4	3	2	2	25.486400	NO
G405-M042	syaiir	ONE_EDIT_RIVAL	D_ADDR+O+A_ADDR+IIN+R	1	5	5	4	4	4	25.808526	NO
G405-M043	tchey	LOCKED_PRIMARY	T+CH+E+Y	0	4	4	3	3	3	14.186185	NO
G405-M043	tchey	ONE_EDIT_RIVAL	T+Y	5	2	2	1	1	1	7.462269	NO
G405-M043	tchey	ONE_EDIT_RIVAL	T+CHD+Y	4	3	3	2	2	2	11.534739	NO
G405-M044	tshodeesy	LOCKED_PRIMARY	T+SH+O+D_ADDR+EE+S+Y	0	7	7	6	6	6	34.735588	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CARRIER_Q+O+P+CHD+S+Y	5	6	6	5	5	5	28.105233	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+CHD+DY+S	5	4	4	3	2	2	20.500410	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+CHD+Y+S	3	4	4	3	3	2	19.754628	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+SH+E+DY+S	3	5	5	4	3	3	22.369037	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+K+EE+D_ADDR+S+Y	3	6	6	5	5	5	27.311402	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	S+OL+CHD+Y+S	3	5	5	4	4	3	25.848883	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+CH+K+E+S+DY	3	6	6	5	5	5	25.511034	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	AL+SH+E+DY+S	2	5	5	4	3	3	23.723744	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CARRIER_Q+O+CH+T+OL+S+Y	2	7	7	6	6	6	31.262403	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+E+O+CH+K+S+Y	2	7	7	6	5	5	29.303214	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	L+CH+K+Y+S	2	5	5	4	4	3	23.404229	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+E+O+D_ADDR+AL+S+Y	2	7	7	6	6	6	27.452153	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+EEE+DY+S	2	4	4	3	2	2	23.483156	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+SH+E+DY+S	2	5	5	4	3	3	21.876385	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OT+CHD+DY+S	2	4	4	3	2	2	22.229373	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+E+CH+K+E+S+Y	2	7	7	6	6	6	25.836060	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	AL+CHD+DY+S	1	4	4	3	2	2	21.871741	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CARRIER_Q+E+P+CHD+S+Y	1	6	6	5	5	5	33.315889	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CARRIER_Q+O+LOCAL_CHAR_F+CHD+S+Y	1	6	6	5	5	5	31.676709	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CARRIER_Q+O+SH+EE+D_ADDR+S+Y	1	7	7	6	6	6	33.387193	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+CH+P+E+S+DY	1	6	6	5	5	5	28.248033	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+CH+T+E+S+DY	1	6	6	5	5	5	25.618436	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+E+CH+K+E+S+Y	1	7	7	6	6	6	26.680373	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+E+O+CH+P+S+Y	1	7	7	6	5	5	29.980028	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+EE+T+EE+S+Y	1	6	6	5	5	5	29.971517	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+K+EE+DY+S	1	5	5	4	3	3	20.439045	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+O+CH+T+E+S+Y	1	7	7	6	6	6	27.702762	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+OL+D_ADDR+SH+S+Y	1	6	6	5	4	4	35.342921	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	CH+OT+CH+E+S+Y	1	6	6	5	5	5	26.988476	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	D_ADDR+AIIN+Y+S	1	4	4	3	3	2	24.323261	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	D_ADDR+AIN+AL+DY+S	1	5	5	4	3	3	32.447863	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	D_ADDR+AIR+CH+E+S+Y	1	6	6	5	5	5	28.113736	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	D_ADDR+AR+D_ADDR+AR+S+DY	1	6	6	5	5	4	31.554521	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	D_ADDR+OR+SH+E+O+S+Y	1	7	7	6	6	6	29.282687	NO
