view	page	physical_folio	anchor_locus	response_locus	anchor_surface	response_surface	anchor_pair_id	anchor_sign	response_pair_id	response_sign	direction	lag	lag_band	paragraph_relation	response_hit	anchor_page_group_index	response_page_group_index
PRIMARY	f17v	f17	f17v.21	f17v.22	sheor	chey	SP10	SH	SP03	CH	forward	8	DISTAL	within_para	1	118	126
DIAGNOSTIC	f17v	f17	f17v.21	f17v.22	sheor	chey	SP10	SH	SP03	CH	forward	8	DISTAL	within_para	1	118	126
PRIMARY	f17v	f17	f17v.21	f17v.20	sheor	sho	SP10	SH	SP01	SH	backward	3	DISTAL	within_para	1	118	115
PRIMARY	f17v	f17	f17v.21	f17v.20	sheor	chol	SP10	SH	SP08	CH	backward	4	DISTAL	within_para	1	118	114
PRIMARY	f20r	f20	f20r.8	f20r.7	cheo	shol	SP11	CH	SP08	SH	backward	3	DISTAL	within_para	1	51	48
PRIMARY	f20r	f20	f20r.8	f20r.7	cheo	chol	SP11	CH	SP08	CH	backward	5	DISTAL	within_para	1	51	46
PRIMARY	f21r	f21	f21r.3	f21r.3	cheor	chy	SP10	CH	SP02	CH	forward	1	NEAR	within_para	1	22	23
PRIMARY	f21r	f21	f21r.3	f21r.3	cheor	chey	SP10	CH	SP03	CH	forward	3	DISTAL	within_para	1	22	25
PRIMARY	f21r	f21	f21r.3	f21r.3	cheor	shy	SP10	CH	SP02	SH	backward	3	DISTAL	within_para	1	22	19
PRIMARY	f21r	f21	f21r.7	f21r.7	cheor	cho	SP10	CH	SP01	CH	forward	2	NEAR	within_para	1	56	58
PRIMARY	f28v	f28	f28v.2	f28v.3	cheor	chol	SP10	CH	SP08	CH	forward	3	DISTAL	within_para	1	16	19
PRIMARY	f28v	f28	f28v.2	f28v.3	cheor	chy	SP10	CH	SP02	CH	forward	4	DISTAL	within_para	1	16	20
PRIMARY	f28v	f28	f28v.4	f28v.4	cheor	sheol	SP10	CH	SP09	SH	forward	5	DISTAL	within_para	1	23	28
DIAGNOSTIC	f28v	f28	f28v.4	f28v.4	cheor	sheol	SP10	CH	SP09	SH	forward	5	DISTAL	within_para	1	23	28
PRIMARY	f28v	f28	f28v.4	f28v.3	cheor	chy	SP10	CH	SP02	CH	backward	3	DISTAL	cross_para	1	23	20
DIAGNOSTIC	f28v	f28	f28v.4	f28v.3	cheor	chy	SP10	CH	SP02	CH	backward	3	DISTAL	cross_para	1	23	20
PRIMARY	f28v	f28	f28v.4	f28v.3	cheor	chol	SP10	CH	SP08	CH	backward	4	DISTAL	cross_para	1	23	19
DIAGNOSTIC	f28v	f28	f28v.4	f28v.3	cheor	chol	SP10	CH	SP08	CH	backward	4	DISTAL	cross_para	1	23	19
PRIMARY	f29r	f29	f29r.5	f29r.5	cheor	sheey	SP10	CH	SP04	SH	forward	2	NEAR	within_para	1	31	33
PRIMARY	f30r	f30	f30r.2	f30r.2	cheor	shey	SP10	CH	SP03	SH	forward	1	NEAR	within_para	1	15	16
PRIMARY	f30r	f30	f30r.2	f30r.3	cheor	cho	SP10	CH	SP01	CH	forward	6	DISTAL	within_para	1	15	21
PRIMARY	f30r	f30	f30r.2	f30r.2	cheor	chey	SP10	CH	SP03	CH	backward	4	DISTAL	within_para	1	15	11
PRIMARY	f30r	f30	f30r.2	f30r.1	cheor	shey	SP10	CH	SP03	SH	backward	6	DISTAL	within_para	1	15	9
PRIMARY	f30r	f30	f30r.11	f30r.11	cheor	chey	SP10	CH	SP03	CH	forward	1	NEAR	within_para	1	78	79
PRIMARY	f30r	f30	f30r.11	f30r.11	cheor	chey	SP10	CH	SP03	CH	forward	3	DISTAL	within_para	1	78	81
PRIMARY	f30r	f30	f30r.11	f30r.11	cheor	chey	SP10	CH	SP03	CH	forward	1	NEAR	within_para	1	80	81
PRIMARY	f30r	f30	f30r.11	f30r.11	cheor	chey	SP10	CH	SP03	CH	backward	1	NEAR	within_para	1	80	79
PRIMARY	f32r	f32	f32r.2	f32r.1	sheor	sho	SP10	SH	SP01	SH	backward	6	DISTAL	within_para	1	10	4
PRIMARY	f37r	f37	f37r.8	f37r.9	sheor	chy	SP10	SH	SP02	CH	forward	5	DISTAL	within_para	1	54	59
PRIMARY	f41r	f41	f41r.9	f41r.10	cheo	shedy	SP11	CH	SP06	SH	forward	4	DISTAL	within_para	1	82	86
PRIMARY	f43v	f43	f43v.11	f43v.11	sheo	chdy	SP11	SH	SP05	CH	forward	3	DISTAL	within_para	1	98	101
PRIMARY	f49r	f49	f49r.5	f49r.5	sheor	chey	SP10	SH	SP03	CH	forward	1	NEAR	within_para	1	28	29
DIAGNOSTIC	f49r	f49	f49r.5	f49r.5	sheor	chey	SP10	SH	SP03	CH	forward	1	NEAR	within_para	1	28	29
PRIMARY	f49r	f49	f49r.12	f49r.13	cheo	chol	SP11	CH	SP08	CH	forward	5	DISTAL	within_para	1	59	64
PRIMARY	f49r	f49	f49r.12	f49r.10	cheo	shy	SP11	CH	SP02	SH	backward	4	DISTAL	cross_para	1	59	55
PRIMARY	f49r	f49	f49r.14	f49r.15	sheor	chol	SP10	SH	SP08	CH	forward	4	DISTAL	within_para	1	72	76
PRIMARY	f49r	f49	f49r.18	f49r.18	sheor	cheol	SP10	SH	SP09	CH	forward	1	NEAR	within_para	1	91	92
PRIMARY	f49r	f49	f49r.18	f49r.18	sheor	cho	SP10	SH	SP01	CH	forward	3	DISTAL	within_para	1	91	94
PRIMARY	f49r	f49	f49r.18	f49r.17	sheor	chey	SP10	SH	SP03	CH	backward	4	DISTAL	within_para	1	91	87
PRIMARY	f49r	f49	f49r.18	f49r.17	sheor	chey	SP10	SH	SP03	CH	backward	5	DISTAL	within_para	1	91	86
PRIMARY	f49v	f49	f49v.38	f49v.38	cheor	sho	SP10	CH	SP01	SH	backward	1	NEAR	within_para	1	104	103
PRIMARY	f51v	f51	f51v.10	f51v.11	sheo	sheey	SP11	SH	SP04	SH	forward	4	DISTAL	within_para	1	68	72
PRIMARY	f51v	f51	f51v.10	f51v.11	sheo	chey	SP11	SH	SP03	CH	forward	6	DISTAL	within_para	1	68	74
PRIMARY	f56v	f56	f56v.14	f56v.14	cheo	chol	SP11	CH	SP08	CH	forward	2	NEAR	within_para	1	75	77
DIAGNOSTIC	f56v	f56	f56v.14	f56v.14	cheo	chol	SP11	CH	SP08	CH	forward	2	NEAR	within_para	1	75	77
PRIMARY	f56v	f56	f56v.14	f56v.15	cheo	chol	SP11	CH	SP08	CH	forward	6	DISTAL	within_para	1	75	81
DIAGNOSTIC	f56v	f56	f56v.14	f56v.15	cheo	chol	SP11	CH	SP08	CH	forward	6	DISTAL	within_para	1	75	81
PRIMARY	f56v	f56	f56v.14	f56v.15	cheo	chol	SP11	CH	SP08	CH	forward	7	DISTAL	within_para	1	75	82
DIAGNOSTIC	f56v	f56	f56v.14	f56v.15	cheo	chol	SP11	CH	SP08	CH	forward	7	DISTAL	within_para	1	75	82
PRIMARY	f58v	f58	f58v.35	f58v.35	sheo	chey	SP11	SH	SP03	CH	backward	4	DISTAL	within_para	1	340	336
PRIMARY	f66r	f66	f66r.64	f66r.64	sheor	sheol	SP10	SH	SP09	SH	backward	7	DISTAL	within_para	1	181	174
PRIMARY	f66r	f66	f66r.65	f66r.65	cheor	shedy	SP10	CH	SP06	SH	backward	5	DISTAL	within_para	1	191	186
PRIMARY	f66r	f66	f66r.65	f66r.65	cheor	shedy	SP10	CH	SP06	SH	backward	7	DISTAL	within_para	1	191	184
PRIMARY	f66r	f66	f66r.73	f66r.73	cheo	shey	SP11	CH	SP03	SH	backward	3	DISTAL	within_para	1	270	267
PRIMARY	f76r	f76	f76r.34	f76r.34	cheor	shey	SP10	CH	SP03	SH	forward	1	NEAR	within_para	1	331	332
PRIMARY	f76r	f76	f76r.34	f76r.33	cheor	sheey	SP10	CH	SP04	SH	backward	2	NEAR	within_para	1	331	329
PRIMARY	f76v	f76	f76v.9	f76v.9	sheor	chey	SP10	SH	SP03	CH	forward	1	NEAR	within_para	1	86	87
DIAGNOSTIC	f76v	f76	f76v.9	f76v.9	sheor	chey	SP10	SH	SP03	CH	forward	1	NEAR	within_para	1	86	87
PRIMARY	f76v	f76	f76v.9	f76v.9	sheor	cheey	SP10	SH	SP04	CH	forward	3	DISTAL	within_para	1	86	89
DIAGNOSTIC	f76v	f76	f76v.9	f76v.9	sheor	cheey	SP10	SH	SP04	CH	forward	3	DISTAL	within_para	1	86	89
PRIMARY	f76v	f76	f76v.9	f76v.9	sheor	cheedy	SP10	SH	SP07	CH	forward	6	DISTAL	within_para	1	86	92
DIAGNOSTIC	f76v	f76	f76v.9	f76v.9	sheor	cheedy	SP10	SH	SP07	CH	forward	6	DISTAL	within_para	1	86	92
PRIMARY	f76v	f76	f76v.11	f76v.11	cheor	sheedy	SP10	CH	SP07	SH	forward	1	NEAR	within_para	1	103	104
PRIMARY	f76v	f76	f76v.11	f76v.11	cheor	shedy	SP10	CH	SP06	SH	forward	7	DISTAL	within_para	1	103	110
PRIMARY	f76v	f76	f76v.11	f76v.10	cheor	shedy	SP10	CH	SP06	SH	backward	6	DISTAL	within_para	1	103	97
PRIMARY	f77v	f77	f77v.26	f77v.26	sheor	shedy	SP10	SH	SP06	SH	backward	2	NEAR	within_para	1	190	188
PRIMARY	f77v	f77	f77v.26	f77v.25	sheor	sheedy	SP10	SH	SP07	SH	backward	6	DISTAL	within_para	1	190	184
PRIMARY	f78v	f78	f78v.12	f78v.11	sheor	chdy	SP10	SH	SP05	CH	backward	4	DISTAL	within_para	1	106	102
PRIMARY	f78v	f78	f78v.32	f78v.32	cheor	sheol	SP10	CH	SP09	SH	forward	1	NEAR	within_para	1	290	291
DIAGNOSTIC	f78v	f78	f78v.32	f78v.32	cheor	sheol	SP10	CH	SP09	SH	forward	1	NEAR	within_para	1	290	291
PRIMARY	f79r	f79	f79r.10	f79r.11	cheor	chedy	SP10	CH	SP06	CH	forward	7	DISTAL	within_para	1	91	98
PRIMARY	f79r	f79	f79r.10	f79r.9	cheor	sheol	SP10	CH	SP09	SH	backward	7	DISTAL	within_para	1	91	84
PRIMARY	f79r	f79	f79r.31	f79r.31	cheor	sheol	SP10	CH	SP09	SH	backward	3	DISTAL	within_para	1	280	277
PRIMARY	f79v	f79	f79v.34	f79v.35	sheor	cheey	SP10	SH	SP04	CH	forward	3	DISTAL	within_para	1	284	287
PRIMARY	f80r	f80	f80r.50	f80r.50	sheor	chey	SP10	SH	SP03	CH	backward	4	DISTAL	within_para	1	412	408
PRIMARY	f80v	f80	f80v.36	f80v.36	sheor	shey	SP10	SH	SP03	SH	forward	2	NEAR	within_para	1	304	306
PRIMARY	f81r	f81	f81r.26	f81r.26	sheor	shedy	SP10	SH	SP06	SH	forward	1	NEAR	within_para	1	166	167
PRIMARY	f81r	f81	f81r.26	f81r.27	sheor	chedy	SP10	SH	SP06	CH	forward	4	DISTAL	within_para	1	166	170
PRIMARY	f81r	f81	f81r.26	f81r.25	sheor	chedy	SP10	SH	SP06	CH	backward	6	DISTAL	within_para	1	166	160
PRIMARY	f82r	f82	f82r.22	f82r.22	cheor	sheey	SP10	CH	SP04	SH	forward	1	NEAR	within_para	1	173	174
PRIMARY	f82r	f82	f82r.22	f82r.21	cheor	chedy	SP10	CH	SP06	CH	backward	4	DISTAL	within_para	1	173	169
PRIMARY	f82r	f82	f82r.22	f82r.21	cheor	chey	SP10	CH	SP03	CH	backward	6	DISTAL	within_para	1	173	167
PRIMARY	f82r	f82	f82r.33	f82r.33	cheor	chey	SP10	CH	SP03	CH	forward	1	NEAR	within_para	1	277	278
PRIMARY	f82r	f82	f82r.33	f82r.33	cheor	cheol	SP10	CH	SP09	CH	backward	2	NEAR	within_para	1	277	275
PRIMARY	f83v	f83	f83v.13	f83v.13	cheor	chedy	SP10	CH	SP06	CH	backward	3	DISTAL	within_para	1	107	104
PRIMARY	f83v	f83	f83v.13	f83v.13	cheor	chedy	SP10	CH	SP06	CH	backward	4	DISTAL	within_para	1	107	103
PRIMARY	f83v	f83	f83v.20	f83v.20	cheor	cheol	SP10	CH	SP09	CH	forward	2	NEAR	within_para	1	168	170
PRIMARY	f83v	f83	f83v.22	f83v.21	cheor	shedy	SP10	CH	SP06	SH	backward	6	DISTAL	within_para	1	187	181
PRIMARY	f85r2	f85	f85r2.4	f85r2.4	sheo	chol	SP11	SH	SP08	CH	forward	2	NEAR	within_para	1	46	48
DIAGNOSTIC	f85r2	f85	f85r2.4	f85r2.4	sheo	chol	SP11	SH	SP08	CH	forward	2	NEAR	within_para	1	46	48
PRIMARY	f86v6	f86	f86v6.15	f86v6.15	cheor	chdy	SP10	CH	SP05	CH	backward	3	DISTAL	within_para	1	161	158
PRIMARY	f86v6	f86	f86v6.15	f86v6.15	cheor	shol	SP10	CH	SP08	SH	backward	7	DISTAL	within_para	1	161	154
PRIMARY	f87r	f87	f87r.14	f87r.14	cheor	shol	SP10	CH	SP08	SH	backward	3	DISTAL	within_para	1	89	86
DIAGNOSTIC	f87r	f87	f87r.14	f87r.14	cheor	shol	SP10	CH	SP08	SH	backward	3	DISTAL	within_para	1	89	86
PRIMARY	f88r	f88	f88r.22	f88r.22	cheor	chol	SP10	CH	SP08	CH	backward	1	NEAR	within_para	1	95	94
DIAGNOSTIC	f88r	f88	f88r.22	f88r.22	cheor	chol	SP10	CH	SP08	CH	backward	1	NEAR	within_para	1	95	94
PRIMARY	f88r	f88	f88r.30	f88r.30	cheor	cheol	SP10	CH	SP09	CH	forward	2	NEAR	within_para	1	138	140
DIAGNOSTIC	f88r	f88	f88r.30	f88r.30	cheor	cheol	SP10	CH	SP09	CH	forward	2	NEAR	within_para	1	138	140
PRIMARY	f88r	f88	f88r.30	f88r.31	cheor	chol	SP10	CH	SP08	CH	forward	8	DISTAL	within_para	1	138	146
DIAGNOSTIC	f88r	f88	f88r.30	f88r.31	cheor	chol	SP10	CH	SP08	CH	forward	8	DISTAL	within_para	1	138	146
PRIMARY	f88v	f88	f88v.24	f88v.24	sheor	sheedy	SP10	SH	SP07	SH	forward	1	NEAR	within_para	1	122	123
PRIMARY	f88v	f88	f88v.24	f88v.23	sheor	sheol	SP10	SH	SP09	SH	backward	7	DISTAL	within_para	1	122	115
PRIMARY	f88v	f88	f88v.25	f88v.24	sheor	sheedy	SP10	SH	SP07	SH	backward	7	DISTAL	within_para	1	130	123
PRIMARY	f88v	f88	f88v.26	f88v.26	cheor	shy	SP10	CH	SP02	SH	forward	1	NEAR	within_para	1	139	140
DIAGNOSTIC	f88v	f88	f88v.26	f88v.26	cheor	shy	SP10	CH	SP02	SH	forward	1	NEAR	within_para	1	139	140
PRIMARY	f93r	f93	f93r.2	f93r.2	sheo	chol	SP11	SH	SP08	CH	backward	3	DISTAL	within_para	1	13	10
DIAGNOSTIC	f93r	f93	f93r.2	f93r.2	sheo	chol	SP11	SH	SP08	CH	backward	3	DISTAL	within_para	1	13	10
PRIMARY	f94r	f94	f94r.7	f94r.6	cheor	chedy	SP10	CH	SP06	CH	backward	8	DISTAL	within_para	1	60	52
PRIMARY	f96r	f96	f96r.5	f96r.6	sheor	chol	SP10	SH	SP08	CH	forward	5	DISTAL	within_para	1	33	38
PRIMARY	f96r	f96	f96r.5	f96r.6	sheor	cheol	SP10	SH	SP09	CH	forward	7	DISTAL	within_para	1	33	40
PRIMARY	f96r	f96	f96r.9	f96r.8	sheo	chol	SP11	SH	SP08	CH	backward	3	DISTAL	within_para	1	57	54
PRIMARY	f96r	f96	f96r.9	f96r.8	sheo	sheol	SP11	SH	SP09	SH	backward	5	DISTAL	within_para	1	57	52
PRIMARY	f100r	f100	f100r.24	f100r.23	sheor	sho	SP10	SH	SP01	SH	backward	5	DISTAL	within_para	1	76	71
PRIMARY	f100r	f100	f100r.24	f100r.23	sheor	chol	SP10	SH	SP08	CH	backward	6	DISTAL	within_para	1	76	70
PRIMARY	f100r	f100	f100r.25	f100r.25	sheor	chol	SP10	SH	SP08	CH	forward	2	NEAR	within_para	1	85	87
DIAGNOSTIC	f100r	f100	f100r.25	f100r.25	sheor	chol	SP10	SH	SP08	CH	forward	2	NEAR	within_para	1	85	87
PRIMARY	f100r	f100	f100r.25	f100r.25	sheor	cheol	SP10	SH	SP09	CH	forward	7	DISTAL	within_para	1	85	92
DIAGNOSTIC	f100r	f100	f100r.25	f100r.25	sheor	cheol	SP10	SH	SP09	CH	forward	7	DISTAL	within_para	1	85	92
PRIMARY	f100r	f100	f100r.25	f100r.24	sheor	cheol	SP10	SH	SP09	CH	backward	2	NEAR	within_para	1	85	83
PRIMARY	f100r	f100	f100r.25	f100r.24	sheor	sheey	SP10	SH	SP04	SH	backward	5	DISTAL	within_para	1	85	80
PRIMARY	f100v	f100	f100v.18	f100v.17	cheo	chol	SP11	CH	SP08	CH	backward	7	DISTAL	within_para	1	56	49
PRIMARY	f102v2	f102	f102v2.33	f102v2.33	cheor	sho	SP10	CH	SP01	SH	backward	2	NEAR	within_para	1	130	128
PRIMARY	f102v2	f102	f102v2.35	f102v2.35	cheo	sheol	SP11	CH	SP09	SH	backward	5	DISTAL	within_para	1	153	148
PRIMARY	f102v2	f102	f102v2.39	f102v2.38	cheor	sho	SP10	CH	SP01	SH	backward	5	DISTAL	within_para	1	187	182
PRIMARY	f102v1	f102	f102v1.12	f102v1.13	cheor	cheol	SP10	CH	SP09	CH	forward	7	DISTAL	within_para	1	61	68
PRIMARY	f102v1	f102	f102v1.14	f102v1.13	cheor	cheey	SP10	CH	SP04	CH	backward	3	DISTAL	within_para	1	75	72
PRIMARY	f102v1	f102	f102v1.14	f102v1.13	cheor	cheol	SP10	CH	SP09	CH	backward	7	DISTAL	within_para	1	75	68
PRIMARY	f103r	f103	f103r.13	f103r.13	sheor	chedy	SP10	SH	SP06	CH	forward	6	DISTAL	within_para	1	149	155
PRIMARY	f103v	f103	f103v.10	f103v.10	sheor	cheey	SP10	SH	SP04	CH	backward	8	DISTAL	within_para	1	102	94
PRIMARY	f104r	f104	f104r.22	f104r.23	cheor	chol	SP10	CH	SP08	CH	forward	6	DISTAL	within_para	1	219	225
PRIMARY	f104r	f104	f104r.22	f104r.22	cheor	cheedy	SP10	CH	SP07	CH	backward	2	NEAR	within_para	1	219	217
PRIMARY	f104v	f104	f104v.7	f104v.7	cheo	cheey	SP11	CH	SP04	CH	backward	2	NEAR	within_para	1	69	67
PRIMARY	f104v	f104	f104v.9	f104v.9	cheor	chedy	SP10	CH	SP06	CH	forward	4	DISTAL	within_para	1	94	98
PRIMARY	f104v	f104	f104v.9	f104v.10	cheor	shol	SP10	CH	SP08	SH	forward	7	DISTAL	within_para	1	94	101
PRIMARY	f104v	f104	f104v.9	f104v.10	cheor	cheedy	SP10	CH	SP07	CH	forward	8	DISTAL	within_para	1	94	102
PRIMARY	f104v	f104	f104v.22	f104v.22	sheor	chey	SP10	SH	SP03	CH	forward	2	NEAR	within_para	1	233	235
PRIMARY	f105r	f105	f105r.24	f105r.25	sheo	chedy	SP11	SH	SP06	CH	forward	7	DISTAL	within_para	1	243	250
PRIMARY	f106r	f106	f106r.21	f106r.20	cheo	chedy	SP11	CH	SP06	CH	backward	6	DISTAL	within_para	1	192	186
PRIMARY	f106r	f106	f106r.30	f106r.30	sheo	cho	SP11	SH	SP01	CH	backward	2	NEAR	within_para	1	275	273
PRIMARY	f106r	f106	f106r.43	f106r.44	cheor	chy	SP10	CH	SP02	CH	forward	8	DISTAL	within_para	1	391	399
PRIMARY	f106r	f106	f106r.43	f106r.43	cheor	sheol	SP10	CH	SP09	SH	backward	5	DISTAL	within_para	1	391	386
PRIMARY	f106r	f106	f106r.43	f106r.42	cheor	shedy	SP10	CH	SP06	SH	backward	8	DISTAL	within_para	1	391	383
PRIMARY	f106v	f106	f106v.37	f106v.36	cheo	sheedy	SP11	CH	SP07	SH	backward	4	DISTAL	cross_para	1	339	335
PRIMARY	f107r	f107	f107r.26	f107r.26	cheor	shey	SP10	CH	SP03	SH	forward	1	NEAR	within_para	1	235	236
PRIMARY	f107r	f107	f107r.26	f107r.26	cheor	cheey	SP10	CH	SP04	CH	forward	2	NEAR	within_para	1	235	237
PRIMARY	f107r	f107	f107r.33	f107r.33	cheo	chey	SP11	CH	SP03	CH	forward	2	NEAR	within_para	1	303	305
DIAGNOSTIC	f107r	f107	f107r.33	f107r.33	cheo	chey	SP11	CH	SP03	CH	forward	2	NEAR	within_para	1	303	305
PRIMARY	f107r	f107	f107r.46	f107r.46	cheor	cheey	SP10	CH	SP04	CH	backward	4	DISTAL	within_para	1	429	425
DIAGNOSTIC	f107r	f107	f107r.46	f107r.46	cheor	cheey	SP10	CH	SP04	CH	backward	4	DISTAL	within_para	1	429	425
PRIMARY	f107v	f107	f107v.28	f107v.28	cheor	cheol	SP10	CH	SP09	CH	forward	1	NEAR	within_para	1	264	265
PRIMARY	f108r	f108	f108r.5	f108r.6	cheo	cheol	SP11	CH	SP09	CH	forward	5	DISTAL	within_para	1	46	51
PRIMARY	f108v	f108	f108v.37	f108v.37	sheor	sheey	SP10	SH	SP04	SH	forward	1	NEAR	within_para	1	399	400
PRIMARY	f108v	f108	f108v.37	f108v.37	sheor	shey	SP10	SH	SP03	SH	forward	5	DISTAL	within_para	1	399	404
PRIMARY	f108v	f108	f108v.37	f108v.37	sheor	shedy	SP10	SH	SP06	SH	forward	7	DISTAL	within_para	1	399	406
PRIMARY	f111r	f111	f111r.44	f111r.43	sheo	chedy	SP11	SH	SP06	CH	backward	5	DISTAL	cross_para	1	510	505
PRIMARY	f111v	f111	f111v.21	f111v.21	sheo	cheey	SP11	SH	SP04	CH	backward	4	DISTAL	within_para	1	253	249
DIAGNOSTIC	f111v	f111	f111v.21	f111v.21	sheo	cheey	SP11	SH	SP04	CH	backward	4	DISTAL	within_para	1	253	249
PRIMARY	f112r	f112	f112r.17	f112r.17	cheo	cheey	SP11	CH	SP04	CH	forward	2	NEAR	within_para	1	133	135
PRIMARY	f112r	f112	f112r.17	f112r.17	cheo	cheey	SP11	CH	SP04	CH	backward	2	NEAR	within_para	1	133	131
PRIMARY	f112v	f112	f112v.38	f112v.38	cheo	chol	SP11	CH	SP08	CH	backward	4	DISTAL	within_para	1	332	328
PRIMARY	f112v	f112	f112v.38	f112v.38	cheo	chedy	SP11	CH	SP06	CH	backward	5	DISTAL	within_para	1	332	327
PRIMARY	f113r	f113	f113r.6	f113r.6	cheo	cheey	SP11	CH	SP04	CH	forward	1	NEAR	within_para	1	55	56
DIAGNOSTIC	f113r	f113	f113r.6	f113r.6	cheo	cheey	SP11	CH	SP04	CH	forward	1	NEAR	within_para	1	55	56
PRIMARY	f113r	f113	f113r.6	f113r.5	cheo	chedy	SP11	CH	SP06	CH	backward	2	NEAR	within_para	1	55	53
PRIMARY	f113r	f113	f113r.6	f113r.5	cheo	chedy	SP11	CH	SP06	CH	backward	3	DISTAL	within_para	1	55	52
PRIMARY	f114r	f114	f114r.16	f114r.16	cheo	chedy	SP11	CH	SP06	CH	forward	4	DISTAL	within_para	1	151	155
PRIMARY	f114r	f114	f114r.16	f114r.17	cheo	cheedy	SP11	CH	SP07	CH	forward	6	DISTAL	within_para	1	151	157
PRIMARY	f114r	f114	f114r.43	f114r.44	cheo	chedy	SP11	CH	SP06	CH	forward	3	DISTAL	within_para	1	439	442
PRIMARY	f114r	f114	f114r.43	f114r.44	cheo	cheey	SP11	CH	SP04	CH	forward	5	DISTAL	within_para	1	439	444
PRIMARY	f114v	f114	f114v.6	f114v.6	cheo	shedy	SP11	CH	SP06	SH	forward	5	DISTAL	within_para	1	49	54
DIAGNOSTIC	f114v	f114	f114v.6	f114v.6	cheo	shedy	SP11	CH	SP06	SH	forward	5	DISTAL	within_para	1	49	54
PRIMARY	f114v	f114	f114v.6	f114v.5	cheo	shedy	SP11	CH	SP06	SH	backward	2	NEAR	cross_para	1	49	47
DIAGNOSTIC	f114v	f114	f114v.6	f114v.5	cheo	shedy	SP11	CH	SP06	SH	backward	2	NEAR	cross_para	1	49	47
PRIMARY	f114v	f114	f114v.6	f114v.5	cheo	chedy	SP11	CH	SP06	CH	backward	6	DISTAL	cross_para	1	49	43
DIAGNOSTIC	f114v	f114	f114v.6	f114v.5	cheo	chedy	SP11	CH	SP06	CH	backward	6	DISTAL	cross_para	1	49	43
PRIMARY	f114v	f114	f114v.33	f114v.33	cheo	sheol	SP11	CH	SP09	SH	backward	3	DISTAL	within_para	1	294	291
PRIMARY	f114v	f114	f114v.33	f114v.33	cheo	sheey	SP11	CH	SP04	SH	backward	5	DISTAL	within_para	1	294	289
PRIMARY	f115r	f115	f115r.11	f115r.11	cheo	cho	SP11	CH	SP01	CH	forward	2	NEAR	within_para	1	116	118
