hand_id	commission_event	statement_no	owner_id	selected_surface	surface_length	surface_fixed_occurrences	possible_card_numbers_from_surface	surface_card_ambiguity	recovered_card_no	expected_card_no	exact_card_recovery	recovered_component_recipe	expected_component_recipe	exact_component_recovery	atomic_reading_de
H2_CUSTOM_HAND	CE13	C07	BASIN_STATION	cheky	5	3	PROC083	1	PROC083	PROC083	YES	CHK+E+Y	CHK+E+Y	YES	WAERMEN · KURZ · DIES
H2_CUSTOM_HAND	CE14	C07	BASIN_STATION	ody	3	1	PROC041	1	PROC041	PROC041	YES	O+DY	O+DY	YES	GANG · SCHLUSS
H3_FRAME_HAND	CE01	C01	PLANT_OWNER	chaiin	6	1	PROC009	1	PROC009	PROC009	YES	AIIN	AIIN	YES	MASS
H3_FRAME_HAND	CE02	C01	PLANT_OWNER	choky	5	2	PROC008	1	PROC008	PROC008	YES	OK+Y	OK+Y	YES	ANSETZEN · DIES
H3_FRAME_HAND	CE03	C02	PLANT_OWNER	choy	4	1	PROC056	1	PROC056	PROC056	YES	HO+Y	HO+Y	YES	ZUTAT · DIES
H3_FRAME_HAND	CE04	C02	PLANT_OWNER	shor	4	1	PROC016	1	PROC016	PROC016	YES	OR	OR	YES	ANSATZ
H3_FRAME_HAND	CE05	C03	PLANT_OWNER	lsho	4	1	PROC084	1	PROC084	PROC084	YES	LSH+O	LSH+O	YES	WASCHEN · GANG
H3_FRAME_HAND	CE06	C03	PLANT_OWNER	cheey	5	2	PROC031	1	PROC031	PROC031	YES	SH+EE+Y	SH+EE+Y	YES	HALTEN · LANG · DIES
H3_FRAME_HAND	CE07	C04	PLANT_OWNER	cfhy	4	1	PROC028	1	PROC028	PROC028	YES	CFH+Y	CFH+Y	YES	AUSWRINGEN · DIES
H3_FRAME_HAND	CE08	C04	PLANT_OWNER	cheedy	6	1	PROC078	1	PROC078	PROC078	YES	SHED+DY	SHED+DY	YES	ABSETZEN · SCHLUSS
H3_FRAME_HAND	CE09	C05	BASIN_STATION	chaiin	6	1	PROC009	1	PROC009	PROC009	YES	AIIN	AIIN	YES	MASS
H3_FRAME_HAND	CE10	C05	BASIN_STATION	qokal	5	4	PROC048	1	PROC048	PROC048	YES	OK+AL	OK+AL	YES	ANSETZEN · ZIEL
H3_FRAME_HAND	CE11	C06	BASIN_STATION	chldaiin	8	1	PROC147	1	PROC147	PROC147	YES	L+AIIN	L+AIIN	YES	WEITERLEITEN · MASS
H3_FRAME_HAND	CE12	C06	BASIN_STATION	schedair	8	1	PROC150	1	PROC150	PROC150	YES	CHD+AIR	CHD+AIR	YES	UMSETZEN · LAUF
H3_FRAME_HAND	CE13	C07	BASIN_STATION	cheky	5	3	PROC083	1	PROC083	PROC083	YES	CHK+E+Y	CHK+E+Y	YES	WAERMEN · KURZ · DIES
H3_FRAME_HAND	CE14	C07	BASIN_STATION	ody	3	1	PROC041	1	PROC041	PROC041	YES	O+DY	O+DY	YES	GANG · SCHLUSS
