pair_id	prefix_character	prefix_surface	base_surface	base_initial	base_length	prefix_canonical_axes	base_canonical_axes	prefix_quality_stage_axes	base_quality_stage_axes	quality_stage_exactly_preserved	preparation_relation	axes_shared	axes_prefix_only	axes_base_only	prefix_clean_mode_support	prefix_clean_axis_occurrences	base_clean_mode_support	base_clean_axis_occurrences	prefix_reader_exact_occurrences	base_reader_exact_occurrences	prefix_reader_exact_pages	base_reader_exact_pages	prefix_mean_normalized_position	base_mean_normalized_position	raw_position_delta_prefix_minus_base	section_residual_position_delta_prefix_minus_base	line_first_delta_prefix_minus_base	line_last_delta_prefix_minus_base	paragraph_first_delta_prefix_minus_base	paragraph_last_delta_prefix_minus_base	paragraph_start_line_delta_prefix_minus_base	paragraph_end_line_delta_prefix_minus_base	direct_contacts	direct_contact_pages	prefix_then_base_contacts	base_then_prefix_contacts	contacts_per_1000_min_occurrences	literal_identity	confirmed_lexeme	component_export_credit
G751-C018	d	doiin	oiin	o	4	PREPARATION	PREPARATION	NONE	NONE	1	BOTH	PREPARATION	NONE	NONE	9	9	15	15	9	15	9	12	0.373016	0.367574	0.005442	0.004216	0.333333	0.000000	0.000000	0.000000	0.088889	0.088889	0	0	0	0	0.000000	OPEN	0	0
G751-C019	d	doly	oly	o	3	AMOUNT	PROCESS	NONE	NONE	1	NEITHER	NONE	AMOUNT	PROCESS	1	1	48	48	1	48	1	30	1.000000	0.863759	0.136241	0.176427	0.000000	0.312500	0.000000	-0.041667	0.833333	-0.062500	0	0	0	0	0.000000	OPEN	0	0
G751-C020	d	dor	or	o	2	AMOUNT|MATERIAL	AMOUNT|MATERIAL	NONE	NONE	1	NEITHER	AMOUNT|MATERIAL	NONE	NONE	48	48	4	4	48	235	38	96	0.368842	0.436253	-0.067412	-0.068467	0.226950	-0.038298	0.000000	-0.004255	-0.023050	0.051773	0	0	0	0	0.000000	OPEN	0	0
G751-C021	d	doraiin	oraiin	o	6	AMOUNT|MATERIAL	AMOUNT	NONE	NONE	1	NEITHER	AMOUNT	MATERIAL	NONE	1	1	21	21	1	21	1	18	0.444444	0.593531	-0.149086	-0.151067	-0.142857	-0.238095	0.000000	-0.095238	-0.095238	-0.285714	0	0	0	0	0.000000	OPEN	0	0
G751-C022	d	dshedy	shedy	s	5	MOIST|MIDDLE_STAGE|AMOUNT|MATERIAL	MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	1	NEITHER	MOIST|MIDDLE_STAGE	AMOUNT|MATERIAL	NONE	1	1	2	2	19	219	16	58	0.042982	0.467110	-0.424128	-0.422881	0.828407	-0.050228	0.000000	-0.031963	-0.093247	-0.056957	1	1	1	0	52.631579	OPEN	0	0
G751-C023	d	dsheol	sheol	s	5	AMOUNT|MATERIAL	MOIST|MATERIAL	NONE	MOIST	0	NEITHER	MATERIAL	AMOUNT	MOIST	9	9	71	71	9	71	9	43	0.011111	0.381779	-0.370668	-0.367348	0.846635	-0.056338	0.000000	-0.014085	-0.142410	0.192488	0	0	0	0	0.000000	OPEN	0	0
G751-C024	d	dsho	sho	s	3	MOIST|AMOUNT|PREPARATION|PROCESS	MOIST|PREPARATION	MOIST	MOIST	1	BOTH	MOIST|PREPARATION	AMOUNT|PROCESS	NONE	6	6	93	93	6	93	6	59	0.205357	0.321540	-0.116183	-0.117519	0.376344	0.000000	0.000000	0.000000	-0.161290	0.370968	0	0	0	0	0.000000	OPEN	0	0
G751-C025	f	fchedy	chedy	c	5	DRY|MIDDLE_STAGE|PART|PROCESS	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	1	NEITHER	DRY|MIDDLE_STAGE	PART|PROCESS	NONE	4	4	1	1	4	296	4	63	0.371528	0.536387	-0.164859	-0.168144	-0.020270	-0.070946	0.000000	-0.020270	0.641892	-0.114865	0	0	0	0	0.000000	OPEN	0	0
G751-C026	k	kaiin	aiin	a	4	HOT|LEVEL_III	AMOUNT	HOT	NONE	0	NEITHER	NONE	HOT|LEVEL_III	AMOUNT	44	44	6	6	44	338	30	89	0.521874	0.531064	-0.009191	-0.011020	0.022727	-0.036444	0.022727	-0.005917	-0.057961	0.042765	0	0	0	0	0.000000	OPEN	0	0
G751-C027	k	kair	air	a	3	HOT|PART|MATERIAL	PART|MATERIAL	HOT	NONE	0	NEITHER	PART|MATERIAL	HOT	NONE	8	8	44	44	8	44	7	29	0.442221	0.509338	-0.067116	-0.067858	-0.022727	-0.045455	0.000000	0.000000	-0.022727	0.193182	0	0	0	0	0.000000	OPEN	0	0
G751-C028	k	kalchdy	alchdy	a	6	HOT|DRY|MATERIAL|PROCESS	DRY|END_STAGE|MATERIAL|PROCESS|CLOSE	HOT|DRY	DRY|END_STAGE	0	NEITHER	DRY|MATERIAL|PROCESS	HOT	END_STAGE|CLOSE	1	1	1	1	1	1	1	1	0.500000	1.000000	-0.500000	-0.521013	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C029	k	kar	ar	a	2	HOT|PART|MATERIAL	PART|MATERIAL	HOT	NONE	0	NEITHER	PART|MATERIAL	HOT	NONE	42	42	2	2	42	242	32	78	0.563701	0.544503	0.019197	0.019479	0.019677	-0.002952	0.000000	0.000000	-0.014168	-0.028729	2	2	2	0	47.619048	OPEN	0	0
G751-C030	k	kary	ary	a	3	HOT|END_STAGE|PART|CLOSE	END_STAGE|PART|MATERIAL|CLOSE	HOT|END_STAGE	END_STAGE	0	NEITHER	END_STAGE|PART|CLOSE	HOT	MATERIAL	3	3	14	14	3	14	3	12	0.878788	0.979592	-0.100804	-0.104007	0.000000	-0.261905	0.000000	-0.142857	0.595238	-0.142857	0	0	0	0	0.000000	OPEN	0	0
G751-C031	k	kchal	chal	c	4	HOT|DRY|BEGIN_STAGE|MATERIAL	DRY|BEGIN_STAGE|MATERIAL	HOT|DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	0	NEITHER	DRY|BEGIN_STAGE|MATERIAL	HOT	NONE	1	1	2	2	1	35	1	20	1.000000	0.575783	0.424217	0.424461	0.000000	0.828571	0.000000	-0.057143	-0.114286	-0.142857	0	0	0	0	0.000000	OPEN	0	0
G751-C032	k	kchedy	chedy	c	5	HOT|DRY|MIDDLE_STAGE|END_STAGE|CLOSE	DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE|END_STAGE	DRY|MIDDLE_STAGE	0	NEITHER	DRY|MIDDLE_STAGE	HOT|END_STAGE|CLOSE	NONE	9	9	1	1	9	296	9	63	0.408305	0.536387	-0.128082	-0.130522	0.090841	-0.070946	0.000000	-0.020270	-0.108108	0.107357	0	0	0	0	0.000000	OPEN	0	0
G751-C033	k	kcheey	cheey	c	5	HOT|DRY|END_STAGE	DRY|END_STAGE	HOT|DRY|END_STAGE	DRY|END_STAGE	0	NEITHER	DRY|END_STAGE	HOT	NONE	3	3	4	4	3	137	2	59	0.361111	0.433368	-0.072257	-0.077691	-0.014599	-0.036496	0.000000	-0.021898	0.282238	-0.197080	0	0	0	0	0.000000	OPEN	0	0
G751-C034	k	kcheor	cheor	c	5	HOT|DRY|MIDDLE_STAGE|AMOUNT|MATERIAL	DRY|PART|MATERIAL	HOT|DRY|MIDDLE_STAGE	DRY	0	NEITHER	DRY|MATERIAL	HOT|MIDDLE_STAGE|AMOUNT	PART	2	2	56	56	2	56	2	38	0.463636	0.417690	0.045947	0.034550	-0.035714	-0.035714	0.000000	-0.017857	-0.125000	-0.285714	0	0	0	0	0.000000	OPEN	0	0
G751-C035	k	kcho	cho	c	3	HOT|DRY|PREPARATION	DRY|PREPARATION	HOT|DRY	DRY	0	BOTH	DRY|PREPARATION	HOT	NONE	4	4	45	45	4	45	4	33	0.500000	0.443631	0.056369	0.054298	-0.022222	-0.022222	0.000000	0.000000	0.138889	-0.133333	0	0	0	0	0.000000	OPEN	0	0
G751-C036	k	kchol	chol	c	4	HOT|DRY	DRY	HOT|DRY	DRY	0	NEITHER	DRY	HOT	NONE	19	19	6	6	19	303	16	121	0.393609	0.422209	-0.028600	-0.031696	0.052458	-0.016502	0.105263	-0.009901	0.216953	-0.095883	2	2	2	0	105.263158	OPEN	0	0
G751-C037	k	kchor	chor	c	4	HOT|DRY|AMOUNT|MATERIAL	PART	HOT|DRY	NONE	0	NEITHER	NONE	HOT|DRY|AMOUNT|MATERIAL	PART	18	18	2	2	18	176	18	94	0.292130	0.408564	-0.116435	-0.119855	0.276515	0.027146	0.111111	-0.017045	0.024621	-0.097854	0	0	0	0	0.000000	OPEN	0	0
G751-C038	k	kchy	chy	c	3	HOT|DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	0	NEITHER	DRY|BEGIN_STAGE	HOT	NONE	21	21	2	2	21	114	19	74	0.538605	0.506829	0.031777	0.030671	-0.017544	-0.048872	0.000000	-0.017544	-0.048872	0.124060	4	4	0	4	190.476190	OPEN	0	0
G751-C039	k	kodaiin	odaiin	o	6	HOT|AMOUNT|PREPARATION	LEVEL_III|PREPARATION	HOT	NONE	0	BOTH	PREPARATION	HOT|AMOUNT	LEVEL_III	2	2	42	42	2	42	2	34	0.000000	0.489684	-0.489684	-0.469524	0.880952	-0.047619	0.500000	0.000000	0.380952	-0.119048	0	0	0	0	0.000000	OPEN	0	0
G751-C040	k	koldy	oldy	o	4	HOT|END_STAGE|MATERIAL|CLOSE	END_STAGE|CLOSE	HOT|END_STAGE	END_STAGE	0	NEITHER	END_STAGE|CLOSE	HOT|MATERIAL	NONE	2	2	17	17	2	17	2	12	0.714286	0.729336	-0.015051	-0.027713	-0.117647	-0.029412	0.000000	-0.058824	-0.058824	-0.117647	0	0	0	0	0.000000	OPEN	0	0
G751-C041	k	kshdy	shdy	s	4	HOT|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	MOIST|BEGIN_STAGE	HOT|MOIST|BEGIN_STAGE|END_STAGE	MOIST|BEGIN_STAGE	0	NEITHER	MOIST|BEGIN_STAGE	HOT|END_STAGE|CLOSE	NONE	1	1	1	1	1	25	1	18	0.750000	0.486412	0.263588	0.263266	-0.080000	-0.040000	0.000000	-0.040000	-0.320000	-0.240000	0	0	0	0	0.000000	OPEN	0	0
G751-C042	k	kshedy	shedy	s	5	HOT|MOIST|MIDDLE_STAGE|END_STAGE|CLOSE	MOIST|MIDDLE_STAGE	HOT|MOIST|MIDDLE_STAGE|END_STAGE	MOIST|MIDDLE_STAGE	0	NEITHER	MOIST|MIDDLE_STAGE	HOT|END_STAGE|CLOSE	NONE	1	1	2	2	1	219	1	58	0.375000	0.467110	-0.092110	-0.090089	-0.013699	-0.050228	0.000000	-0.031963	-0.251142	-0.109589	0	0	0	0	0.000000	OPEN	0	0
G751-C043	k	ksheo	sheo	s	4	HOT|MOIST|PREPARATION	MOIST|PREPARATION	HOT|MOIST	MOIST	0	BOTH	MOIST|PREPARATION	HOT	NONE	4	4	28	28	4	28	4	24	0.112500	0.415377	-0.302877	-0.305711	0.500000	0.000000	0.500000	0.000000	0.428571	-0.035714	0	0	0	0	0.000000	OPEN	0	0
G751-C044	k	kshey	shey	s	4	HOT|MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	HOT|MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	0	NEITHER	MOIST|MIDDLE_STAGE	HOT	NONE	5	5	1	1	5	179	5	69	0.361667	0.440805	-0.079139	-0.082763	-0.016760	-0.055866	0.000000	-0.011173	-0.034637	-0.134078	0	0	0	0	0.000000	OPEN	0	0
G751-C045	k	ksho	sho	s	3	HOT|PROCESS	MOIST|PREPARATION	HOT	MOIST	0	BASE_ONLY	NONE	HOT|PROCESS	MOIST|PREPARATION	7	7	93	93	7	93	7	59	0.137415	0.321540	-0.184125	-0.185461	0.138249	0.000000	0.285714	0.000000	0.124424	0.013825	0	0	0	0	0.000000	OPEN	0	0
G751-C046	o	oaiin	aiin	a	4	AMOUNT|PREPARATION	AMOUNT	NONE	NONE	1	PREFIX_ONLY	AMOUNT	PREPARATION	NONE	17	17	6	6	17	338	14	89	0.177638	0.531064	-0.353427	-0.353537	0.529412	-0.059172	0.000000	-0.005917	0.004873	-0.080230	1	1	1	0	58.823529	OPEN	0	0
G751-C047	o	oal	al	a	2	MATERIAL|PREPARATION	MATERIAL	NONE	NONE	1	PREFIX_ONLY	MATERIAL	PREPARATION	NONE	2	2	1	1	2	167	2	55	0.125000	0.567120	-0.442120	-0.444855	0.500000	-0.131737	0.000000	0.000000	-0.173653	0.344311	0	0	0	0	0.000000	OPEN	0	0
G751-C048	o	ochedy	chedy	c	5	DRY|END_STAGE|MATERIAL|PREPARATION|CLOSE	DRY|MIDDLE_STAGE	DRY|END_STAGE	DRY|MIDDLE_STAGE	0	PREFIX_ONLY	DRY	END_STAGE|MATERIAL|PREPARATION|CLOSE	MIDDLE_STAGE	2	2	1	1	2	296	2	63	0.383333	0.536387	-0.153053	-0.154997	-0.020270	-0.070946	0.000000	-0.020270	-0.108108	-0.114865	0	0	0	0	0.000000	OPEN	0	0
G751-C049	o	ochor	chor	c	4	PART|PREPARATION	PART	NONE	NONE	1	PREFIX_ONLY	PART	PREPARATION	NONE	5	5	2	2	5	176	5	94	0.173333	0.408564	-0.235231	-0.239298	0.543182	-0.028409	0.000000	-0.017045	-0.142045	0.046591	0	0	0	0	0.000000	OPEN	0	0
G751-C050	o	ockhedy	ckhedy	c	6	MIDDLE_STAGE|END_STAGE|PREPARATION|CLOSE	MIDDLE_STAGE|END_STAGE|PREPARATION|CLOSE	MIDDLE_STAGE|END_STAGE	MIDDLE_STAGE|END_STAGE	1	BOTH	MIDDLE_STAGE|END_STAGE|PREPARATION|CLOSE	NONE	NONE	3	3	1	1	3	1	3	1	0.515152	0.750000	-0.234848	-0.226353	0.333333	0.333333	0.000000	0.000000	0.000000	0.333333	0	0	0	0	0.000000	OPEN	0	0
G751-C051	o	ockhey	ckhey	c	5	MIDDLE_STAGE|PREPARATION	MIDDLE_STAGE|PREPARATION	MIDDLE_STAGE	MIDDLE_STAGE	1	BOTH	MIDDLE_STAGE|PREPARATION	NONE	NONE	5	5	20	20	5	20	5	15	0.326349	0.432222	-0.105873	-0.106634	0.000000	-0.050000	0.000000	0.000000	0.300000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C052	o	octhdy	cthdy	c	5	BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|CLOSE	END_STAGE|MATERIAL|CLOSE	BEGIN_STAGE|END_STAGE	END_STAGE	0	PREFIX_ONLY	END_STAGE|MATERIAL|CLOSE	BEGIN_STAGE|PREPARATION	NONE	2	2	5	5	2	5	2	5	0.944444	0.628889	0.315556	0.301604	0.000000	0.300000	0.000000	0.500000	0.500000	0.300000	0	0	0	0	0.000000	OPEN	0	0
G751-C053	o	odaiin	daiin	d	5	LEVEL_III|PREPARATION	LEVEL_III	NONE	NONE	1	PREFIX_ONLY	LEVEL_III	PREPARATION	NONE	42	42	3	3	42	602	34	163	0.489684	0.499599	-0.009915	-0.010185	-0.078627	-0.110188	0.000000	-0.034884	-0.002215	-0.000554	0	0	0	0	0.000000	OPEN	0	0
G751-C054	o	odain	dain	d	4	LEVEL_II|PREPARATION	LEVEL_II	NONE	NONE	1	PREFIX_ONLY	LEVEL_II	PREPARATION	NONE	11	11	1	1	11	149	8	76	0.740548	0.472035	0.268514	0.267780	-0.261745	0.340451	-0.013423	0.168395	0.107993	0.209274	0	0	0	0	0.000000	OPEN	0	0
G751-C055	o	odar	dar	d	3	AMOUNT|PART|PREPARATION|PROCESS	PART	NONE	NONE	1	PREFIX_ONLY	PART	AMOUNT|PREPARATION|PROCESS	NONE	17	17	5	5	17	195	15	99	0.527966	0.559086	-0.031120	-0.036192	0.053394	-0.041327	0.000000	-0.010256	0.017496	-0.028356	0	0	0	0	0.000000	OPEN	0	0
G751-C056	o	odor	dor	d	3	AMOUNT|PREPARATION|PROCESS	AMOUNT|MATERIAL	NONE	NONE	1	PREFIX_ONLY	AMOUNT	PREPARATION|PROCESS	MATERIAL	3	3	48	48	3	48	3	38	0.533333	0.368842	0.164492	0.166619	-0.333333	0.000000	0.000000	0.000000	0.250000	0.166667	0	0	0	0	0.000000	OPEN	0	0
G751-C057	o	okaiin	kaiin	k	5	HOT|LEVEL_III|PREPARATION	HOT|LEVEL_III	HOT	HOT	1	PREFIX_ONLY	HOT|LEVEL_III	PREPARATION	NONE	2	2	44	44	177	44	81	30	0.484770	0.521874	-0.037104	-0.035496	0.050719	0.050719	-0.022727	0.022599	-0.034540	-0.006677	1	1	0	1	22.727273	OPEN	0	0
G751-C058	o	okain	kain	k	4	HOT|LEVEL_II|PREPARATION	HOT|LEVEL_II	HOT	HOT	1	PREFIX_ONLY	HOT|LEVEL_II	PREPARATION	NONE	3	3	4	4	112	36	43	24	0.517518	0.506288	0.011230	0.009244	0.080357	0.024802	0.000000	0.026786	-0.012897	0.095238	0	0	0	0	0.000000	OPEN	0	0
G751-C059	o	okair	kair	k	4	HOT|PART|MATERIAL|PREPARATION	HOT|PART|MATERIAL	HOT	HOT	1	PREFIX_ONLY	HOT|PART|MATERIAL	PREPARATION	NONE	17	17	8	8	17	8	14	7	0.443297	0.442221	0.001076	-0.000344	0.058824	0.000000	0.000000	0.000000	-0.191176	-0.375000	0	0	0	0	0.000000	OPEN	0	0
G751-C060	o	okar	kar	k	3	HOT|PART|PREPARATION	HOT|PART|MATERIAL	HOT	HOT	1	PREFIX_ONLY	HOT|PART	PREPARATION	MATERIAL	1	1	42	42	91	42	47	32	0.500969	0.563701	-0.062731	-0.060955	0.020147	-0.038462	0.000000	0.010989	-0.021978	0.080586	0	0	0	0	0.000000	OPEN	0	0
G751-C061	o	okary	kary	k	4	HOT|END_STAGE|PART|PREPARATION|CLOSE	HOT|END_STAGE|PART|CLOSE	HOT|END_STAGE	HOT|END_STAGE	1	PREFIX_ONLY	HOT|END_STAGE|PART|CLOSE	PREPARATION	NONE	5	5	3	3	5	3	5	3	0.800000	0.878788	-0.078788	-0.064198	0.200000	0.333333	0.000000	0.000000	-0.666667	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C062	o	okchal	kchal	k	5	HOT|DRY|BEGIN_STAGE|MATERIAL|PREPARATION	HOT|DRY|BEGIN_STAGE|MATERIAL	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	1	PREFIX_ONLY	HOT|DRY|BEGIN_STAGE|MATERIAL	PREPARATION	NONE	3	3	1	1	3	1	3	1	0.515873	1.000000	-0.484127	-0.484127	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C063	o	okchdy	kchdy	k	5	HOT|DRY|BEGIN_STAGE|END_STAGE|PREPARATION|CLOSE	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE|END_STAGE	HOT|DRY|BEGIN_STAGE	0	PREFIX_ONLY	HOT|DRY|BEGIN_STAGE	END_STAGE|PREPARATION|CLOSE	NONE	10	10	1	1	10	10	10	10	0.614228	0.543636	0.070592	0.071306	-0.100000	-0.100000	0.000000	0.000000	0.200000	0.100000	0	0	0	0	0.000000	OPEN	0	0
G751-C064	o	okcheey	kcheey	k	6	HOT|DRY|END_STAGE|PREPARATION	HOT|DRY|END_STAGE	HOT|DRY|END_STAGE	HOT|DRY|END_STAGE	1	PREFIX_ONLY	HOT|DRY|END_STAGE	PREPARATION	NONE	5	5	3	3	5	3	5	2	0.246667	0.361111	-0.114444	-0.114146	0.400000	0.000000	0.000000	0.000000	-0.333333	0.200000	0	0	0	0	0.000000	OPEN	0	0
G751-C065	o	okchol	kchol	k	5	HOT|DRY|PREPARATION	HOT|DRY	HOT|DRY	HOT|DRY	1	PREFIX_ONLY	HOT|DRY	PREPARATION	NONE	9	9	19	19	9	19	7	16	0.544312	0.393609	0.150703	0.159435	0.005848	0.000000	-0.105263	0.000000	-0.263158	0.280702	0	0	0	0	0.000000	OPEN	0	0
