fragment_id	active_model	semantic_fragment	component_length	occurrence_count	event_count	page_count	register_count	model_count	surface_type_count	contains_name_slot	touches_residual_event	pages	registers	models	event_ids	surface_examples	claim_status
G482-F011	ANY	SETZEN	1	30	30	4	2	1	24	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0413|P1003-E0418|P1003-E0461|P1003-E0598|P1003-E0602|P1008-E0132|P1008-E0174|P1008-E0191|P1008-E0192|P1008-E0193|P1008-E0194|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0241|P1008-E0246|P1008-E0247|P1008-E0249|P1008-E0251|P1008-E0281|P1008-E0283|P1008-E0287|P1008-E0366|P1008-E0420|P1008-E1038|P1008-E1094|P1008-E1230|P1008-E1301|P1008-E1408	okolar|okaraiin|okalam|okeey|oklairdy|okaram|okairy|okealar|okalar|okal|okaly|okaircham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F012	ANY	SETZEN · FORTSETZEN	2	3	3	3	2	1	3	NO	YES	f71v|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0418|P1003-E0598|P1008-E1230	okolar|otokol|okol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F013	ANY	SETZEN · FORTSETZEN · AUSGANG	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0598	okolar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F014	ANY	FORTSETZEN	1	28	26	5	3	3	26	NO	YES	f71v|f72r|f77r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0082|P1003-E0085|P1003-E0411|P1003-E0418|P1003-E0598|P1003-E0646|P1008-E0142|P1008-E0252|P1008-E0350|P1008-E0351|P1008-E0364|P1008-E0367|P1008-E0422|P1008-E0423|P1008-E0424|P1008-E0459|P1008-E1039|P1008-E1040|P1008-E1041|P1008-E1091|P1008-E1180|P1008-E1182|P1008-E1228|P1008-E1230|P1008-E1231|P1008-E1413	okolar|sholshdy|ochol|otolam|olkalaiin|olalsy|ofsholdy|ykolairol|olaiin|olay|olfsheoral|oletal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F015	ANY	FORTSETZEN · AUSGANG	2	2	2	2	2	2	2	NO	YES	f71v|f89r	CELESTIAL|PHARMA	COORDINATE|INSTRUCTION	P1003-E0598|P1008-E1413	okolar|otolarol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F016	ANY	ZIELORT · NEHMEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F017	ANY	ZIELORT · NEHMEN · EINSETZEN	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F018	ANY	NEHMEN	1	10	10	4	2	1	9	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0414|P1003-E0600|P1008-E0358|P1008-E0413|P1008-E0457|P1008-E1038|P1008-E1092|P1008-E1175|P1008-E1183|P1008-E1299	alcphy|ches|ochey|octho|cheocthy|okchshy|ykocfhy|opcheor|cheody	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F019	ANY	NEHMEN · EINSETZEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F020	ANY	NEHMEN · EINSETZEN · POSTEN	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F021	ANY	EINSETZEN	1	2	2	2	2	1	2	NO	YES	f71v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0600|P1008-E1183	alcphy|opcheor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F022	ANY	EINSETZEN · POSTEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F023	ANY	DANACH · WERT	2	2	2	2	1	1	1	NO	NO	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0601|P1008-E0137	otaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F024	ANY	WERT	1	18	18	5	3	3	15	NO	YES	f71v|f72r|f77r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0411|P1003-E0461|P1003-E0601|P1003-E0602|P1003-E0643|P1008-E0129|P1008-E0137|P1008-E0350|P1008-E0355|P1008-E0359|P1008-E0362|P1008-E0363|P1008-E0366|P1008-E0411|P1008-E0418|P1008-E0422|P1008-E1042|P1008-E1094	otaiin|okaraiin|otalaiin|oaiin|olkalaiin|aiin|ypaiin|daiin|oeeodaiin|okaiin|oeeesaiin|ykaraiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F025	ANY	SETZEN · AUSGANG	2	3	3	2	1	1	3	NO	NO	f71v|f72r	CELESTIAL	INSTRUCTION	P1003-E0602|P1008-E0192|P1008-E0287	okaraiin|okaram|okarcham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F026	ANY	SETZEN · AUSGANG · WERT	3	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	INSTRUCTION	P1003-E0602	okaraiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F027	ANY	AUSGANG · WERT	2	2	2	2	1	2	2	NO	NO	f71v|f72r	CELESTIAL	CATALOGUE|INSTRUCTION	P1003-E0602|P1008-E0418	okaraiin|ykaraiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F028	ANY	DANACH · AUSGANG	2	6	6	3	2	3	2	NO	NO	f71v|f72r|f88v	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0416|P1003-E0603|P1003-E0644|P1008-E0136|P1008-E0236|P1008-E0248	otar|otaraldy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F029	ANY	{N1} · ZIELORT · AUSGANG	3	2	2	2	1	2	2	YES	YES	f71v|f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1003-E0606|P1008-E0194	opalar|okealar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F030	ANY	ZIELORT · AUSGANG	2	5	5	2	1	2	4	NO	YES	f71v|f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1003-E0606|P1008-E0171|P1008-E0194|P1008-E0237|P1008-E0420	opalar|ofaralar|okealar|okalar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F031	ANY	HIER	1	27	27	4	2	3	27	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0458|P1003-E0555|P1003-E0607|P1003-E0641|P1008-E0132|P1008-E0141|P1008-E0143|P1008-E0171|P1008-E0190|P1008-E0192|P1008-E0246|P1008-E0252|P1008-E0281|P1008-E0285|P1008-E0287|P1008-E0352|P1008-E0364|P1008-E0409|P1008-E0415|P1008-E1040|P1008-E1090|P1008-E1175|P1008-E1176|P1008-E1177|P1008-E1178|P1008-E1181|P1008-E1410	am|ofaom|okalam|ainam|sharam|ofaralar|ofchdamy|okaram|okaircham|otolam|okam|otam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F032	ANY	ANTEIL	1	11	11	3	2	3	10	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0608|P1008-E0128|P1008-E0138|P1008-E0141|P1008-E0176|P1008-E1093|P1008-E1095|P1008-E1296|P1008-E1300|P1008-E1408|P1008-E1409	dan|chdaiirdainy|otain|ainam|otainy|otorain|korainy|oporain|okain|yorain	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F033	ANY	{N1} · ZIELORT · EINHEIT	3	1	1	1	1	1	1	YES	NO	f71v	CELESTIAL	CATALOGUE	P1003-E0609	opalor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F034	ANY	ZIELORT · EINHEIT	2	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	CATALOGUE	P1003-E0609	opalor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F035	ANY	EINHEIT	1	11	11	4	2	3	11	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0415|P1003-E0609|P1008-E0250|P1008-E0352|P1008-E0409|P1008-E0412|P1008-E0421|P1008-E0454|P1008-E1179|P1008-E1183|P1008-E1296	opalor|orary|oraiinam|oralkam|ory|orara|oraiiral|cpheor|odory|opcheor|korainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F036	ANY	AUSFÜHRUNG	1	17	17	4	3	3	16	NO	YES	f71v|f72r|f77r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0412|P1003-E0641|P1008-E0129|P1008-E0142|P1008-E0171|P1008-E0190|P1008-E0354|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E0415|P1008-E0416|P1008-E1183|P1008-E1233|P1008-E1297|P1008-E1299|P1008-E1410	ofaom|oaiin|ochol|ofaralar|ofchdamy|oto|opoiiinoin|ofsholdy|ochey|of|o|opcheor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F037	ANY	AUSFÜHRUNG · HIER	2	6	6	3	2	3	6	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0641|P1008-E0171|P1008-E0190|P1008-E0364|P1008-E0415|P1008-E1410	ofaom|ofaralar|ofchdamy|ofsholdy|of|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F038	ANY	AUSFÜHRUNG · HIER · {N1}	3	3	3	3	2	1	3	YES	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0641|P1008-E0190|P1008-E1410	ofaom|ofchdamy|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F039	ANY	HIER · {N1}	2	3	3	3	2	1	3	YES	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0641|P1008-E0190|P1008-E1410	ofaom|ofchdamy|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F040	ANY	DANACH · ZIELORT	2	6	6	3	2	3	6	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0642|P1003-E0643|P1008-E0139|P1008-E0279|P1008-E0282|P1008-E1411	otalody|otalaiin|otalef|otal|otalshy|otalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F041	ANY	DANACH · ZIELORT · {N1}	3	2	2	2	1	2	2	YES	YES	f71v|f72r	CELESTIAL	CATALOGUE|INSTRUCTION	P1003-E0642|P1008-E0139	otalody|otalef	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F042	ANY	ZIELORT · {N1}	2	5	5	3	2	2	5	YES	YES	f71v|f72r|f88v	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1003-E0413|P1003-E0642|P1008-E0135|P1008-E0139|P1008-E0409	otalody|alif|otalef|oralkam|okalyd	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F043	ANY	DANACH · ZIELORT · WERT	3	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	COORDINATE	P1003-E0643	otalaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F044	ANY	ZIELORT · WERT	2	2	2	2	1	2	2	NO	NO	f71v|f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1003-E0643|P1008-E0350	otalaiin|olkalaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F045	ANY	HALTEN	1	13	12	3	2	2	11	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1003-E0645|P1003-E0646|P1008-E0127|P1008-E0133|P1008-E0143|P1008-E0353|P1008-E0364|P1008-E0424|P1008-E0456|P1008-E1182|P1008-E1231|P1008-E1301	shar|sholshdy|oshodady|ytalshdy|sharam|osarsheeeo|ofsholdy|olfsheoral|saloiinsheol|shol|okshdchos	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F046	ANY	HALTEN · AUSGANG	2	3	3	2	1	2	2	NO	NO	f71v|f72r	CELESTIAL	CATALOGUE|INSTRUCTION	P1003-E0645|P1008-E0143|P1008-E0456	shar|sharam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F047	ANY	HALTEN · FORTSETZEN	2	3	3	3	2	1	3	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0646|P1008-E0364|P1008-E1231	sholshdy|ofsholdy|shol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F048	ANY	HALTEN · FORTSETZEN · HALTEN	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0646	sholshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F049	ANY	FORTSETZEN · HALTEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0646	sholshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F050	ANY	FORTSETZEN · HALTEN · {N1}	3	1	1	1	1	1	1	YES	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0646	sholshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F051	ANY	HALTEN · {N1}	2	2	2	2	2	1	2	YES	YES	f71v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0646|P1008-E1301	sholshdy|okshdchos	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F052	ANY	{N1} · HALTEN	2	2	2	1	1	1	2	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0127|P1008-E0424	oshodady|olfsheoral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F053	ANY	{N1} · HALTEN · {N2}	3	2	2	1	1	1	2	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0127|P1008-E0424	oshodady|olfsheoral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F054	ANY	HALTEN · {N2}	2	4	4	1	1	1	4	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0127|P1008-E0133|P1008-E0353|P1008-E0424	oshodady|ytalshdy|osarsheeeo|olfsheoral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F055	ANY	{N2}	1	15	15	4	3	2	15	YES	YES	f72r|f77r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1003-E0081|P1003-E0088|P1003-E0554|P1003-E0557|P1008-E0127|P1008-E0133|P1008-E0191|P1008-E0243|P1008-E0353|P1008-E0424|P1008-E0453|P1008-E1176|P1008-E1177|P1008-E1182|P1008-E1412	oshodady|ytalshdy|oklairdy|oteeary|osarsheeeo|olfsheoral|yfary|darchdar|dotedy|daramdal|dararda|saldam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F056	ANY	{N1} · ANTEIL	2	4	4	2	2	1	4	YES	NO	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1008-E0128|P1008-E1093|P1008-E1300|P1008-E1409	chdaiirdainy|otorain|oporain|yorain	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F057	ANY	{N1} · ANTEIL · POSTEN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0128	chdaiirdainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F058	ANY	ANTEIL · POSTEN	2	3	3	2	2	3	3	NO	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1008-E0128|P1008-E0176|P1008-E1296	chdaiirdainy|otainy|korainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F059	ANY	AUSFÜHRUNG · WERT	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0129	oaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F060	ANY	AUSGANG · POSTEN	2	3	3	1	1	2	1	NO	NO	f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1008-E0131|P1008-E0175|P1008-E0242	ary	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F061	ANY	SETZEN · ZIELORT	2	9	9	2	2	1	6	NO	NO	f72r|f88v	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0413|P1008-E0132|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0249|P1008-E0283|P1008-E0420	okalam|okalar|okal|okaly|okaldy|okalyd	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F062	ANY	SETZEN · ZIELORT · HIER	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0132	okalam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F063	ANY	ZIELORT · HIER	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0132	okalam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F064	ANY	{N1} · ZIELORT · HALTEN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0133	ytalshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F065	ANY	ZIELORT · HALTEN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0133	ytalshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F066	ANY	ZIELORT · HALTEN · {N2}	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0133	ytalshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
