fragment_id	active_model	semantic_fragment	component_length	occurrence_count	event_count	page_count	register_count	model_count	surface_type_count	contains_name_slot	touches_residual_event	pages	registers	models	event_ids	surface_examples	claim_status
G482-C011	INSTRUCTION	SETZEN	1	30	30	4	2	1	24	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0413|P1003-E0418|P1003-E0461|P1003-E0598|P1003-E0602|P1008-E0132|P1008-E0174|P1008-E0191|P1008-E0192|P1008-E0193|P1008-E0194|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0241|P1008-E0246|P1008-E0247|P1008-E0249|P1008-E0251|P1008-E0281|P1008-E0283|P1008-E0287|P1008-E0366|P1008-E0420|P1008-E1038|P1008-E1094|P1008-E1230|P1008-E1301|P1008-E1408	okolar|okaraiin|okalam|okeey|oklairdy|okaram|okairy|okealar|okalar|okal|okaly|okaircham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C012	INSTRUCTION	SETZEN · FORTSETZEN	2	3	3	3	2	1	3	NO	YES	f71v|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0418|P1003-E0598|P1008-E1230	okolar|otokol|okol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C013	INSTRUCTION	SETZEN · FORTSETZEN · AUSGANG	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0598	okolar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C014	INSTRUCTION	FORTSETZEN	1	15	14	4	2	1	14	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0418|P1003-E0598|P1003-E0646|P1008-E0142|P1008-E0350|P1008-E0364|P1008-E0367|P1008-E0424|P1008-E1039|P1008-E1040|P1008-E1091|P1008-E1182|P1008-E1230|P1008-E1231	okolar|sholshdy|ochol|olkalaiin|ofsholdy|ykolairol|olfsheoral|otokol|qkol|oldam|chol|saloiinsheol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C015	INSTRUCTION	FORTSETZEN · AUSGANG	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0598	okolar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C016	INSTRUCTION	AUSGANG	1	13	13	2	1	1	11	NO	YES	f71v|f72r	CELESTIAL	INSTRUCTION	P1003-E0598|P1003-E0602|P1003-E0644|P1003-E0645|P1008-E0143|P1008-E0175|P1008-E0192|P1008-E0194|P1008-E0237|P1008-E0242|P1008-E0287|P1008-E0353|P1008-E0420	okolar|okaraiin|otar|shar|sharam|ary|okaram|okealar|okalar|okarcham|osarsheeeo	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C017	INSTRUCTION	ZIELORT	1	18	18	4	2	1	15	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0413|P1003-E0600|P1008-E0132|P1008-E0133|P1008-E0139|P1008-E0194|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0247|P1008-E0249|P1008-E0283|P1008-E0350|P1008-E0357|P1008-E0420|P1008-E0424|P1008-E1182	alcphy|okalam|ytalshdy|otalef|okealar|okalar|okal|okaly|okeal|okaldy|olkalaiin|al	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C018	INSTRUCTION	ZIELORT · NEHMEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C019	INSTRUCTION	ZIELORT · NEHMEN · EINSETZEN	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C020	INSTRUCTION	NEHMEN	1	10	10	4	2	1	9	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0414|P1003-E0600|P1008-E0358|P1008-E0413|P1008-E0457|P1008-E1038|P1008-E1092|P1008-E1175|P1008-E1183|P1008-E1299	alcphy|ches|ochey|octho|cheocthy|okchshy|ykocfhy|opcheor|cheody	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C021	INSTRUCTION	NEHMEN · EINSETZEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C022	INSTRUCTION	NEHMEN · EINSETZEN · POSTEN	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C023	INSTRUCTION	EINSETZEN	1	2	2	2	2	1	2	NO	YES	f71v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0600|P1008-E1183	alcphy|opcheor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C024	INSTRUCTION	EINSETZEN · POSTEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0600	alcphy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C025	INSTRUCTION	POSTEN	1	20	19	4	2	1	16	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0414|P1003-E0600|P1008-E0140|P1008-E0174|P1008-E0175|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0249|P1008-E0365|P1008-E0413|P1008-E0414|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1232|P1008-E1296|P1008-E1298|P1008-E1299	alcphy|ys|okeey|ary|okaly|opoeey|ochey|fydy|cheocthy|okchshy|ykyd|ykocfhy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C026	COORDINATE	DANACH	1	21	21	4	3	1	18	NO	YES	f71v|f72r|f77r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	COORDINATE	P1003-E0083|P1003-E0085|P1003-E0411|P1003-E0601|P1003-E0603|P1003-E0643|P1008-E0136|P1008-E0137|P1008-E0138|P1008-E0176|P1008-E0236|P1008-E0244|P1008-E0248|P1008-E0252|P1008-E0279|P1008-E0282|P1008-E0285|P1008-E0354|P1008-E0361|P1008-E1411|P1008-E1413	otaiin|otar|otalaiin|otaraldy|otain|otainy|otair|otolam|otal|otalshy|otam|oto	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C027	COORDINATE	DANACH · WERT	2	2	2	2	1	1	1	NO	NO	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0601|P1008-E0137	otaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C028	COORDINATE	WERT	1	7	7	3	2	1	6	NO	NO	f71v|f72r|f77r	BIOLOGICAL|CELESTIAL	COORDINATE	P1003-E0411|P1003-E0601|P1003-E0643|P1008-E0129|P1008-E0137|P1008-E0355|P1008-E0362	otaiin|otalaiin|oaiin|aiin|daiin|otolaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C029	INSTRUCTION	SETZEN · AUSGANG	2	3	3	2	1	1	3	NO	NO	f71v|f72r	CELESTIAL	INSTRUCTION	P1003-E0602|P1008-E0192|P1008-E0287	okaraiin|okaram|okarcham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C030	INSTRUCTION	SETZEN · AUSGANG · WERT	3	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	INSTRUCTION	P1003-E0602	okaraiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C031	INSTRUCTION	AUSGANG · WERT	2	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	INSTRUCTION	P1003-E0602	okaraiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C032	INSTRUCTION	WERT	1	5	5	4	2	1	3	NO	NO	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0461|P1003-E0602|P1008-E0350|P1008-E0366|P1008-E1094	okaraiin|olkalaiin|okaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C033	COORDINATE	DANACH · AUSGANG	2	4	4	2	1	1	2	NO	NO	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0603|P1008-E0136|P1008-E0236|P1008-E0248	otar|otaraldy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C034	COORDINATE	AUSGANG	1	12	11	3	2	1	8	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1003-E0603|P1003-E0604|P1003-E0606|P1008-E0130|P1008-E0131|P1008-E0136|P1008-E0171|P1008-E0236|P1008-E0248|P1008-E0458|P1008-E1413	otar|ar|opalar|ary|otaraldy|ofaralar|aral|otolarol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C035	COORDINATE	ZIELORT	1	12	12	3	2	1	11	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1003-E0605|P1003-E0606|P1003-E0643|P1008-E0136|P1008-E0171|P1008-E0236|P1008-E0279|P1008-E0282|P1008-E0351|P1008-E0458|P1008-E0459|P1008-E1411	aly|opalar|otalaiin|otaraldy|ofaralar|otal|otalshy|olalsy|aral|oletal|otalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C036	COORDINATE	ZIELORT · POSTEN	2	6	6	3	2	1	5	NO	NO	f71v|f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1003-E0605|P1008-E0136|P1008-E0236|P1008-E0282|P1008-E0351|P1008-E1411	aly|otaraldy|otalshy|olalsy|otalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C037	COORDINATE	POSTEN	1	13	12	3	2	1	11	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1003-E0605|P1008-E0131|P1008-E0136|P1008-E0176|P1008-E0236|P1008-E0245|P1008-E0282|P1008-E0351|P1008-E0361|P1008-E0412|P1008-E1178|P1008-E1411	aly|ary|otaraldy|otainy|dy|otalshy|olalsy|oteey|ory|yddy|otalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C038	COORDINATE	{N1}	1	2	2	2	1	1	2	YES	NO	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0606|P1008-E0459	opalar|oletal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C039	COORDINATE	{N1} · ZIELORT	2	2	2	2	1	1	2	YES	NO	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0606|P1008-E0459	opalar|oletal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C040	COORDINATE	{N1} · ZIELORT · AUSGANG	3	1	1	1	1	1	1	YES	NO	f71v	CELESTIAL	COORDINATE	P1003-E0606	opalar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C041	COORDINATE	ZIELORT · AUSGANG	2	2	2	2	1	1	2	NO	YES	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0606|P1008-E0171	opalar|ofaralar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C042	COORDINATE	HIER	1	5	5	3	2	1	5	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1003-E0607|P1008-E0171|P1008-E0252|P1008-E0285|P1008-E1178	am|ofaralar|otolam|otam|yddy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C043	COORDINATE	ANTEIL	1	3	3	2	1	1	3	NO	YES	f71v|f72r	CELESTIAL	COORDINATE	P1003-E0608|P1008-E0138|P1008-E0176	dan|otain|otainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C044	CATALOGUE	{N1} · ZIELORT · EINHEIT	3	1	1	1	1	1	1	YES	NO	f71v	CELESTIAL	CATALOGUE	P1003-E0609	opalor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C045	CATALOGUE	ZIELORT · EINHEIT	2	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	CATALOGUE	P1003-E0609	opalor	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C046	CATALOGUE	EINHEIT	1	8	8	4	2	1	8	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0415|P1003-E0609|P1008-E0250|P1008-E0352|P1008-E0409|P1008-E0421|P1008-E0454|P1008-E1179	opalor|orary|oraiinam|oralkam|orara|oraiiral|cpheor|odory	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C047	CATALOGUE	AUSFÜHRUNG	1	6	6	3	2	1	6	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0641|P1008-E0190|P1008-E0415|P1008-E0416|P1008-E1233|P1008-E1410	ofaom|ofchdamy|of|o|opchoroiin|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C048	CATALOGUE	AUSFÜHRUNG · HIER	2	4	4	3	2	1	4	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0641|P1008-E0190|P1008-E0415|P1008-E1410	ofaom|ofchdamy|of|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C049	CATALOGUE	AUSFÜHRUNG · HIER · {N1}	3	3	3	3	2	1	3	YES	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0641|P1008-E0190|P1008-E1410	ofaom|ofchdamy|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C050	CATALOGUE	HIER	1	11	11	4	2	1	11	NO	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0458|P1003-E0555|P1003-E0641|P1008-E0190|P1008-E0352|P1008-E0409|P1008-E0415|P1008-E1176|P1008-E1177|P1008-E1181|P1008-E1410	ofaom|ofchdamy|oraiinam|oralkam|of|otoram|otydary|saldam|sydarary|opchosam|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C051	CATALOGUE	HIER · {N1}	2	3	3	3	2	1	3	YES	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1003-E0641|P1008-E0190|P1008-E1410	ofaom|ofchdamy|ofakal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C052	CATALOGUE	DANACH · ZIELORT	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	CATALOGUE	P1003-E0642	otalody	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C053	CATALOGUE	DANACH · ZIELORT · {N1}	3	1	1	1	1	1	1	YES	YES	f71v	CELESTIAL	CATALOGUE	P1003-E0642	otalody	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C054	CATALOGUE	ZIELORT · {N1}	2	3	3	2	1	1	3	YES	YES	f71v|f72r	CELESTIAL	CATALOGUE	P1003-E0642|P1008-E0135|P1008-E0409	otalody|alif|oralkam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C055	COORDINATE	DANACH · ZIELORT	2	4	4	3	2	1	4	NO	NO	f71v|f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1003-E0643|P1008-E0279|P1008-E0282|P1008-E1411	otalaiin|otal|otalshy|otalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C056	COORDINATE	DANACH · ZIELORT · WERT	3	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	COORDINATE	P1003-E0643	otalaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C057	COORDINATE	ZIELORT · WERT	2	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	COORDINATE	P1003-E0643	otalaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C058	INSTRUCTION	DANACH	1	4	4	4	3	1	4	NO	YES	f71v|f72r|f77r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	INSTRUCTION	P1003-E0410|P1003-E0418|P1003-E0644|P1008-E0139	otar|otalef|otchdy|otokol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C059	INSTRUCTION	DANACH · AUSGANG	2	1	1	1	1	1	1	NO	NO	f71v	CELESTIAL	INSTRUCTION	P1003-E0644	otar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C060	INSTRUCTION	HALTEN	1	12	11	3	2	1	11	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0645|P1003-E0646|P1008-E0127|P1008-E0133|P1008-E0143|P1008-E0353|P1008-E0364|P1008-E0424|P1008-E1182|P1008-E1231|P1008-E1301	shar|sholshdy|oshodady|ytalshdy|sharam|osarsheeeo|ofsholdy|olfsheoral|saloiinsheol|shol|okshdchos	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C061	INSTRUCTION	HALTEN · AUSGANG	2	2	2	2	1	1	2	NO	NO	f71v|f72r	CELESTIAL	INSTRUCTION	P1003-E0645|P1008-E0143	shar|sharam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C062	INSTRUCTION	HALTEN · FORTSETZEN	2	3	3	3	2	1	3	NO	YES	f71v|f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0646|P1008-E0364|P1008-E1231	sholshdy|ofsholdy|shol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C063	INSTRUCTION	HALTEN · FORTSETZEN · HALTEN	3	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0646	sholshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C064	INSTRUCTION	FORTSETZEN · HALTEN	2	1	1	1	1	1	1	NO	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0646	sholshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C065	INSTRUCTION	FORTSETZEN · HALTEN · {N1}	3	1	1	1	1	1	1	YES	YES	f71v	CELESTIAL	INSTRUCTION	P1003-E0646	sholshdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C066	INSTRUCTION	HALTEN · {N1}	2	2	2	2	2	1	2	YES	YES	f71v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0646|P1008-E1301	sholshdy|okshdchos	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C067	INSTRUCTION	{N1}	1	28	27	4	2	1	27	YES	YES	f71v|f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0413|P1003-E0414|P1003-E0646|P1008-E0127|P1008-E0133|P1008-E0139|P1008-E0191|P1008-E0193|P1008-E0194|P1008-E0246|P1008-E0247|P1008-E0251|P1008-E0287|P1008-E0350|P1008-E0353|P1008-E0356|P1008-E0364|P1008-E0365|P1008-E0367|P1008-E0414|P1008-E0424|P1008-E0457|P1008-E1039|P1008-E1040|P1008-E1175|P1008-E1182|P1008-E1301	sholshdy|oshodady|ytalshdy|otalef|oklairdy|okairy|okealar|okaircham|okeal|okyd|okarcham|olkalaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C068	INSTRUCTION	{N1} · HALTEN	2	2	2	1	1	1	2	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0127|P1008-E0424	oshodady|olfsheoral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C069	INSTRUCTION	{N1} · HALTEN · {N2}	3	2	2	1	1	1	2	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0127|P1008-E0424	oshodady|olfsheoral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C070	INSTRUCTION	HALTEN · {N2}	2	4	4	1	1	1	4	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0127|P1008-E0133|P1008-E0353|P1008-E0424	oshodady|ytalshdy|osarsheeeo|olfsheoral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C071	INSTRUCTION	{N2}	1	6	6	2	2	1	6	YES	YES	f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1008-E0127|P1008-E0133|P1008-E0191|P1008-E0353|P1008-E0424|P1008-E1182	oshodady|ytalshdy|oklairdy|osarsheeeo|olfsheoral|saloiinsheol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C072	CATALOGUE	{N1} · ANTEIL	2	4	4	2	2	1	4	YES	NO	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1008-E0128|P1008-E1093|P1008-E1300|P1008-E1409	chdaiirdainy|otorain|oporain|yorain	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-C073	CATALOGUE	{N1} · ANTEIL · POSTEN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0128	chdaiirdainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
