tile_id	source_event_id	record_id	bundle_id	physical_page	register	active_model	surface	working_recipe	token_count	semantic_token_sequence	name_slot_count	conditioned_tile_class	conditioned_recurrent_token_count	conditioned_multi_fragment_token_count	conditioned_segment_count	conditioned_local_token_count	conditioned_local_tokens	conditioned_tile_trace	free_tile_class	free_recurrent_token_count	free_multi_fragment_token_count	free_segment_count	free_local_token_count	free_local_tokens	free_tile_trace	residual_interpretation	model_free_coverage_upgrade	model_free_multi_fragment_upgrade	definitive_event_reading_de	all_source_meanings_preserved
G482-T011	P1008-E0243	G475-R043	G474-B043	f72r	CELESTIAL	CATALOGUE	oteeary	OT+AR	4	DANACH · {N1} · AUSGANG · {N2}	2	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[DANACH · {N1} ×10] + [AUSGANG · {N2} ×6]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[DANACH · {N1} ×10] + [AUSGANG · {N2} ×6]	MODEL_CONDITIONED_RECURRENT	0	0	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	YES
G482-T012	P1008-E0247	G475-R046	G474-B046	f72r	CELESTIAL	INSTRUCTION	okeal	OK+AL	3	SETZEN · {N1} · ZIELORT	1	FULL_RECURRENT_MULTI_FRAGMENT_TILE	3	3	1	0	NONE	[SETZEN · {N1} · ZIELORT ×1]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	3	3	1	0	NONE	[SETZEN · {N1} · ZIELORT ×1]	MODEL_CONDITIONED_RECURRENT	0	0	Setze den Sternstelleneintrag »e« zur Zielposition.	YES
G482-T013	P1008-E0251	G475-R050	G474-B050	f72r	CELESTIAL	INSTRUCTION	okyd	OK	2	SETZEN · {N1}	1	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[SETZEN · {N1} ×3]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[SETZEN · {N1} ×3]	MODEL_CONDITIONED_RECURRENT	0	0	Setze den Sternstelleneintrag »yd«.	YES
G482-T014	P1008-E0252	G475-R051	G474-B051	f72r	CELESTIAL	COORDINATE	otolam	OT+OL+AM_ADDR	3	DANACH · FORTSETZEN · HIER	0	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[DANACH · FORTSETZEN ×3] + [HIER ×4]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[DANACH · FORTSETZEN ×5] + [HIER ×26]	MODEL_CONDITIONED_RECURRENT	0	0	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES
G482-T015	P1008-E0352	G475-R061	G474-B063	f72r	CELESTIAL	CATALOGUE	oraiinam	OR+AM_ADDR	3	EINHEIT · {N1} · HIER	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[EINHEIT · {N1} ×1] + [HIER ×10]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[EINHEIT · {N1} ×1] + [HIER ×26]	MODEL_CONDITIONED_RECURRENT	0	0	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	YES
G482-T016	P1008-E0364	G475-R068	G474-B070	f72r	CELESTIAL	INSTRUCTION	ofsholdy	O+LOCAL_CHAR_F+SH+OL	5	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1}	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	5	2	4	0	NONE	[AUSFÜHRUNG ×6] + [HIER ×10] + [HALTEN · FORTSETZEN ×2] + [{N1} ×26]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	5	4	3	0	NONE	[AUSFÜHRUNG · HIER ×5] + [HALTEN · FORTSETZEN ×2] + [{N1} ×88]	MODEL_CONDITIONED_RECURRENT	0	2	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	YES
G482-T017	P1008-E0409	G475-R070	G474-B073	f72r	CELESTIAL	CATALOGUE	oralkam	OR+AL+AM_ADDR	4	EINHEIT · ZIELORT · {N1} · HIER	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[EINHEIT ×7] + [ZIELORT · {N1} ×2] + [HIER ×10]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[EINHEIT ×10] + [ZIELORT · {N1} ×4] + [HIER ×26]	MODEL_CONDITIONED_RECURRENT	0	0	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES
G482-T018	P1008-E0412	G475-R073	G474-B076	f72r	CELESTIAL	COORDINATE	ory	OR+Y	2	EINHEIT · POSTEN	0	LOCAL_TOKEN_REMAINS	1	0	2	1	EINHEIT	[LOCAL:EINHEIT] + [POSTEN ×11]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[EINHEIT · POSTEN ×1]	MODEL_FREE_RECURRENT_BACKOFF	1	2	Adressspur: Positionseinheit → Positionsposten.	YES
G482-T019	P1008-E0454	G475-R081	G474-B086	f72r	CELESTIAL	CATALOGUE	oraiiral	OR+AL	3	EINHEIT · {N1} · ZIELORT	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[EINHEIT · {N1} ×1] + [ZIELORT ×17]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[EINHEIT · {N1} ×1] + [ZIELORT ×47]	MODEL_CONDITIONED_RECURRENT	0	0	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	YES
G482-T020	P1008-E0457	G475-R083	G474-B088	f72r	CELESTIAL	INSTRUCTION	octho	CH+T	4	{N1} · NEHMEN · EINSTELLEN · {N1}	2	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	3	2	0	NONE	[{N1} · NEHMEN · EINSTELLEN ×1] + [{N1} ×26]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	3	2	0	NONE	[{N1} · NEHMEN · EINSTELLEN ×1] + [{N1} ×88]	MODEL_CONDITIONED_RECURRENT	0	0	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	YES
G482-T021	P1003-E0083	G475-R086	G474-B093	f77r	BIOLOGICAL	COORDINATE	otedy	OT+E+DY	3	DANACH · GRAD I · SCHLUSS	0	LOCAL_TOKEN_REMAINS	1	0	3	2	GRAD I|SCHLUSS	[DANACH ×20] + [LOCAL:GRAD I] + [LOCAL:SCHLUSS]	RECURRENT_ATOMS_ONLY	3	0	3	0	NONE	[DANACH ×40] + [GRAD I ×5] + [SCHLUSS ×4]	MODEL_FREE_RECURRENT_BACKOFF	2	0	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES
G482-T022	P1003-E0085	G475-R088	G474-B095	f77r	BIOLOGICAL	COORDINATE	otol	OT+OL	2	DANACH · FORTSETZEN	0	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[DANACH · FORTSETZEN ×3]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[DANACH · FORTSETZEN ×5]	MODEL_CONDITIONED_RECURRENT	0	0	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES
G482-T023	P1003-E0088	G475-R091	G474-B098	f77r	BIOLOGICAL	CATALOGUE	dotedy	OT	3	{N1} · DANACH · {N2}	2	RECURRENT_ATOMS_ONLY	3	0	3	0	NONE	[{N1} ×59] + [DANACH ×15] + [{N2} ×8]	RECURRENT_ATOMS_ONLY	3	0	3	0	NONE	[{N1} ×88] + [DANACH ×40] + [{N2} ×14]	MODEL_CONDITIONED_RECURRENT	0	0	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	YES
G482-T024	P1003-E0410	G475-R092	G474-B099	f77r	BIOLOGICAL	INSTRUCTION	otchdy	OT+CHD+DY	3	DANACH · BEARBEITEN · SCHLUSS	0	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[DANACH ×3] + [BEARBEITEN · SCHLUSS ×1]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[DANACH ×40] + [BEARBEITEN · SCHLUSS ×1]	MODEL_CONDITIONED_RECURRENT	0	0	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES
G482-T025	P1003-E0414	G475-R095	G474-B102	f88v	PHARMA	INSTRUCTION	cheocthy	CH+T+Y	4	{N1} · NEHMEN · EINSTELLEN · POSTEN	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	3	2	0	NONE	[{N1} · NEHMEN · EINSTELLEN ×1] + [POSTEN ×18]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	3	2	0	NONE	[{N1} · NEHMEN · EINSTELLEN ×1] + [POSTEN ×39]	MODEL_CONDITIONED_RECURRENT	0	0	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES
G482-T026	P1003-E0418	G475-R098	G474-B105	f88v	PHARMA	INSTRUCTION	otokol	OT+OK+OL	3	DANACH · SETZEN · FORTSETZEN	0	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[DANACH ×3] + [SETZEN · FORTSETZEN ×2]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[DANACH ×40] + [SETZEN · FORTSETZEN ×2]	MODEL_CONDITIONED_RECURRENT	0	0	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES
G482-T027	P1003-E0458	G475-R099	G474-B106	f88v	PHARMA	CATALOGUE	otoram	OT+AM_ADDR	3	DANACH · {N1} · HIER	1	FULL_RECURRENT_MULTI_FRAGMENT_TILE	3	3	1	0	NONE	[DANACH · {N1} · HIER ×1]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	3	3	1	0	NONE	[DANACH · {N1} · HIER ×1]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	YES
G482-T028	P1003-E0460	G475-R101	G474-B108	f88v	PHARMA	CATALOGUE	cheosdy	NONE	2	{F1}:NAMENSFAMILIE · {N1}	1	LOCAL_TOKEN_REMAINS	1	0	2	1	{F1}:NAMENSFAMILIE	[LOCAL:{F1}:NAMENSFAMILIE] + [{N1} ×59]	LOCAL_TOKEN_REMAINS	1	0	2	1	{F1}:NAMENSFAMILIE	[LOCAL:{F1}:NAMENSFAMILIE] + [{N1} ×88]	LEARNED_LEXICAL_SLOT_ONLY	0	0	Droge »cheosdy« — Drogenfamilie »cheo«.	YES
G482-T029	P1003-E0555	G475-R104	G474-B111	f88v	PHARMA	CATALOGUE	otydary	OT+D_ADDR+AR	5	DANACH · {N1} · HIER · AUSGANG · {N1}	2	FULL_RECURRENT_MULTI_FRAGMENT_TILE	5	5	2	0	NONE	[DANACH · {N1} · HIER ×1] + [AUSGANG · {N1} ×5]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	5	5	2	0	NONE	[DANACH · {N1} · HIER ×1] + [AUSGANG · {N1} ×6]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	YES
G482-T030	P1003-E0557	G475-R106	G474-B113	f88v	PHARMA	CATALOGUE	dararda	AR+AR	4	{N1} · AUSGANG · AUSGANG · {N2}	2	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[{N1} · AUSGANG ×8] + [AUSGANG · {N2} ×6]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[{N1} · AUSGANG ×9] + [AUSGANG · {N2} ×6]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	YES
G482-T031	P1008-E1042	G475-R109	G474-B118	f89r	PHARMA	CATALOGUE	ararchodaiin	AR+AR+AIIN	4	AUSGANG · AUSGANG · {N1} · WERT	1	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[AUSGANG · AUSGANG ×2] + [{N1} · WERT ×3]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[AUSGANG · AUSGANG ×2] + [{N1} · WERT ×3]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES
G482-T032	P1008-E1175	G475-R113	G474-B123	f89r	PHARMA	INSTRUCTION	ykocfhy	CH+LOCAL_CHAR_F+Y	4	{N1} · NEHMEN · HIER · POSTEN	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[{N1} · NEHMEN ×2] + [HIER ×10] + [POSTEN ×18]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[{N1} · NEHMEN ×2] + [HIER · POSTEN ×1]	MODEL_CONDITIONED_RECURRENT	0	2	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES
G482-T033	P1008-E1176	G475-R114	G474-B124	f89r	PHARMA	CATALOGUE	saldam	AL+AM_ADDR	4	{N1} · ZIELORT · {N2} · HIER	2	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[{N1} · ZIELORT ×10] + [{N2} ×8] + [HIER ×10]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	3	2	0	NONE	[{N1} · ZIELORT · {N2} ×1] + [HIER ×26]	MODEL_CONDITIONED_RECURRENT	0	1	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	YES
G482-T034	P1008-E1177	G475-R115	G474-B125	f89r	PHARMA	CATALOGUE	sydarary	D_ADDR+AR+AR	5	{N1} · HIER · AUSGANG · AUSGANG · {N2}	2	FULL_RECURRENT_MULTI_FRAGMENT_TILE	5	5	2	0	NONE	[{N1} · HIER · AUSGANG ×1] + [AUSGANG · {N2} ×6]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	5	5	2	0	NONE	[{N1} · HIER · AUSGANG ×1] + [AUSGANG · {N2} ×6]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES
G482-T035	P1008-E1178	G475-R116	G474-B126	f89r	PHARMA	COORDINATE	yddy	Y+D_ADDR+Y	3	POSTEN · HIER · POSTEN	0	RECURRENT_ATOMS_ONLY	3	0	3	0	NONE	[POSTEN ×11] + [HIER ×4] + [POSTEN ×11]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[POSTEN · HIER ×1] + [POSTEN ×39]	MODEL_CONDITIONED_RECURRENT	0	2	Adressspur: Drogenposten → hier → Drogenposten.	YES
G482-T036	P1008-E1181	G475-R118	G474-B129	f89r	PHARMA	CATALOGUE	opchosam	AM_ADDR	2	{N1} · HIER	1	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[{N1} · HIER ×5]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	2	2	1	0	NONE	[{N1} · HIER ×8]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »opchos« — Hier-Vermerk.	YES
G482-T037	P1008-E1182	G475-R119	G474-B130	f89r	PHARMA	INSTRUCTION	saloiinsheol	AL+SH+OL	6	{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN	3	LOCAL_TOKEN_REMAINS	5	2	5	1	{N3}	[{N1} · ZIELORT ×4] + [{N2} ×5] + [HALTEN ×10] + [LOCAL:{N3}] + [FORTSETZEN ×13]	LOCAL_TOKEN_REMAINS	5	3	4	1	{N3}	[{N1} · ZIELORT · {N2} ×1] + [HALTEN ×11] + [LOCAL:{N3}] + [FORTSETZEN ×25]	LEARNED_LEXICAL_SLOT_ONLY	0	1	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES
G482-T038	P1008-E1183	G475-R120	G474-B131	f89r	PHARMA	INSTRUCTION	opcheor	O+P+CH+E+OR	5	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	0	MIXED_RECURRENT_MULTI_PLUS_ATOMS	5	2	4	0	NONE	[AUSFÜHRUNG ×6] + [EINSETZEN ×1] + [NEHMEN · GRAD I ×4] + [EINHEIT ×1]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	5	2	4	0	NONE	[AUSFÜHRUNG ×16] + [EINSETZEN ×1] + [NEHMEN · GRAD I ×4] + [EINHEIT ×10]	MODEL_CONDITIONED_RECURRENT	0	0	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	YES
G482-T039	P1008-E1233	G475-R123	G474-B134	f89r	PHARMA	CATALOGUE	opchoroiin	O+IIN	3	{N1} · AUSFÜHRUNG · STUFE	1	LOCAL_TOKEN_REMAINS	2	0	3	1	STUFE	[{N1} ×59] + [AUSFÜHRUNG ×5] + [LOCAL:STUFE]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	3	3	1	0	NONE	[{N1} · AUSFÜHRUNG · STUFE ×1]	MODEL_FREE_RECURRENT_BACKOFF	1	3	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	YES
G482-T040	P1008-E1296	G475-R124	G474-B135	f89r	PHARMA	INSTRUCTION	korainy	K+OR+AIN+Y	4	GEBEN · EINHEIT · ANTEIL · POSTEN	0	RECURRENT_ATOMS_ONLY	4	0	4	0	NONE	[GEBEN ×1] + [EINHEIT ×1] + [ANTEIL ×3] + [POSTEN ×18]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[GEBEN ×1] + [EINHEIT ×10] + [ANTEIL · POSTEN ×2]	MODEL_CONDITIONED_RECURRENT	0	2	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES
G482-T041	P1008-E1297	G475-R125	G474-B136	f89r	PHARMA	INSTRUCTION	sodar	S+O+DA+R	4	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	0	LOCAL_TOKEN_REMAINS	2	0	4	2	ZWEITE STUFE|MARKIEREN	[WÄHLEN ×4] + [AUSFÜHRUNG ×6] + [LOCAL:ZWEITE STUFE] + [LOCAL:MARKIEREN]	LOCAL_TOKEN_REMAINS	2	0	4	2	ZWEITE STUFE|MARKIEREN	[WÄHLEN ×4] + [AUSFÜHRUNG ×16] + [LOCAL:ZWEITE STUFE] + [LOCAL:MARKIEREN]	UNIQUE_FUNCTIONAL_COMPONENT_REMAINS	0	0	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	YES
G482-T042	P1008-E1299	G475-R127	G474-B138	f89r	PHARMA	INSTRUCTION	cheody	CH+E+O+Y	4	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	0	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[NEHMEN · GRAD I ×4] + [AUSFÜHRUNG ×6] + [POSTEN ×18]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	4	2	3	0	NONE	[NEHMEN · GRAD I ×4] + [AUSFÜHRUNG ×16] + [POSTEN ×39]	MODEL_CONDITIONED_RECURRENT	0	0	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES
G482-T043	P1008-E1301	G475-R129	G474-B140	f89r	PHARMA	INSTRUCTION	okshdchos	OK+SH	3	SETZEN · HALTEN · {N1}	1	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[SETZEN ×29] + [HALTEN · {N1} ×1]	MIXED_RECURRENT_MULTI_PLUS_ATOMS	3	2	2	0	NONE	[SETZEN ×29] + [HALTEN · {N1} ×1]	MODEL_CONDITIONED_RECURRENT	0	0	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	YES
G482-T044	P1008-E1410	G475-R132	G474-B143	f89r	PHARMA	CATALOGUE	ofakal	O+LOCAL_CHAR_F+AL	4	AUSFÜHRUNG · HIER · {N1} · ZIELORT	1	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[AUSFÜHRUNG · HIER ×3] + [{N1} · ZIELORT ×10]	FULL_RECURRENT_MULTI_FRAGMENT_TILE	4	4	2	0	NONE	[AUSFÜHRUNG · HIER ×5] + [{N1} · ZIELORT ×17]	MODEL_CONDITIONED_RECURRENT	0	0	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES
