locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L011	f10r	f10r	HERBAL	f10r.11	PROSE	abgebildeter Pflanzenartikel f10r	5	otchoshor qoty qotor cthyd otar	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; halte den Ansatz; mit dem Pflanzenansatz; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem Pflanzenansatz; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; danach oder an der naechsten Stelle; von der Entnahmeseite	NONE__PHYSICAL_LOCUS_ONLY
P910-L012	f10r	f10r	HERBAL	f10r.12	PROSE	abgebildeter Pflanzenartikel f10r	4	odaiin daiin qotchy qotor	fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem Pflanzenansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L013	f11r	f11r	HERBAL	f11r.1	PROSE	abgebildeter Pflanzenartikel f11r	8	tshol schoal cfhy shfydaiin cphy shey tchody shoyty	bearbeite den Teil; halte den Ansatz; fahre fort; halte den Ansatz; fuehre den Verarbeitungsgang aus; an der Arbeitsstelle; presse den Teil aus; mit dem aktuellen Posten oder Bezug; halte den Ansatz; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; setze den Teil ein; mit dem aktuellen Posten oder Bezug; halte den Ansatz; im kurzen Grad; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; schliesse die Teilfolge; halte den Ansatz; fuehre den Verarbeitungsgang aus; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L014	f11r	f11r	HERBAL	f11r.2	PROSE	abgebildeter Pflanzenartikel f11r	9	socthody qodor y kshy daiin ytchy ytchoky kchol daiin	pruefe oder fahre fort; fuehre den Verarbeitungsgang aus; pruefe den Zubereitungsstatus; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; halte den Ansatz; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; fahre fort; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L015	f11r	f11r	HERBAL	f11r.3	PROSE	abgebildeter Pflanzenartikel f11r	10	qoty chol cthy dor ykychy choty dain chaiin daiin dod	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; fahre fort; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; eine Portion oder Einheit; nimm den bezeichneten Pflanzenteil; nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W002 aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L016	f11r	f11r	HERBAL	f11r.4	PROSE	abgebildeter Pflanzenartikel f11r	5	dchol chy kchy dy daiin	an der Teil- oder Unteradresse; fahre fort; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L017	f11r	f11r	HERBAL	f11r.5	PROSE	abgebildeter Pflanzenartikel f11r	11	tchol shor shor dky y daiin cthy d y chodl daiin	bearbeite den Teil; fahre fort; halte den Ansatz; mit dem Pflanzenansatz; halte den Ansatz; mit dem Pflanzenansatz; fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W001 aus; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; leite den Posten weiter; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L018	f11r	f11r	HERBAL	f11r.6	PROSE	abgebildeter Pflanzenartikel f11r	12	odl d s y otol chaiin ykchor dair chody cthy s daiin	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W007 aus; an der Teil- oder Unteradresse; pruefe oder fahre fort; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; fahre fort; nimm den bezeichneten Pflanzenteil; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; an der Teil- oder Unteradresse; ueber den Verarbeitungsweg; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug; pruefe oder fahre fort; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L019	f11r	f11r	HERBAL	f11r.7	PROSE	abgebildeter Pflanzenartikel f11r	4	qotchy okchol cthy dy	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; fahre fort; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L020	f13r	f13r	HERBAL	f13r.1	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	9	torshor opchy shol dy qopchy shol opchor dypchy dchg	bearbeite den Teil; mit dem Pflanzenansatz; halte den Ansatz; mit dem Pflanzenansatz; fuehre den Verarbeitungsgang aus; setze den Teil ein; mit dem aktuellen Posten oder Bezug; halte den Ansatz; fahre fort; mit dem aktuellen Posten oder Bezug; fuehre den Verarbeitungsgang aus; setze den Teil ein; mit dem aktuellen Posten oder Bezug; halte den Ansatz; fahre fort; fuehre den Verarbeitungsgang aus; setze den Teil ein; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze den Teil ein; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; nimm den bezeichneten Pflanzenteil; verwende das lokale G-Kennzeichen	NONE__PHYSICAL_LOCUS_ONLY
P910-L021	f13r	f13r	HERBAL	f13r.2	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	11	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	an der Teil- oder Unteradresse; fahre fort; fahre fort; an der Teil- oder Unteradresse; fahre fort; halte den Ansatz; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; an der Arbeitsstelle; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; pruefe oder fahre fort; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L022	f13r	f13r	HERBAL	f13r.3	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	11	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	pruefe oder fahre fort; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; halte den Ansatz; nach vorgeschriebenem Mass; fuehre den Verarbeitungsgang aus; im vollen Grad; pruefe oder fahre fort; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem Pflanzenansatz; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; von der Entnahmeseite	NONE__PHYSICAL_LOCUS_ONLY
P910-L023	f13r	f13r	HERBAL	f13r.4	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	3	qodchy ytchy otchor	fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L024	f13r	f13r	HERBAL	f13r.5	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	8	shorodo shy tshy kchol dpchy qopchy otchol cfholdy	halte den Ansatz; mit dem Pflanzenansatz; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; fuehre den Verarbeitungsgang aus; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; fahre fort; an der Teil- oder Unteradresse; setze den Teil ein; mit dem aktuellen Posten oder Bezug; fuehre den Verarbeitungsgang aus; setze den Teil ein; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fahre fort; presse den Teil aus; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L025	f13r	f13r	HERBAL	f13r.6	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	9	tchor dor daiin qotchol okchy okchor oiin chckhy d	bearbeite den Teil; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; an der Teil- oder Unteradresse; mit dem Pflanzenansatz; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fahre fort; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; fuehre den Verarbeitungsgang aus; auf der angegebenen Stufe oder am Index; fuehre durch den Seih- oder Durchlassweg; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L026	f13r	f13r	HERBAL	f13r.7	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	9	dchy qoky chol dy qoy d oldy okchor doaiin	an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; fahre fort; mit dem aktuellen Posten oder Bezug; fuehre den Verarbeitungsgang aus; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; fahre fort; schliesse die Teilfolge; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; an der Teil- oder Unteradresse; fuehre den Verarbeitungsgang aus; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L027	f13r	f13r	HERBAL	f13r.8	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	7	shochy qokchy torchy k s okchey daiin	verwende den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; pruefe oder fahre fort; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L028	f13r	f13r	HERBAL	f13r.9	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	7	oldy shey chol doiin ykoly okchal daldy	fahre fort; schliesse die Teilfolge; halte den Ansatz; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fahre fort; an der Teil- oder Unteradresse; fuehre den Verarbeitungsgang aus; auf der angegebenen Stufe oder am Index; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; fahre fort; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; an der Arbeitsstelle; an der Arbeitsstelle; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L029	f13r	f13r	HERBAL	f13r.10	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	3	sotchy kchy okorory	pruefe oder fahre fort; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; mit dem Pflanzenansatz; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L030	f55v	f55v	HERBAL	f55v.1	PROSE	abgebildeter Pflanzenartikel f55v	5	kcheedchdy oedain chckhy otoldaiin dodyd	gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; im laengeren Grad; an der Teil- oder Unteradresse; setze das Material um; mit dem aktuellen Posten oder Bezug; fuehre den Verarbeitungsgang aus; im kurzen Grad; an der Teil- oder Unteradresse; eine Portion oder Einheit; fuehre durch den Seih- oder Durchlassweg; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; fahre fort; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass; fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W003 aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L031	f55v	f55v	HERBAL	f55v.2	PROSE	abgebildeter Pflanzenartikel f55v	6	oeeed yteey okeedy qoaiin okeody ykeesan	fuehre den Verarbeitungsgang aus; im vollen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; im laengeren Grad; schliesse die Teilfolge; fuehre den Verarbeitungsgang aus; nach vorgeschriebenem Mass; setze die Zubereitung an; im kurzen Grad; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; im laengeren Grad; pruefe oder fahre fort; mit einer weiteren Zugabe	NONE__PHYSICAL_LOCUS_ONLY
P910-L032	f55v	f55v	HERBAL	f55v.3	PROSE	abgebildeter Pflanzenartikel f55v	11	qokeeey os ain qool al chedy sar aiin ol kar am	setze die Zubereitung an; im vollen Grad; mit dem aktuellen Posten oder Bezug; dazu oder ebenfalls; eine Portion oder Einheit; fuehre den Verarbeitungsgang aus; fahre fort; an der Arbeitsstelle; setze das Material um; mit dem aktuellen Posten oder Bezug; pruefe oder fahre fort; von der Entnahmeseite; nach vorgeschriebenem Mass; fahre fort; gib den bezeichneten Teil hinzu; von der Entnahmeseite; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L033	f55v	f55v	HERBAL	f55v.4	PROSE	abgebildeter Pflanzenartikel f55v	8	okar chckhdy cheody keeyfar al ochedy qokain ody	setze die Zubereitung an; von der Entnahmeseite; nimm den bezeichneten Pflanzenteil; fuehre durch den Seih- oder Durchlassweg; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; verwende den Auszug; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verwende das lokale F-Kennzeichen; von der Entnahmeseite; an der Arbeitsstelle; fuehre den Verarbeitungsgang aus; setze das Material um; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; eine Portion oder Einheit; fuehre den Verarbeitungsgang aus; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L034	f55v	f55v	HERBAL	f55v.5	PROSE	abgebildeter Pflanzenartikel f55v	8	qokaiin chaiin ykain ykan ody daiin chedy talam	setze die Zubereitung an; nach vorgeschriebenem Mass; nimm den bezeichneten Pflanzenteil; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit einer weiteren Zugabe; fuehre den Verarbeitungsgang aus; schliesse die Teilfolge; nach vorgeschriebenem Mass; setze das Material um; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; an der Arbeitsstelle; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L035	f55v	f55v	HERBAL	f55v.6	PROSE	abgebildeter Pflanzenartikel f55v	5	ykaiin daiin ykair cheky daiiny	mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; ueber den Verarbeitungsweg; behandle den Zustand des Ansatzes; im kurzen Grad; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L036	f55v	f55v	HERBAL	f55v.7	PROSE	abgebildeter Pflanzenartikel f55v	11	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	setze die Zubereitung an; setze das Material um; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; eine Portion oder Einheit; halte den Ansatz; im kurzen Grad; setze die Zubereitung an; im kurzen Grad; mit dem aktuellen Posten oder Bezug; mit dem Pflanzenansatz; eine Portion oder Einheit; nimm den bezeichneten Pflanzenteil; gib den bezeichneten Teil hinzu; setze das Material um; mit dem aktuellen Posten oder Bezug; setze den Teil ein; nimm den bezeichneten Pflanzenteil; an der Arbeitsstelle; von der Entnahmeseite; an der Arbeitsstelle; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; auf der markierten zweiten Stufe; setze den markierten Zustand; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L037	f55v	f55v	HERBAL	f55v.8	PROSE	abgebildeter Pflanzenartikel f55v	11	tar chedy qokaiin okar qol otar cho ar talody okar y	bearbeite den Teil; von der Entnahmeseite; setze das Material um; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; nach vorgeschriebenem Mass; setze die Zubereitung an; von der Entnahmeseite; fahre fort; danach oder an der naechsten Stelle; von der Entnahmeseite; verwende den bezeichneten Pflanzenteil; von der Entnahmeseite; bearbeite den Teil; an der Arbeitsstelle; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; von der Entnahmeseite; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
