event_id	dictionary_entry_id	physical_page	source_page	register	locus	source_kind	usage_class	line_order	token_index	surface	visible_owner_de	form_analysis_source	component_recipe	meaning_mode	portable_value_de	register_value_de	local_code	fluent_token_de	line_is_sentence_end
P910-E0011	P910-D0530	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	3	char	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	AR	LEARNED_COMPONENT_RECIPE	AUSGANGS- ODER ENTNAHMESTELLE	Entnahmeseite		von der Entnahmeseite	NO
P910-E0012	P910-D0572	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	4	chty	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CH+T+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · BEARBEITEN ODER MARKIEREN · AKTUELLER POSTEN ODER BEZUG	Pflanzenteil entnehmen · bearbeiten · aktuelles Material		nimm den bezeichneten Pflanzenteil; bearbeite den Teil; mit dem aktuellen Posten oder Bezug	NO
P910-E0013	P910-D0666	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	5	os	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OS	LEARNED_COMPONENT_RECIPE	DAZU ODER AUCH	dazu		dazu oder ebenfalls	NO
P910-E0014	P910-D0528	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	6	chair	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	CH+AIR	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · LAUF ODER BAHN	Pflanzenteil entnehmen · Verarbeitungsweg		nimm den bezeichneten Pflanzenteil; ueber den Verarbeitungsweg	NO
P910-E0015	P910-D0680	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	7	otytchol	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OT+Y+T+CH+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AUSWAEHLEN ODER ABNEHMEN · FORTSETZEN	danach · aktuelles Material · bearbeiten · Pflanzenteil entnehmen · Artikel fortsetzen		danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; nimm den bezeichneten Pflanzenteil; fahre fort	NO
P910-E0016	P910-D0655	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	8	oky	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		setze die Zubereitung an; mit dem aktuellen Posten oder Bezug	NO
P910-E0017	P910-D0586	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	9	daiin	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	AIIN	LEARNED_COMPONENT_RECIPE	VORGESCHRIEBENES MASS	Mass des Pflanzenteils		nach vorgeschriebenem Mass	NO
P910-E0018	P910-D0611	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	10	etyd	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	E+T+Y	LEARNED_COMPONENT_RECIPE	KURZER GRAD · BEARBEITEN ODER MARKIEREN · AKTUELLER POSTEN ODER BEZUG	kurz bearbeiten · bearbeiten · aktuelles Material		im kurzen Grad; bearbeite den Teil; mit dem aktuellen Posten oder Bezug	NO
P910-E0019	P910-D0705	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	1	qotor	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	OT+OR	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenansatz		danach oder an der naechsten Stelle; mit dem Pflanzenansatz	NO
P910-E0020	P910-D0632	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	2	o	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	O	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG	Verarbeitungsgang		fuehre den Verarbeitungsgang aus	NO
P910-E0021	P910-D0743	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	3	tchy	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	T+Y	LEARNED_COMPONENT_RECIPE	BEARBEITEN ODER MARKIEREN · AKTUELLER POSTEN ODER BEZUG	bearbeiten · aktuelles Material		bearbeite den Teil; mit dem aktuellen Posten oder Bezug	NO
P910-E0022	P910-D0586	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	4	daiin	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	AIIN	LEARNED_COMPONENT_RECIPE	VORGESCHRIEBENES MASS	Mass des Pflanzenteils		nach vorgeschriebenem Mass	NO
P910-E0023	P910-D0546	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	5	chocthy	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CH+O+CTH+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · BEREIT- ODER STATUSMARKER · AKTUELLER POSTEN ODER BEZUG	Pflanzenteil entnehmen · Verarbeitungsgang · Zubereitungsstatus · aktuelles Material		nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug	NO
P910-E0024	P910-D0704	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	6	qotchy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OT+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	danach · aktuelles Material		danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug	NO
P910-E0025	P910-D0560	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	7	chol	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OL	LEARNED_COMPONENT_RECIPE	FORTSETZEN	Artikel fortsetzen		fahre fort	NO
P910-E0026	P910-D0664	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	8	or	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OR	LEARNED_COMPONENT_RECIPE	ANSATZ ODER ZUBEREITUNG	Pflanzenansatz		mit dem Pflanzenansatz	NO
P910-E0027	P910-D0773	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	9	yty	abgebildeter Pflanzenartikel f10r	LOCAL_WORKSHOP_CARD	WHOLE[yty]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W010 aus	H-W010	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W010 aus	NO
P910-E0028	P910-D0608	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	10	dy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktuelles Material		mit dem aktuellen Posten oder Bezug	NO
P910-E0029	P910-D0608	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	11	dy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktuelles Material		mit dem aktuellen Posten oder Bezug	NO
P910-E0030	P910-D0730	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	1	sor	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	S+OR	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER · ANSATZ ODER ZUBEREITUNG	Probe oder und/dann · Pflanzenansatz		pruefe oder fahre fort; mit dem Pflanzenansatz	NO
P910-E0031	P910-D0527	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	2	chaiin	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CH+AIIN	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · VORGESCHRIEBENES MASS	Pflanzenteil entnehmen · Mass des Pflanzenteils		nimm den bezeichneten Pflanzenteil; nach vorgeschriebenem Mass	NO
P910-E0032	P910-D0534	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	3	chcthy	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	CH+CTH+Y	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · BEREIT- ODER STATUSMARKER · AKTUELLER POSTEN ODER BEZUG	Pflanzenteil entnehmen · Zubereitungsstatus · aktuelles Material		nimm den bezeichneten Pflanzenteil; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug	NO
P910-E0033	P910-D0579	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	4	ctho	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CTH+O	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER · AKTIVER REGISTERGANG	Zubereitungsstatus · Verarbeitungsgang		pruefe den Zubereitungsstatus; fuehre den Verarbeitungsgang aus	NO
P910-E0034	P910-D0575	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	5	ckhy	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CKH+Y	NEW_COMPONENT_COMPOSITION	DURCHLASS ODER VERBINDUNGSWEG · AKTUELLER POSTEN ODER BEZUG	Seihweg · aktuelles Material		fuehre durch den Seih- oder Durchlassweg; mit dem aktuellen Posten oder Bezug	NO
P910-E0035	P910-D0664	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	6	or	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OR	LEARNED_COMPONENT_RECIPE	ANSATZ ODER ZUBEREITUNG	Pflanzenansatz		mit dem Pflanzenansatz	NO
P910-E0036	P910-D0518	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	7	aiin	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	AIIN	LEARNED_COMPONENT_RECIPE	VORGESCHRIEBENES MASS	Mass des Pflanzenteils		nach vorgeschriebenem Mass	NO
P910-E0037	P910-D0571	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	8	chtchor	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CH+T+CH+OR	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · BEARBEITEN ODER MARKIEREN · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	Pflanzenteil entnehmen · bearbeiten · Pflanzenteil entnehmen · Pflanzenansatz		nimm den bezeichneten Pflanzenteil; bearbeite den Teil; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz	NO
P910-E0038	P910-D0604	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	9	doiir	abgebildeter Pflanzenartikel f10r	LOCAL_WORKSHOP_CARD	WHOLE[doiir]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W004 aus	H-W004	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W004 aus	NO
P910-E0039	P910-D0638	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	10	ody	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	O+DY	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · LIZENZIERTER ABSCHLUSS	Verarbeitungsgang · Arbeitsschritt schliessen		fuehre den Verarbeitungsgang aus; schliesse die Teilfolge	NO
P910-E0040	P910-D0693	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	1	qokchy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		setze die Zubereitung an; mit dem aktuellen Posten oder Bezug	NO
P910-E0041	P910-D0702	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	2	qotchol	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OT+CH+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · FORTSETZEN	danach · Pflanzenteil entnehmen · Artikel fortsetzen		danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fahre fort	NO
P910-E0042	P910-D0560	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	3	chol	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	OL	LEARNED_COMPONENT_RECIPE	FORTSETZEN	Artikel fortsetzen		fahre fort	NO
P910-E0043	P910-D0583	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	4	cthy	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CTH+Y	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER · AKTUELLER POSTEN ODER BEZUG	Zubereitungsstatus · aktuelles Material		pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug	NO
P910-E0044	P910-D0749	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	1	ycheor	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	Y+CHEO+R	NEW_COMPONENT_COMPOSITION	AKTUELLER POSTEN ODER BEZUG · REGISTERABHAENGIGER EINTRAG · MARKIERTER ZUSTAND	aktuelles Material · Auszug · lokal kuehl		mit dem aktuellen Posten oder Bezug; verwende den Auszug; setze den markierten Zustand	NO
P910-E0045	P910-D0583	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	2	cthy	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CTH+Y	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER · AKTUELLER POSTEN ODER BEZUG	Zubereitungsstatus · aktuelles Material		pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug	NO
P910-E0046	P910-D0564	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	3	chor	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	CH+OR	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	Pflanzenteil entnehmen · Pflanzenansatz		nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz	NO
P910-E0047	P910-D0578	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	4	cthaiin	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CTH+AIIN	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER · VORGESCHRIEBENES MASS	Zubereitungsstatus · Mass des Pflanzenteils		pruefe den Zubereitungsstatus; nach vorgeschriebenem Mass	NO
P910-E0048	P910-D0686	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	5	qoctholy	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CARRIER_Q+O+CTH+OL+Y	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · BEREIT- ODER STATUSMARKER · FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Verarbeitungsgang · Zubereitungsstatus · Artikel fortsetzen · aktuelles Material		fuehre den Verarbeitungsgang aus; pruefe den Zubereitungsstatus; fahre fort; mit dem aktuellen Posten oder Bezug	NO
P910-E0049	P910-D0608	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	6	dy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktuelles Material		mit dem aktuellen Posten oder Bezug	NO
P910-E0050	P910-D0573	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	7	chy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktuelles Material		mit dem aktuellen Posten oder Bezug	NO
P910-E0051	P910-D0734	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	8	taiin	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	T+AIIN	NEW_COMPONENT_COMPOSITION	BEARBEITEN ODER MARKIEREN · VORGESCHRIEBENES MASS	bearbeiten · Mass des Pflanzenteils		bearbeite den Teil; nach vorgeschriebenem Mass	NO
P910-E0052	P910-D0727	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	9	shy	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktuelles Material		mit dem aktuellen Posten oder Bezug	NO
P910-E0053	P910-D0598	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	1	dchy	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	D_ADDR+Y	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Teil des Artikels · aktuelles Material		an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug	NO
P910-E0054	P910-D0692	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	2	qokchol	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	OK+OL	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · FORTSETZEN	Zubereitung ansetzen · Artikel fortsetzen		setze die Zubereitung an; fahre fort	NO
P910-E0055	P910-D0748	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	3	y	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktuelles Material		mit dem aktuellen Posten oder Bezug	NO
P910-E0056	P910-D0616	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	4	kchaiin	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	K+CH+AIIN	NEW_COMPONENT_COMPOSITION	ZUORDNEN ODER ZUGEBEN · AUSWAEHLEN ODER ABNEHMEN · VORGESCHRIEBENES MASS	Material zugeben · Pflanzenteil entnehmen · Mass des Pflanzenteils		gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; nach vorgeschriebenem Mass	NO
P910-E0057	P910-D0773	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	5	yty	abgebildeter Pflanzenartikel f10r	LOCAL_WORKSHOP_CARD	WHOLE[yty]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W010 aus	H-W010	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W010 aus	NO
P910-E0058	P910-D0586	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	6	daiin	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	AIIN	LEARNED_COMPONENT_RECIPE	VORGESCHRIEBENES MASS	Mass des Pflanzenteils		nach vorgeschriebenem Mass	NO
P910-E0059	P910-D0577	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	7	cth	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	CTH	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER	Zubereitungsstatus		pruefe den Zubereitungsstatus	NO
P910-E0060	P910-D0588	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	8	dain	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	AIN	LEARNED_COMPONENT_RECIPE	PORTION ODER EINHEIT	Pflanzenportion		eine Portion oder Einheit	NO
P910-E0061	P910-D0589	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	9	dair	abgebildeter Pflanzenartikel f10r	PASS908_EXACT_RECIPE	D_ADDR+AIR	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · LAUF ODER BAHN	Teil des Artikels · Verarbeitungsweg		an der Teil- oder Unteradresse; ueber den Verarbeitungsweg	NO
P910-E0062	P910-D0522	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	10	am	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	AM_ADDR	LEARNED_COMPONENT_RECIPE	LOKALE M-ADRESSE	lokale Stelle		an der lokalen M-Adresse	NO
P910-E0063	P910-D0703	f10r	f10r	HERBAL	f10r.8	P	PROSE	8	1	qotchor	abgebildeter Pflanzenartikel f10r	HEURISTIC_COMPOSITION	OT+CH+OR	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenteil entnehmen · Pflanzenansatz		danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz	NO
P910-E0064	P910-D0564	f10r	f10r	HERBAL	f10r.8	P	PROSE	8	2	chor	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	CH+OR	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	Pflanzenteil entnehmen · Pflanzenansatz		nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz	NO
P910-E0065	P910-D0676	f10r	f10r	HERBAL	f10r.8	P	PROSE	8	3	otol	abgebildeter Pflanzenartikel f10r	PASS909_EXTENDED_RECIPE	OT+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · FORTSETZEN	danach · Artikel fortsetzen		danach oder an der naechsten Stelle; fahre fort	NO
