dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	portable_value_de	register_default_de	local_code	events	physical_pages	default_reading_de
P910-D0056	checholtar	BIOLOGICAL	PROSE	CH+E+OL+T+AR	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · FORTSETZEN · BEARBEITEN ODER MARKIEREN · AUSGANGS- ODER ENTNAHMESTELLE	Posten abnehmen · kurz halten · Lauf fortsetzen · Anlage bedienen · Ausgangsstation		1	f81v	nimm den Stationsposten ab; im kurzen Grad; fahre fort; bediene den Abschnitt; von der Ausgangsstation
P910-D0057	checkho	BIOLOGICAL	PROSE	CH+E+CKH+O	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · DURCHLASS ODER VERBINDUNGSWEG · AKTIVER REGISTERGANG	Posten abnehmen · kurz halten · Beckenverbindung · Stationsgang		1	f82r	nimm den Stationsposten ab; im kurzen Grad; fuehre durch die Beckenverbindung; fuehre den Stationsgang aus
P910-D0058	checkhy	BIOLOGICAL	PROSE	CH+E+CKH+Y	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · DURCHLASS ODER VERBINDUNGSWEG · AKTUELLER POSTEN ODER BEZUG	Posten abnehmen · kurz halten · Beckenverbindung · aktueller Stationsposten		3	f75r|f81v|f83r	nimm den Stationsposten ab; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug
P910-D0059	checphedy	BIOLOGICAL	PROSE	WHOLE[checphedy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W001 aus	B-W001	1	f83r	fuehre den im Muster bezeichneten Stationsschritt B-W001 aus
P910-D0060	checthy	BIOLOGICAL	PROSE	CTH+Y	LEARNED_COMPONENT_RECIPE	BEREIT- ODER STATUSMARKER · AKTUELLER POSTEN ODER BEZUG	Stationsstatus · aktueller Stationsposten		3	f75r|f83r	pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug
P910-D0061	ched	BIOLOGICAL	PROSE	CHD	NEW_COMPONENT_COMPOSITION	POSTENWECHSEL ODER UMSETZEN	Stationsposten wechseln		1	f83r	setze den Stationsposten um
P910-D0062	chedaiin	BIOLOGICAL	PROSE	CHD+AIIN	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · VORGESCHRIEBENES MASS	Stationsposten wechseln · Mass der Anwendung		1	f83r	setze den Stationsposten um; nach vorgeschriebenem Mass
P910-D0063	chedain	BIOLOGICAL	PROSE	CHD+AIN	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · PORTION ODER EINHEIT	Stationsposten wechseln · Teilmenge		1	f83r	setze den Stationsposten um; eine Portion oder Einheit
P910-D0064	chedar	BIOLOGICAL	PROSE	CHD+AR	NEW_COMPONENT_COMPOSITION	POSTENWECHSEL ODER UMSETZEN · AUSGANGS- ODER ENTNAHMESTELLE	Stationsposten wechseln · Ausgangsstation		2	f82r	setze den Stationsposten um; von der Ausgangsstation
P910-D0065	chedchy	BIOLOGICAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Stationsposten wechseln · aktueller Stationsposten		1	f83r	setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0066	chedol	BIOLOGICAL	PROSE	CHD+OL	NEW_COMPONENT_COMPOSITION	POSTENWECHSEL ODER UMSETZEN · FORTSETZEN	Stationsposten wechseln · Lauf fortsetzen		1	f82r	setze den Stationsposten um; fahre fort
P910-D0067	chedy	BIOLOGICAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Stationsposten wechseln · aktueller Stationsposten		39	f75r|f81v|f82r|f83r	setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0068	chedykar	BIOLOGICAL	PROSE	CHD+Y+K+AR	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSGANGS- ODER ENTNAHMESTELLE	Stationsposten wechseln · aktueller Stationsposten · Posten einsetzen · Ausgangsstation		1	f75r	setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation
P910-D0069	chedyqokam	BIOLOGICAL	PROSE	CHD+Y+OK+AM_ADDR	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG · GANG ANSETZEN ODER AKTIVIEREN · LOKALE M-ADRESSE	Stationsposten wechseln · aktueller Stationsposten · Station aktivieren · lokale Gegenstelle		1	f75r	setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; an der lokalen M-Adresse
P910-D0070	cheeb	BIOLOGICAL	PROSE	CH+EE+LOCAL_CHAR_B	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	AUSWAEHLEN ODER ABNEHMEN · LAENGERER GRAD · LOKALES ZEICHEN B	Posten abnehmen · laenger halten · lokales B-Kennzeichen		1	f83r	nimm den Stationsposten ab; im laengeren Grad; verwende das lokale B-Kennzeichen
P910-D0071	cheedar	BIOLOGICAL	PROSE	EE+AR	LEARNED_COMPONENT_RECIPE	LAENGERER GRAD · AUSGANGS- ODER ENTNAHMESTELLE	laenger halten · Ausgangsstation		1	f83r	im laengeren Grad; von der Ausgangsstation
P910-D0072	cheedy	BIOLOGICAL	PROSE	CH+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · LAENGERER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Posten abnehmen · laenger halten · Teilstation · aktueller Stationsposten		2	f81v|f82r	nimm den Stationsposten ab; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0073	cheeety	BIOLOGICAL	PROSE	EEE+T+Y	LEARNED_COMPONENT_RECIPE	VOLLER GRAD · BEARBEITEN ODER MARKIEREN · AKTUELLER POSTEN ODER BEZUG	vollstaendig halten · Anlage bedienen · aktueller Stationsposten		1	f83r	im vollen Grad; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug
P910-D0074	cheeky	BIOLOGICAL	PROSE	CHK+EE+Y	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	lokal temperieren · laenger halten · aktueller Stationsposten		3	f75r|f81v|f83r	behandle den Zustand des Postens; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0075	cheey	BIOLOGICAL	PROSE	SH+EE+Y	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Posten halten · laenger halten · aktueller Stationsposten		11	f75r|f81v|f82r|f83r	halte den Stationsposten; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0076	cheg	BIOLOGICAL	PROSE	CH+E+LOCAL_CHAR_G	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · LOKALES ZEICHEN G	Posten abnehmen · kurz halten · lokales G-Kennzeichen		1	f83r	nimm den Stationsposten ab; im kurzen Grad; verwende das lokale G-Kennzeichen
P910-D0077	chekal	BIOLOGICAL	PROSE	CHK+AL	NEW_COMPONENT_COMPOSITION	ZUSTANDSBEHANDLUNG · AUFNAHME- ODER ANSCHLUSSSTELLE	lokal temperieren · Becken- oder Anschlussstelle		1	f81v	behandle den Zustand des Postens; an der Becken- oder Anschlussstelle
P910-D0078	chekam	BIOLOGICAL	PROSE	CHK+AM_ADDR	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · LOKALE M-ADRESSE	lokal temperieren · lokale Gegenstelle		1	f75r	behandle den Zustand des Postens; an der lokalen M-Adresse
