event_id	source_token_id	record_unit_id	page	locus	field_id	statement_id	visible_surface	family_parse	terminal_status	surface_end_class	endpoint_scope	card_boundary_after	field_boundary_after	statement_boundary_after	record_boundary_after	line_crossing_to_next_inside_statement	reading_rule_de
E016	SRC_E016	H2	f10r	f10r.6	F003	H2-S001	cthy	Y+CTH	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E017	SRC_E017	H2	f10r	f10r.6	F003	H2-S001	chor	OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E018	SRC_E018	H2	f10r	f10r.6	F003	H2-S001	cthaiin	AIIN+CTH	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E019	SRC_E019	H2	f10r	f10r.6	F003	H2-S001	qoctholy	OL+OT+Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E020	SRC_E020	H2	f10r	f10r.6	F003	H2-S001	dy	Y	NONCLOSE	VISIBLE_DY_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E021	SRC_E021	H2	f10r	f10r.6	F003	H2-S001	chy	Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E022	SRC_E022	H2	f10r	f10r.6	F003	H2-S001	taiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E023	SRC_E023	H2	f10r	f10r.6	F003	H2-S001	shy	Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E024	SRC_E024	H2	f10r	f10r.8	F004	H2-S002	qotchor	OT+OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E025	SRC_E025	H2	f10r	f10r.8	F004	H2-S002	chor	OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E026	SRC_E026	H2	f10r	f10r.8	F004	H2-S002	otol	OL+OT	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E027	SRC_E027	H2	f10r	f10r.8	F004	H2-S002	chol	OL	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E028	SRC_E028	H2	f10r	f10r.8	F004	H2-S002	cholor	OL+OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E029	SRC_E029	H2	f10r	f10r.8	F004	H2-S002	chol	OL	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E030	SRC_E030	H2	f10r	f10r.8	F004	H2-S002	daiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E031	SRC_E031	H2	f10r	f10r.8	F004	H2-S002	dar	AR	NONCLOSE	OTHER_VISIBLE_END	OPEN_STATEMENT_RELEASE__NO_COMMIT_CARD	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E032	SRC_E032	H2	f10r	f10r.9	F005	H2-S003	oykchor	OR+OYK_VESSEL	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E033	SRC_E033	H2	f10r	f10r.9	F005	H2-S003	shor	OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E034	SRC_E034	H2	f10r	f10r.9	F005	H2-S003	chor	OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E035	SRC_E035	H2	f10r	f10r.9	F005	H2-S003	chy	Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E036	SRC_E036	H2	f10r	f10r.9	F005	H2-S003	kaiiin	IIN+K_BINDER	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E037	SRC_E037	H2	f10r	f10r.9	F005	H2-S003	dy	Y	NONCLOSE	VISIBLE_DY_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E038	SRC_E038	H2	f10r	f10r.9	F005	H2-S003	chodaiin	AIIN+CHO_INPUT	NONCLOSE	OTHER_VISIBLE_END	OPEN_STATEMENT_RELEASE__NO_COMMIT_CARD	YES	YES	YES	YES	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E039	SRC_E039	H3	f11r	f11r.1	F006	H3-S001	tshol	WHOLE_SIGN[tshol]	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E040	SRC_E040	H3	f11r	f11r.1	F006	H3-S001	schoal	WHOLE_SIGN[schoal]	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E041	SRC_E041	H3	f11r	f11r.1	F006	H3-S001	cfhy	WHOLE_SIGN[cfhy]	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E042	SRC_E042	H3	f11r	f11r.1	F006	H3-S001	shfydaiin	AIIN+SHFY_DURATION	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E043	SRC_E043	H3	f11r	f11r.1	F006	H3-S001	cphy	WHOLE_SIGN[cphy]	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E044	SRC_E044	H3	f11r	f11r.1	F006	H3-S001	shey	WHOLE_SIGN[cheey]	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E045	SRC_E045	H3	f11r	f11r.1	F006	H3-S001	tchody	WHOLE_SIGN[tchody]	TERMINAL	VISIBLE_DY_END	LICENSED_WORKSTEP_AND_STATEMENT_COMMIT	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E046	SRC_E046	H3	f11r	f11r.1	F007	H3-S002	shoyty	YTY_PART	NONCLOSE	VISIBLE_Y_END	OPEN_STATEMENT_RELEASE__NO_COMMIT_CARD	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E047	SRC_E047	H3	f11r	f11r.4	F008	H3-S003	dchol	D_PREVIOUS	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E048	SRC_E048	H3	f11r	f11r.4	F008	H3-S003	chy	Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E049	SRC_E049	H3	f11r	f11r.4	F008	H3-S003	kchy	Y+K_BINDER	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E050	SRC_E050	H3	f11r	f11r.4	F008	H3-S003	dy	Y	NONCLOSE	VISIBLE_DY_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E051	SRC_E051	H3	f11r	f11r.4	F008	H3-S003	daiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	OPEN_STATEMENT_RELEASE__NO_COMMIT_CARD	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E052	SRC_E052	H3	f11r	f11r.7	F009	H3-S004	qotchy	OT+Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E053	SRC_E053	H3	f11r	f11r.7	F009	H3-S004	okchol	OK	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E054	SRC_E054	H3	f11r	f11r.7	F009	H3-S004	cthy	Y+CTH	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E055	SRC_E055	H3	f11r	f11r.7	F009	H3-S004	dy	Y	NONCLOSE	VISIBLE_DY_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	YES	YES	YES	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E056	SRC_E056	H4	f55v	f55v.5	F010	H4-S001	qokaiin	OK+AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E057	SRC_E057	H4	f55v	f55v.5	F010	H4-S001	chaiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E058	SRC_E058	H4	f55v	f55v.5	F010	H4-S001	ykain	AIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E059	SRC_E059	H4	f55v	f55v.5	F010	H4-S001	ykan	AN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E060	SRC_E060	H4	f55v	f55v.5	F010	H4-S001	ody	DY+O_WITHDRAW	TERMINAL	VISIBLE_DY_END	LICENSED_WORKSTEP_AND_STATEMENT_COMMIT	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E061	SRC_E061	H4	f55v	f55v.5	F011	H4-S002	daiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E062	SRC_E062	H4	f55v	f55v.5	F011	H4-S002	chedy	Y+CHED_TRANSFER	NONCLOSE	VISIBLE_DY_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E063	SRC_E063	H4	f55v	f55v.5	F011	H4-S002	talam	WHOLE_SIGN[talam]	TERMINAL	OTHER_VISIBLE_END	LICENSED_WORKSTEP_AND_STATEMENT_COMMIT	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E064	SRC_E064	H4	f55v	f55v.11	F012	H4-S003	ykaiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E065	SRC_E065	H4	f55v	f55v.11	F012	H4-S003	cheoar	CHEO	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E066	SRC_E066	H4	f55v	f55v.11	F012	H4-S003	cheeky	E_GRADE+Y+CHK	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E067	SRC_E067	H4	f55v	f55v.11	F012	H4-S003	oldy	OL+DY	TERMINAL	VISIBLE_DY_END	LICENSED_WORKSTEP_AND_STATEMENT_COMMIT	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E068	SRC_E068	H4	f55v	f55v.11	F013	H4-S004	aiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E069	SRC_E069	H4	f55v	f55v.11	F013	H4-S004	okal	OK+AL	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E070	SRC_E070	H4	f55v	f55v.11	F013	H4-S004	oltchy	OL+Y+TCH_PREPARATION	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E071	SRC_E071	H4	f55v	f55v.11	F013	H4-S004	or	OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E072	SRC_E072	H4	f55v	f55v.11	F013	H4-S004	y	Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E073	SRC_E073	H4	f55v	f55v.11	F013	H4-S004	orain	AIN	NONCLOSE	OTHER_VISIBLE_END	OPEN_STATEMENT_RELEASE__NO_COMMIT_CARD	YES	YES	YES	YES	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E074	SRC_E074	H5	f56r	f56r.5	F014	H5-S001	chochor	OR+CHO_INPUT	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E075	SRC_E075	H5	f56r	f56r.5	F014	H5-S001	cho	CHO_INPUT	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E076	SRC_E076	H5	f56r	f56r.5	F014	H5-S001	chodaly	Y+CHO_INPUT	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E077	SRC_E077	H5	f56r	f56r.5	F014	H5-S001	daiin	AIIN	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	YES	NO	NO	YES	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E078	SRC_E078	H5	f56r	f56r.7	F015	H5-S001	sho	CHO_INPUT	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E079	SRC_E079	H5	f56r	f56r.7	F015	H5-S001	kchol	K_BINDER	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E080	SRC_E080	H5	f56r	f56r.7	F015	H5-S001	otchor	OT+OR	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E081	SRC_E081	H5	f56r	f56r.7	F015	H5-S001	choky	OK+Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E082	SRC_E082	H5	f56r	f56r.7	F015	H5-S001	dal	AL	NONCLOSE	OTHER_VISIBLE_END	OPEN_STATEMENT_RELEASE__NO_COMMIT_CARD	YES	YES	YES	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E083	SRC_E083	H5	f56r	f56r.8	F016	H5-S002	schol	D_PREVIOUS	NONCLOSE	OTHER_VISIBLE_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E084	SRC_E084	H5	f56r	f56r.8	F016	H5-S002	choy	Y+CHO_INPUT	NONCLOSE	VISIBLE_Y_END	CARD_END_ONLY__CONTINUE_STATEMENT	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
E085	SRC_E085	H5	f56r	f56r.8	F016	H5-S002	choky	OK+Y	NONCLOSE	VISIBLE_Y_END	CURRENT_ITEM_REFERENCE__NO_CLOSE	YES	NO	NO	NO	NO	Die registrierte Ganzkarte entscheidet Y/DY-Reichweite; sichtbare Endbuchstaben allein entscheiden nichts.
