field_id	record_unit_id	page	statement_id	event_count	first_event	last_event	last_surface	field_status	field_end_rule
F021	B1	f81v	B1-S001	1	E101	E101	qokedy	COMMITTED_FIELD	terminal card commits this field
F022	B1	f81v	B1-S002	11	E102	E112	dl	OPEN_FIELD	field boundary without explicit commit
F023	B1	f81v	B1-S002	8	E113	E120	schedy	COMMITTED_FIELD	terminal card commits this field
F024	B1	f81v	B1-S003	1	E121	E121	qol	OPEN_FIELD	field boundary without explicit commit
F025	B1	f81v	B1-S003	1	E122	E122	sshkchdy	COMMITTED_FIELD	terminal card commits this field
F026	B1	f81v	B1-S004	3	E123	E125	shedy	COMMITTED_FIELD	terminal card commits this field
F027	B1	f81v	B1-S005	1	E126	E126	qolchedy	COMMITTED_FIELD	terminal card commits this field
F028	B1	f81v	B1-S006	4	E127	E130	ral	OPEN_FIELD	field boundary without explicit commit
F029	B1	f81v	B1-S007	1	E131	E131	qokchdy	COMMITTED_FIELD	terminal card commits this field
F030	B1	f81v	B1-S008	5	E132	E136	shedy	COMMITTED_FIELD	terminal card commits this field
F031	B1	f81v	B1-S009	1	E137	E137	qokedy	COMMITTED_FIELD	terminal card commits this field
F032	B1	f81v	B1-S010	1	E138	E138	qokedy	COMMITTED_FIELD	terminal card commits this field
F033	B1	f81v	B1-S011	2	E139	E140	qoky	OPEN_FIELD	field boundary without explicit commit
F034	B1	f81v	B1-S012	3	E141	E143	lshedy	COMMITTED_FIELD	terminal card commits this field
F035	B1	f81v	B1-S013	1	E144	E144	lshedy	COMMITTED_FIELD	terminal card commits this field
F036	B1	f81v	B1-S014	5	E145	E149	otar	OPEN_FIELD	field boundary without explicit commit
F037	B1	f81v	B1-S015	2	E150	E151	okchedy	COMMITTED_FIELD	terminal card commits this field
F038	B1	f81v	B1-S016	4	E152	E155	cheedy	COMMITTED_FIELD	terminal card commits this field
F039	B1	f81v	B1-S017	3	E156	E158	dchdy	COMMITTED_FIELD	terminal card commits this field
F040	B1	f81v	B1-S018	1	E159	E159	ly	OPEN_FIELD	field boundary without explicit commit
F041	B1	f81v	B1-S018	3	E160	E162	olkeedy	COMMITTED_FIELD	terminal card commits this field
F042	B1	f81v	B1-S019	1	E163	E163	tedy	COMMITTED_FIELD	terminal card commits this field
F043	B1	f81v	B1-S020	2	E164	E165	shckhedy	COMMITTED_FIELD	terminal card commits this field
F044	B1	f81v	B1-S021	1	E166	E166	chal	OPEN_FIELD	field boundary without explicit commit
F045	B2	f82r	B2-S001	1	E167	E167	dchedy	COMMITTED_FIELD	terminal card commits this field
F046	B2	f82r	B2-S002	1	E168	E168	qolchedy	COMMITTED_FIELD	terminal card commits this field
F047	B2	f82r	B2-S003	3	E169	E171	qokeedy	COMMITTED_FIELD	terminal card commits this field
F048	B2	f82r	B2-S004	3	E172	E174	lched	OPEN_FIELD	field boundary without explicit commit
F049	B2	f82r	B2-S004	2	E175	E176	lcheckhedy	COMMITTED_FIELD	terminal card commits this field
F050	B2	f82r	B2-S005	4	E177	E180	qokaiin	OPEN_FIELD	field boundary without explicit commit
F051	B2	f82r	B2-S005	4	E181	E184	ldy	COMMITTED_FIELD	terminal card commits this field
F052	B2	f82r	B2-S006	4	E185	E188	qoky	OPEN_FIELD	field boundary without explicit commit
F053	B2	f82r	B2-S007	1	E189	E189	dshedy	COMMITTED_FIELD	terminal card commits this field
F054	B2	f82r	B2-S008	3	E190	E192	shedy	COMMITTED_FIELD	terminal card commits this field
F055	B2	f82r	B2-S009	1	E193	E193	solshedy	COMMITTED_FIELD	terminal card commits this field
F056	B2	f82r	B2-S010	4	E194	E197	cheey	OPEN_FIELD	field boundary without explicit commit
F057	B2	f82r	B2-S011	4	E198	E201	qokeedy	COMMITTED_FIELD	terminal card commits this field
F058	B2	f82r	B2-S012	1	E202	E202	lchy	OPEN_FIELD	field boundary without explicit commit
F059	B2	f82r	B2-S012	7	E203	E209	qokeeedy	COMMITTED_FIELD	terminal card commits this field
F060	B2	f82r	B2-S013	1	E210	E210	lchedy	COMMITTED_FIELD	terminal card commits this field
F061	B2	f82r	B2-S014	1	E211	E211	lar	OPEN_FIELD	field boundary without explicit commit
F062	B2	f82r	B2-S015	2	E212	E213	qokeedy	COMMITTED_FIELD	terminal card commits this field
F063	B2	f82r	B2-S016	7	E214	E220	okey	OPEN_FIELD	field boundary without explicit commit
F064	B2	f82r	B2-S016	1	E221	E221	pchedy	COMMITTED_FIELD	terminal card commits this field
F065	B2	f82r	B2-S017	2	E222	E223	daldy	COMMITTED_FIELD	terminal card commits this field
F066	B2	f82r	B2-S018	1	E224	E224	qokeedy	COMMITTED_FIELD	terminal card commits this field
F067	B2	f82r	B2-S019	1	E225	E225	rshedy	COMMITTED_FIELD	terminal card commits this field
F068	B2	f82r	B2-S020	1	E226	E226	qoteedy	COMMITTED_FIELD	terminal card commits this field
F069	B2	f82r	B2-S021	1	E227	E227	qokeedy	COMMITTED_FIELD	terminal card commits this field
F070	B2	f82r	B2-S022	1	E228	E228	lochedy	COMMITTED_FIELD	terminal card commits this field
F071	B3	f83r	B3-S001	1	E229	E229	olkeedy	COMMITTED_FIELD	terminal card commits this field
F072	B3	f83r	B3-S002	2	E230	E231	chkeedy	COMMITTED_FIELD	terminal card commits this field
F073	B3	f83r	B3-S003	4	E232	E235	lchedy	COMMITTED_FIELD	terminal card commits this field
F074	B3	f83r	B3-S004	3	E236	E238	dar	OPEN_FIELD	field boundary without explicit commit
F075	B3	f83r	B3-S005	1	E239	E239	schedy	COMMITTED_FIELD	terminal card commits this field
F076	B3	f83r	B3-S006	3	E240	E242	olchedy	COMMITTED_FIELD	terminal card commits this field
F077	B3	f83r	B3-S007	3	E243	E245	qokeedy	COMMITTED_FIELD	terminal card commits this field
F078	B3	f83r	B3-S008	1	E246	E246	lchedy	COMMITTED_FIELD	terminal card commits this field
F079	B3	f83r	B3-S009	1	E247	E247	qoky	OPEN_FIELD	field boundary without explicit commit
F080	B3	f83r	B3-S010	2	E248	E249	otedy	COMMITTED_FIELD	terminal card commits this field
F081	B3	f83r	B3-S011	4	E250	E253	chary	OPEN_FIELD	field boundary without explicit commit
F082	B3	f83r	B3-S012	2	E254	E255	shedy	COMMITTED_FIELD	terminal card commits this field
F083	B3	f83r	B3-S013	4	E256	E259	qokedy	COMMITTED_FIELD	terminal card commits this field
F084	B3	f83r	B3-S014	2	E260	E261	sheedy	COMMITTED_FIELD	terminal card commits this field
F085	B3	f83r	B3-S015	1	E262	E262	lchedy	COMMITTED_FIELD	terminal card commits this field
F086	B3	f83r	B3-S016	1	E263	E263	lo	OPEN_FIELD	field boundary without explicit commit
F087	B3	f83r	B3-S016	1	E264	E264	qokchedy	COMMITTED_FIELD	terminal card commits this field
F088	B3	f83r	B3-S017	1	E265	E265	qokeedy	COMMITTED_FIELD	terminal card commits this field
F089	B3	f83r	B3-S018	1	E266	E266	shedy	COMMITTED_FIELD	terminal card commits this field
F090	B3	f83r	B3-S019	1	E267	E267	qokshedy	COMMITTED_FIELD	terminal card commits this field
F091	B3	f83r	B3-S020	2	E268	E269	lchedy	COMMITTED_FIELD	terminal card commits this field
F092	B3	f83r	B3-S021	4	E270	E273	sy	OPEN_FIELD	field boundary without explicit commit
F093	B3	f83r	B3-S021	7	E274	E280	dalchdy	COMMITTED_FIELD	terminal card commits this field
F094	B3	f83r	B3-S022	1	E281	E281	qotchedy	COMMITTED_FIELD	terminal card commits this field
F095	B3	f83r	B3-S023	1	E282	E282	lchedy	COMMITTED_FIELD	terminal card commits this field
F096	B3	f83r	B3-S024	1	E283	E283	tchedy	COMMITTED_FIELD	terminal card commits this field
F097	B3	f83r	B3-S025	1	E284	E284	qokchdy	COMMITTED_FIELD	terminal card commits this field
F098	B3	f83r	B3-S026	6	E285	E290	chealror	OPEN_FIELD	field boundary without explicit commit
F099	B3	f83r	B3-S026	1	E291	E291	solkeedy	COMMITTED_FIELD	terminal card commits this field
F100	B3	f83r	B3-S027	1	E292	E292	qoteedy	COMMITTED_FIELD	terminal card commits this field
F101	B3	f83r	B3-S028	2	E293	E294	qokedy	COMMITTED_FIELD	terminal card commits this field
F102	B3	f83r	B3-S029	3	E295	E297	qokedy	COMMITTED_FIELD	terminal card commits this field
F103	B3	f83r	B3-S030	2	E298	E299	saiin	OPEN_FIELD	field boundary without explicit commit
F104	B3	f83r	B3-S030	2	E300	E301	otchedy	COMMITTED_FIELD	terminal card commits this field
F105	B3	f83r	B3-S031	1	E302	E302	qokeedy	COMMITTED_FIELD	terminal card commits this field
F106	B3	f83r	B3-S032	5	E303	E307	otedy	COMMITTED_FIELD	terminal card commits this field
F107	B3	f83r	B3-S033	1	E308	E308	ldy	COMMITTED_FIELD	terminal card commits this field
F108	B3	f83r	B3-S034	6	E309	E314	shedy	COMMITTED_FIELD	terminal card commits this field
F109	B4	f83r	B4-S001	1	E315	E315	qokeedy	COMMITTED_FIELD	terminal card commits this field
F110	B4	f83r	B4-S002	3	E316	E318	qokedy	COMMITTED_FIELD	terminal card commits this field
F111	B4	f83r	B4-S003	2	E319	E320	otal	OPEN_FIELD	field boundary without explicit commit
F112	B4	f83r	B4-S003	5	E321	E325	shedy	COMMITTED_FIELD	terminal card commits this field
F113	B4	f83r	B4-S004	1	E326	E326	qokylddy	COMMITTED_FIELD	terminal card commits this field
F114	B4	f83r	B4-S005	3	E327	E329	qokeedy	COMMITTED_FIELD	terminal card commits this field
F115	B4	f83r	B4-S006	1	E330	E330	shckhedy	COMMITTED_FIELD	terminal card commits this field
F116	B4	f83r	B4-S007	1	E331	E331	shckhedy	COMMITTED_FIELD	terminal card commits this field
F117	B4	f83r	B4-S008	4	E332	E335	qokedy	COMMITTED_FIELD	terminal card commits this field
F118	B4	f83r	B4-S009	1	E336	E336	shedy	COMMITTED_FIELD	terminal card commits this field
F119	B4	f83r	B4-S010	1	E337	E337	oldy	COMMITTED_FIELD	terminal card commits this field
F120	B4	f83r	B4-S011	5	E338	E342	chdy	OPEN_FIELD	field boundary without explicit commit
F121	B4	f83r	B4-S011	2	E343	E344	lkedy	COMMITTED_FIELD	terminal card commits this field
F122	B4	f83r	B4-S012	1	E345	E345	lchedy	COMMITTED_FIELD	terminal card commits this field
F123	B4	f83r	B4-S013	2	E346	E347	shedy	COMMITTED_FIELD	terminal card commits this field
F124	B4	f83r	B4-S014	4	E348	E351	dairydy	COMMITTED_FIELD	terminal card commits this field
F125	B4	f83r	B4-S015	4	E352	E355	chckhal	OPEN_FIELD	field boundary without explicit commit
F126	B4	f83r	B4-S015	2	E356	E357	lchedy	COMMITTED_FIELD	terminal card commits this field
F127	B4	f83r	B4-S016	2	E358	E359	dal	OPEN_FIELD	field boundary without explicit commit
F128	B4	f83r	B4-S016	2	E360	E361	shedy	COMMITTED_FIELD	terminal card commits this field
F129	B5	f83r	B5-S001	1	E362	E362	otchdy	COMMITTED_FIELD	terminal card commits this field
F130	B5	f83r	B5-S002	1	E363	E363	qokchdy	COMMITTED_FIELD	terminal card commits this field
F131	B5	f83r	B5-S003	1	E364	E364	shedal	OPEN_FIELD	field boundary without explicit commit
F132	B5	f83r	B5-S003	5	E365	E369	aiin	OPEN_FIELD	field boundary without explicit commit
F133	B5	f83r	B5-S003	3	E370	E372	chedy	OPEN_FIELD	field boundary without explicit commit
F134	B6	f83r	B6-S001	4	E373	E376	ol	OPEN_FIELD	field boundary without explicit commit
F135	B6	f83r	B6-S001	5	E377	E381	ldalor	OPEN_FIELD	field boundary without explicit commit
