page	panel_id	record_id	locus	zl3b_line	row_status
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	d cheey lchedy qokeedy lchedy rchedy oky qotedy qoty qoty	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	sain ol cheol ey cheor chey	recorded
