mode	page	record	locus	word	kind	identity	prior	patient	patient_source	destination	destination_source	state	row_status
R	f83r	F83_P5	f83r.37:5	shedy	noun	A	NA	C	f83r.37:3	NA	NA	NEW	recorded
R	f83r	F83_P5	f83r.41:2	lchedy	noun	C	f83r.37:3	A	f83r.37:5	NA	NA	KNOWN	recorded
R	f83r	F83_P5	f83r.42:5	chedy	action	NA	NA	C	f83r.41:2	NA	NA	NA	recorded
R	f83r	F83_P5	f83r.43:3	chedy	action	NA	NA	C	f83r.41:2	NA	NA	NA	recorded
R	f83r	F83_P5	f83r.44:2	shedy	noun	A	f83r.37:5	C	f83r.41:2	NA	NA	KNOWN	recorded
R	f83r	F83_Q1	f83r.49:3	chedy	action	NA	NA	NA	NA	NA	NA	NA	recorded
R	f82r	F82_P1	f82r.2:5	qokeedy	action	NA	NA	NA	NA	NA	NA	UNRESOLVED	recorded
R	f82r	F82_P1	f82r.3:6	qokaiin	noun	B	NA	NA	NA	NA	NA	NEW	recorded
R	f82r	F82_P1	f82r.4:1	qokaiin	noun	B	f82r.3:6	NA	NA	B	f82r.3:6	KNOWN	recorded
R	f82r	F82_P1	f82r.5:3	qokeedy	action	NA	NA	NA	NA	B	f82r.4:1	UNRESOLVED	recorded
R	f82r	F82_P1	f82r.5:6	chedy	action	NA	NA	NA	NA	B	f82r.4:1	NA	recorded
R	f82r	F82_P1	f82r.6:2	shedy	noun	A	NA	NA	NA	B	f82r.4:1	NEW	recorded
R	f82r	F82_P1	f82r.7:4	shedy	noun	A	f82r.6:2	A	f82r.6:2	B	f82r.4:1	KNOWN	recorded
R	f82r	F82_P1	f82r.8:9	chedy	action	NA	NA	A	f82r.7:4	B	f82r.4:1	NA	recorded
R	f82r	F82_P1	f82r.9:2	qokaiin	noun	B	f82r.4:1	A	f82r.7:4	B	f82r.4:1	KNOWN	recorded
R	f82r	F82_P1	f82r.9:6	qokaiin	noun	B	f82r.9:2	A	f82r.7:4	B	f82r.9:2	KNOWN	recorded
R	f82r	F82_P2	f82r.11:7	chedy	action	NA	NA	NA	NA	NA	NA	NA	recorded
R	f82r	F82_P2	f82r.13:3	qokeedy	action	NA	NA	NA	NA	NA	NA	UNRESOLVED	recorded
R	f82r	F82_P2	f82r.14:8	qokaiin	noun	B	NA	NA	NA	NA	NA	NEW	recorded
R	f82r	F82_P2	f82r.15:2	lchedy	noun	C	NA	NA	NA	B	f82r.14:8	NEW	recorded
R	f82r	F82_P2	f82r.15:4	qokeedy	action	C>B	NA	C	f82r.15:2	B	f82r.14:8	NEW	recorded
R	f82r	F82_P2	f82r.15:6	qokaiin	noun	B	f82r.14:8	C	f82r.15:2	B	f82r.14:8	KNOWN	recorded
R	f82r	F82_P2	f82r.16:1	qokeedy	action	C>B	f82r.15:4	C	f82r.15:2	B	f82r.15:6	KNOWN	recorded
R	f82r	F82_P2	f82r.16:2	lchedy	noun	C	f82r.15:2	C	f82r.15:2	B	f82r.15:6	KNOWN	recorded
R	f82r	F82_P2	f82r.16:3	qokeedy	action	C>B	f82r.16:1	C	f82r.16:2	B	f82r.15:6	KNOWN	recorded
R	f82r	F82_P2	f82r.17:3	chedy	action	NA	NA	C	f82r.16:2	B	f82r.15:6	NA	recorded
R	f82r	F82_P2	f82r.17:7	qokeedy	action	C>B	f82r.16:3	C	f82r.16:2	B	f82r.15:6	KNOWN	recorded
R	f82r	F82_P2	f82r.18:3	shedy	noun	A	NA	C	f82r.16:2	B	f82r.15:6	NEW	recorded
R	f82r	F82_P2	f82r.18:4	shedy	noun	A	f82r.18:3	A	f82r.18:3	B	f82r.15:6	KNOWN	recorded
R	f82r	F82_P2	f82r.19:4	qokeedy	action	A>B	NA	A	f82r.18:4	B	f82r.15:6	NEW	recorded
R	f82r	F82_P3	f82r.20:4	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
R	f82r	F82_P3	f82r.20:8	shedy	noun	A	f82r.20:4	A	f82r.20:4	NA	NA	KNOWN	recorded
R	f82r	F82_P3	f82r.21:8	chedy	action	NA	NA	A	f82r.20:8	NA	NA	NA	recorded
R	f82r	F82_P3	f82r.22:1	qokaiin	noun	B	NA	A	f82r.20:8	NA	NA	NEW	recorded
R	f82r	F82_P3	f82r.22:4	qokaiin	noun	B	f82r.22:1	A	f82r.20:8	B	f82r.22:1	KNOWN	recorded
R	f82r	F82_P3	f82r.23:8	lchedy	noun	C	NA	A	f82r.20:8	B	f82r.22:4	NEW	recorded
R	f82r	F82_P3	f82r.24:1	qokeedy	action	C>B	NA	C	f82r.23:8	B	f82r.22:4	NEW	recorded
R	f82r	F82_P3	f82r.25:7	lchedy	noun	C	f82r.23:8	C	f82r.23:8	B	f82r.22:4	KNOWN	recorded
R	f82r	F82_P3	f82r.26:2	qokeedy	action	C>B	f82r.24:1	C	f82r.25:7	B	f82r.22:4	KNOWN	recorded
R	f82r	F82_P3	f82r.26:8	qokaiin	noun	B	f82r.22:4	C	f82r.25:7	B	f82r.22:4	KNOWN	recorded
R	f82r	F82_P3	f82r.27:4	qokeedy	action	C>B	f82r.26:2	C	f82r.25:7	B	f82r.26:8	KNOWN	recorded
R	f82r	F82_P3	f82r.27:7	qokeedy	action	C>B	f82r.27:4	C	f82r.25:7	B	f82r.26:8	KNOWN	recorded
R	f82r	F82_P3	f82r.28:2	shedy	noun	A	f82r.20:8	C	f82r.25:7	B	f82r.26:8	KNOWN	recorded
R	f82r	F82_P3	f82r.28:3	qokeedy	action	A>B	NA	A	f82r.28:2	B	f82r.26:8	NEW	recorded
R	f82r	F82_P3	f82r.28:8	qokaiin	noun	B	f82r.26:8	A	f82r.28:2	B	f82r.26:8	KNOWN	recorded
R	f82r	F82_P3	f82r.29:3	lchedy	noun	C	f82r.25:7	A	f82r.28:2	B	f82r.28:8	KNOWN	recorded
R	f82r	F82_P3	f82r.29:4	qokeedy	action	C>B	f82r.27:7	C	f82r.29:3	B	f82r.28:8	KNOWN	recorded
R	f82r	F82_P3	f82r.29:5	lchedy	noun	C	f82r.29:3	C	f82r.29:3	B	f82r.28:8	KNOWN	recorded
R	f82r	F82_P3	f82r.30:5	shedy	noun	A	f82r.28:2	C	f82r.29:5	B	f82r.28:8	KNOWN	recorded
R	f82r	F82_P3	f82r.30:8	qokeedy	action	A>B	f82r.28:3	A	f82r.30:5	B	f82r.28:8	KNOWN	recorded
R	f82r	F82_P3	f82r.31:4	lchedy	noun	C	f82r.29:5	A	f82r.30:5	B	f82r.28:8	KNOWN	recorded
I	f83r	F83_P1	f83r.1:6	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
I	f83r	F83_P1	f83r.2:3	qokaiin	noun	B	NA	A	f83r.1:6	NA	NA	NEW	recorded
I	f83r	F83_P1	f83r.2:10	chedy	action	NA	NA	A	f83r.1:6	B	f83r.2:3	NA	recorded
I	f83r	F83_P1	f83r.3:7	lchedy	noun	C	NA	A	f83r.1:6	B	f83r.2:3	NEW	recorded
I	f83r	F83_P1	f83r.3:8	qokaiin	noun	B	f83r.2:3	C	f83r.3:7	B	f83r.2:3	KNOWN	recorded
I	f83r	F83_P1	f83r.4:2	chedy	action	NA	NA	C	f83r.3:7	B	f83r.3:8	NA	recorded
I	f83r	F83_P1	f83r.4:7	shedy	noun	A	f83r.1:6	C	f83r.3:7	B	f83r.3:8	KNOWN	recorded
I	f83r	F83_P1	f83r.4:9	chedy	action	NA	NA	A	f83r.4:7	B	f83r.3:8	NA	recorded
I	f83r	F83_P1	f83r.5:6	shedy	noun	A	f83r.4:7	A	f83r.4:7	B	f83r.3:8	KNOWN	recorded
I	f83r	F83_P1	f83r.6:5	qokaiin	noun	B	f83r.3:8	A	f83r.5:6	B	f83r.3:8	KNOWN	recorded
I	f83r	F83_P1	f83r.6:6	chedy	action	NA	NA	A	f83r.5:6	B	f83r.6:5	NA	recorded
I	f83r	F83_P1	f83r.6:7	qokeedy	action	A>B	NA	A	f83r.5:6	B	f83r.6:5	NEW	recorded
I	f83r	F83_P1	f83r.6:8	lchedy	noun	C	f83r.3:7	A	f83r.5:6	B	f83r.6:5	KNOWN	recorded
I	f83r	F83_P1	f83r.8:5	chedy	action	NA	NA	C	f83r.6:8	B	f83r.6:5	NA	recorded
I	f83r	F83_P2	f83r.11:2	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
I	f83r	F83_P2	f83r.11:3	qokaiin	noun	B	NA	A	f83r.11:2	NA	NA	NEW	recorded
I	f83r	F83_P2	f83r.11:9	lchedy	noun	C	NA	A	f83r.11:2	B	f83r.11:3	NEW	recorded
I	f83r	F83_P2	f83r.13:3	shedy	noun	A	f83r.11:2	C	f83r.11:9	B	f83r.11:3	KNOWN	recorded
I	f83r	F83_P2	f83r.14:2	qokeedy	action	A>B	NA	A	f83r.13:3	B	f83r.11:3	NEW	recorded
I	f83r	F83_P2	f83r.14:3	shedy	noun	A	f83r.13:3	A	f83r.13:3	B	f83r.11:3	KNOWN	recorded
I	f83r	F83_P2	f83r.14:6	lchedy	noun	C	f83r.11:9	A	f83r.14:3	B	f83r.11:3	KNOWN	recorded
I	f83r	F83_P2	f83r.14:7	qokaiin	noun	B	f83r.11:3	C	f83r.14:6	B	f83r.11:3	KNOWN	recorded
I	f83r	F83_P2	f83r.15:9	lchedy	noun	C	f83r.14:6	C	f83r.14:6	B	f83r.14:7	KNOWN	recorded
I	f83r	F83_P2	f83r.16:5	chedy	action	NA	NA	C	f83r.15:9	B	f83r.14:7	NA	recorded
I	f83r	F83_P3	f83r.18:4	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
I	f83r	F83_P3	f83r.19:6	shedy	noun	A	f83r.18:4	A	f83r.18:4	NA	NA	KNOWN	recorded
I	f83r	F83_P3	f83r.19:9	shedy	noun	A	f83r.19:6	A	f83r.19:6	NA	NA	KNOWN	recorded
I	f83r	F83_P3	f83r.19:11	lchedy	noun	C	NA	A	f83r.19:9	NA	NA	NEW	recorded
I	f83r	F83_P3	f83r.21:5	chedy	action	NA	NA	C	f83r.19:11	NA	NA	NA	recorded
I	f83r	F83_P3	f83r.22:3	qokeedy	action	NA	NA	C	f83r.19:11	NA	NA	UNRESOLVED	recorded
I	f83r	F83_P3	f83r.22:5	chedy	action	NA	NA	C	f83r.19:11	NA	NA	NA	recorded
I	f83r	F83_P3	f83r.23:4	shedy	noun	A	f83r.19:9	C	f83r.19:11	NA	NA	KNOWN	recorded
I	f83r	F83_P3	f83r.23:9	chedy	action	NA	NA	A	f83r.23:4	NA	NA	NA	recorded
I	f83r	F83_P3	f83r.24:6	shedy	noun	A	f83r.23:4	A	f83r.23:4	NA	NA	KNOWN	recorded
I	f83r	F83_P4	f83r.25:1	qokeedy	action	NA	NA	NA	NA	NA	NA	UNRESOLVED	recorded
I	f83r	F83_P4	f83r.25:5	chedy	action	NA	NA	NA	NA	NA	NA	NA	recorded
I	f83r	F83_P4	f83r.26:5	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
I	f83r	F83_P4	f83r.27:2	chedy	action	NA	NA	A	f83r.26:5	NA	NA	NA	recorded
I	f83r	F83_P4	f83r.27:3	qokeedy	action	NA	NA	A	f83r.26:5	NA	NA	UNRESOLVED	recorded
I	f83r	F83_P4	f83r.28:5	shedy	noun	A	f83r.26:5	A	f83r.26:5	NA	NA	KNOWN	recorded
I	f83r	F83_P4	f83r.30:2	okeedy	action	NA	NA	A	f83r.28:5	NA	NA	UNRESOLVED	recorded
I	f83r	F83_P4	f83r.30:3	qokeedy	action	NA	NA	A	f83r.28:5	NA	NA	UNRESOLVED	recorded
I	f83r	F83_P5	f83r.31:3	okeedy	action	NA	NA	NA	NA	NA	NA	UNRESOLVED	recorded
I	f83r	F83_P5	f83r.32:3	lchedy	noun	C	NA	NA	NA	NA	NA	NEW	recorded
I	f83r	F83_P5	f83r.34:2	lchedy	noun	C	f83r.32:3	C	f83r.32:3	NA	NA	KNOWN	recorded
I	f83r	F83_P5	f83r.37:3	lchedy	noun	C	f83r.34:2	C	f83r.34:2	NA	NA	KNOWN	recorded
I	f83r	F83_P5	f83r.37:5	shedy	noun	A	NA	C	f83r.37:3	NA	NA	NEW	recorded
I	f83r	F83_P5	f83r.41:2	lchedy	noun	C	f83r.37:3	A	f83r.37:5	NA	NA	KNOWN	recorded
I	f83r	F83_P5	f83r.42:5	chedy	action	NA	NA	C	f83r.41:2	NA	NA	NA	recorded
I	f83r	F83_P5	f83r.43:3	chedy	action	NA	NA	C	f83r.41:2	NA	NA	NA	recorded
I	f83r	F83_P5	f83r.44:2	shedy	noun	A	f83r.37:5	C	f83r.41:2	NA	NA	KNOWN	recorded
I	f83r	F83_Q1	f83r.49:3	chedy	action	NA	NA	NA	NA	NA	NA	NA	recorded
I	f82r	F82_P1	f82r.2:5	qokeedy	action	NA	NA	NA	NA	NA	NA	UNRESOLVED	recorded
I	f82r	F82_P1	f82r.3:6	qokaiin	noun	B	NA	NA	NA	NA	NA	NEW	recorded
I	f82r	F82_P1	f82r.4:1	qokaiin	noun	B	f82r.3:6	NA	NA	B	f82r.3:6	KNOWN	recorded
I	f82r	F82_P1	f82r.5:3	qokeedy	action	NA	NA	NA	NA	B	f82r.4:1	UNRESOLVED	recorded
I	f82r	F82_P1	f82r.5:6	chedy	action	NA	NA	NA	NA	B	f82r.4:1	NA	recorded
I	f82r	F82_P1	f82r.6:2	shedy	noun	A	NA	NA	NA	B	f82r.4:1	NEW	recorded
I	f82r	F82_P1	f82r.7:4	shedy	noun	A	f82r.6:2	A	f82r.6:2	B	f82r.4:1	KNOWN	recorded
I	f82r	F82_P1	f82r.8:9	chedy	action	NA	NA	A	f82r.7:4	B	f82r.4:1	NA	recorded
I	f82r	F82_P1	f82r.9:2	qokaiin	noun	B	f82r.4:1	A	f82r.7:4	B	f82r.4:1	KNOWN	recorded
I	f82r	F82_P1	f82r.9:6	qokaiin	noun	B	f82r.9:2	A	f82r.7:4	B	f82r.9:2	KNOWN	recorded
I	f82r	F82_P2	f82r.11:7	chedy	action	NA	NA	NA	NA	NA	NA	NA	recorded
I	f82r	F82_P2	f82r.13:3	qokeedy	action	NA	NA	NA	NA	NA	NA	UNRESOLVED	recorded
I	f82r	F82_P2	f82r.14:8	qokaiin	noun	B	NA	NA	NA	NA	NA	NEW	recorded
I	f82r	F82_P2	f82r.15:2	lchedy	noun	C	NA	NA	NA	B	f82r.14:8	NEW	recorded
I	f82r	F82_P2	f82r.15:4	qokeedy	action	C>B	NA	C	f82r.15:2	B	f82r.14:8	NEW	recorded
I	f82r	F82_P2	f82r.15:6	qokaiin	noun	B	f82r.14:8	C	f82r.15:2	B	f82r.14:8	KNOWN	recorded
I	f82r	F82_P2	f82r.16:1	qokeedy	action	C>B	f82r.15:4	C	f82r.15:2	B	f82r.15:6	KNOWN	recorded
I	f82r	F82_P2	f82r.16:2	lchedy	noun	C	f82r.15:2	C	f82r.15:2	B	f82r.15:6	KNOWN	recorded
I	f82r	F82_P2	f82r.16:3	qokeedy	action	C>B	f82r.16:1	C	f82r.16:2	B	f82r.15:6	KNOWN	recorded
I	f82r	F82_P2	f82r.17:3	chedy	action	NA	NA	C	f82r.16:2	B	f82r.15:6	NA	recorded
I	f82r	F82_P2	f82r.17:7	qokeedy	action	C>B	f82r.16:3	C	f82r.16:2	B	f82r.15:6	KNOWN	recorded
I	f82r	F82_P2	f82r.18:3	shedy	noun	A	NA	C	f82r.16:2	B	f82r.15:6	NEW	recorded
I	f82r	F82_P2	f82r.18:4	shedy	noun	A	f82r.18:3	A	f82r.18:3	B	f82r.15:6	KNOWN	recorded
I	f82r	F82_P2	f82r.19:4	qokeedy	action	A>B	NA	A	f82r.18:4	B	f82r.15:6	NEW	recorded
I	f82r	F82_P3	f82r.20:4	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
I	f82r	F82_P3	f82r.20:8	shedy	noun	A	f82r.20:4	A	f82r.20:4	NA	NA	KNOWN	recorded
I	f82r	F82_P3	f82r.21:8	chedy	action	NA	NA	A	f82r.20:8	NA	NA	NA	recorded
I	f82r	F82_P3	f82r.22:1	qokaiin	noun	B	NA	A	f82r.20:8	NA	NA	NEW	recorded
I	f82r	F82_P3	f82r.22:4	qokaiin	noun	B	f82r.22:1	A	f82r.20:8	B	f82r.22:1	KNOWN	recorded
I	f82r	F82_P3	f82r.23:8	lchedy	noun	C	NA	A	f82r.20:8	B	f82r.22:4	NEW	recorded
I	f82r	F82_P3	f82r.24:1	qokeedy	action	C>B	NA	C	f82r.23:8	B	f82r.22:4	NEW	recorded
I	f82r	F82_P3	f82r.25:7	lchedy	noun	C	f82r.23:8	C	f82r.23:8	B	f82r.22:4	KNOWN	recorded
I	f82r	F82_P3	f82r.26:2	qokeedy	action	C>B	f82r.24:1	C	f82r.25:7	B	f82r.22:4	KNOWN	recorded
I	f82r	F82_P3	f82r.26:8	qokaiin	noun	B	f82r.22:4	C	f82r.25:7	B	f82r.22:4	KNOWN	recorded
I	f82r	F82_P3	f82r.27:4	qokeedy	action	C>B	f82r.26:2	C	f82r.25:7	B	f82r.26:8	KNOWN	recorded
I	f82r	F82_P3	f82r.27:7	qokeedy	action	C>B	f82r.27:4	C	f82r.25:7	B	f82r.26:8	KNOWN	recorded
I	f82r	F82_P3	f82r.28:2	shedy	noun	A	f82r.20:8	C	f82r.25:7	B	f82r.26:8	KNOWN	recorded
I	f82r	F82_P3	f82r.28:3	qokeedy	action	A>B	NA	A	f82r.28:2	B	f82r.26:8	NEW	recorded
I	f82r	F82_P3	f82r.28:8	qokaiin	noun	B	f82r.26:8	A	f82r.28:2	B	f82r.26:8	KNOWN	recorded
I	f82r	F82_P3	f82r.29:3	lchedy	noun	C	f82r.25:7	A	f82r.28:2	B	f82r.28:8	KNOWN	recorded
I	f82r	F82_P3	f82r.29:4	qokeedy	action	C>B	f82r.27:7	C	f82r.29:3	B	f82r.28:8	KNOWN	recorded
I	f82r	F82_P3	f82r.29:5	lchedy	noun	C	f82r.29:3	C	f82r.29:3	B	f82r.28:8	KNOWN	recorded
I	f82r	F82_P3	f82r.30:5	shedy	noun	A	f82r.28:2	C	f82r.29:5	B	f82r.28:8	KNOWN	recorded
I	f82r	F82_P3	f82r.30:8	qokeedy	action	A>B	f82r.28:3	A	f82r.30:5	B	f82r.28:8	KNOWN	recorded
I	f82r	F82_P3	f82r.31:4	lchedy	noun	C	f82r.29:5	A	f82r.30:5	B	f82r.28:8	KNOWN	recorded
L	f83r	F83_P1	f83r.1:6	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
L	f83r	F83_P1	f83r.2:3	qokaiin	noun	Bq	NA	A	f83r.1:6	NA	NA	NEW	recorded
L	f83r	F83_P1	f83r.2:10	chedy	action	NA	NA	A	f83r.1:6	Bq	f83r.2:3	NA	recorded
L	f83r	F83_P1	f83r.3:7	lchedy	noun	C	NA	A	f83r.1:6	Bq	f83r.2:3	NEW	recorded
L	f83r	F83_P1	f83r.3:8	qokaiin	noun	Bq	f83r.2:3	C	f83r.3:7	Bq	f83r.2:3	KNOWN	recorded
L	f83r	F83_P1	f83r.4:2	chedy	action	NA	NA	C	f83r.3:7	Bq	f83r.3:8	NA	recorded
L	f83r	F83_P1	f83r.4:7	shedy	noun	A	f83r.1:6	C	f83r.3:7	Bq	f83r.3:8	KNOWN	recorded
L	f83r	F83_P1	f83r.4:9	chedy	action	NA	NA	A	f83r.4:7	Bq	f83r.3:8	NA	recorded
L	f83r	F83_P1	f83r.5:6	shedy	noun	A	f83r.4:7	A	f83r.4:7	Bq	f83r.3:8	KNOWN	recorded
L	f83r	F83_P1	f83r.6:5	qokaiin	noun	Bq	f83r.3:8	A	f83r.5:6	Bq	f83r.3:8	KNOWN	recorded
L	f83r	F83_P1	f83r.6:6	chedy	action	NA	NA	A	f83r.5:6	Bq	f83r.6:5	NA	recorded
L	f83r	F83_P1	f83r.6:7	qokeedy	action	qokeedy:A>Bq	NA	A	f83r.5:6	Bq	f83r.6:5	NEW	recorded
L	f83r	F83_P1	f83r.6:8	lchedy	noun	C	f83r.3:7	A	f83r.5:6	Bq	f83r.6:5	KNOWN	recorded
L	f83r	F83_P1	f83r.8:5	chedy	action	NA	NA	C	f83r.6:8	Bq	f83r.6:5	NA	recorded
L	f83r	F83_P2	f83r.11:2	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
L	f83r	F83_P2	f83r.11:3	qokaiin	noun	Bq	NA	A	f83r.11:2	NA	NA	NEW	recorded
L	f83r	F83_P2	f83r.11:9	lchedy	noun	C	NA	A	f83r.11:2	Bq	f83r.11:3	NEW	recorded
L	f83r	F83_P2	f83r.13:3	shedy	noun	A	f83r.11:2	C	f83r.11:9	Bq	f83r.11:3	KNOWN	recorded
L	f83r	F83_P2	f83r.14:2	qokeedy	action	qokeedy:A>Bq	NA	A	f83r.13:3	Bq	f83r.11:3	NEW	recorded
L	f83r	F83_P2	f83r.14:3	shedy	noun	A	f83r.13:3	A	f83r.13:3	Bq	f83r.11:3	KNOWN	recorded
L	f83r	F83_P2	f83r.14:6	lchedy	noun	C	f83r.11:9	A	f83r.14:3	Bq	f83r.11:3	KNOWN	recorded
L	f83r	F83_P2	f83r.14:7	qokaiin	noun	Bq	f83r.11:3	C	f83r.14:6	Bq	f83r.11:3	KNOWN	recorded
L	f83r	F83_P2	f83r.15:9	lchedy	noun	C	f83r.14:6	C	f83r.14:6	Bq	f83r.14:7	KNOWN	recorded
L	f83r	F83_P2	f83r.16:5	chedy	action	NA	NA	C	f83r.15:9	Bq	f83r.14:7	NA	recorded
L	f83r	F83_P3	f83r.18:4	shedy	noun	A	NA	NA	NA	NA	NA	NEW	recorded
L	f83r	F83_P3	f83r.19:6	shedy	noun	A	f83r.18:4	A	f83r.18:4	NA	NA	KNOWN	recorded
L	f83r	F83_P3	f83r.19:9	shedy	noun	A	f83r.19:6	A	f83r.19:6	NA	NA	KNOWN	recorded
L	f83r	F83_P3	f83r.19:11	lchedy	noun	C	NA	A	f83r.19:9	NA	NA	NEW	recorded
L	f83r	F83_P3	f83r.21:5	chedy	action	NA	NA	C	f83r.19:11	NA	NA	NA	recorded
