mode	record	line	locus	word	patient	patient_source	destination	destination_source	block_id	status	row_status
L1	F83_P2	f83r.16	f83r.16:5	chedy	C	f83r.15:9	NA	NA	L1:f83r.14:6	COMPLETE	recorded
L1	F83_P3	f83r.21	f83r.21:5	chedy	C	f83r.19:11	NA	NA	L1:f83r.19:11	COMPLETE	recorded
L1	F83_P3	f83r.22	f83r.22:3	qokeedy	C	f83r.19:11	NA	NA	L1:f83r.19:11	MISSING_DESTINATION	recorded
L1	F83_P3	f83r.22	f83r.22:5	chedy	C	f83r.19:11	NA	NA	L1:f83r.19:11	COMPLETE	recorded
L1	F83_P3	f83r.23	f83r.23:9	chedy	A	f83r.23:4	NA	NA	L1:f83r.23:4	COMPLETE	recorded
L1	F83_P4	f83r.25	f83r.25:1	qokeedy	NA	NA	NA	NA	NA	MISSING_PATIENT	recorded
L1	F83_P4	f83r.25	f83r.25:5	chedy	NA	NA	NA	NA	NA	MISSING_PATIENT	recorded
L1	F83_P4	f83r.27	f83r.27:2	chedy	A	f83r.26:5	NA	NA	L1:f83r.26:5	COMPLETE	recorded
L1	F83_P4	f83r.27	f83r.27:3	qokeedy	A	f83r.26:5	NA	NA	L1:f83r.26:5	MISSING_DESTINATION	recorded
L1	F83_P4	f83r.30	f83r.30:3	qokeedy	A	f83r.28:5	NA	NA	L1:f83r.26:5	MISSING_DESTINATION	recorded
L1	F83_P5	f83r.42	f83r.42:5	chedy	C	f83r.41:2	NA	NA	L1:f83r.41:2	COMPLETE	recorded
L1	F83_P5	f83r.43	f83r.43:3	chedy	C	f83r.41:2	NA	NA	L1:f83r.41:2	COMPLETE	recorded
L1	F83_Q1	f83r.49	f83r.49:3	chedy	NA	NA	NA	NA	NA	MISSING_PATIENT	recorded
T0	F83_P1	f83r.2	f83r.2:10	chedy	A	f83r.1:6	NA	NA	T0:f83r.1:6	COMPLETE	recorded
T0	F83_P1	f83r.4	f83r.4:2	chedy	A	f83r.1:6	NA	NA	T0:f83r.1:6	COMPLETE	recorded
T0	F83_P1	f83r.4	f83r.4:9	chedy	A	f83r.1:6	NA	NA	T0:f83r.1:6	COMPLETE	recorded
T0	F83_P1	f83r.6	f83r.6:6	chedy	A	f83r.1:6	NA	NA	T0:f83r.1:6	COMPLETE	recorded
T0	F83_P1	f83r.6	f83r.6:7	qokeedy	A	f83r.1:6	B	f83r.6:5	T0:f83r.1:6	COMPLETE	recorded
T0	F83_P1	f83r.8	f83r.8:5	chedy	A	f83r.1:6	NA	NA	T0:f83r.1:6	COMPLETE	recorded
T0	F83_P2	f83r.14	f83r.14:2	qokeedy	A	f83r.11:2	B	f83r.11:3	T0:f83r.11:2	COMPLETE	recorded
T0	F83_P2	f83r.16	f83r.16:5	chedy	A	f83r.11:2	NA	NA	T0:f83r.11:2	COMPLETE	recorded
T0	F83_P3	f83r.21	f83r.21:5	chedy	A	f83r.18:4	NA	NA	T0:f83r.18:4	COMPLETE	recorded
T0	F83_P3	f83r.22	f83r.22:3	qokeedy	A	f83r.18:4	NA	NA	T0:f83r.18:4	MISSING_DESTINATION	recorded
T0	F83_P3	f83r.22	f83r.22:5	chedy	A	f83r.18:4	NA	NA	T0:f83r.18:4	COMPLETE	recorded
T0	F83_P3	f83r.23	f83r.23:9	chedy	A	f83r.18:4	NA	NA	T0:f83r.18:4	COMPLETE	recorded
T0	F83_P4	f83r.25	f83r.25:1	qokeedy	NA	NA	NA	NA	NA	MISSING_PATIENT	recorded
T0	F83_P4	f83r.25	f83r.25:5	chedy	NA	NA	NA	NA	NA	MISSING_PATIENT	recorded
T0	F83_P4	f83r.27	f83r.27:2	chedy	A	f83r.26:5	NA	NA	T0:f83r.26:5	COMPLETE	recorded
T0	F83_P4	f83r.27	f83r.27:3	qokeedy	A	f83r.26:5	NA	NA	T0:f83r.26:5	MISSING_DESTINATION	recorded
T0	F83_P4	f83r.30	f83r.30:3	qokeedy	A	f83r.26:5	NA	NA	T0:f83r.26:5	MISSING_DESTINATION	recorded
T0	F83_P5	f83r.42	f83r.42:5	chedy	C	f83r.32:3	NA	NA	T0:f83r.32:3	COMPLETE	recorded
T0	F83_P5	f83r.43	f83r.43:3	chedy	C	f83r.32:3	NA	NA	T0:f83r.32:3	COMPLETE	recorded
T0	F83_Q1	f83r.49	f83r.49:3	chedy	NA	NA	NA	NA	NA	MISSING_PATIENT	recorded
