mode	record	line	locus	word	slot	role	active_topic	topic_origin	block_id	row_status
N	F83_P3	f83r.23	f83r.23:4	shedy	A	KNOWN_BACKGROUND	C	f83r.19:11	N:f83r.19:11	recorded
N	F83_P3	f83r.24	f83r.24:6	shedy	A	KNOWN_BACKGROUND	C	f83r.19:11	N:f83r.19:11	recorded
N	F83_P4	f83r.26	f83r.26:5	shedy	A	INITIAL_TOPIC	A	f83r.26:5	N:f83r.26:5	recorded
N	F83_P4	f83r.28	f83r.28:5	shedy	A	TOPIC_RESUMPTION	A	f83r.26:5	N:f83r.26:5	recorded
N	F83_P5	f83r.32	f83r.32:3	lchedy	C	INITIAL_TOPIC	C	f83r.32:3	N:f83r.32:3	recorded
N	F83_P5	f83r.34	f83r.34:2	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	N:f83r.32:3	recorded
N	F83_P5	f83r.37	f83r.37:3	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	N:f83r.32:3	recorded
N	F83_P5	f83r.37	f83r.37:5	shedy	A	NEW_TOPIC_SWITCH	A	f83r.37:5	N:f83r.37:5	recorded
N	F83_P5	f83r.41	f83r.41:2	lchedy	C	KNOWN_BACKGROUND	A	f83r.37:5	N:f83r.37:5	recorded
N	F83_P5	f83r.44	f83r.44:2	shedy	A	TOPIC_RESUMPTION	A	f83r.37:5	N:f83r.37:5	recorded
R	F83_P1	f83r.1	f83r.1:6	shedy	A	INITIAL_TOPIC	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.2	f83r.2:3	qokaiin	B	DESTINATION_INTRODUCTION	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.3	f83r.3:7	lchedy	C	NEW_BACKGROUND	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.3	f83r.3:8	qokaiin	B	DESTINATION_REPEAT	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.4	f83r.4:7	shedy	A	TOPIC_RESUMPTION	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.5	f83r.5:6	shedy	A	TOPIC_RESUMPTION	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.6	f83r.6:5	qokaiin	B	DESTINATION_REPEAT	A	f83r.1:6	R:f83r.1:6	recorded
R	F83_P1	f83r.6	f83r.6:8	lchedy	C	CONTRAST_SWITCH_ASSUMED	C	f83r.6:8	R:f83r.6:8	recorded
R	F83_P2	f83r.11	f83r.11:2	shedy	A	INITIAL_TOPIC	A	f83r.11:2	R:f83r.11:2	recorded
R	F83_P2	f83r.11	f83r.11:3	qokaiin	B	DESTINATION_INTRODUCTION	A	f83r.11:2	R:f83r.11:2	recorded
R	F83_P2	f83r.11	f83r.11:9	lchedy	C	NEW_BACKGROUND	A	f83r.11:2	R:f83r.11:2	recorded
R	F83_P2	f83r.13	f83r.13:3	shedy	A	TOPIC_RESUMPTION	A	f83r.11:2	R:f83r.11:2	recorded
R	F83_P2	f83r.14	f83r.14:3	shedy	A	TOPIC_RESUMPTION	A	f83r.11:2	R:f83r.11:2	recorded
R	F83_P2	f83r.14	f83r.14:6	lchedy	C	CONTRAST_SWITCH_ASSUMED	C	f83r.14:6	R:f83r.14:6	recorded
R	F83_P2	f83r.14	f83r.14:7	qokaiin	B	DESTINATION_REPEAT	C	f83r.14:6	R:f83r.14:6	recorded
R	F83_P2	f83r.15	f83r.15:9	lchedy	C	TOPIC_RESUMPTION	C	f83r.14:6	R:f83r.14:6	recorded
R	F83_P3	f83r.18	f83r.18:4	shedy	A	INITIAL_TOPIC	A	f83r.18:4	R:f83r.18:4	recorded
R	F83_P3	f83r.19	f83r.19:6	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	R:f83r.18:4	recorded
R	F83_P3	f83r.19	f83r.19:9	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	R:f83r.18:4	recorded
R	F83_P3	f83r.19	f83r.19:11	lchedy	C	NEW_BACKGROUND	A	f83r.18:4	R:f83r.18:4	recorded
R	F83_P3	f83r.23	f83r.23:4	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	R:f83r.18:4	recorded
R	F83_P3	f83r.24	f83r.24:6	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	R:f83r.18:4	recorded
R	F83_P4	f83r.26	f83r.26:5	shedy	A	INITIAL_TOPIC	A	f83r.26:5	R:f83r.26:5	recorded
R	F83_P4	f83r.28	f83r.28:5	shedy	A	TOPIC_RESUMPTION	A	f83r.26:5	R:f83r.26:5	recorded
R	F83_P5	f83r.32	f83r.32:3	lchedy	C	INITIAL_TOPIC	C	f83r.32:3	R:f83r.32:3	recorded
R	F83_P5	f83r.34	f83r.34:2	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	R:f83r.32:3	recorded
R	F83_P5	f83r.37	f83r.37:3	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	R:f83r.32:3	recorded
R	F83_P5	f83r.37	f83r.37:5	shedy	A	NEW_BACKGROUND	C	f83r.32:3	R:f83r.32:3	recorded
R	F83_P5	f83r.41	f83r.41:2	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	R:f83r.32:3	recorded
R	F83_P5	f83r.44	f83r.44:2	shedy	A	CONTRAST_SWITCH_ASSUMED	A	f83r.44:2	R:f83r.44:2	recorded
L1	F83_P1	f83r.1	f83r.1:6	shedy	A	INITIAL_TOPIC	A	f83r.1:6	L1:f83r.1:6	recorded
L1	F83_P1	f83r.2	f83r.2:3	qokaiin	B	DESTINATION_INTRODUCTION	A	f83r.1:6	L1:f83r.1:6	recorded
L1	F83_P1	f83r.3	f83r.3:7	lchedy	C	NEW_TOPIC_SWITCH	C	f83r.3:7	L1:f83r.3:7	recorded
L1	F83_P1	f83r.3	f83r.3:8	qokaiin	B	DESTINATION_REPEAT	C	f83r.3:7	L1:f83r.3:7	recorded
L1	F83_P1	f83r.4	f83r.4:7	shedy	A	CONTRAST_SWITCH_ASSUMED	A	f83r.4:7	L1:f83r.4:7	recorded
L1	F83_P1	f83r.5	f83r.5:6	shedy	A	TOPIC_RESUMPTION	A	f83r.4:7	L1:f83r.4:7	recorded
L1	F83_P1	f83r.6	f83r.6:5	qokaiin	B	DESTINATION_REPEAT	A	f83r.4:7	L1:f83r.4:7	recorded
L1	F83_P1	f83r.6	f83r.6:8	lchedy	C	CONTRAST_SWITCH_ASSUMED	C	f83r.6:8	L1:f83r.6:8	recorded
L1	F83_P2	f83r.11	f83r.11:2	shedy	A	INITIAL_TOPIC	A	f83r.11:2	L1:f83r.11:2	recorded
L1	F83_P2	f83r.11	f83r.11:3	qokaiin	B	DESTINATION_INTRODUCTION	A	f83r.11:2	L1:f83r.11:2	recorded
L1	F83_P2	f83r.11	f83r.11:9	lchedy	C	NEW_TOPIC_SWITCH	C	f83r.11:9	L1:f83r.11:9	recorded
L1	F83_P2	f83r.13	f83r.13:3	shedy	A	CONTRAST_SWITCH_ASSUMED	A	f83r.13:3	L1:f83r.13:3	recorded
L1	F83_P2	f83r.14	f83r.14:3	shedy	A	TOPIC_RESUMPTION	A	f83r.13:3	L1:f83r.13:3	recorded
L1	F83_P2	f83r.14	f83r.14:6	lchedy	C	CONTRAST_SWITCH_ASSUMED	C	f83r.14:6	L1:f83r.14:6	recorded
L1	F83_P2	f83r.14	f83r.14:7	qokaiin	B	DESTINATION_REPEAT	C	f83r.14:6	L1:f83r.14:6	recorded
L1	F83_P2	f83r.15	f83r.15:9	lchedy	C	TOPIC_RESUMPTION	C	f83r.14:6	L1:f83r.14:6	recorded
L1	F83_P3	f83r.18	f83r.18:4	shedy	A	INITIAL_TOPIC	A	f83r.18:4	L1:f83r.18:4	recorded
L1	F83_P3	f83r.19	f83r.19:6	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	L1:f83r.18:4	recorded
L1	F83_P3	f83r.19	f83r.19:9	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	L1:f83r.18:4	recorded
L1	F83_P3	f83r.19	f83r.19:11	lchedy	C	NEW_TOPIC_SWITCH	C	f83r.19:11	L1:f83r.19:11	recorded
L1	F83_P3	f83r.23	f83r.23:4	shedy	A	CONTRAST_SWITCH_ASSUMED	A	f83r.23:4	L1:f83r.23:4	recorded
L1	F83_P3	f83r.24	f83r.24:6	shedy	A	TOPIC_RESUMPTION	A	f83r.23:4	L1:f83r.23:4	recorded
L1	F83_P4	f83r.26	f83r.26:5	shedy	A	INITIAL_TOPIC	A	f83r.26:5	L1:f83r.26:5	recorded
L1	F83_P4	f83r.28	f83r.28:5	shedy	A	TOPIC_RESUMPTION	A	f83r.26:5	L1:f83r.26:5	recorded
L1	F83_P5	f83r.32	f83r.32:3	lchedy	C	INITIAL_TOPIC	C	f83r.32:3	L1:f83r.32:3	recorded
L1	F83_P5	f83r.34	f83r.34:2	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	L1:f83r.32:3	recorded
L1	F83_P5	f83r.37	f83r.37:3	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	L1:f83r.32:3	recorded
L1	F83_P5	f83r.37	f83r.37:5	shedy	A	NEW_TOPIC_SWITCH	A	f83r.37:5	L1:f83r.37:5	recorded
L1	F83_P5	f83r.41	f83r.41:2	lchedy	C	CONTRAST_SWITCH_ASSUMED	C	f83r.41:2	L1:f83r.41:2	recorded
L1	F83_P5	f83r.44	f83r.44:2	shedy	A	CONTRAST_SWITCH_ASSUMED	A	f83r.44:2	L1:f83r.44:2	recorded
T0	F83_P1	f83r.1	f83r.1:6	shedy	A	INITIAL_TOPIC	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.2	f83r.2:3	qokaiin	B	DESTINATION_INTRODUCTION	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.3	f83r.3:7	lchedy	C	NEW_BACKGROUND	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.3	f83r.3:8	qokaiin	B	DESTINATION_REPEAT	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.4	f83r.4:7	shedy	A	TOPIC_RESUMPTION	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.5	f83r.5:6	shedy	A	TOPIC_RESUMPTION	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.6	f83r.6:5	qokaiin	B	DESTINATION_REPEAT	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P1	f83r.6	f83r.6:8	lchedy	C	KNOWN_BACKGROUND	A	f83r.1:6	T0:f83r.1:6	recorded
T0	F83_P2	f83r.11	f83r.11:2	shedy	A	INITIAL_TOPIC	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.11	f83r.11:3	qokaiin	B	DESTINATION_INTRODUCTION	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.11	f83r.11:9	lchedy	C	NEW_BACKGROUND	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.13	f83r.13:3	shedy	A	TOPIC_RESUMPTION	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.14	f83r.14:3	shedy	A	TOPIC_RESUMPTION	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.14	f83r.14:6	lchedy	C	KNOWN_BACKGROUND	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.14	f83r.14:7	qokaiin	B	DESTINATION_REPEAT	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P2	f83r.15	f83r.15:9	lchedy	C	KNOWN_BACKGROUND	A	f83r.11:2	T0:f83r.11:2	recorded
T0	F83_P3	f83r.18	f83r.18:4	shedy	A	INITIAL_TOPIC	A	f83r.18:4	T0:f83r.18:4	recorded
T0	F83_P3	f83r.19	f83r.19:6	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	T0:f83r.18:4	recorded
T0	F83_P3	f83r.19	f83r.19:9	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	T0:f83r.18:4	recorded
T0	F83_P3	f83r.19	f83r.19:11	lchedy	C	NEW_BACKGROUND	A	f83r.18:4	T0:f83r.18:4	recorded
T0	F83_P3	f83r.23	f83r.23:4	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	T0:f83r.18:4	recorded
T0	F83_P3	f83r.24	f83r.24:6	shedy	A	TOPIC_RESUMPTION	A	f83r.18:4	T0:f83r.18:4	recorded
T0	F83_P4	f83r.26	f83r.26:5	shedy	A	INITIAL_TOPIC	A	f83r.26:5	T0:f83r.26:5	recorded
T0	F83_P4	f83r.28	f83r.28:5	shedy	A	TOPIC_RESUMPTION	A	f83r.26:5	T0:f83r.26:5	recorded
T0	F83_P5	f83r.32	f83r.32:3	lchedy	C	INITIAL_TOPIC	C	f83r.32:3	T0:f83r.32:3	recorded
T0	F83_P5	f83r.34	f83r.34:2	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	T0:f83r.32:3	recorded
T0	F83_P5	f83r.37	f83r.37:3	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	T0:f83r.32:3	recorded
T0	F83_P5	f83r.37	f83r.37:5	shedy	A	NEW_BACKGROUND	C	f83r.32:3	T0:f83r.32:3	recorded
T0	F83_P5	f83r.41	f83r.41:2	lchedy	C	TOPIC_RESUMPTION	C	f83r.32:3	T0:f83r.32:3	recorded
T0	F83_P5	f83r.44	f83r.44:2	shedy	A	KNOWN_BACKGROUND	C	f83r.32:3	T0:f83r.32:3	recorded
