mode	record	line	locus	word	kind	role	rendering	row_status
N	F83_P1	f83r.6	f83r.6:3	qokal	OPEN	NA	⟦qokal⟧	recorded
N	F83_P1	f83r.6	f83r.6:4	olchedy	OPEN	NA	⟦olchedy⟧	recorded
N	F83_P1	f83r.6	f83r.6:5	qokaiin	NOUN	DESTINATION_REPEAT	Gefäß[B;DESTINATION_REPEAT]	recorded
N	F83_P1	f83r.6	f83r.6:6	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.3:7])	recorded
N	F83_P1	f83r.6	f83r.6:7	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:C;Bezugquelle=f83r.3:7];Ziel=B;Quelle=f83r.6:5)	recorded
N	F83_P1	f83r.6	f83r.6:8	lchedy	NOUN	TOPIC_RESUMPTION	Zusatzstoff[C;TOPIC_RESUMPTION]	recorded
N	F83_P1	f83r.6	f83r.6:9	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P1	f83r.7	f83r.7:1	solshed	OPEN	NA	⟦solshed⟧	recorded
N	F83_P1	f83r.7	f83r.7:2	lsheedy	OPEN	NA	⟦lsheedy⟧	recorded
N	F83_P1	f83r.7	f83r.7:3	qeeedy	OPEN	NA	⟦qeeedy⟧	recorded
N	F83_P1	f83r.7	f83r.7:4	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P1	f83r.7	f83r.7:5	o	OPEN	NA	⟦o⟧	recorded
N	F83_P1	f83r.7	f83r.7:6	qol	OPEN	NA	⟦qol⟧	recorded
N	F83_P1	f83r.7	f83r.7:7	rsheedy	OPEN	NA	⟦rsheedy⟧	recorded
N	F83_P1	f83r.7	f83r.7:8	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P1	f83r.7	f83r.7:9	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
N	F83_P1	f83r.7	f83r.7:10	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
N	F83_P1	f83r.8	f83r.8:1	pchedal	OPEN	NA	⟦pchedal⟧	recorded
N	F83_P1	f83r.8	f83r.8:2	otedy	OPEN	NA	⟦otedy⟧	recorded
N	F83_P1	f83r.8	f83r.8:3	shecthedchy	OPEN	NA	⟦shecthedchy⟧	recorded
N	F83_P1	f83r.8	f83r.8:4	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P1	f83r.8	f83r.8:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.3:7])	recorded
N	F83_P1	f83r.8	f83r.8:6	chary	OPEN	NA	⟦chary⟧	recorded
N	F83_P2	f83r.9	f83r.9:1	pchor	OPEN	NA	⟦pchor⟧	recorded
N	F83_P2	f83r.9	f83r.9:2	checphedy	OPEN	NA	⟦checphedy⟧	recorded
N	F83_P2	f83r.9	f83r.9:3	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P2	f83r.9	f83r.9:4	lsheedy	OPEN	NA	⟦lsheedy⟧	recorded
N	F83_P2	f83r.9	f83r.9:5	qokchdy	OPEN	NA	⟦qokchdy⟧	recorded
N	F83_P2	f83r.9	f83r.9:6	r	OPEN	NA	⟦r⟧	recorded
N	F83_P2	f83r.9	f83r.9:7	shedkedy	OPEN	NA	⟦shedkedy⟧	recorded
N	F83_P2	f83r.9	f83r.9:8	qopshdy	OPEN	NA	⟦qopshdy⟧	recorded
N	F83_P2	f83r.9	f83r.9:9	qopy	OPEN	NA	⟦qopy⟧	recorded
N	F83_P2	f83r.10	f83r.10:1	olkeey	OPEN	NA	⟦olkeey⟧	recorded
N	F83_P2	f83r.10	f83r.10:2	rchs	OPEN	NA	⟦rchs⟧	recorded
N	F83_P2	f83r.10	f83r.10:3	cheeb	OPEN	NA	⟦cheeb⟧	recorded
N	F83_P2	f83r.10	f83r.10:4	ols	OPEN	NA	⟦ols⟧	recorded
N	F83_P2	f83r.10	f83r.10:5	aiin	OPEN	NA	⟦aiin⟧	recorded
N	F83_P2	f83r.10	f83r.10:6	skal	OPEN	NA	⟦skal⟧	recorded
N	F83_P2	f83r.10	f83r.10:7	dain	OPEN	NA	⟦dain⟧	recorded
N	F83_P2	f83r.10	f83r.10:8	cthal	OPEN	NA	⟦cthal⟧	recorded
N	F83_P2	f83r.10	f83r.10:9	s	OPEN	NA	⟦s⟧	recorded
N	F83_P2	f83r.10	f83r.10:10	aiin	OPEN	NA	⟦aiin⟧	recorded
N	F83_P2	f83r.10	f83r.10:11	chky	OPEN	NA	⟦chky⟧	recorded
N	F83_P2	f83r.10	f83r.10:12	lal	OPEN	NA	⟦lal⟧	recorded
N	F83_P2	f83r.10	f83r.10:13	sam	OPEN	NA	⟦sam⟧	recorded
N	F83_P2	f83r.11	f83r.11:1	sor	OPEN	NA	⟦sor⟧	recorded
N	F83_P2	f83r.11	f83r.11:2	shedy	NOUN	INITIAL_TOPIC	Flüssigkeit[A;INITIAL_TOPIC]	recorded
N	F83_P2	f83r.11	f83r.11:3	qokaiin	NOUN	DESTINATION_INTRODUCTION	Gefäß[B;DESTINATION_INTRODUCTION]	recorded
N	F83_P2	f83r.11	f83r.11:4	chkain	OPEN	NA	⟦chkain⟧	recorded
N	F83_P2	f83r.11	f83r.11:5	shcthey	OPEN	NA	⟦shcthey⟧	recorded
N	F83_P2	f83r.11	f83r.11:6	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P2	f83r.11	f83r.11:7	okair	OPEN	NA	⟦okair⟧	recorded
N	F83_P2	f83r.11	f83r.11:8	sheedy	OPEN	NA	⟦sheedy⟧	recorded
N	F83_P2	f83r.11	f83r.11:9	lchedy	NOUN	NEW_TOPIC_SWITCH	Zusatzstoff[C;NEW_TOPIC_SWITCH]	recorded
N	F83_P2	f83r.11	f83r.11:10	lo	OPEN	NA	⟦lo⟧	recorded
N	F83_P2	f83r.12	f83r.12:1	qockhol	OPEN	NA	⟦qockhol⟧	recorded
N	F83_P2	f83r.12	f83r.12:2	sheckhy	OPEN	NA	⟦sheckhy⟧	recorded
N	F83_P2	f83r.12	f83r.12:3	otal	OPEN	NA	⟦otal⟧	recorded
N	F83_P2	f83r.12	f83r.12:4	qokeal	OPEN	NA	⟦qokeal⟧	recorded
N	F83_P2	f83r.12	f83r.12:5	sheckhdy	OPEN	NA	⟦sheckhdy⟧	recorded
N	F83_P2	f83r.12	f83r.12:6	al	OPEN	NA	⟦al⟧	recorded
N	F83_P2	f83r.12	f83r.12:7	okedy	OPEN	NA	⟦okedy⟧	recorded
N	F83_P2	f83r.12	f83r.12:8	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P2	f83r.12	f83r.12:9	qokal	OPEN	NA	⟦qokal⟧	recorded
N	F83_P2	f83r.13	f83r.13:1	salcheol	OPEN	NA	⟦salcheol⟧	recorded
N	F83_P2	f83r.13	f83r.13:2	tar	OPEN	NA	⟦tar⟧	recorded
N	F83_P2	f83r.13	f83r.13:3	shedy	NOUN	KNOWN_BACKGROUND	Flüssigkeit[A;KNOWN_BACKGROUND]	recorded
N	F83_P2	f83r.13	f83r.13:4	s	OPEN	NA	⟦s⟧	recorded
N	F83_P2	f83r.13	f83r.13:5	altedy	OPEN	NA	⟦altedy⟧	recorded
N	F83_P2	f83r.13	f83r.13:6	sair	OPEN	NA	⟦sair⟧	recorded
N	F83_P2	f83r.13	f83r.13:7	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P2	f83r.13	f83r.13:8	qedy	OPEN	NA	⟦qedy⟧	recorded
N	F83_P2	f83r.13	f83r.13:9	lchcphedy	OPEN	NA	⟦lchcphedy⟧	recorded
N	F83_P2	f83r.13	f83r.13:10	ldar	OPEN	NA	⟦ldar⟧	recorded
N	F83_P2	f83r.14	f83r.14:1	qokchedy	OPEN	NA	⟦qokchedy⟧	recorded
N	F83_P2	f83r.14	f83r.14:2	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:C;Bezugquelle=f83r.11:9];Ziel=B;Quelle=f83r.11:3)	recorded
N	F83_P2	f83r.14	f83r.14:3	shedy	NOUN	KNOWN_BACKGROUND	Flüssigkeit[A;KNOWN_BACKGROUND]	recorded
N	F83_P2	f83r.14	f83r.14:4	qokshedy	OPEN	NA	⟦qokshedy⟧	recorded
N	F83_P2	f83r.14	f83r.14:5	dal	OPEN	NA	⟦dal⟧	recorded
N	F83_P2	f83r.14	f83r.14:6	lchedy	NOUN	TOPIC_RESUMPTION	Zusatzstoff[C;TOPIC_RESUMPTION]	recorded
N	F83_P2	f83r.14	f83r.14:7	qokaiin	NOUN	DESTINATION_REPEAT	Gefäß[B;DESTINATION_REPEAT]	recorded
N	F83_P2	f83r.14	f83r.14:8	shcthy	OPEN	NA	⟦shcthy⟧	recorded
N	F83_P2	f83r.14	f83r.14:9	dal	OPEN	NA	⟦dal⟧	recorded
N	F83_P2	f83r.14	f83r.14:10	sy	OPEN	NA	⟦sy⟧	recorded
N	F83_P2	f83r.15	f83r.15:1	saiin	OPEN	NA	⟦saiin⟧	recorded
N	F83_P2	f83r.15	f83r.15:2	shedal	OPEN	NA	⟦shedal⟧	recorded
N	F83_P2	f83r.15	f83r.15:3	shecthy	OPEN	NA	⟦shecthy⟧	recorded
N	F83_P2	f83r.15	f83r.15:4	chey	OPEN	NA	⟦chey⟧	recorded
N	F83_P2	f83r.15	f83r.15:5	tal	OPEN	NA	⟦tal⟧	recorded
N	F83_P2	f83r.15	f83r.15:6	shcthy	OPEN	NA	⟦shcthy⟧	recorded
N	F83_P2	f83r.15	f83r.15:7	dalchdy	OPEN	NA	⟦dalchdy⟧	recorded
N	F83_P2	f83r.15	f83r.15:8	qotchedy	OPEN	NA	⟦qotchedy⟧	recorded
N	F83_P2	f83r.15	f83r.15:9	lchedy	NOUN	TOPIC_RESUMPTION	Zusatzstoff[C;TOPIC_RESUMPTION]	recorded
N	F83_P2	f83r.16	f83r.16:1	tchedy	OPEN	NA	⟦tchedy⟧	recorded
N	F83_P2	f83r.16	f83r.16:2	qokchdy	OPEN	NA	⟦qokchdy⟧	recorded
N	F83_P2	f83r.16	f83r.16:3	cheedar	OPEN	NA	⟦cheedar⟧	recorded
N	F83_P2	f83r.16	f83r.16:4	chldaiin	OPEN	NA	⟦chldaiin⟧	recorded
N	F83_P2	f83r.16	f83r.16:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.11:9])	recorded
N	F83_P2	f83r.16	f83r.16:6	qokain	OPEN	NA	⟦qokain⟧	recorded
N	F83_P2	f83r.16	f83r.16:7	checthy	OPEN	NA	⟦checthy⟧	recorded
N	F83_P2	f83r.16	f83r.16:8	chealror	OPEN	NA	⟦chealror⟧	recorded
N	F83_P2	f83r.17	f83r.17:1	dcheokedy	OPEN	NA	⟦dcheokedy⟧	recorded
N	F83_P2	f83r.17	f83r.17:2	lkeed	OPEN	NA	⟦lkeed⟧	recorded
N	F83_P2	f83r.17	f83r.17:3	shckhey	OPEN	NA	⟦shckhey⟧	recorded
N	F83_P2	f83r.17	f83r.17:4	ytaiin	OPEN	NA	⟦ytaiin⟧	recorded
N	F83_P2	f83r.17	f83r.17:5	shechy	OPEN	NA	⟦shechy⟧	recorded
N	F83_P2	f83r.17	f83r.17:6	schety	OPEN	NA	⟦schety⟧	recorded
N	F83_P3	f83r.18	f83r.18:1	pdalshdy	OPEN	NA	⟦pdalshdy⟧	recorded
N	F83_P3	f83r.18	f83r.18:2	shocphedy	OPEN	NA	⟦shocphedy⟧	recorded
N	F83_P3	f83r.18	f83r.18:3	otor	OPEN	NA	⟦otor⟧	recorded
N	F83_P3	f83r.18	f83r.18:4	shedy	NOUN	INITIAL_TOPIC	Flüssigkeit[A;INITIAL_TOPIC]	recorded
N	F83_P3	f83r.18	f83r.18:5	opshedy	OPEN	NA	⟦opshedy⟧	recorded
N	F83_P3	f83r.18	f83r.18:6	otshdy	OPEN	NA	⟦otshdy⟧	recorded
N	F83_P3	f83r.18	f83r.18:7	qokedol	OPEN	NA	⟦qokedol⟧	recorded
N	F83_P3	f83r.18	f83r.18:8	shdy	OPEN	NA	⟦shdy⟧	recorded
N	F83_P3	f83r.18	f83r.18:9	soldy	OPEN	NA	⟦soldy⟧	recorded
N	F83_P3	f83r.19	f83r.19:1	sar	OPEN	NA	⟦sar⟧	recorded
N	F83_P3	f83r.19	f83r.19:2	shedaiin	OPEN	NA	⟦shedaiin⟧	recorded
N	F83_P3	f83r.19	f83r.19:3	ockhey	OPEN	NA	⟦ockhey⟧	recorded
N	F83_P3	f83r.19	f83r.19:4	sain	OPEN	NA	⟦sain⟧	recorded
N	F83_P3	f83r.19	f83r.19:5	ched	OPEN	NA	⟦ched⟧	recorded
N	F83_P3	f83r.19	f83r.19:6	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
N	F83_P3	f83r.19	f83r.19:7	qetal	OPEN	NA	⟦qetal⟧	recorded
N	F83_P3	f83r.19	f83r.19:8	dal	OPEN	NA	⟦dal⟧	recorded
N	F83_P3	f83r.19	f83r.19:9	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
N	F83_P3	f83r.19	f83r.19:10	shey	OPEN	NA	⟦shey⟧	recorded
N	F83_P3	f83r.19	f83r.19:11	lchedy	NOUN	NEW_TOPIC_SWITCH	Zusatzstoff[C;NEW_TOPIC_SWITCH]	recorded
N	F83_P3	f83r.20	f83r.20:1	solkeedy	OPEN	NA	⟦solkeedy⟧	recorded
N	F83_P3	f83r.20	f83r.20:2	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
N	F83_P3	f83r.20	f83r.20:3	qokeey	OPEN	NA	⟦qokeey⟧	recorded
N	F83_P3	f83r.20	f83r.20:4	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P3	f83r.20	f83r.20:5	sol	OPEN	NA	⟦sol⟧	recorded
N	F83_P3	f83r.20	f83r.20:6	cheeety	OPEN	NA	⟦cheeety⟧	recorded
N	F83_P3	f83r.20	f83r.20:7	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P3	f83r.20	f83r.20:8	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P3	f83r.20	f83r.20:9	saiin	OPEN	NA	⟦saiin⟧	recorded
N	F83_P3	f83r.21	f83r.21:1	solkeedy	OPEN	NA	⟦solkeedy⟧	recorded
N	F83_P3	f83r.21	f83r.21:2	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P3	f83r.21	f83r.21:3	otedy	OPEN	NA	⟦otedy⟧	recorded
N	F83_P3	f83r.21	f83r.21:4	sol	OPEN	NA	⟦sol⟧	recorded
N	F83_P3	f83r.21	f83r.21:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.19:11])	recorded
N	F83_P3	f83r.21	f83r.21:6	lkedy	OPEN	NA	⟦lkedy⟧	recorded
N	F83_P3	f83r.21	f83r.21:7	qokchedy	OPEN	NA	⟦qokchedy⟧	recorded
N	F83_P3	f83r.21	f83r.21:8	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P3	f83r.21	f83r.21:9	chckhdy	OPEN	NA	⟦chckhdy⟧	recorded
N	F83_P3	f83r.21	f83r.21:10	sar	OPEN	NA	⟦sar⟧	recorded
N	F83_P3	f83r.22	f83r.22:1	schedair	OPEN	NA	⟦schedair⟧	recorded
N	F83_P3	f83r.22	f83r.22:2	otchedy	OPEN	NA	⟦otchedy⟧	recorded
N	F83_P3	f83r.22	f83r.22:3	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:C;Bezugquelle=f83r.19:11];Ziel=NA;Quelle=NA)	recorded
N	F83_P3	f83r.22	f83r.22:4	chedain	OPEN	NA	⟦chedain⟧	recorded
N	F83_P3	f83r.22	f83r.22:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.19:11])	recorded
N	F83_P3	f83r.22	f83r.22:6	qotedaiin	OPEN	NA	⟦qotedaiin⟧	recorded
N	F83_P3	f83r.22	f83r.22:7	otaiin	OPEN	NA	⟦otaiin⟧	recorded
N	F83_P3	f83r.22	f83r.22:8	otedy	OPEN	NA	⟦otedy⟧	recorded
N	F83_P3	f83r.22	f83r.22:9	ldy	OPEN	NA	⟦ldy⟧	recorded
N	F83_P3	f83r.23	f83r.23:1	tchedy	OPEN	NA	⟦tchedy⟧	recorded
N	F83_P3	f83r.23	f83r.23:2	qotedy	OPEN	NA	⟦qotedy⟧	recorded
N	F83_P3	f83r.23	f83r.23:3	qokal	OPEN	NA	⟦qokal⟧	recorded
N	F83_P3	f83r.23	f83r.23:4	shedy	NOUN	KNOWN_BACKGROUND	Flüssigkeit[A;KNOWN_BACKGROUND]	recorded
N	F83_P3	f83r.23	f83r.23:5	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P3	f83r.23	f83r.23:6	shecthedy	OPEN	NA	⟦shecthedy⟧	recorded
N	F83_P3	f83r.23	f83r.23:7	shecthy	OPEN	NA	⟦shecthy⟧	recorded
N	F83_P3	f83r.23	f83r.23:8	otor	OPEN	NA	⟦otor⟧	recorded
N	F83_P3	f83r.23	f83r.23:9	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.19:11])	recorded
N	F83_P3	f83r.24	f83r.24:1	soiiin	OPEN	NA	⟦soiiin⟧	recorded
N	F83_P3	f83r.24	f83r.24:2	checthy	OPEN	NA	⟦checthy⟧	recorded
N	F83_P3	f83r.24	f83r.24:3	chety	OPEN	NA	⟦chety⟧	recorded
N	F83_P3	f83r.24	f83r.24:4	otaiin	OPEN	NA	⟦otaiin⟧	recorded
N	F83_P3	f83r.24	f83r.24:5	olsaly	OPEN	NA	⟦olsaly⟧	recorded
N	F83_P3	f83r.24	f83r.24:6	shedy	NOUN	KNOWN_BACKGROUND	Flüssigkeit[A;KNOWN_BACKGROUND]	recorded
N	F83_P4	f83r.25	f83r.25:1	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:NA;Bezugquelle=NA];Ziel=NA;Quelle=NA)	recorded
N	F83_P4	f83r.25	f83r.25:2	qolchey	OPEN	NA	⟦qolchey⟧	recorded
N	F83_P4	f83r.25	f83r.25:3	qokeey	OPEN	NA	⟦qokeey⟧	recorded
N	F83_P4	f83r.25	f83r.25:4	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P4	f83r.25	f83r.25:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:NA;Bezugquelle=NA])	recorded
N	F83_P4	f83r.25	f83r.25:6	otal	OPEN	NA	⟦otal⟧	recorded
N	F83_P4	f83r.26	f83r.26:1	otchey	OPEN	NA	⟦otchey⟧	recorded
N	F83_P4	f83r.26	f83r.26:2	qokeey	OPEN	NA	⟦qokeey⟧	recorded
N	F83_P4	f83r.26	f83r.26:3	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P4	f83r.26	f83r.26:4	tol	OPEN	NA	⟦tol⟧	recorded
N	F83_P4	f83r.26	f83r.26:5	shedy	NOUN	INITIAL_TOPIC	Flüssigkeit[A;INITIAL_TOPIC]	recorded
N	F83_P4	f83r.26	f83r.26:6	qokylddy	OPEN	NA	⟦qokylddy⟧	recorded
N	F83_P4	f83r.27	f83r.27:1	dain	OPEN	NA	⟦dain⟧	recorded
N	F83_P4	f83r.27	f83r.27:2	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.26:5])	recorded
N	F83_P4	f83r.27	f83r.27:3	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:A;Bezugquelle=f83r.26:5];Ziel=NA;Quelle=NA)	recorded
N	F83_P4	f83r.27	f83r.27:4	shckhedy	OPEN	NA	⟦shckhedy⟧	recorded
N	F83_P4	f83r.27	f83r.27:5	shckhedy	OPEN	NA	⟦shckhedy⟧	recorded
N	F83_P4	f83r.28	f83r.28:1	saiin	OPEN	NA	⟦saiin⟧	recorded
N	F83_P4	f83r.28	f83r.28:2	cheeky	OPEN	NA	⟦cheeky⟧	recorded
N	F83_P4	f83r.28	f83r.28:3	sheey	OPEN	NA	⟦sheey⟧	recorded
N	F83_P4	f83r.28	f83r.28:4	qokedy	OPEN	NA	⟦qokedy⟧	recorded
N	F83_P4	f83r.28	f83r.28:5	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
N	F83_P4	f83r.28	f83r.28:6	oldy	OPEN	NA	⟦oldy⟧	recorded
N	F83_P4	f83r.29	f83r.29:1	salchedy	OPEN	NA	⟦salchedy⟧	recorded
N	F83_P4	f83r.29	f83r.29:2	cheey	OPEN	NA	⟦cheey⟧	recorded
N	F83_P4	f83r.29	f83r.29:3	qody	OPEN	NA	⟦qody⟧	recorded
N	F83_P4	f83r.29	f83r.29:4	kesd	OPEN	NA	⟦kesd⟧	recorded
N	F83_P4	f83r.29	f83r.29:5	oldy	OPEN	NA	⟦oldy⟧	recorded
N	F83_P4	f83r.30	f83r.30:1	s	OPEN	NA	⟦s⟧	recorded
N	F83_P4	f83r.30	f83r.30:2	okeedy	OPEN	NA	⟦okeedy⟧	recorded
N	F83_P4	f83r.30	f83r.30:3	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:A;Bezugquelle=f83r.26:5];Ziel=NA;Quelle=NA)	recorded
N	F83_P4	f83r.30	f83r.30:4	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P4	f83r.30	f83r.30:5	saii	OPEN	NA	⟦saii⟧	recorded
N	F83_P5	f83r.31	f83r.31:1	techedy	OPEN	NA	⟦techedy⟧	recorded
N	F83_P5	f83r.31	f83r.31:2	qotchedy	OPEN	NA	⟦qotchedy⟧	recorded
N	F83_P5	f83r.31	f83r.31:3	okeedy	OPEN	NA	⟦okeedy⟧	recorded
N	F83_P5	f83r.31	f83r.31:4	ldy	OPEN	NA	⟦ldy⟧	recorded
N	F83_P5	f83r.32	f83r.32:1	cheol	OPEN	NA	⟦cheol⟧	recorded
N	F83_P5	f83r.32	f83r.32:2	qokchedy	OPEN	NA	⟦qokchedy⟧	recorded
