event_id	record_unit_id	page	statement_id	field_id	visible_surface	master_card_id	source_short_value_de	imperative_clause_de	operating_mode	mode_assignment_reason	terminal_status
E113	B1	f81v	B1-S002	F023	olor	MC157	derselbe Ansatz	Verwende denselben Ansatz weiter	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E114	B1	f81v	B1-S002	F023	ol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E115	B1	f81v	B1-S002	F023	sheckhal	MC058	Kurze Zielpassage	Führe ihn kurz durch die Zielpassage	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E116	B1	f81v	B1-S002	F023	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E117	B1	f81v	B1-S002	F023	qokeedal	MC096	Langer Zieleinsatz	Setze ihn lange am Ziel ein	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E118	B1	f81v	B1-S002	F023	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E119	B1	f81v	B1-S002	F023	chckhy	MC035	durchleiten	Leite den Posten hindurch	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E120	B1	f81v	B1-S002	F023	schedy	MC025	überführen	Führe den Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E121	B1	f81v	B1-S003	F024	qol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E122	B1	f81v	B1-S003	F025	sshkchdy	MC061	übertragen	Übertrage ihn	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E123	B1	f81v	B1-S004	F026	chedy	MC074	überführen	Führe den Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E124	B1	f81v	B1-S004	F026	ol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E125	B1	f81v	B1-S004	F026	shedy	MC128	kurz absetzen	Lass ihn kurz absetzen	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E126	B1	f81v	B1-S005	F027	qolchedy	MC028	weiterführen	Führe ihn weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E127	B1	f81v	B1-S006	F028	qokain	MC017	Anteil zugeben	Gib einen Anteil zu	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E128	B1	f81v	B1-S006	F028	shckhy	MC035	durchleiten	Leite den Posten hindurch	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E129	B1	f81v	B1-S006	F028	dl	MC012	Zusatz	Gib den Zusatz zu	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E130	B1	f81v	B1-S006	F028	ral	MC056	Zielmarke	Halte die Zielmarke ein	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E131	B1	f81v	B1-S007	F029	qokchdy	MC088	neuen Posten einsetzen	Setze einen neuen Posten ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E132	B1	f81v	B1-S008	F030	chey	MC123	dies	Halte diesen Posten aktiv	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E133	B1	f81v	B1-S008	F030	ol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E134	B1	f81v	B1-S008	F030	cheky	MC147	kurz wärmen	Wärme ihn kurz	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E135	B1	f81v	B1-S008	F030	ol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E136	B1	f81v	B1-S008	F030	shedy	MC128	kurz absetzen	Lass ihn kurz absetzen	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E137	B1	f81v	B1-S009	F031	qokedy	MC083	kurz einwirken	Lass ihn kurz einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E138	B1	f81v	B1-S010	F032	qokedy	MC083	kurz einwirken	Lass ihn kurz einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E139	B1	f81v	B1-S011	F033	chckhy	MC035	durchleiten	Leite den Posten hindurch	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E140	B1	f81v	B1-S011	F033	qoky	MC026	einsetzen	Setze den Posten ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E141	B1	f81v	B1-S012	F034	lsho	MC130	Waschgang	Führe einen Waschgang aus	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E142	B1	f81v	B1-S012	F034	qokey	MC007	kurz einwirken lassen	Lass ihn kurz einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E143	B1	f81v	B1-S012	F034	lshedy	MC038	Waschgang	Führe einen Waschgang aus	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	TERMINAL
E144	B1	f81v	B1-S013	F035	lshedy	MC038	Waschgang	Führe einen Waschgang aus	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	TERMINAL
E145	B1	f81v	B1-S014	F036	chedy	MC074	überführen	Führe den Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E146	B1	f81v	B1-S014	F036	qolky	MC134	Weiterweg	Führe auf dem Weg weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E147	B1	f81v	B1-S014	F036	lchedal	MC051	Zielabführung	Führe ihn am Ziel ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E148	B1	f81v	B1-S014	F036	qol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E149	B1	f81v	B1-S014	F036	otar	MC121	Folgequelle	Wechsle zur folgenden Quelle	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E150	B1	f81v	B1-S015	F037	ytey	MC109	Kurzteil	Nimm einen kleinen Teil	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E151	B1	f81v	B1-S015	F037	okchedy	MC005	vorigen Posten überführen	Führe den vorigen Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E152	B1	f81v	B1-S016	F038	qokal	MC040	dorthin einsetzen	Setze ihn dort ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E153	B1	f81v	B1-S016	F038	okeey	MC002	länger einwirken lassen	Lass ihn länger einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E154	B1	f81v	B1-S016	F038	qol	MC153	weiter	Arbeite weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E155	B1	f81v	B1-S016	F038	cheedy	MC128	kurz absetzen	Lass ihn kurz absetzen	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E156	B1	f81v	B1-S017	F039	sal	MC154	dorthin	Führe ihn dorthin	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E157	B1	f81v	B1-S017	F039	teol	MC106	kurz weiterführen	Führe ihn kurz weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E158	B1	f81v	B1-S017	F039	dchdy	MC139	Transfer	Führe ihn über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E159	B1	f81v	B1-S018	F040	ly	MC118	Auffanggefäß	Stelle das Auffanggefäß bereit	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E160	B1	f81v	B1-S018	F041	dsheol	MC076	Kurzhalt	Halte ihn kurz	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E161	B1	f81v	B1-S018	F041	oiiin	MC033	Arbeitsstufe	Stelle die Arbeitsstufe ein	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E162	B1	f81v	B1-S018	F041	olkeedy	MC045	lange sammeln	Sammle ihn lange	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E163	B1	f81v	B1-S019	F042	tedy	MC128	kurz absetzen	Lass ihn kurz absetzen	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E164	B1	f81v	B1-S020	F043	cheky	MC147	kurz wärmen	Wärme ihn kurz	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E165	B1	f81v	B1-S020	F043	shckhedy	MC143	durchlassen	Lass ihn hindurch	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	TERMINAL
E166	B1	f81v	B1-S021	F044	chal	MC154	dorthin	Führe ihn dorthin	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E167	B2	f82r	B2-S001	F045	dchedy	MC025	überführen	Führe den Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E168	B2	f82r	B2-S002	F046	qolchedy	MC028	weiterführen	Führe ihn weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E169	B2	f82r	B2-S003	F047	qokain	MC017	Anteil zugeben	Gib einen Anteil zu	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E170	B2	f82r	B2-S003	F047	dy	MC123	dies	Halte diesen Posten aktiv	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E171	B2	f82r	B2-S003	F047	qokeedy	MC082	lange einwirken	Lass ihn lange einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E172	B2	f82r	B2-S004	F048	qokal	MC040	dorthin einsetzen	Setze ihn dort ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E173	B2	f82r	B2-S004	F048	lcheckhy	MC168	Abführpassage	Führe ihn durch die Abführpassage	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E174	B2	f82r	B2-S004	F048	lched	MC127	Abführung	Führe ihn ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E175	B2	f82r	B2-S004	F049	qokeey	MC002	länger einwirken lassen	Lass ihn länger einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E176	B2	f82r	B2-S004	F049	lcheckhedy	MC133	Trennabzug	Ziehe die getrennte Fraktion ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	TERMINAL
E177	B2	f82r	B2-S005	F050	qokaly	MC054	Zieleinsatz	Setze ihn am Ziel ein	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E178	B2	f82r	B2-S005	F050	solkaiin	MC036	Sollsammlung	Sammle ihn bis zur Sollmenge	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E179	B2	f82r	B2-S005	F050	chckhy	MC035	durchleiten	Leite den Posten hindurch	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E180	B2	f82r	B2-S005	F050	qokaiin	MC120	bemessen	Messe den Posten ab	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E181	B2	f82r	B2-S005	F051	qokaiin	MC120	bemessen	Messe den Posten ab	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E182	B2	f82r	B2-S005	F051	octheol	MC112	Fortsetzung vorbereiten	Setze den nächsten Durchgang an	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E183	B2	f82r	B2-S005	F051	chkeey	MC166	Langwärmen	Wärme ihn lange	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E184	B2	f82r	B2-S005	F051	ldy	MC004	abziehen	Ziehe ihn ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	TERMINAL
E185	B2	f82r	B2-S006	F052	oteey	MC063	Langfolge	Führe ihn länger im Folgegang weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E186	B2	f82r	B2-S006	F052	qokal	MC040	dorthin einsetzen	Setze ihn dort ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E187	B2	f82r	B2-S006	F052	sheckhy	MC132	Kurzpassage	Führe ihn kurz hindurch	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E188	B2	f82r	B2-S006	F052	qoky	MC026	einsetzen	Setze den Posten ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E189	B2	f82r	B2-S007	F053	dshedy	MC138	Frischwasser zugeben	Lass frische Spülflüssigkeit ein	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E190	B2	f82r	B2-S008	F054	sotaiin	MC060	Folgemaß	Arbeite danach nach dem nächsten Maß	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E191	B2	f82r	B2-S008	F054	qokar	MC044	Quelleinsatz	Setze den Quellposten ein	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E192	B2	f82r	B2-S008	F054	shedy	MC128	kurz absetzen	Lass ihn kurz absetzen	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E193	B2	f82r	B2-S009	F055	solshedy	MC149	Folgeabsetzen	Lass danach den nächsten Posten absetzen	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E194	B2	f82r	B2-S010	F056	qokeey	MC002	länger einwirken lassen	Lass ihn länger einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E195	B2	f82r	B2-S010	F056	qoky	MC026	einsetzen	Setze den Posten ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E196	B2	f82r	B2-S010	F056	ls	MC065	Auslass	Führe zum Auslass	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E197	B2	f82r	B2-S010	F056	cheey	MC119	Klarlauf	Nimm den klaren Ablauf	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E198	B2	f82r	B2-S011	F057	okain	MC017	Anteil zugeben	Gib einen Anteil zu	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E199	B2	f82r	B2-S011	F057	char	MC055	davon	Nimm davon	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E200	B2	f82r	B2-S011	F057	okain	MC017	Anteil zugeben	Gib einen Anteil zu	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E201	B2	f82r	B2-S011	F057	qokeedy	MC082	lange einwirken	Lass ihn lange einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E202	B2	f82r	B2-S012	F058	lchy	MC008	Abführgut	Nimm das abzuführende Gut	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E203	B2	f82r	B2-S012	F059	cheey	MC119	Klarlauf	Nimm den klaren Ablauf	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E204	B2	f82r	B2-S012	F059	qcthey	MC073	kurz vorbereiten	Bereite ihn kurz vor	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E205	B2	f82r	B2-S012	F059	qokeey	MC002	länger einwirken lassen	Lass ihn länger einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E206	B2	f82r	B2-S012	F059	lcheey	MC066	Klarabzug	Ziehe den klaren Anteil ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E207	B2	f82r	B2-S012	F059	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E208	B2	f82r	B2-S012	F059	chey	MC123	dies	Halte diesen Posten aktiv	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E209	B2	f82r	B2-S012	F059	qokeeedy	MC140	Volleinsatz	Setze ihn vollständig ein	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E210	B2	f82r	B2-S013	F060	lchedy	MC155	abführen	Führe ihn ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	TERMINAL
E211	B2	f82r	B2-S014	F061	lar	MC029	Quellabzug	Ziehe ihn aus der Quelle ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E212	B2	f82r	B2-S015	F062	tshey	MC141	Folgeklarlauf	Nimm danach den klaren Ablauf	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	NONCLOSE
E213	B2	f82r	B2-S015	F062	qokeedy	MC082	lange einwirken	Lass ihn lange einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E214	B2	f82r	B2-S016	F063	cheal	MC154	dorthin	Führe ihn dorthin	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E215	B2	f82r	B2-S016	F063	lchedar	MC011	Quellabführung	Führe ihn von der Quelle ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	NONCLOSE
E216	B2	f82r	B2-S016	F063	ches	MC152	teilen	Teile den Posten	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E217	B2	f82r	B2-S016	F063	aiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E218	B2	f82r	B2-S016	F063	oteey	MC063	Langfolge	Führe ihn länger im Folgegang weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E219	B2	f82r	B2-S016	F063	qokaiin	MC120	bemessen	Messe den Posten ab	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E220	B2	f82r	B2-S016	F063	okey	MC007	kurz einwirken lassen	Lass ihn kurz einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	NONCLOSE
E221	B2	f82r	B2-S016	F064	pchedy	MC070	Zuführung	Führe ihn zu	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E222	B2	f82r	B2-S017	F065	rsheal	MC102	Kurzhalt am Ziel	Halte den zugeführten Posten kurz am Ziel	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E223	B2	f82r	B2-S017	F065	daldy	MC079	Zielschluss	Schließe den Schritt am Ziel ab	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E224	B2	f82r	B2-S018	F066	qokeedy	MC082	lange einwirken	Lass ihn lange einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E225	B2	f82r	B2-S019	F067	rshedy	MC084	Vollwaschung	Wasche ihn vollständig	PASS_FILTER	Wasch-, Durchlass- oder Trennwert der Ganzkarte	TERMINAL
E226	B2	f82r	B2-S020	F068	qoteedy	MC173	lange Folgestufe	Führe die lange Folgestufe aus	MEASURE	Maß- oder Einstellwert der Ganzkarte	TERMINAL
E227	B2	f82r	B2-S021	F069	qokeedy	MC082	lange einwirken	Lass ihn lange einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E228	B2	f82r	B2-S022	F070	lochedy	MC167	Abführung	Führe ihn ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	TERMINAL
E229	B3	f83r	B3-S001	F071	olkeedy	MC045	lange sammeln	Sammle ihn lange	SETTLE	Absetz-, Sammel- oder Haltewert der Ganzkarte	TERMINAL
E230	B3	f83r	B3-S002	F072	qotal	MC093	danach dorthin	Führe ihn danach dorthin	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E231	B3	f83r	B3-S002	F072	chkeedy	MC110	Langwärmen	Wärme ihn lange	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E232	B3	f83r	B3-S003	F073	chey	MC123	dies	Halte diesen Posten aktiv	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E233	B3	f83r	B3-S003	F073	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E234	B3	f83r	B3-S003	F073	chey	MC123	dies	Halte diesen Posten aktiv	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E235	B3	f83r	B3-S003	F073	lchedy	MC155	abführen	Führe ihn ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	TERMINAL
E236	B3	f83r	B3-S004	F074	qokaiin	MC120	bemessen	Messe den Posten ab	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E237	B3	f83r	B3-S004	F074	qotal	MC093	danach dorthin	Führe ihn danach dorthin	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E238	B3	f83r	B3-S004	F074	dar	MC055	davon	Nimm davon	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	NONCLOSE
E239	B3	f83r	B3-S005	F075	schedy	MC025	überführen	Führe den Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	TERMINAL
E240	B3	f83r	B3-S006	F076	chedchy	MC064	Postentransfer	Führe den aktuellen Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E241	B3	f83r	B3-S006	F076	qokal	MC040	dorthin einsetzen	Setze ihn dort ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E242	B3	f83r	B3-S006	F076	olchedy	MC028	weiterführen	Führe ihn weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
E243	B3	f83r	B3-S007	F077	qokaiin	MC120	bemessen	Messe den Posten ab	MEASURE	Maß- oder Einstellwert der Ganzkarte	NONCLOSE
E244	B3	f83r	B3-S007	F077	chedy	MC074	überführen	Führe den Posten über	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E245	B3	f83r	B3-S007	F077	qokeedy	MC082	lange einwirken	Lass ihn lange einwirken	TREAT	Kontakt-, Wärme- oder Behandlungswert der Ganzkarte	TERMINAL
E246	B3	f83r	B3-S008	F078	lchedy	MC155	abführen	Führe ihn ab	DISCHARGE	Abführ-/Abzugwert der Ganzkarte	TERMINAL
E247	B3	f83r	B3-S009	F079	qoky	MC026	einsetzen	Setze den Posten ein	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E248	B3	f83r	B3-S010	F080	pchedal	MC126	Zielzuführung	Führe ihn dem Ziel zu	CHARGE	Material-, Beschickungs- oder Übergabewert der Ganzkarte	NONCLOSE
E249	B3	f83r	B3-S010	F080	otedy	MC135	Kurzfolge	Führe ihn kurz zum Folgeschritt weiter	LOCAL_CONTROL	lokaler Besitzer-, Ziel-, Folge-, Zustands- oder Postenwert	TERMINAL
