page	locus	v61_reader_mode	occurrence_index	char_start	char_end	matched_text	canonical_lemma	source_ordinal	source_surface	source_literal_gloss_de	action_licensed	provenance_status
f105v	f105v.14	ARBEITSGANG	2	293	301	abmessen	abmessen	8	odar	erste Ansatzfraktion abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f105v	f105v.14	ARBEITSGANG	3	356	364	trocknen	trocknen	10	chtchy	Droge kalt trocknen und leicht nachtrocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f105v	f105v.14	ARBEITSGANG	4	376	388	nachtrocknen	nachtrocknen	10	chtchy	Droge kalt trocknen und leicht nachtrocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f106r	f106r.23	HYBRID_ARBEIT_UND_ZUSTAND	1	91	102	aufbereiten	aufbereiten	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f107r	f107r.2	ARBEITSGANG	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f107r	f107r.2	ARBEITSGANG	2	102	108	nehmen	nehmen	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f107r	f107r.2	ARBEITSGANG	3	200	204	nimm	nehmen	6	qor	nimm eine Drogenportion	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f107r	f107r.2	ARBEITSGANG	4	436	442	führen	führen	12	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f107r	f107r.2	ARBEITSGANG	5	447	458	abschließen	abschließen	12	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f10r	f10r.2	HYBRID_ARBEIT_UND_ZUSTAND	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f113v	f113v.17	HYBRID_ARBEIT_UND_ZUSTAND	1	282	290	abkühlen	abkühlen	7	yteeeor	hiervon eine Portion bis zur letzten Stufe abkühlen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f114r	f114r.26	HYBRID_ARBEIT_UND_ZUSTAND	1	47	55	abmessen	abmessen	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f114v	f114v.36	HYBRID_ARBEIT_UND_ZUSTAND	1	176	180	nimm	nehmen	6	qopchol	nimm getrockneten Pulverstoff	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f114v	f114v.36	HYBRID_ARBEIT_UND_ZUSTAND	2	231	237	nehmen	nehmen	7	qopaiin	drei Teile Pulveransatz nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.1	ARBEITSGANG	1	21	29	abmessen	abmessen	1	fdar	erste Blütenfraktion abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.1	ARBEITSGANG	2	31	35	nimm	nehmen	2	qopchol	nimm getrockneten Pulverstoff	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.1	ARBEITSGANG	3	110	118	abmessen	abmessen	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.23	ARBEITSGANG	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.23	ARBEITSGANG	2	94	102	bereiten	bereiten	3	qokeod	heißen Auszug bereiten und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.23	ARBEITSGANG	3	107	118	abschließen	abschließen	3	qokeod	heißen Auszug bereiten und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.23	ARBEITSGANG	4	158	165	erhitze	erhitzen	5	qokcho	erhitze, trockne und setze an	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.23	ARBEITSGANG	5	167	174	trockne	trocknen	5	qokcho	erhitze, trockne und setze an	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f115r	f115r.23	ARBEITSGANG	6	179	187	setze an	ansetzen	5	qokcho	erhitze, trockne und setze an	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f116r	f116r.12	HYBRID_ARBEIT_UND_ZUSTAND	1	15	21	nehmen	nehmen	1	qoin	zweiten Ansatz nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f23r	f23r.6	HYBRID_ARBEIT_UND_ZUSTAND	1	91	99	erhitzen	erhitzen	5	yky	hierzu leicht erhitzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f23r	f23r.6	HYBRID_ARBEIT_UND_ZUSTAND	2	272	282	herstellen	herstellen	11	ytcho	hieraus einen Kalt-Trockenansatz herstellen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f23r	f23r.6	HYBRID_ARBEIT_UND_ZUSTAND	3	311	319	abmessen	abmessen	12	ldals	eine Charge Holzrohdroge I abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f24v	f24v.15	ARBEITSGANG	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	1	161	169	erhitzen	erhitzen	4	ykecthey	hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	2	174	185	abschließen	abschließen	4	ykecthey	hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	3	247	255	abkühlen	abkühlen	6	ytedy	hiervon bis zur Mittelstufe abkühlen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	4	260	271	abschließen	abschließen	6	ytedy	hiervon bis zur Mittelstufe abkühlen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	5	290	298	trocknen	trocknen	8	checthedy	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	6	315	323	trocknen	trocknen	8	checthedy	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f26r	f26r.2	ARBEITSGANG	7	328	339	abschließen	abschließen	8	checthedy	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f27r	f27r.9	HYBRID_ARBEIT_UND_ZUSTAND	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f30r	f30r.9	ARBEITSGANG	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f30r	f30r.9	ARBEITSGANG	2	77	83	nehmen	nehmen	2	qochar	erste Trockenfraktion nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f30r	f30r.9	ARBEITSGANG	3	161	169	trocknen	trocknen	5	chcthey	Krautdroge bis zur mittleren Stufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f30r	f30r.9	ARBEITSGANG	4	244	252	erhitzen	erhitzen	7	cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f49r	f49r.16	ARBEITSGANG	1	14	20	nehmen	nehmen	1	qocho	Trockenansatz nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f49r	f49r.16	ARBEITSGANG	2	99	107	abkühlen	abkühlen	4	qotchody	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f49r	f49r.16	ARBEITSGANG	3	129	137	trocknen	trocknen	4	qotchody	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f49r	f49r.16	ARBEITSGANG	4	146	154	ansetzen	ansetzen	4	qotchody	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f56r	f56r.6	HYBRID_ARBEIT_UND_ZUSTAND	1	36	44	bereiten	bereiten	1	ykcho	hieraus einen heiß-trockenen Ansatz bereiten	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f75r	f75r.3	HYBRID_ARBEIT_UND_ZUSTAND	1	157	163	nehmen	nehmen	4	qey	die vorstehende Mittelstufenportion anschließend nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f75r	f75r.3	HYBRID_ARBEIT_UND_ZUSTAND	2	192	202	einweichen	einweichen	6	sheeky	vollständig einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f75r	f75r.3	HYBRID_ARBEIT_UND_ZUSTAND	3	204	212	erhitzen	erhitzen	6	sheeky	vollständig einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f75r	f75r.3	HYBRID_ARBEIT_UND_ZUSTAND	4	217	228	abschließen	abschließen	6	sheeky	vollständig einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f76v	f76v.10	HYBRID_ARBEIT_UND_ZUSTAND	1	30	38	abmessen	abmessen	1	cphdor	eine Portion Arzneikompositum abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f76v	f76v.10	HYBRID_ARBEIT_UND_ZUSTAND	2	121	127	nehmen	nehmen	3	qopchdy	fertig getrocknetes Pulver nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77r	f77r.38	ARBEITSGANG	1	44	48	nimm	nehmen	3	qoeedy	nimm die Endportion hinzu	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77r	f77r.38	ARBEITSGANG	2	170	177	zugeben	zugeben	6	qol	Drogenstoff zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77r	f77r.38	ARBEITSGANG	3	253	260	zugeben	zugeben	9	qol	Drogenstoff zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77v	f77v.7	ARBEITSGANG	1	99	106	zugeben	zugeben	2	qolsheedy	vollständig eingeweichten Drogenstoff zugeben und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77v	f77v.7	ARBEITSGANG	2	111	122	abschließen	abschließen	2	qolsheedy	vollständig eingeweichten Drogenstoff zugeben und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77v	f77v.7	ARBEITSGANG	3	132	138	nehmen	nehmen	3	qy	hiervon nehmen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77v	f77v.7	ARBEITSGANG	4	190	198	trocknen	trocknen	5	ycheedy	hiervon bis zur Endstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f77v	f77v.7	ARBEITSGANG	5	418	428	hinzugeben	hinzugeben	11	qolky	leicht erhitzten Drogenstoff hinzugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f7r	f7r.2	HYBRID_ARBEIT_UND_ZUSTAND	1	23	31	trocknen	trocknen	1	dcheey	eine Dosis vollständig trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f7r	f7r.2	HYBRID_ARBEIT_UND_ZUSTAND	2	36	47	abschließen	abschließen	1	dcheey	eine Dosis vollständig trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f7r	f7r.2	HYBRID_ARBEIT_UND_ZUSTAND	3	142	150	abmessen	abmessen	5	dold	Drogenstoff abmessen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f7r	f7r.2	HYBRID_ARBEIT_UND_ZUSTAND	4	155	166	abschließen	abschließen	5	dold	Drogenstoff abmessen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	1	92	102	einweichen	einweichen	3	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	2	104	112	erhitzen	erhitzen	3	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	3	117	128	abschließen	abschließen	3	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	4	226	236	einweichen	einweichen	6	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	5	238	246	erhitzen	erhitzen	6	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	6	251	262	abschließen	abschließen	6	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	7	280	288	trocknen	trocknen	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	8	312	319	bringen	bringen	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	9	451	461	einweichen	einweichen	11	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	10	463	471	erhitzen	erhitzen	11	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	11	476	487	abschließen	abschließen	11	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80r	f80r.17	ARBEITSGANG	12	542	550	abmessen	abmessen	13	da	eine Teilmenge abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80v	f80v.35	ARBEITSGANG	1	123	130	zugeben	zugeben	5	qol	Drogenstoff zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f80v	f80v.35	ARBEITSGANG	2	144	151	zugeben	zugeben	6	qol	Drogenstoff zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f83v	f83v.12	HYBRID_ARBEIT_UND_ZUSTAND	1	133	141	abmessen	abmessen	4	lldar	erste Holzdrogenfraktion abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.13	HYBRID_ARBEIT_UND_ZUSTAND	1	79	87	abkühlen	abkühlen	3	tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.13	HYBRID_ARBEIT_UND_ZUSTAND	2	109	117	trocknen	trocknen	3	tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.13	HYBRID_ARBEIT_UND_ZUSTAND	3	122	130	ansetzen	ansetzen	3	tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.13	HYBRID_ARBEIT_UND_ZUSTAND	4	366	374	erhitzen	erhitzen	10	qokady	einen gleichen Teil erhitzen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.18	HYBRID_ARBEIT_UND_ZUSTAND	1	121	125	nimm	nehmen	4	qopchol	nimm getrockneten Pulverstoff	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.19	ARBEITSGANG	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.19	ARBEITSGANG	2	115	123	erhitzen	erhitzen	3	olkechy	Holzdrogenansatz mäßig erhitzen, trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.19	ARBEITSGANG	3	125	133	trocknen	trocknen	3	olkechy	Holzdrogenansatz mäßig erhitzen, trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.19	ARBEITSGANG	4	138	149	abschließen	abschließen	3	olkechy	Holzdrogenansatz mäßig erhitzen, trocknen und abschließen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.19	ARBEITSGANG	5	151	155	nimm	nehmen	4	qokam	nimm ein Maß und erhitze es	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v3	f86v3.19	ARBEITSGANG	6	168	175	erhitze	erhitzen	4	qokam	nimm ein Maß und erhitze es	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v5	f86v5.2	ARBEITSGANG	1	193	197	nimm	nehmen	7	qopchol	nimm getrockneten Pulverstoff	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v5	f86v5.2	ARBEITSGANG	2	275	307	kühle hiervon den Drogenstoff ab	abkühlen	10	ytol	kühle hiervon den Drogenstoff ab	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v5	f86v5.24	HYBRID_ARBEIT_UND_ZUSTAND	1	39	46	erhitze	erhitzen	3	ykain	erhitze hiervon auf Stufe II	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v5	f86v5.4	HYBRID_ARBEIT_UND_ZUSTAND	1	40	48	trocknen	trocknen	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v6	f86v6.25	ARBEITSGANG	1	25	33	abkühlen	abkühlen	1	yteedy	hiervon bis zur Endstufe abkühlen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v6	f86v6.25	ARBEITSGANG	2	144	152	abmessen	abmessen	4	qodar	die erste Ansatzfraktion abmessen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v6	f86v6.25	ARBEITSGANG	3	154	161	erhitze	erhitzen	5	ykaiin	erhitze hiervon auf Stufe III	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v6	f86v6.31	HYBRID_ARBEIT_UND_ZUSTAND	1	325	331	nehmen	nehmen	10	otytam	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f86v6	f86v6.31	HYBRID_ARBEIT_UND_ZUSTAND	2	343	349	kühlen	kühlen	10	otytam	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f88r	f88r.19	ARBEITSGANG	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f88r	f88r.19	ARBEITSGANG	2	155	162	zugeben	zugeben	4	qoekol	heißen Drogenstoff der Mittelstufe zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f88r	f88r.19	ARBEITSGANG	3	199	206	zugeben	zugeben	5	qoekol	heißen Drogenstoff der Mittelstufe zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f88r	f88r.19	ARBEITSGANG	4	241	248	zugeben	zugeben	6	qockhol	Drogenstoff aus Arzneikompositum zugeben	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
f8r	f8r.15	HYBRID_ARBEIT_UND_ZUSTAND	1	45	53	trocknen	trocknen	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	EXACT_V62_RENDERER_SPAN_TO_ACTION_ORDINAL
