group_serial	diagram_id	page	locus	opaque_local_id	local_image_owner	local_namespace	surface_group_status	medical_purpose_source	technical_purpose_source	orientation	crosspage_join	prose_card_import
14	A1	f67r2	f67r2.6	A1:G014	A1_RIGHT_SECTOR_SLOT_06	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
15	A1	f67r2	f67r2.7	A1:G015	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
16	A1	f67r2	f67r2.7	A1:G016	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
17	A1	f67r2	f67r2.7	A1:G017	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
18	A1	f67r2	f67r2.8	A1:G018	A1_RIGHT_SECTOR_SLOT_08	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
19	A1	f67r2	f67r2.9	A1:G019	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
20	A1	f67r2	f67r2.9	A1:G020	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
21	A1	f67r2	f67r2.10	A1:G021	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
22	A1	f67r2	f67r2.10	A1:G022	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
23	A1	f67r2	f67r2.10	A1:G023	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
24	A1	f67r2	f67r2.11	A1:G024	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
25	A1	f67r2	f67r2.11	A1:G025	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
26	A1	f67r2	f67r2.11	A1:G026	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
27	A1	f67r2	f67r2.12	A1:G027	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
28	A1	f67r2	f67r2.12	A1:G028	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
29	A1	f67r2	f67r2.13	A1:G029	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
30	A1	f67r2	f67r2.13	A1:G030	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
31	A1	f67r2	f67r2.13	A1:G031	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
32	A1	f67r2	f67r2.13	A1:G032	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
33	A1	f67r2	f67r2.14	A1:G033	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
34	A1	f67r2	f67r2.14	A1:G034	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
35	A1	f67r2	f67r2.14	A1:G035	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
36	A1	f67r2	f67r2.15	A1:G036	A1_LEFT_LOCAL_FIELD_15	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
37	A1	f67r2	f67r2.16	A1:G037	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
38	A1	f67r2	f67r2.16	A1:G038	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
39	A1	f67r2	f67r2.16	A1:G039	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
40	A1	f67r2	f67r2.16	A1:G040	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
41	A1	f67r2	f67r2.17	A1:G041	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
42	A1	f67r2	f67r2.17	A1:G042	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
43	A1	f67r2	f67r2.17	A1:G043	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
44	A1	f67r2	f67r2.18	A1:G044	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
45	A1	f67r2	f67r2.18	A1:G045	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
46	A1	f67r2	f67r2.18	A1:G046	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
47	A1	f67r2	f67r2.19	A1:G047	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
48	A1	f67r2	f67r2.19	A1:G048	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
49	A1	f67r2	f67r2.19	A1:G049	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
50	A1	f67r2	f67r2.19	A1:G050	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
51	A1	f67r2	f67r2.20	A1:G051	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
52	A1	f67r2	f67r2.20	A1:G052	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
53	A1	f67r2	f67r2.21	A1:G053	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
54	A1	f67r2	f67r2.21	A1:G054	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
55	A1	f67r2	f67r2.21	A1:G055	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
56	A1	f67r2	f67r2.22	A1:G056	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
57	A1	f67r2	f67r2.23	A1:G057	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
58	A1	f67r2	f67r2.23	A1:G058	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
59	A1	f67r2	f67r2.24	A1:G059	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
60	A1	f67r2	f67r2.24	A1:G060	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
61	A1	f67r2	f67r2.24	A1:G061	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
62	A1	f67r2	f67r2.25	A1:G062	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
63	A1	f67r2	f67r2.26	A1:G063	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
64	A1	f67r2	f67r2.26	A1:G064	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
65	A1	f67r2	f67r2.26	A1:G065	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
66	A1	f67r2	f67r2.27	A1:G066	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
67	A1	f67r2	f67r2.27	A1:G067	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
68	A1	f67r2	f67r2.27	A1:G068	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
69	A1	f67r2	f67r2.27	A1:G069	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
70	A1	f67r2	f67r2.28	A1:G070	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
71	A1	f67r2	f67r2.28	A1:G071	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
72	A1	f67r2	f67r2.29	A1:G072	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
73	A1	f67r2	f67r2.29	A1:G073	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
74	A1	f67r2	f67r2.30	A1:G074	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
75	A1	f67r2	f67r2.30	A1:G075	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
76	A1	f67r2	f67r2.31	A1:G076	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
77	A1	f67r2	f67r2.32	A1:G077	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
78	A1	f67r2	f67r2.32	A1:G078	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
79	A1	f67r2	f67r2.32	A1:G079	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
80	A1	f67r2	f67r2.32	A1:G080	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
81	A1	f67r2	f67r2.33	A1:G081	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
82	A1	f67r2	f67r2.33	A1:G082	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
83	A1	f67r2	f67r2.33	A1:G083	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
84	A1	f67r2	f67r2.34	A1:G084	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
85	A1	f67r2	f67r2.34	A1:G085	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
86	A1	f67r2	f67r2.35	A1:G086	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
87	A1	f67r2	f67r2.35	A1:G087	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
88	A1	f67r2	f67r2.35	A1:G088	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
89	A1	f67r2	f67r2.36	A1:G089	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
90	A1	f67r2	f67r2.36	A1:G090	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
91	A1	f67r2	f67r2.36	A1:G091	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
92	A1	f67r2	f67r2.37	A1:G092	A1_LEFT_LOCAL_FIELD_37	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
93	A1	f67r2	f67r2.38	A1:G093	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
94	A1	f67r2	f67r2.38	A1:G094	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	OPAQUE_LOCAL_EXEMPLAR_LABEL	NAMESPACE_EXPANSION_ONLY	NAMESPACE_EXPANSION_ONLY	NONE_SELECTED	NONE	NONE
