page	diagram_id	locus	group_count	opaque_group_ids	local_image_owner	local_namespace	visible_content_class	medical_expansion_de	technical_expansion_de	orientation	f68_f69_mapping	prose_card_import	exact_external_label
f67r2	A1	f67r2.11	3	A1:G024|A1:G025|A1:G026	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	f67r2.11: Behandlungswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.11: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.12	2	A1:G027|A1:G028	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	f67r2.12: Behandlungswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.12: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.13	4	A1:G029|A1:G030|A1:G031|A1:G032	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	f67r2.13: Behandlungswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.13: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.14	3	A1:G033|A1:G034|A1:G035	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	f67r2.14: Behandlungswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.14: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.15	1	A1:G036	A1_LEFT_LOCAL_FIELD_15	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.15: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.15: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.16	4	A1:G037|A1:G038|A1:G039|A1:G040	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.16: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.16: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.17	3	A1:G041|A1:G042|A1:G043	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.17: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.17: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.18	3	A1:G044|A1:G045|A1:G046	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.18: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.18: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.19	4	A1:G047|A1:G048|A1:G049|A1:G050	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.19: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.19: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.20	2	A1:G051|A1:G052	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.20: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.20: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.21	3	A1:G053|A1:G054|A1:G055	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.21: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.21: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.22	1	A1:G056	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.22: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.22: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.23	2	A1:G057|A1:G058	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.23: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.23: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.24	3	A1:G059|A1:G060|A1:G061	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.24: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.24: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.25	1	A1:G062	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.25: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.25: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.26	3	A1:G063|A1:G064|A1:G065	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.26: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.26: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.27	4	A1:G066|A1:G067|A1:G068|A1:G069	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.27: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.27: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.28	2	A1:G070|A1:G071	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.28: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.28: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.29	2	A1:G072|A1:G073	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.29: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.29: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.30	2	A1:G074|A1:G075	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.30: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.30: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.31	1	A1:G076	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.31: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.31: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.32	4	A1:G077|A1:G078|A1:G079|A1:G080	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.32: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.32: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.33	3	A1:G081|A1:G082|A1:G083	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.33: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.33: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.34	2	A1:G084|A1:G085	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.34: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.34: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.35	3	A1:G086|A1:G087|A1:G088	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.35: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.35: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.36	3	A1:G089|A1:G090|A1:G091	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.36: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.36: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.37	1	A1:G092	A1_LEFT_LOCAL_FIELD_37	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.37: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.37: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.38	2	A1:G093|A1:G094	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.38: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.38: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.39	3	A1:G095|A1:G096|A1:G097	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.39: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.39: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.40	3	A1:G098|A1:G099|A1:G100	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.40: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.40: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.41	2	A1:G101|A1:G102	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.41: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.41: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.42	3	A1:G103|A1:G104|A1:G105	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.42: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.42: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.43	4	A1:G106|A1:G107|A1:G108|A1:G109	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.43: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.43: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.44	3	A1:G110|A1:G111|A1:G112	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.44: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.44: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.45	3	A1:G113|A1:G114|A1:G115	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.45: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.45: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.46	2	A1:G116|A1:G117	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.46: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.46: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.47	1	A1:G118	A1_LEFT_LOCAL_FIELD_47	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.47: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.47: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.48	3	A1:G119|A1:G120|A1:G121	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.48: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.48: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.49	3	A1:G122|A1:G123|A1:G124	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.49: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.49: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.50	2	A1:G125|A1:G126	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.50: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.50: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.51	1	A1:G127	A1_LEFT_LOCAL_FIELD_51	F67_LEFT_WHEEL_NS	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	f67r2.51: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.51: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.52	1	A1:G128	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	f67r2.52: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.52: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.53	1	A1:G129	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	f67r2.53: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.53: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.54	2	A1:G130|A1:G131	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	f67r2.54: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.54: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
f67r2	A1	f67r2.55	1	A1:G132	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	f67r2.55: Planeteneinfluss für einen Körperteil nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	f67r2.55: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	UNORDERED_OR_UNSELECTED	NONE	NONE	NOT_ASSIGNED
