dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	owner_binding_required	events	physical_pages	loci	atomic_default_de	fluent_default_de
P912-D0034	am	PHARMA	LABEL	AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f88r	f88r.24	GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0035	am	ZODIAC	LABEL	AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	3	f67r2|f70v	f67r2.28|f70v1.2|f70v2.22	GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0036	am	ZODIAC	PROSE	AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	2	f67r2	f67r2.21|f67r2.27	GEGEN-/INNENFELD	am Gegen-/Innenfeld
P912-D0037	am	ZODIAC	RING_TEXT	AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	GEGEN-/INNENFELD	am Gegen-/Innenfeld
P912-D0038	amdy	ZODIAC	RING_TEXT	AM_ADDR+DY	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	GEGEN-/INNENFELD · SCHLUSS	am Gegen-/Innenfeld; den Schritt schließen
P912-D0039	amy	ZODIAC	PROSE	AM_ADDR+Y	REPAIRED_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.19	GEGEN-/INNENFELD · DIESER POSTEN	am Gegen-/Innenfeld; diesen Posten
P912-D0040	ar	BIOLOGICAL	PROSE	AR	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f83r	f75r.19|f83r.2	QUELLSTELLE	von der Quellstelle
P912-D0041	ar	HERBAL	PROSE	AR	LEARNED_COMPONENT_RECIPE	NO	4	f55v	f55v.12|f55v.7|f55v.8	QUELLSTELLE	von der Quellstelle
P912-D0042	ar	PHARMA	PROSE	AR	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.28	QUELLSTELLE	von der Quellstelle
P912-D0043	ar	ZODIAC	LABEL	AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.7	QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0044	ar	ZODIAC	PROSE	AR	LEARNED_COMPONENT_RECIPE	NO	5	f67r2	f67r2.19|f67r2.21|f67r2.24|f67r2.73|f67r2.74	QUELLSTELLE	von der Quellstelle
P912-D0045	ar	ZODIAC	RING_TEXT	AR	LEARNED_COMPONENT_RECIPE	NO	8	f69v|f70v	f69v.1|f69v.3|f70v1.1|f70v2.21|f70v2.32	QUELLSTELLE	von der Quellstelle
P912-D0046	araiin	BIOLOGICAL	PROSE	AR+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.18	QUELLSTELLE · SOLL-MASS	von der Quellstelle; nach Sollmaß
P912-D0047	aral	ZODIAC	RING_TEXT	AR+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	QUELLSTELLE · ZIELSTELLE	von der Quellstelle; zur Zielstelle
P912-D0048	araly	ZODIAC	LABEL	AR+AL+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.15	QUELLSTELLE · ZIELSTELLE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0049	aram	ZODIAC	LABEL	AR+AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.1	QUELLSTELLE · GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0050	arar	ZODIAC	LABEL	AR+AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.16	QUELLSTELLE · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0051	arar	ZODIAC	RING_TEXT	AR+AR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	QUELLSTELLE · QUELLSTELLE	von der Quellstelle; von der Quellstelle
P912-D0052	araydy	ZODIAC	LABEL	AR+A_ADDR+Y+DY	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.17	QUELLSTELLE · LOKALE ADRESSE · DIESER POSTEN · SCHLUSS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0053	ashyteed	BIOLOGICAL	PROSE	A_ADDR+SH+Y+T+EE+D_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.10	LOKALE ADRESSE · HALTEN · DIESER POSTEN · BEARBEITEN/MARKIEREN · LANG · TEILADRESSE	an der lokalen Adresse; den Posten halten; diesen Posten; den Abschnitt bedienen; länger; an der Teiladresse
P912-D0054	ay	ZODIAC	LABEL	A_ADDR+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.69	LOKALE ADRESSE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0055	ay	ZODIAC	PROSE	A_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.74	LOKALE ADRESSE · DIESER POSTEN	an der lokalen Adresse; diesen Posten
P912-D0056	cfholdy	HERBAL	PROSE	CFH+OL+DY	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.5	TRENNEN/PRESSEN · FORTSETZEN · SCHLUSS	auspressen oder trennen; fortsetzen; den Schritt schließen
P912-D0057	cfhy	HERBAL	PROSE	CFH+Y	LEARNED_COMPONENT_RECIPE	NO	2	f10r|f11r	f10r.10|f11r.1	TRENNEN/PRESSEN · DIESER POSTEN	auspressen oder trennen; diesen Posten
P912-D0058	ch	BIOLOGICAL	PROSE	CH	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.44	ENTNEHMEN/ABLESEN	den Posten abnehmen
P912-D0059	ch	HERBAL	PROSE	CH	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.7	ENTNEHMEN/ABLESEN	den Pflanzenteil entnehmen
P912-D0060	ch	ZODIAC	RING_TEXT	CH	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	ENTNEHMEN/ABLESEN	die Kennung ablesen
P912-D0061	chaiin	HERBAL	PROSE	CH+AIIN	NEW_COMPONENT_COMPOSITION	NO	4	f10r|f11r|f55v	f10r.4|f11r.3|f11r.6|f55v.5	ENTNEHMEN/ABLESEN · SOLL-MASS	den Pflanzenteil entnehmen; nach Sollmaß
P912-D0062	chair	HERBAL	PROSE	CH+AIR	LEARNED_COMPONENT_RECIPE	NO	1	f10r	f10r.2	ENTNEHMEN/ABLESEN · LAUF	den Pflanzenteil entnehmen; entlang des Laufs
P912-D0063	chal	BIOLOGICAL	PROSE	CH+AL	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f81v	f75r.3|f81v.27	ENTNEHMEN/ABLESEN · ZIELSTELLE	den Posten abnehmen; zur Zielstelle
P912-D0064	chal	HERBAL	PROSE	CH+AL	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.1	ENTNEHMEN/ABLESEN · ZIELSTELLE	den Pflanzenteil entnehmen; zur Zielstelle
P912-D0065	chalaly	ZODIAC	RING_TEXT	CH+AL+AL+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	ENTNEHMEN/ABLESEN · ZIELSTELLE · ZIELSTELLE · DIESER POSTEN	die Kennung ablesen; zur Zielstelle; zur Zielstelle; diesen Posten
P912-D0066	char	BIOLOGICAL	PROSE	AR	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f82r	f75r.18|f82r.19	QUELLSTELLE	von der Quellstelle
P912-D0067	char	HERBAL	PROSE	AR	LEARNED_COMPONENT_RECIPE	NO	1	f10r	f10r.2	QUELLSTELLE	von der Quellstelle
P912-D0068	char	ZODIAC	RING_TEXT	AR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.1	QUELLSTELLE	von der Quellstelle
P912-D0069	chary	BIOLOGICAL	PROSE	AR+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.8	QUELLSTELLE · DIESER POSTEN	von der Quellstelle; diesen Posten
P912-D0070	chchs	HERBAL	PROSE	CH+CH+S	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.1	ENTNEHMEN/ABLESEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE	den Pflanzenteil entnehmen; den Pflanzenteil entnehmen; prüfen oder weitergehen
P912-D0071	chckhal	BIOLOGICAL	PROSE	CH+CKH+AL	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.39	ENTNEHMEN/ABLESEN · DURCHLASS · ZIELSTELLE	den Posten abnehmen; durch den Durchlass; zur Zielstelle
P912-D0072	chckhdy	BIOLOGICAL	PROSE	CH+CKH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.21	ENTNEHMEN/ABLESEN · DURCHLASS · TEILADRESSE · DIESER POSTEN	den Posten abnehmen; durch den Durchlass; an der Teiladresse; diesen Posten
P912-D0073	chckhdy	HERBAL	PROSE	CH+CKH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.4	ENTNEHMEN/ABLESEN · DURCHLASS · TEILADRESSE · DIESER POSTEN	den Pflanzenteil entnehmen; durch den Durchlass; an der Teiladresse; diesen Posten
P912-D0074	chckhey	BIOLOGICAL	PROSE	CH+CKH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.32	ENTNEHMEN/ABLESEN · DURCHLASS · KURZ · DIESER POSTEN	den Posten abnehmen; durch den Durchlass; kurz; diesen Posten
P912-D0075	chckhy	BIOLOGICAL	PROSE	CKH+Y	LEARNED_COMPONENT_RECIPE	NO	8	f75r|f81v|f82r	f75r.10|f75r.14|f75r.31|f75r.8|f81v.18|f81v.5|f81v.7|f82r.3	DURCHLASS · DIESER POSTEN	durch den Durchlass; diesen Posten
P912-D0076	chckhy	HERBAL	PROSE	CKH+Y	LEARNED_COMPONENT_RECIPE	NO	2	f13r|f55v	f13r.6|f55v.1	DURCHLASS · DIESER POSTEN	durch den Durchlass; diesen Posten
P912-D0077	chcthdy	BIOLOGICAL	PROSE	CH+CTH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.42	ENTNEHMEN/ABLESEN · STATUS · TEILADRESSE · DIESER POSTEN	den Posten abnehmen; den Stationsstatus prüfen; an der Teiladresse; diesen Posten
P912-D0078	chcthedy	BIOLOGICAL	PROSE	CH+CTH+E+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.33	ENTNEHMEN/ABLESEN · STATUS · KURZ · SCHLUSS	den Posten abnehmen; den Stationsstatus prüfen; kurz; den Schritt schließen
P912-D0079	chcthey	BIOLOGICAL	PROSE	CH+CTH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.28	ENTNEHMEN/ABLESEN · STATUS · KURZ · DIESER POSTEN	den Posten abnehmen; den Stationsstatus prüfen; kurz; diesen Posten
P912-D0080	chcthol	PHARMA	PROSE	CH+CTH+OL	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.7	ENTNEHMEN/ABLESEN · STATUS · FORTSETZEN	die Zutat entnehmen; den Ansatzstatus prüfen; fortsetzen
P912-D0081	chcthy	BIOLOGICAL	PROSE	CH+CTH+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v	f75r.6|f75r.9|f81v.4	ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN	den Posten abnehmen; den Stationsstatus prüfen; diesen Posten
P912-D0082	chcthy	HERBAL	PROSE	CH+CTH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f10r	f10r.4	ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN	den Pflanzenteil entnehmen; den Zubereitungsstatus prüfen; diesen Posten
P912-D0083	chcthy	ZODIAC	RING_TEXT	CH+CTH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN	die Kennung ablesen; den Stellenstatus prüfen; diesen Posten
P912-D0084	chda	ZODIAC	RING_TEXT	CHD+A_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	UMSETZEN · LOKALE ADRESSE	die Bezugsstelle wechseln; an der lokalen Adresse
P912-D0085	chdal	BIOLOGICAL	PROSE	CHD+AL	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.48	UMSETZEN · ZIELSTELLE	den Posten umsetzen; zur Zielstelle
P912-D0086	chdy	BIOLOGICAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	6	f75r|f81v|f82r|f83r	f75r.10|f81v.12|f81v.16|f81v.3|f82r.15|f83r.35	UMSETZEN · DIESER POSTEN	den Posten umsetzen; diesen Posten
P912-D0087	chdy	HERBAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.4	UMSETZEN · DIESER POSTEN	das Material umsetzen; diesen Posten
P912-D0088	chdy	ZODIAC	RING_TEXT	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	UMSETZEN · DIESER POSTEN	die Bezugsstelle wechseln; diesen Posten
P912-D0089	cheal	BIOLOGICAL	PROSE	AL	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.26	ZIELSTELLE	zur Zielstelle
P912-D0090	cheal	ZODIAC	RING_TEXT	AL	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	ZIELSTELLE	zur Zielstelle
P912-D0091	chealror	BIOLOGICAL	PROSE	AL+R+OR	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.16	ZIELSTELLE · MARKIERTER ZUSTAND · ANSATZ/EINTRAG	zur Zielstelle; den Zustand markieren; mit dem Arbeitsansatz
P912-D0092	chear	PHARMA	PROSE	CH+E+AR	LEARNED_COMPONENT_RECIPE	NO	2	f88r	f88r.31|f88r.8	ENTNEHMEN/ABLESEN · KURZ · QUELLSTELLE	die Zutat entnehmen; kurz; von der Quellstelle
P912-D0093	chear	ZODIAC	RING_TEXT	CH+E+AR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	ENTNEHMEN/ABLESEN · KURZ · QUELLSTELLE	die Kennung ablesen; kurz; von der Quellstelle
P912-D0094	checholtar	BIOLOGICAL	PROSE	CH+E+OL+T+AR	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.26	ENTNEHMEN/ABLESEN · KURZ · FORTSETZEN · BEARBEITEN/MARKIEREN · QUELLSTELLE	den Posten abnehmen; kurz; fortsetzen; den Abschnitt bedienen; von der Quellstelle
P912-D0095	checkho	BIOLOGICAL	PROSE	CH+E+CKH+O	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.12	ENTNEHMEN/ABLESEN · KURZ · DURCHLASS · GANG	den Posten abnehmen; kurz; durch den Durchlass; den Stationsgang ausführen
P912-D0096	checkhy	BIOLOGICAL	PROSE	CH+E+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v|f83r	f75r.9|f81v.9|f83r.5	ENTNEHMEN/ABLESEN · KURZ · DURCHLASS · DIESER POSTEN	den Posten abnehmen; kurz; durch den Durchlass; diesen Posten
P912-D0097	checphedy	BIOLOGICAL	PROSE	CH+E+CPH+E+DY	CPH_COMPONENT_COMPOSITION	NO	1	f83r	f83r.9	ENTNEHMEN/ABLESEN · KURZ · GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS	den Posten abnehmen; kurz; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen
P912-D0098	checthy	BIOLOGICAL	PROSE	CTH+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f83r	f75r.24|f83r.16|f83r.24	STATUS · DIESER POSTEN	den Stationsstatus prüfen; diesen Posten
P912-D0099	ched	BIOLOGICAL	PROSE	CHD	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.19	UMSETZEN	den Posten umsetzen
P912-D0100	chedaiin	BIOLOGICAL	PROSE	CHD+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.40	UMSETZEN · SOLL-MASS	den Posten umsetzen; nach Sollmaß
P912-D0101	chedaiin	ZODIAC	PROSE	CHD+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.39	UMSETZEN · SOLL-MASS	die Bezugsstelle wechseln; nach Sollmaß
P912-D0102	chedaiin	ZODIAC	RING_TEXT	CHD+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	UMSETZEN · SOLL-MASS	die Bezugsstelle wechseln; nach Sollmaß
P912-D0103	chedain	BIOLOGICAL	PROSE	CHD+AIN	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.22	UMSETZEN · PORTION	den Posten umsetzen; eine Portion
P912-D0104	chedar	BIOLOGICAL	PROSE	CHD+AR	NEW_COMPONENT_COMPOSITION	NO	2	f82r	f82r.13|f82r.18	UMSETZEN · QUELLSTELLE	den Posten umsetzen; von der Quellstelle
P912-D0105	chedchy	BIOLOGICAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.6	UMSETZEN · DIESER POSTEN	den Posten umsetzen; diesen Posten
P912-D0106	chedol	BIOLOGICAL	PROSE	CHD+OL	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.6	UMSETZEN · FORTSETZEN	den Posten umsetzen; fortsetzen
P912-D0107	chedy	BIOLOGICAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	39	f75r|f81v|f82r|f83r	f75r.1|f75r.15|f75r.16|f75r.22|f75r.29|f75r.30|f75r.33|f75r.46|f75r.7|f81v.15|f81v.17|f81v.20|f81v.21|f81v.22|f81v.25|f81v.6|f82r.11|f82r.17|f82r.21|f82r.5|f82r.8|f83r.16|f83r.2|f83r.21|f83r.22|f83r.23|f83r.25|f83r.27|f83r.4|f83r.42|f83r.43|f83r.49|f83r.6|f83r.8	UMSETZEN · DIESER POSTEN	den Posten umsetzen; diesen Posten
P912-D0108	chedy	HERBAL	PROSE	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	3	f55v	f55v.3|f55v.5|f55v.8	UMSETZEN · DIESER POSTEN	das Material umsetzen; diesen Posten
P912-D0109	chedy	ZODIAC	RING_TEXT	CHD+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	UMSETZEN · DIESER POSTEN	die Bezugsstelle wechseln; diesen Posten
P912-D0110	chedykar	BIOLOGICAL	PROSE	CHD+Y+K+AR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.2	UMSETZEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE	den Posten umsetzen; diesen Posten; den Posten einsetzen; von der Quellstelle
P912-D0111	chedyqokam	BIOLOGICAL	PROSE	CHD+Y+OK+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.23	UMSETZEN · DIESER POSTEN · ANSETZEN · GEGEN-/INNENFELD	den Posten umsetzen; diesen Posten; die Station ansetzen; am Gegen-/Innenfeld
P912-D0112	cheeb	BIOLOGICAL	PROSE	CH+EE+LOCAL_CHAR_B	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f83r	f83r.10	ENTNEHMEN/ABLESEN · LANG · B-KENNZEICHEN	den Posten abnehmen; länger; mit lokalem B-Kennzeichen
P912-D0113	cheeb	PHARMA	PROSE	CH+EE+LOCAL_CHAR_B	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f88r	f88r.11	ENTNEHMEN/ABLESEN · LANG · B-KENNZEICHEN	die Zutat entnehmen; länger; mit lokalem B-Kennzeichen
P912-D0114	cheeckhody	HERBAL	PROSE	CH+EE+CKH+O+DY	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.8	ENTNEHMEN/ABLESEN · LANG · DURCHLASS · GANG · SCHLUSS	den Pflanzenteil entnehmen; länger; durch den Durchlass; den Verarbeitungsgang ausführen; den Schritt schließen
P912-D0115	cheedar	BIOLOGICAL	PROSE	EE+AR	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.16	LANG · QUELLSTELLE	länger; von der Quellstelle
