event_id	prior_local_code	surface	register	physical_page	source_page	locus	owner_description_de	component_recipe	atomic_reading_de	owner_bound_reading_de
P912-E1760	Z-L130	ykeody	ZODIAC	f67r2	f67r2	f67r2.5	Kennung am zwei lokale Himmelsraeder (f67r2.5)	Y+K+E+O+DY	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · GANG · SCHLUSS	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.5)
P912-E1761	Z-L053	okchy	ZODIAC	f67r2	f67r2	f67r2.5	Kennung am zwei lokale Himmelsraeder (f67r2.5)	OK+Y	ANSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.5)
P912-E1762	Z-L022	dchetay	ZODIAC	f67r2	f67r2	f67r2.6	Kennung am zwei lokale Himmelsraeder (f67r2.6)	D_ADDR+CH+E+T+A_ADDR+Y	TEILADRESSE · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · LOKALE ADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.6)
P912-E1763	Z-L126	ykchy	ZODIAC	f67r2	f67r2	f67r2.7	Kennung am zwei lokale Himmelsraeder (f67r2.7)	Y+K+Y	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.7)
P912-E1764	Z-L030	kchey	ZODIAC	f67r2	f67r2	f67r2.7	Kennung am zwei lokale Himmelsraeder (f67r2.7)	K+CH+E+Y	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.7)
P912-E1765	Z-L127	ykchys	ZODIAC	f67r2	f67r2	f67r2.7	Kennung am zwei lokale Himmelsraeder (f67r2.7)	Y+K+CH+Y+S	DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · DIESER POSTEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.7)
P912-E1766	Z-L011	chkchdar	ZODIAC	f67r2	f67r2	f67r2.8	Kennung am zwei lokale Himmelsraeder (f67r2.8)	CHK+CHD+AR	ZUSTAND BEHANDELN · UMSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.8)
P912-E1767	Z-L122	ykar	ZODIAC	f67r2	f67r2	f67r2.9	Kennung am zwei lokale Himmelsraeder (f67r2.9)	Y+K+AR	DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.9)
P912-E1768	Z-L121	ykaly	ZODIAC	f67r2	f67r2	f67r2.9	Kennung am zwei lokale Himmelsraeder (f67r2.9)	Y+K+AL+Y	DIESER POSTEN · ZUORDNEN/ZUGEBEN · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.9)
P912-E1769	Z-L032	lkshy	ZODIAC	f67r2	f67r2	f67r2.10	Kennung am zwei lokale Himmelsraeder (f67r2.10)	L+K+SH+Y	LEITEN · ZUORDNEN/ZUGEBEN · HALTEN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.10)
P912-E1770	Z-L031	kchy	ZODIAC	f67r2	f67r2	f67r2.10	Kennung am zwei lokale Himmelsraeder (f67r2.10)	K+Y	ZUORDNEN/ZUGEBEN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.10)
P912-E1771	Z-L051	okar	ZODIAC	f67r2	f67r2	f67r2.10	Kennung am zwei lokale Himmelsraeder (f67r2.3)	OK+AR	ANSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.3)
P912-E1772	Z-L012	chky	ZODIAC	f67r2	f67r2	f67r2.11	Kennung am zwei lokale Himmelsraeder (f67r2.11)	CHK+Y	ZUSTAND BEHANDELN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11)
P912-E1773	Z-L016	chykchs	ZODIAC	f67r2	f67r2	f67r2.11	Kennung am zwei lokale Himmelsraeder (f67r2.11)	CH+Y+K+CH+S	ENTNEHMEN/ABLESEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11)
P912-E1774	Z-L015	chy	ZODIAC	f67r2	f67r2	f67r2.11	Kennung am zwei lokale Himmelsraeder (f67r2.11)	Y	DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11)
P912-E1775	Z-L129	ykees	ZODIAC	f67r2	f67r2	f67r2.12	Kennung am zwei lokale Himmelsraeder (f67r2.12)	Y+K+EE+S	DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.12)
P912-E1776	Z-L125	ykchos	ZODIAC	f67r2	f67r2	f67r2.12	Kennung am zwei lokale Himmelsraeder (f67r2.12)	Y+K+CH+O+S	DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · GANG · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.12)
P912-E1784	Z-L025	dolchsody	ZODIAC	f67r2	f67r2	f67r2.15	Kennung am zwei lokale Himmelsraeder (f67r2.15)	D_ADDR+OL+CH+S_ADDR+O+DY	TEILADRESSE · FORTSETZEN · ENTNEHMEN/ABLESEN · S-ADRESSE · GANG · SCHLUSS	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.15)
P912-E1804	Z-L047	okal	ZODIAC	f67r2	f67r2	f67r2.22	Kennung am zwei lokale Himmelsraeder (f67r2.22)	OK+AL	ANSETZEN · ZIELSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.22)
P912-E1818	Z-L046	okain	ZODIAC	f67r2	f67r2	f67r2.28	Kennung am zwei lokale Himmelsraeder (f67r2.28)	OK+AIN	ANSETZEN · PORTION	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.28)
P912-E1819	Z-L004	am	ZODIAC	f67r2	f67r2	f67r2.28	Kennung am zwei lokale Himmelsraeder (f67r2.28)	AM_ADDR	GEGEN-/INNENFELD	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.28)
P912-E1824	Z-L072	opcholdy	ZODIAC	f67r2	f67r2	f67r2.31	Kennung am zwei lokale Himmelsraeder (f67r2.31)	O+P+OL+D_ADDR+Y	GANG · BEGINNEN/EINSETZEN · FORTSETZEN · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.31)
P912-E1832	Z-L043	ofar	ZODIAC	f67r2	f67r2	f67r2.34	Kennung am zwei lokale Himmelsraeder (f67r2.34)	O+LOCAL_CHAR_F+AR	GANG · F-KENNZEICHEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.34)
P912-E1833	Z-L041	oeoldan	ZODIAC	f67r2	f67r2	f67r2.34	Kennung am zwei lokale Himmelsraeder (f67r2.34)	O+E+OL+D_ADDR+AN	GANG · KURZ · FORTSETZEN · TEILADRESSE · ZUSATZ	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.34)
P912-E1840	Z-L136	ytoaiin	ZODIAC	f67r2	f67r2	f67r2.37	Kennung am zwei lokale Himmelsraeder (f67r2.37)	Y+T+O+AIIN	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · SOLL-MASS	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.37)
P912-E1866	Z-L120	yfain	ZODIAC	f67r2	f67r2	f67r2.47	Kennung am zwei lokale Himmelsraeder (f67r2.47)	Y+LOCAL_CHAR_F+AIN	DIESER POSTEN · F-KENNZEICHEN · PORTION	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.47)
P912-E1876	Z-L108	qotoear	ZODIAC	f67r2	f67r2	f67r2.52	Kennung am zwei lokale Himmelsraeder (f67r2.52)	OT+O+E+AR	DANACH · GANG · KURZ · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.52)
P912-E1877	Z-L021	dchdar	ZODIAC	f67r2	f67r2	f67r2.53	Kennung am zwei lokale Himmelsraeder (f67r2.53)	D_ADDR+CHD+AR	TEILADRESSE · UMSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.53)
P912-E1878	Z-L119	y	ZODIAC	f67r2	f67r2	f67r2.54	Kennung am zwei lokale Himmelsraeder (f67r2.54)	Y	DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.54)
P912-E1879	Z-L111	saldal	ZODIAC	f67r2	f67r2	f67r2.54	Kennung am zwei lokale Himmelsraeder (f67r2.54)	S+AL+DA+L	KONTEXT/PROBE · ZIELSTELLE · ZWEITE STUFE · LEITEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.54)
P912-E1880	Z-L137	ytodal	ZODIAC	f67r2	f67r2	f67r2.55	Kennung am zwei lokale Himmelsraeder (f67r2.55)	Y+T+O+DA+L	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · ZWEITE STUFE · LEITEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.55)
P912-E1881	Z-L118	tol	ZODIAC	f67r2	f67r2	f67r2.56	Kennung am zwei lokale Himmelsraeder (f67r2.56)	T+OL	BEARBEITEN/MARKIEREN · FORTSETZEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.56)
P912-E1882	Z-L019	daiin	ZODIAC	f67r2	f67r2	f67r2.56	Kennung am zwei lokale Himmelsraeder (f67r2.56)	AIIN	SOLL-MASS	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.56)
P912-E1883	Z-L088	otar	ZODIAC	f67r2	f67r2	f67r2.57	Kennung am zwei lokale Himmelsraeder (f67r2.57)	OT+AR	DANACH · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)
P912-E1884	Z-L026	dy	ZODIAC	f67r2	f67r2	f67r2.57	Kennung am zwei lokale Himmelsraeder (f67r2.57)	Y	DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)
P912-E1885	Z-L013	cho	ZODIAC	f67r2	f67r2	f67r2.58	Kennung am zwei lokale Himmelsraeder (f67r2.58)	HO	OBJEKTTEIL	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.58)
P912-E1886	Z-L020	dal	ZODIAC	f67r2	f67r2	f67r2.58	Kennung am zwei lokale Himmelsraeder (f67r2.58)	AL	ZIELSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.58)
P912-E1887	Z-L029	g	ZODIAC	f67r2	f67r2	f67r2.58	Kennung am zwei lokale Himmelsraeder (f67r2.58)	G_LABEL	G-KENNZEICHEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.58)
P912-E1888	Z-L134	ytchodly	ZODIAC	f67r2	f67r2	f67r2.59	Kennung am zwei lokale Himmelsraeder (f67r2.59)	Y+T+CH+O+D_ADDR+L+Y	DIESER POSTEN · BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · LEITEN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.59)
P912-E1889	Z-L037	octhys	ZODIAC	f67r2	f67r2	f67r2.60	Kennung am zwei lokale Himmelsraeder (f67r2.60)	O+CTH+Y+S	GANG · STATUS · DIESER POSTEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.60)
P912-E1890	Z-L138	ytokar	ZODIAC	f67r2	f67r2	f67r2.61	Kennung am zwei lokale Himmelsraeder (f67r2.61)	Y+T+OK+AR	DIESER POSTEN · BEARBEITEN/MARKIEREN · ANSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.61)
P912-E1891	Z-L100	otolor	ZODIAC	f67r2	f67r2	f67r2.62	Kennung am zwei lokale Himmelsraeder (f67r2.62)	OT+OL+OR	DANACH · FORTSETZEN · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.62)
P912-E1892	Z-L061	okodar	ZODIAC	f67r2	f67r2	f67r2.63	Kennung am zwei lokale Himmelsraeder (f67r2.63)	OK+O+DA+R	ANSETZEN · GANG · ZWEITE STUFE · MARKIERTER ZUSTAND	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.63)
P912-E1893	Z-L109	s	ZODIAC	f67r2	f67r2	f67r2.64	Kennung am zwei lokale Himmelsraeder (f67r2.1)	S	KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.1)
P912-E1894	Z-L001	air	ZODIAC	f67r2	f67r2	f67r2.64	Kennung am zwei lokale Himmelsraeder (f67r2.64)	AIR	LAUF	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.64)
P912-E1895	Z-L115	soear	ZODIAC	f67r2	f67r2	f67r2.65	Kennung am zwei lokale Himmelsraeder (f67r2.65)	S+O+E+AR	KONTEXT/PROBE · GANG · KURZ · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.65)
P912-E1896	Z-L017	cpheey	ZODIAC	f67r2	f67r2	f67r2.66	Kennung am zwei lokale Himmelsraeder (f67r2.66)	CPH+EE+Y	GEGEN-/EMPFANGSGANG · LANG · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.66)
P912-E1897	Z-L061	okodar	ZODIAC	f67r2	f67r2	f67r2.67	Kennung am zwei lokale Himmelsraeder (f67r2.63)	OK+O+DA+R	ANSETZEN · GANG · ZWEITE STUFE · MARKIERTER ZUSTAND	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.63)
P912-E1898	Z-L042	oepchod	ZODIAC	f67r2	f67r2	f67r2.68	Kennung am zwei lokale Himmelsraeder (f67r2.68)	O+E+P+CH+O+D_ADDR	GANG · KURZ · BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · GANG · TEILADRESSE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.68)
P912-E1899	Z-L109	s	ZODIAC	f67r2	f67r2	f67r2.69	Kennung am zwei lokale Himmelsraeder (f67r2.1)	S	KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.1)
P912-E1900	Z-L010	ay	ZODIAC	f67r2	f67r2	f67r2.69	Kennung am zwei lokale Himmelsraeder (f67r2.69)	A_ADDR+Y	LOKALE ADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.69)
P912-E1901	Z-L075	osar	ZODIAC	f67r2	f67r2	f67r2.70	Kennung am zwei lokale Himmelsraeder (f67r2.70)	O+S+AR	GANG · KONTEXT/PROBE · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.70)
P912-E1902	Z-L074	oran	ZODIAC	f67r2	f67r2	f67r2.71	Kennung am zwei lokale Himmelsraeder (f67r2.71)	OR+AN	ANSATZ/EINTRAG · ZUSATZ	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.71)
