reader_token_id	locus	ordinal	surface	gdt766_local_default_de	gdt767_local_default_de	gdt767_confidence	updated_target	written_line_eva	gdt767_revised_line_de	renderer_boundary	confirmed_plaintext	component_credit
G767-R11	f22v.1	2	ofchar	benannte Blütenzubereitung; Blütenanteil als C0-Rivale	Blütenanteil	C0_REPLACEABLE_DEFAULT	1	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R12	f22v.1	3	oky	erste Wärmestufe	erste Wärmestufe	C1	0	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R13	f22v.1	4	tchy	kalt-trockener Gradanfang	kalt-trockener Gradanfang	C1	0	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R14	f22v.1	5	otdy	kalter Anfangsansatz; abgeschlossen	kalter Anfangsansatz; abgeschlossen	C1	0	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R15	f22v.1	6	sor	Unterposten; Portionsträger	Unterposten; Portionsträger	C0	0	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R16	f22v.1	7	shy	feucht oder angefeuchtet; Anfangsstufe	feucht oder angefeuchtet; Anfangsstufe	C0	0	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R17	f22v.1	8	qod	Zubereitung abschließen	Zubereitung abschließen	C0	0	pysaiinor ofchar oky tchy otdy sor shy qod	Eintragskopf; Inhalt offen; Blütenanteil; erste Wärmestufe; kalt-trockener Gradanfang; kalter Anfangsansatz; abgeschlossen; Unterposten; Portionsträger; feucht oder angefeuchtet; Anfangsstufe; Zubereitung abschließen.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R18	f41v.2	1	pcheody	Haupteintrag; weitere Bestimmung offen	Haupteintrag; weitere Bestimmung offen	C0	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R19	f41v.2	2	qofcheepy	Blütenzubereitung; fein als C0-Rivale	feine Blütenzubereitung	C0_REPLACEABLE_DEFAULT	1	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R20	f41v.2	3	ofchdy	Blütendroge; aufbereitet als C0-Rivale	aufbereitete Blütendroge	C0_REPLACEABLE_DEFAULT	1	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R21	f41v.2	4	cfhekchdy	heiß-trocken gemischter Anteil	heiß-trocken gemischter Anteil	C0	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R22	f41v.2	5	ypchedy	Zwischenprodukt; getrocknet als C0-Rivale	Zwischenprodukt; getrocknet als C0-Rivale	C0	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R23	f41v.2	6	chepchefy	fein zerkleinerte Trockendroge	fein zerkleinerte Trockendroge	C0	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R24	f41v.2	7	shdchdy	angefeuchtete Drogenportion	angefeuchtete Drogenportion	C0	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R25	f41v.2	8	qotal	kalter Rohstoff I am Gradanfang	kalter Rohstoff I am Gradanfang	C1	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R26	f41v.2	9	dar	abgemessener Anteil I	abgemessener Anteil I	C1	0	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	Haupteintrag; weitere Bestimmung offen; feine Blütenzubereitung; aufbereitete Blütendroge; heiß-trocken gemischter Anteil; Zwischenprodukt; getrocknet als C0-Rivale; fein zerkleinerte Trockendroge; angefeuchtete Drogenportion; kalter Rohstoff I am Gradanfang; abgemessener Anteil I.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R27	f93r.2	1	ycham	ferner	ferner	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R28	f93r.2	2	s	je	je	C1	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R29	f93r.2	3	chol	getrocknet	getrocknet	C2	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R30	f93r.2	4	chotom	möglicherweise zerkleinertes Blattgut	möglicherweise zerkleinertes Blattgut	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R31	f93r.2	5	cthodar	möglicherweise abgemessener Blattanteil	möglicherweise abgemessener Blattanteil	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R32	f93r.2	6	sheo	Feuchtzubereitung	Feuchtzubereitung	C1	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R33	f93r.2	7	s	je	je	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R34	f93r.2	8	oteodal	kalter Rohstoffanteil I	kalter Rohstoffanteil I	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R35	f93r.2	9	s	je	je	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R36	f93r.2	10	ofchoshy	Blütenzubereitung; eingeweicht als C0-Rivale	eingeweichte Blütenmasse	C0_REPLACEABLE_DEFAULT	1	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R37	f93r.2	11	cthoshol	möglicherweise angefeuchtetes Blattgut	möglicherweise angefeuchtetes Blattgut	C0	0	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ferner; je; getrocknet; möglicherweise zerkleinertes Blattgut; möglicherweise abgemessener Blattanteil; Feuchtzubereitung; je; kalter Rohstoffanteil I; je; eingeweichte Blütenmasse; möglicherweise angefeuchtetes Blattgut.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R38	f107r.38	1	poaral	Eintragskopf; möglicherweise Rohstoffanteil I	Eintragskopf; möglicherweise Rohstoffanteil I	C0	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R39	f107r.38	2	orar	möglicherweise erste Portion	möglicherweise erste Portion	C0	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R40	f107r.38	3	ofchey	Blütenzubereitung	Blütenzubereitung	C0_REPLACEABLE_DEFAULT	1	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R41	f107r.38	4	qoteedy	kalt bis zur Endstufe; abgeschlossen	kalt bis zur Endstufe; abgeschlossen	C1	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R42	f107r.38	5	qotaiin	Kältegrad III	Kältegrad III	C1	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R43	f107r.38	6	opchedy	getrocknete Zubereitung	getrocknete Zubereitung	C0	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R44	f107r.38	7	qokchey	heiß-trocken bis zur Mittelstufe	heiß-trocken bis zur Mittelstufe	C1	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R45	f107r.38	8	otlchdain	möglicherweise zweiter kalter Trockenanteil	möglicherweise zweiter kalter Trockenanteil	C0	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
G767-R46	f107r.38	9	aly	Rohstoffklasse I; Grundform	Rohstoffklasse I; Grundform	C1	0	poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly	Eintragskopf; möglicherweise Rohstoffanteil I; möglicherweise erste Portion; Blütenzubereitung; kalt bis zur Endstufe; abgeschlossen; Kältegrad III; getrocknete Zubereitung; heiß-trocken bis zur Mittelstufe; möglicherweise zweiter kalter Trockenanteil; Rohstoffklasse I; Grundform.	TOKEN_DEFAULTS_IN_WRITTEN_ORDER_SEMICOLONS_ASSERT_NO_ATTACHMENT	0	0
