record	line	locus	word	row_status
f21r	f21r.12	f21r.12:5	chor	recorded
f21r	f21r.12	f21r.12:6	chol	recorded
f21r	f21r.12	f21r.12:7	daiin	recorded
f21r	f21r.12	f21r.12:8	chkaiin	recorded
f32v	f32v.7	f32v.7:1	ksho	recorded
f32v	f32v.7	f32v.7:2	cphos	recorded
f32v	f32v.7	f32v.7:3	she	recorded
f32v	f32v.7	f32v.7:4	sheaiin	recorded
f32v	f32v.7	f32v.7:5	otshcho	recorded
f32v	f32v.7	f32v.7:6	r	recorded
f32v	f32v.7	f32v.7:7	dain	recorded
f32v	f32v.7	f32v.7:8	shckhy	recorded
f32v	f32v.7	f32v.7:9	s	recorded
f32v	f32v.7	f32v.7:10	odan	recorded
f32v	f32v.8	f32v.8:1	otchol	recorded
f32v	f32v.8	f32v.8:2	daiin	recorded
f32v	f32v.8	f32v.8:3	daiin	recorded
f32v	f32v.8	f32v.8:4	ctho	recorded
f32v	f32v.8	f32v.8:5	daiin	recorded
f32v	f32v.8	f32v.8:6	qotaiin	recorded
f32v	f32v.8	f32v.8:7	otchy	recorded
f32v	f32v.8	f32v.8:8	d	recorded
f32v	f32v.8	f32v.8:9	shan	recorded
f32v	f32v.9	f32v.9:1	qotchy	recorded
f32v	f32v.9	f32v.9:2	cfhy	recorded
f32v	f32v.9	f32v.9:3	skey	recorded
f32v	f32v.9	f32v.9:4	chocthy	recorded
f32v	f32v.9	f32v.9:5	daiin	recorded
f32v	f32v.9	f32v.9:6	cthaiin	recorded
f32v	f32v.9	f32v.9:7	daiin	recorded
f32v	f32v.10	f32v.10:1	sho	recorded
f32v	f32v.10	f32v.10:2	keol	recorded
f32v	f32v.10	f32v.10:3	chor	recorded
f32v	f32v.10	f32v.10:4	chol	recorded
f32v	f32v.10	f32v.10:5	daiin	recorded
f32v	f32v.10	f32v.10:6	cpho	recorded
f32v	f32v.10	f32v.10:7	l	recorded
f32v	f32v.10	f32v.10:8	cthol	recorded
f32v	f32v.10	f32v.10:9	da	recorded
f32v	f32v.10	f32v.10:10	ar	recorded
f32v	f32v.11	f32v.11:1	ol	recorded
f32v	f32v.11	f32v.11:2	sho	recorded
f32v	f32v.11	f32v.11:3	chy	recorded
f29v	f29v.1	f29v.1:1	kooiin	recorded
f29v	f29v.1	f29v.1:2	shor	recorded
f29v	f29v.1	f29v.1:3	chetchy	recorded
f29v	f29v.1	f29v.1:4	ol	recorded
f29v	f29v.1	f29v.1:5	ls	recorded
f29v	f29v.1	f29v.1:6	shytchy	recorded
f29v	f29v.1	f29v.1:7	cthy	recorded
f29v	f29v.1	f29v.1:8	shy	recorded
f29v	f29v.1	f29v.1:9	cho	recorded
f29v	f29v.1	f29v.1:10	shy	recorded
f29v	f29v.1	f29v.1:11	daiin	recorded
f29v	f29v.2	f29v.2:1	qotcheaiin	recorded
f29v	f29v.2	f29v.2:2	s	recorded
f29v	f29v.2	f29v.2:3	chol	recorded
f29v	f29v.2	f29v.2:4	chol	recorded
f29v	f29v.2	f29v.2:5	cthy	recorded
f29v	f29v.2	f29v.2:6	chey	recorded
f29v	f29v.2	f29v.2:7	cthold	recorded
f29v	f29v.2	f29v.2:8	ytchor	recorded
f29v	f29v.2	f29v.2:9	dary	recorded
f29v	f29v.3	f29v.3:1	chol	recorded
f29v	f29v.3	f29v.3:2	chol	recorded
f29v	f29v.3	f29v.3:3	kor	recorded
f29v	f29v.3	f29v.3:4	shey	recorded
f29v	f29v.3	f29v.3:5	odaiin	recorded
f29v	f29v.3	f29v.3:6	qotchy	recorded
f29v	f29v.3	f29v.3:7	taiin	recorded
f29v	f29v.3	f29v.3:8	s	recorded
f29v	f29v.3	f29v.3:9	she	recorded
f29v	f29v.3	f29v.3:10	otey	recorded
f29v	f29v.3	f29v.3:11	sy	recorded
f29v	f29v.4	f29v.4:1	ysho	recorded
f29v	f29v.4	f29v.4:2	otshy	recorded
f29v	f29v.4	f29v.4:3	okaiin	recorded
f29v	f29v.4	f29v.4:4	cthy	recorded
f29v	f29v.4	f29v.4:5	oltchy	recorded
f29v	f29v.4	f29v.4:6	s	recorded
f29v	f29v.4	f29v.4:7	shot	recorded
f29v	f29v.4	f29v.4:8	sho	recorded
f29v	f29v.4	f29v.4:9	okaiin	recorded
